condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds,source_file,status_completed,actual_box_solves
generic,12,C02,1.0,0.25,7,generic,1,0.5,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.0026439453125,0.03107531870136,2.2985946281849222e-20,0.03107531870136,True,True,True,0.1199098010617277,38.33554598700721,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,12,C02,1.0,0.25,8,generic,2,0.9,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.53150047019676e-05,0.0017985470493595,2.107060667863453e-17,0.0017985470493595,True,True,True,0.1198828424106574,43.90601001505274,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,12,C02,1.0,0.25,9,generic,3,0.1,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.1149088541666666,0.0149403320312499,0.0171652962180824,8.349786256634387e-22,0.0171652962180824,True,True,True,0.0197414823567514,30.15649646706879,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,12,C02,1.0,0.25,10,generic,4,0.5,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6943359374999997,1e-06,0.0068075370348928,1.938943406375129e-20,0.0068075370348928,True,True,True,0.194346218396458,41.95532155199908,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,12,C02,1.0,0.25,11,generic,5,0.9,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7617187499999999,2.53356963734568e-05,7.134762395536918e-08,1.839650775679148e-20,7.134762395538759e-08,True,True,True,0.138295348441929,34.151405622949824,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,0,generic,1,0.5,0.0001,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.5917852783203122,0.0018776629774305,0.0475392486368242,1.0858955477496457e-19,0.0475392486368242,True,True,True,0.0918024912624843,119.14618848694954,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,13,C02,1.0,0.315,1,generic,2,0.9,0.0001,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,5.5988352457682296e-05,0.0196048019264364,1.95419523118594e-18,0.0196048019264364,True,True,True,0.0917852888722496,143.95533303695265,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,13,C02,1.0,0.315,2,generic,3,0.1,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129970703125,0.0264652669270833,0.011646454680953,4.3452203948061816e-20,0.011646454680953,True,True,True,0.0386884004789591,29.89446347788908,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,3,generic,4,0.5,0.002,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.6048974609374997,0.0014180162760416,0.0439026853476622,7.53460934612454e-20,0.0439026853476622,True,True,True,0.104899075382909,80.95738380402327,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,13,C02,1.0,0.315,4,generic,5,0.9,0.002,0.03,0.015,COMPLETED,,1,0.0525,0.02625,0.7951025390625002,6.0690235279224526e-05,0.0088027837056823,7.066796307505514e-20,0.0088027837056823,True,True,True,0.104915386066572,94.85248852195218,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,13,C02,1.0,0.315,5,generic,0,0.1,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15271484375,0.0259300781249999,2.7616052216164813e-06,5.690105033616006e-20,2.761605221616538e-06,True,True,True,0.0587030466631036,30.361259413999505,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,6,generic,1,0.5,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.0009932291666666,0.0394642481611788,4.1286680667036464e-20,0.0394642481611788,True,True,True,0.119886140113252,41.34898347291164,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,7,generic,2,0.9,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,3.4169168354552468e-06,0.0023018808376918,1.1329017463098713e-12,0.0023018808388247,True,True,True,0.1198828514058706,46.36887969297823,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,8,generic,3,0.1,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.1526953125,0.0259252929687499,1.2443037105479677e-05,5.687033397690226e-20,1.2443037105479733e-05,True,True,True,0.0578724079602117,30.518961697933264,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,9,generic,4,0.5,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6914713541666662,3.1373535156249995e-05,0.0157295422600916,4.264059386732288e-21,0.0157295422600916,True,True,True,0.1914814741863426,43.99392308702227,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,10,generic,5,0.9,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7617187499999999,8.037760416666667e-06,8.827748515286069e-08,4.816797215179534e-21,8.82774851528655e-08,True,True,True,0.1382955965138675,36.50137174606789,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,13,C02,1.0,0.315,11,generic,0,0.1,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.1526692708333334,0.0259300781249999,2.517688435325066e-05,5.687435840701657e-20,2.517688435325072e-05,True,True,True,0.0586621259933411,30.278176232939582,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,0,generic,2,0.9,0.0001,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.8082147216796877,1.6476707175925928e-05,0.0132163823577652,1.7530642756414734e-14,0.0132163823577828,True,True,True,0.0917853163228064,135.31561835994944,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,14,C02,1.05,0.22,1,generic,3,0.1,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.0254334960937499,0.0183839903617613,4.96515162684955e-22,0.0183839903617613,True,True,True,0.0380443397233107,29.800113723031245,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,2,generic,4,0.5,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.01564501953125,0.0416812669310528,4.040247059464096e-20,0.0416812669310528,True,True,True,0.0329306787633517,35.344731600023806,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,3,generic,5,0.9,0.002,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.7951025390625002,9.862098524305556e-05,0.0059400475619931,5.588716970689313e-20,0.0059400475619931,True,True,True,0.1049146917895299,88.12206487206277,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,14,C02,1.05,0.22,4,generic,0,0.1,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.14982421875,0.0225853515624999,0.0182179221892607,5.210278683109416e-23,0.0182179221892607,True,True,True,0.0546630021946935,30.20717382698785,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,5,generic,1,0.5,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.010168359375,0.0376761021435831,3.5378678889061034e-20,0.0376761021435831,True,True,True,0.0607811158480302,36.10079576901626,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,6,generic,2,0.9,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,8.117377387152778e-06,0.0015537877082913,2.769252059335897e-16,0.0015537877082915,True,True,True,0.1198828477111152,44.08462699409574,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,7,generic,3,0.1,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.1491015625,0.0254334960937499,0.0172193547004708,1.9438555068378897e-23,0.0172193547004708,True,True,True,0.0544067291712817,30.180450332001783,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,8,generic,4,0.5,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.0034748372395833,0.0268324605303064,9.260153407324195e-21,0.0268324605303064,True,True,True,0.1198918841197909,37.48742648900952,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,9,generic,5,0.9,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,1.2171875e-05,7.101754289148247e-08,5.638210901579027e-20,7.101754289153885e-08,True,True,True,0.1385559268433954,26.028674173983745,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,10,generic,0,0.1,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.1498046875,0.0225853515624999,0.0182179247428451,5.250103142618141e-23,0.0182179247428451,True,True,True,0.0546452004467169,30.236665186006576,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,14,C02,1.05,0.22,11,generic,1,0.5,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.6998046874999995,0.0003661226128472,0.0088112806246293,5.1478092778287e-20,0.0088112806246293,True,True,True,0.1998048647261059,39.66139774792828,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,0,generic,3,0.1,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.129970703125,0.0149403320312499,0.0223238178215745,1.6088943756527256e-21,0.0223238178215745,True,True,True,0.0326449879596528,30.52375469193794,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,1,generic,4,0.5,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.5299707031249998,0.0151900716145833,0.0425726671472708,4.559225138661592e-20,0.0425726671472708,True,True,True,0.032744786378975,35.66610157198738,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,2,generic,5,0.9,0.002,0.015,0.03,COMPLETED,,2,0.0459375,0.091875,0.8082147216796877,3.056657252684542e-05,0.013537703643892,3.6944938336970833e-17,0.013537703643892,True,True,True,0.0918064049201495,133.27876640099566,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,15,C02,1.05,0.225,3,generic,0,0.1,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.15576171875,0.0120921875,0.021533098412065,4.361305622388868e-22,0.021533098412065,True,True,True,0.0570366710019901,30.98348078597337,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,4,generic,1,0.5,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.5599414062499999,0.0098509765625,0.0384992939938031,4.084571276555055e-20,0.0384992939938031,True,True,True,0.0607293481535077,36.31903197802603,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,5,generic,2,0.9,0.0001,0.03,0.03,COMPLETED,,1,0.0525,0.0525,0.7951025390625002,1.8936197916666637e-05,0.006081695527603,1.9588237000062784e-16,0.0060816955276032,True,True,True,0.104897492260179,88.26052040106151,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,15,C02,1.05,0.225,6,generic,3,0.1,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.1548046875,0.0149403320312499,0.020499080195952,1.983046629368858e-22,0.020499080195952,True,True,True,0.0563116858658276,30.983468972030096,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,7,generic,4,0.5,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.6198828124999999,0.0033622721354166,0.027438969145874,1.1913921270009964e-20,0.027438969145874,True,True,True,0.1198905522477941,37.88600420602597,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,8,generic,5,0.9,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.1139873488940332e-05,0.0015972068619219,3.783366546369024e-15,0.0015972068619257,True,True,True,0.1198993089951436,43.51601025904529,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,9,generic,0,0.1,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.1557942708333334,0.0120921875,0.0215330989411656,4.346479454991782e-22,0.0215330989411656,True,True,True,0.0570684958524273,30.95983817998785,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,10,generic,1,0.5,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.6998046874999995,0.0003494270833333,0.0090170430494988,4.461892438327773e-20,0.0090170430494988,True,True,True,0.1998048431866513,39.99418756901287,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,15,C02,1.05,0.225,11,generic,2,0.9,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,1e-06,2.4997720169171644e-08,7.001686602366623e-20,2.4997720169241663e-08,True,True,True,0.1385417020386923,25.69592850503977,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,0,generic,4,0.5,0.002,0.015,0.008,COMPLETED,,3,0.080390625,0.042875,0.6566465759277342,1e-06,0.0170752319941625,2.4429646843084708e-20,0.0170752319941625,True,True,True,0.1566593302388447,173.5474202770274,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,4.0
generic,16,C02,1.05,0.35,1,generic,5,0.9,0.002,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,5.097427669572242e-05,0.0219810161671109,1.1832471511645624e-17,0.0219810161671109,True,True,True,0.0918059694007274,145.8263676048955,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,16,C02,1.05,0.35,2,generic,0,0.1,0.0001,0.015,0.03,COMPLETED,,1,0.02625,0.0525,0.1524487304687499,0.0047619843749999,0.0363640686837721,1.5703148736265403e-20,0.0363640686837721,True,True,True,0.0526555165780027,63.99524929700419,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,16,C02,1.05,0.35,3,generic,1,0.5,0.0001,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.6048974609374997,0.000127917860243,0.0479906481811877,2.201134577302008e-20,0.0479906481811877,True,True,True,0.1048974646525892,86.67305496009067,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,16,C02,1.05,0.35,4,generic,2,0.9,0.0001,0.03,0.015,COMPLETED,,1,0.0525,0.02625,0.7951025390625002,5.182980384355709e-06,0.0097844018330895,5.611245338251935e-14,0.0097844018331456,True,True,True,0.1048975037901356,96.8622526640538,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,16,C02,1.05,0.35,5,generic,3,0.1,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.1599414062499999,0.0042955618489583,0.0306731637253571,1.974925158438188e-20,0.0306731637253571,True,True,True,0.0599853464391923,32.58532467496116,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,6,generic,4,0.5,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.0001280800781249,0.0432606897363448,2.321056287568725e-20,0.0432606897363448,True,True,True,0.1198974262321924,43.89256989303976,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,7,generic,5,0.9,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,5.887333622685188e-06,0.002574755296176,6.091106989940162e-16,0.0025747552961766,True,True,True,0.1198993962379974,47.60120194393676,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,8,generic,0,0.1,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.2055078125,0.0033502988281249,2.1274178500194023e-05,4.744535208532349e-20,2.1274178500194077e-05,True,True,True,0.1055578653678032,33.45572786300909,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,9,generic,1,0.5,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6699869791666665,1.1494649251302083e-06,0.0023998150157713,2.53018808638795e-20,0.0023998150157713,True,True,True,0.1699870079083604,45.99297183705494,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,10,generic,2,0.9,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7617187499999999,1e-06,9.296744946541157e-08,4.9507937974155365e-20,9.296744946546108e-08,True,True,True,0.1382812854386396,37.09305038501043,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,16,C02,1.05,0.35,11,generic,3,0.1,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.2055338541666666,0.0033493971354166,5.566457300952355e-06,4.74705055582081e-20,5.566457300952403e-06,True,True,True,0.1055424807738587,33.44097691809293,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,0,generic,5,0.9,0.002,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.8082147216796877,1.3619583695023152e-05,0.0128435164153843,5.226021832854501e-16,0.0128435164153849,True,True,True,0.0918067700308396,135.51594745810144,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,3.0
generic,17,C02,1.1,0.215,1,generic,0,0.1,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.0225853515624999,0.0283072468163074,5.9390859142452384e-21,0.0283072468163074,True,True,True,0.0374677738956573,29.466804526979104,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,2,generic,1,0.5,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.017062890625,0.0394153762516355,3.360004495981107e-20,0.0394153762516355,True,True,True,0.0344380996014964,35.422946123057045,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,3,generic,2,0.9,0.0001,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.7951025390625002,9.700197120949076e-05,0.0057701638224775,6.506329244521372e-20,0.0057701638224775,True,True,True,0.1048974609803425,88.77319476404227,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,2.0
generic,17,C02,1.1,0.215,4,generic,3,0.1,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.1599414062499999,0.0254334960937499,0.0188154563037636,1.893513913508852e-21,0.0188154563037636,True,True,True,0.064359155699895,30.282801780034788,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,5,generic,4,0.5,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.01109677734375,0.0358291970101679,3.0147685075145643e-20,0.0358291970101679,True,True,True,0.0606277456390165,36.00955338799395,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,6,generic,5,0.9,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,1.1667588975694444e-05,0.0015139536625087,1.897739020660567e-17,0.0015139536625087,True,True,True,0.1198993002426904,44.05530153692234,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,7,generic,0,0.1,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.1883203125,0.0225853515624999,0.0170456348452663,3.892727190845463e-22,0.0170456348452663,True,True,True,0.091137635667088,30.879921554937027,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,8,generic,1,0.5,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.0037816406249999,0.0257333183886063,9.435676271400415e-21,0.0257333183886063,True,True,True,0.1199393313746653,37.4997012980748,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,9,generic,2,0.9,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,3.136747685185185e-05,7.2065931053477e-08,6.598680139853984e-20,7.206593105354298e-08,True,True,True,0.1385416836666894,25.91925029805861,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
generic,17,C02,1.1,0.215,10,generic,3,0.1,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.1875651041666667,0.0254334960937499,0.0160381128526175,1.8394098496700849e-22,0.0160381128526175,True,True,True,0.0906464351582288,30.767092479974963,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/candidates_generic_00_32.csv,True,1.0
