boundary_id,normal_axis,pair_id,idx_a,idx_b,Mach_minus_grid,Mach_plus_grid,eta_minus_grid,eta_plus_grid,Mach_mid,eta_mid,component,chart_minus,chart_plus,Mach_boundary,eta_boundary,clean_pair_switch,third_chart_seen,eps,Mach_minus,eta_minus,Mach_plus,eta_plus,routed_chart_minus,routed_chart_plus,family_minus,family_plus,ci_minus,ci_plus,samepoint_ci_abs_diff,samepoint_ci_rel_diff_reg,samepoint_p_overlap,samepoint_p_rel,samepoint_q_overlap,samepoint_q_rel,routed_ci_abs_diff,routed_ci_rel_diff_reg,routed_p_overlap,routed_p_rel,routed_q_overlap,routed_q_rel,success,error,source_shard
ROUTE_0003,Mach,ETAEDGE_HM1__ETAEDGE_HM2A,0,1,0.8392,0.8423999999999999,0.0487999999999999,0.0487999999999999,0.8408,0.0487999999999999,0,ETAEDGE_HM1,ETAEDGE_HM2A,0.8399999995052815,0.0487999999999999,True,,0.0002,0.8397999995052815,0.0487999999999999,0.8401999995052815,0.0487999999999999,ETAEDGE_HM1,ETAEDGE_HM2A,pQscaled,pQscaled,0.5535815538558225,0.5539720207841358,0.0006125226262936,0.0011054802376536,0.9999887981896576,0.0047332330603907,0.9998306846705204,0.4472837365597087,0.0003904669283132,0.0007048495477452,0.9999887686697766,0.0047394656137522,0.9998305846378216,0.4477191069868435,True,,shard_00000.csv
ROUTE_0003,Mach,ETAEDGE_HM1__ETAEDGE_HM2A,0,1,0.8392,0.8423999999999999,0.0487999999999999,0.0487999999999999,0.8408,0.0487999999999999,0,ETAEDGE_HM1,ETAEDGE_HM2A,0.8399999995052815,0.0487999999999999,True,,5e-05,0.8399499995052815,0.0487999999999999,0.8400499995052815,0.0487999999999999,ETAEDGE_HM1,ETAEDGE_HM2A,pQscaled,pQscaled,0.5534947252512648,0.5540517673069512,0.0006125226262936,0.0011054802376536,0.9999887981896576,0.0047332330603907,0.9998306846705204,0.4472837365597087,0.0005570420556864,0.0010053971281311,0.999988790812799,0.0047347913107499,0.999830659669173,0.4473926121583627,True,,shard_00000.csv
ROUTE_0004,Mach,ETAEDGE_HM1__ETAEDGE_HM2A,0,1,0.8392,0.8423999999999999,0.0583999999999999,0.0583999999999999,0.8408,0.0583999999999999,0,ETAEDGE_HM1,ETAEDGE_HM2A,0.8399999995052815,0.0583999999999999,True,,0.001,0.8389999995052815,0.0583999999999999,0.8409999995052815,0.0583999999999999,ETAEDGE_HM1,ETAEDGE_HM2A,pQscaled,pQscaled,0.5461305584945603,0.5458364542678861,0.0007935417493895,0.0014524164854871,0.999986284204725,0.0052374996350283,0.9998281755298276,0.4541118161883397,0.0002941042266741,0.0005385236590402,0.99998610171541,0.0052722268556209,0.9998277598837356,0.456263864072198,True,,shard_00000.csv
ROUTE_0004,Mach,ETAEDGE_HM1__ETAEDGE_HM2A,0,1,0.8392,0.8423999999999999,0.0583999999999999,0.0583999999999999,0.8408,0.0583999999999999,0,ETAEDGE_HM1,ETAEDGE_HM2A,0.8399999995052815,0.0583999999999999,True,,0.0002,0.8397999995052815,0.0583999999999999,0.8401999995052815,0.0583999999999999,ETAEDGE_HM1,ETAEDGE_HM2A,pQscaled,pQscaled,0.5456788276932893,0.5462554787282481,0.0007935417493895,0.0014524164854871,0.999986284204725,0.0052374996350283,0.9998281755298276,0.4541118161883397,0.0005766510349587,0.001055643480778,0.9999862477895528,0.0052444477089243,0.999828093126264,0.4545429287636514,True,,shard_00000.csv
ROUTE_0004,Mach,ETAEDGE_HM1__ETAEDGE_HM2A,0,1,0.8392,0.8423999999999999,0.0583999999999999,0.0583999999999999,0.8408,0.0583999999999999,0,ETAEDGE_HM1,ETAEDGE_HM2A,0.8399999995052815,0.0583999999999999,True,,5e-05,0.8399499995052815,0.0583999999999999,0.8400499995052815,0.0583999999999999,ETAEDGE_HM1,ETAEDGE_HM2A,pQscaled,pQscaled,0.5455942734292969,0.5463336231036249,0.0007935417493895,0.0014524164854871,0.999986284204725,0.0052374996350283,0.9998281755298276,0.4541118161883397,0.0007393496743279,0.0013532933780056,0.9999862751048064,0.005239236777892,0.9998281549632088,0.454219627479839,True,,shard_00000.csv
ROUTE_0005,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.02,0.02,0.6808,0.02,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.02,True,,0.001,0.6789999995052813,0.02,0.6809999995052813,0.02,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6766235345165903,0.6762689651478015,0.0007909392420681,0.0011686066350052,0.9999892257617776,0.004642021150426,0.995106644147812,0.3187233694030333,0.0003545693687887,0.0005240275436799,0.9999891300342504,0.0046625972743761,0.9951106855347408,0.3200394176667493,True,,shard_00000.csv
ROUTE_0005,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.02,0.02,0.6808,0.02,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.02,True,,0.0002,0.6797999995052814,0.02,0.6801999995052813,0.02,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6761498285843986,0.6767121903325888,0.0007909392420681,0.0011686066350052,0.9999892257617776,0.004642021150426,0.995106644147812,0.3187233694030333,0.0005623617481901,0.0008310205671243,0.99998920664868,0.004646136690204,0.9951074536338096,0.31898675876978,True,,shard_00000.csv
ROUTE_0005,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.02,0.02,0.6808,0.02,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.02,True,,5e-05,0.6799499995052813,0.02,0.6800499995052813,0.02,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6760611082217048,0.6767949278943032,0.0007909392420681,0.0011686066350052,0.9999892257617776,0.004642021150426,0.995106644147812,0.3187233694030333,0.0007338196725983,0.001084257050923,0.999989220985022,0.00464305005024,0.995106846576087,0.3187892251876735,True,,shard_00000.csv
ROUTE_0006,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0296,0.0296,0.6808,0.0296,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0296,True,,0.001,0.6789999995052813,0.0296,0.6809999995052813,0.0296,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.666186717077215,0.6666505452288962,0.0015941742909495,0.002389364796811,0.99997678715197,0.0068136008999636,0.9960659861961664,0.3683720173146403,0.0004638281516812,0.0006957590524762,0.999976610263733,0.0068395120771949,0.9960694027663674,0.3696470903314954,True,,shard_00000.csv
ROUTE_0006,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0296,0.0296,0.6808,0.0296,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0296,True,,0.0002,0.6797999995052814,0.0296,0.6801999995052813,0.0296,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6657185789907656,0.6670872308185262,0.0015941742909495,0.002389364796811,0.99997678715197,0.0068136008999636,0.9960659861961664,0.3683720173146403,0.0013686518277605,0.002051683444879,0.9999767518277544,0.0068187831768886,0.996066670728888,0.368627236320093,True,,shard_00000.csv
ROUTE_0006,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0296,0.0296,0.6808,0.0296,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0296,True,,5e-05,0.6799499995052813,0.0296,0.6800499995052813,0.0296,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6656309008571244,0.6671687204194736,0.0015941742909495,0.002389364796811,0.99997678715197,0.0068136008999636,0.9960659861961664,0.3683720173146403,0.0015378195623492,0.0023049934975703,0.9999767783234204,0.0068148964711767,0.9960661573865668,0.3684358316713111,True,,shard_00000.csv
ROUTE_0007,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0392,0.0392,0.6808,0.0392,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0392,True,,0.001,0.6789999995052813,0.0392,0.6809999995052813,0.0392,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6567708989168678,0.6554788457213254,0.0001902778162777,0.000289968375539,0.9999602532186336,0.0089158276635427,0.996770246684606,0.4055066528242025,0.0012920531955423,0.001967281433561,0.9999599643314302,0.0089481693258748,0.9967731196305754,0.4067590820472719,True,,shard_00000.csv
ROUTE_0007,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0392,0.0392,0.6808,0.0392,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0392,True,,0.0002,0.6797999995052814,0.0392,0.6801999995052813,0.0392,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.656315645209425,0.6559054857227158,0.0001902778162777,0.000289968375539,0.9999602532186336,0.0089158276635427,0.996770246684606,0.4055066528242025,0.0004101594867091,0.0006249424186411,0.9999601955211288,0.0089222964165734,0.9967708225250316,0.4057573638785858,True,,shard_00000.csv
ROUTE_0007,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0392,0.0392,0.6808,0.0392,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0392,True,,5e-05,0.6799499995052813,0.0392,0.6800499995052813,0.0392,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6562303762382382,0.6559851504410427,0.0001902778162777,0.000289968375539,0.9999602532186336,0.0089158276635427,0.996770246684606,0.4055066528242025,0.0002452257971955,0.0003736885796132,0.9999602387980044,0.0089174448715664,0.9967703907034512,0.4055693411726173,True,,shard_00000.csv
ROUTE_0008,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0487999999999999,0.0487999999999999,0.6808,0.0487999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0487999999999999,True,,0.001,0.6789999995052813,0.0487999999999999,0.6809999995052813,0.0487999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6462140017325239,0.6463433078758299,0.0012273361790227,0.0018973196615697,0.9999383697914684,0.0111020997464821,0.9973027313687096,0.4362332333749668,0.000129306143306,0.000200057990437,0.999937935442878,0.0111411517463408,0.9973050737415252,0.4374561321661406,True,,shard_00000.csv
ROUTE_0008,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0487999999999999,0.0487999999999999,0.6808,0.0487999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0487999999999999,True,,0.0002,0.6797999995052814,0.0487999999999999,0.6801999995052813,0.0487999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.645763999672443,0.6467721649379811,0.0012273361790227,0.0018973196615697,0.9999383697914684,0.0111020997464821,0.9973027313687096,0.4362332333749668,0.001008165265538,0.0015587641524967,0.9999382830306895,0.0111099113244408,0.9973032011107158,0.4364780516549795,True,,shard_00000.csv
ROUTE_0008,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0487999999999999,0.0487999999999999,0.6808,0.0487999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0487999999999999,True,,5e-05,0.6799499995052813,0.0487999999999999,0.6800499995052813,0.0487999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6456797166609684,0.6468522807268784,0.0012273361790227,0.0018973196615697,0.9999383697914684,0.0111020997464821,0.9973027313687096,0.4362332333749668,0.00117256406591,0.0018127230912634,0.9999383481063804,0.0111040526963147,0.9973028488637214,0.4362944491567623,True,,shard_00000.csv
ROUTE_0009,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0583999999999999,0.0583999999999999,0.6808,0.0583999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0583999999999999,True,,0.001,0.6789999995052813,0.0583999999999999,0.6809999995052813,0.0583999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6361640848143632,0.6366892277263211,0.0016042944254434,0.0025176558844006,0.9999105010991128,0.0133787066535231,0.9977047851366744,0.4623161444962538,0.0005251429119579,0.0008248025710019,0.9999098888099408,0.013424390492385,0.9977066634723906,0.4635071393432923,True,,shard_00000.csv
ROUTE_0009,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0583999999999999,0.0583999999999999,0.6808,0.0583999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0583999999999999,True,,0.0002,0.6797999995052814,0.0583999999999999,0.6801999995052813,0.0583999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6357232821560489,0.63711216555866,0.0016042944254434,0.0025176558844006,0.9999105010991128,0.0133787066535231,0.9977047851366744,0.4623161444962538,0.0013888834026111,0.0021799668530787,0.9999103787801392,0.0133878455234271,0.997705162162453,0.4625545880092838,True,,shard_00000.csv
ROUTE_0009,Mach,ETAEDGE_HM1__ETAEDGE_MM,4,0,0.6791999999999999,0.6824,0.0583999999999999,0.0583999999999999,0.6808,0.0583999999999999,0,ETAEDGE_MM,ETAEDGE_HM1,0.6799999995052813,0.0583999999999999,True,,5e-05,0.6799499995052813,0.0583999999999999,0.6800499995052813,0.0583999999999999,ETAEDGE_MM,ETAEDGE_HM1,pQscaled,pQscaled,0.6356407304790187,0.6371911919934016,0.0016042944254434,0.0025176558844006,0.9999105010991128,0.0133787066535231,0.9977047851366744,0.4623161444962538,0.0015504615143828,0.0024332751831242,0.9999104705258796,0.0133809914697575,0.9977048794569175,0.4623757668699954,True,,shard_00000.csv
ROUTE_0010,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7016,0.7016,0.0583999999999999,0.0616,0.7016,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7016,0.0600000004947185,True,,0.001,0.7016,0.0590000004947185,0.7016,0.0610000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.6244682586722178,0.6230041317676189,0.0007166337219923,0.001148417783732,0.9988073729279202,0.0488244998420535,0.9650993055859188,2.9505045690756275,0.0014641269045988,0.0023445977986326,0.9987680263395264,0.0496228733735472,0.9651951165835532,3.02923849864168,True,,shard_00000.csv
ROUTE_0010,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7016,0.7016,0.0583999999999999,0.0616,0.7016,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7016,0.0600000004947185,True,,0.0002,0.7016,0.0598000004947185,0.7016,0.0602000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.6235380794459786,0.6238165163931362,0.0007166337219923,0.001148417783732,0.9988073729279202,0.0488244998420535,0.9650993055859188,2.9505045690756275,0.0002784369471575,0.0004463443013139,0.9987995558755728,0.0489841523633738,0.9651186844878176,2.966133591205329,True,,shard_00000.csv
ROUTE_0010,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7016,0.7016,0.0583999999999999,0.0616,0.7016,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7016,0.0600000004947185,True,,5e-05,0.7016,0.0599500004947185,0.7016,0.0600500004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.6233609205127081,0.6239679112414291,0.0007166337219923,0.001148417783732,0.9988073729279202,0.0488244998420535,0.9650993055859188,2.9505045690756275,0.000606990728721,0.0009727915775562,0.9988054211132976,0.0488644119445628,0.9651041604812292,2.95440638394493,True,,shard_00000.csv
ROUTE_0011,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7367999999999999,0.7367999999999999,0.0583999999999999,0.0616,0.7367999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7367999999999999,0.0600000004947185,True,,0.001,0.7367999999999999,0.0590000004947185,0.7367999999999999,0.0610000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.6038767598009872,0.6029638160693946,0.0010616571964663,0.0017578797065765,0.9989453364941316,0.0459152991564524,0.9649898203427916,2.887583168578659,0.0009129437315925,0.0015118047130898,0.9989102371772274,0.0466726693315831,0.9650955122702431,2.9651009719920256,True,,shard_00000.csv
ROUTE_0011,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7367999999999999,0.7367999999999999,0.0583999999999999,0.0616,0.7367999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7367999999999999,0.0600000004947185,True,,0.0002,0.7367999999999999,0.0598000004947185,0.7367999999999999,0.0602000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.603079920470962,0.6037469812990529,0.0010616571964663,0.0017578797065765,0.9989453364941316,0.0459152991564524,0.9649898203427916,2.887583168578659,0.0006670608280908,0.0011048681794741,0.998938364078966,0.0460667425724836,0.9650111340152978,2.902972067255242,True,,shard_00000.csv
ROUTE_0011,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7367999999999999,0.7367999999999999,0.0583999999999999,0.0616,0.7367999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7367999999999999,0.0600000004947185,True,,5e-05,0.7367999999999999,0.0599500004947185,0.7367999999999999,0.0600500004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.602930172204808,0.6038931997335139,0.0010616571964663,0.0017578797065765,0.9989453364941316,0.0459152991564524,0.9649898203427916,2.887583168578659,0.0009630275287058,0.001594698415433,0.9989435956128824,0.0459531585857324,0.9649951569378764,2.8914250967255604,True,,shard_00000.csv
ROUTE_0012,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7719999999999999,0.7719999999999999,0.0583999999999999,0.0616,0.7719999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7719999999999999,0.0600000004947185,True,,0.001,0.7719999999999999,0.0590000004947185,0.7719999999999999,0.0610000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.5839161684828775,0.5824310370622143,0.0002799660955835,0.0004799318779392,0.9990829202188938,0.042817269026496,0.9648501873343704,2.816216688842942,0.0014851314206631,0.0025433983520645,0.9990521865104096,0.0435284806623208,0.9649651729299596,2.89231322666697,True,,shard_00000.csv
ROUTE_0012,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7719999999999999,0.7719999999999999,0.0583999999999999,0.0616,0.7719999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7719999999999999,0.0600000004947185,True,,0.0002,0.7719999999999999,0.0598000004947185,0.7719999999999999,0.0602000004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.5832339235547384,0.5831629947154234,0.0002799660955835,0.0004799318779392,0.9990829202188938,0.042817269026496,0.9648501873343704,2.816216688842942,7.0928839314921e-05,0.0001216130208658,0.9990768156603216,0.0429594740427736,0.964873313767776,2.831325260598317,True,,shard_00000.csv
ROUTE_0012,eta,ETAEDGE_HM1__HM1_VLOW_EXTREME,0,13,0.7719999999999999,0.7719999999999999,0.0583999999999999,0.0616,0.7719999999999999,0.06,0,ETAEDGE_HM1,HM1_VLOW_EXTREME,0.7719999999999999,0.0600000004947185,True,,5e-05,0.7719999999999999,0.0599500004947185,0.7719999999999999,0.0600500004947185,ETAEDGE_HM1,HM1_VLOW_EXTREME,pQscaled,pQscaled,0.5831075371975635,0.5832998850214566,0.0002799660955835,0.0004799318779392,0.9990829202188938,0.042817269026496,0.9648501873343704,2.816216688842942,0.0001923478238931,0.0003297580349874,0.9990813960549312,0.0428528185412603,0.9648559749145698,2.8199887174018685,True,,shard_00000.csv
