boundary_id,interface_pair,selection_reason,interchart_p_overlap,interchart_p_rel,interchart_ci_jump,p_rel_minus,p_rel_plus,p_overlap_classic_minus,p_overlap_classic_plus,ci_rel_minus,ci_rel_plus,delta_p_rel_classic,worst_p_rel_classic,worst_p_overlap_classic
ROUTE_0145,HM1_LOW__HM2_LOW,worst_p_overlap,0.9726871948164292,0.2321198419785476,2.8116311058423715e-05,0.07193164286703,0.2626063774383096,0.997409564198404,0.9649030472170392,0.0006173850566335,0.000521957140434,0.19067473457127962,0.2626063774383096,0.9649030472170392
ROUTE_0240,HM2_LOW__HM2_MID,worst_p_overlap,0.9649325491866656,0.2624979533636845,0.0003925098824332,0.2063016871636939,0.2117409683834514,0.978488433183251,0.977325821979568,1.5099234166913752e-05,0.0010732601365075,0.005439281219757508,0.2117409683834514,0.977325821979568
ROUTE_0150,HM1_LOW__LOW,worst_p_overlap,0.9631088272036938,0.2691122200167164,0.0002405246272341,0.1588438749308184,0.1245950911956511,0.987303713857576,0.9922076714327236,0.0009784865717844,0.000258566857669,0.03424878373516729,0.1588438749308184,0.987303713857576
ROUTE_0292,LMEDGE_LOW__LOWM_EXT_VLOW_MOD,worst_ci_jump,0.9998420368503907,0.0177736137817237,0.0029857439097475,0.0194372988805216,0.0035153980836419,0.9998110778603274,0.9999938209690667,0.004120023023117,0.0001232335341218,0.015921900796879697,0.0194372988805216,0.9998110778603274
ROUTE_0278,LMEDGE_LOW__LMEDGE_MID,worst_ci_jump,0.9998489179549286,0.0173822111469903,0.0022605251407783,0.0020166256611162,0.0163474640491984,0.999997966608404,0.9998663712812632,0.0044058402357549,3.2650579385726564e-05,0.0143308383880822,0.0163474640491984,0.9998663712812632
