point_id,Mach,eta,alpha,chart_evaluated,ci_final,ci_seed_1234,scaled_error_seed_1234_finalref,ci_seed_2345,scaled_error_seed_2345_finalref,ci_seed_3456,scaled_error_seed_3456_finalref,ci_seed_std,ci_seed_range
OFFGRID_0184,0.6741134268638395,0.4087053830906754,0.3018811747786441,MID,0.3481172597048877,0.3482743403503636,0.0004512291220752293,0.3482215855724636,0.00029968599564497814,0.3481406115181459,6.708030873845218e-05,6.735882103855708e-05,0.0001337288322176
OFFGRID_0189,0.4670245613010852,0.4876037009806632,0.4311608144976003,MID,0.3396780872283897,0.3397758654880938,0.0002878556591680908,0.3397817794696206,0.0003052662068283287,0.3397194827701107,0.000121866977227671,3.4387170171672585e-05,6.229669950991168e-05
OFFGRID_0190,0.327295852293057,0.3809733242642818,0.359990043052023,MID,0.4572081652577275,0.4576008731965349,0.0008589259086964118,0.4576409722108129,0.0009466299728952207,0.4575038588891237,0.0006467374247997448,7.049795478494719e-05,0.0001371133216891
OFFGRID_0195,0.6571357533067532,0.4682283549554557,0.3529375396520473,MID,0.3115935034398283,0.3117651039819035,0.0005507192549935488,0.3118955735176514,0.0009694363794123747,0.3117547542006942,0.0005175036035276858,7.84851342162223e-05,0.0001408193169571
OFFGRID_0208,0.5698787570866205,0.4436596364257331,0.3645678956468187,MID,0.350697697573004,0.35065592680755,0.00011910761246253888,0.350730003152733,9.211802630176178e-05,0.3507032094881576,1.5716998405529095e-05,3.7507459841335005e-05,7.40763451830273e-05
OFFGRID_0212,0.5500085316868177,0.4889129984501573,0.4083201083737665,MID,0.321917413593004,0.3220656217792093,0.00046039195131156874,0.3221166263336089,0.0006188318251609757,0.3220043494456248,0.0002700563838732683,5.621663900750872e-05,0.0001122768879841
OFFGRID_0217,0.3299212667140281,0.4679981931596835,0.4417942499433794,MID,0.3791049019145053,0.3791636018446027,0.00015483822498982416,0.3792071402247031,0.00026968342978810945,0.3791590205358772,0.00014275368400299652,2.655837402185021e-05,4.8119688825898344e-05
OFFGRID_0218,0.6830183908549949,0.3958372732339428,0.2891200098345119,MID,0.3545662869053206,0.3550279058444508,0.0013019256375422985,0.3548337524677777,0.0007543457241565783,0.354690347791427,0.00034989476069257453,0.0001694136328802,0.0003375580530238
OFFGRID_0225,0.2218206821166117,0.3825536434204553,0.3730232664274348,MID,0.4729423456504912,0.4736812993071975,0.0015624603368723949,0.473602369965444,0.0013955703502189398,0.4735260567963215,0.0012342120581895347,7.76249293657742e-05,0.000155242510876
OFFGRID_0236,0.4819997813675838,0.3845611711774775,0.3369414752852825,MID,0.4193385956089669,0.4196255995791248,0.0006844205927220146,0.4196580771102842,0.0007618700130698015,0.4194898734671223,0.00036075348117122006,8.922708210187046e-05,0.0001682036431619
OFFGRID_0239,0.1743213192835688,0.4614128227451703,0.4543480492293971,MID,0.4033332310354101,0.4030362845173332,0.0007362312232854657,0.4031818359980809,0.0003753596918868864,0.4032096821810454,0.00030631955132359685,9.31194512748658e-05,0.0001733976637122
OFFGRID_0243,0.5768350917061504,0.5057366272065196,0.4131163362402325,MID,0.3041317218516722,0.3040052038390976,0.00041599742310431,0.3040045071950793,0.00041828802276311556,0.3040346490591707,0.00031918009706606007,1.720483589452308e-05,3.014186409139308e-05
OFFGRID_0245,0.2832948177722459,0.3940039591203644,0.3778627478057726,MID,0.452791667631194,0.4529808406297085,0.00041779257887888726,0.4529745756150605,0.0004039561611709685,0.4529251958543276,0.00029489991243031755,3.047937063478259e-05,5.564477538083645e-05
OFFGRID_0169,0.9630271489658884,0.0272256214774841,0.007334701188743,ETAEDGE_HM2B,0.5007735764689523,0.475084324168691,0.05129913699001644,0.4992140699375434,0.003114194926987204,0.488796629663849,0.023916890522768658,0.0121023070439619,0.0241297457688524
OFFGRID_0257,0.946856459669671,0.0339197108251344,0.0109104923430592,ETAEDGE_HM2B,0.5060440041188755,0.4607751414558608,0.08945637591702509,0.4825167044132284,0.046492596521547296,0.479931690013134,0.05160087639257438,0.0118768066127856,0.0217415629573676
OFFGRID_0263,0.9276322098223864,0.0559199549855223,0.0208858212123747,ETAEDGE_HM2B,0.5032113586301543,0.4956960946383904,0.01493460722393468,0.4977532506900036,0.010846551546469116,0.4977975803563426,0.010758458013644919,0.0012007010704003,0.0021014857179522
OFFGRID_0264,0.9721783651489946,0.0427145886322517,0.0100055426261201,ETAEDGE_HM2B,0.4897648392069439,0.4689495712509301,0.04250053554215755,0.473252927935636,0.03371395810700697,0.47523481233531,0.029667354020680173,0.0032132797372324,0.0062852410843799
OFFGRID_0265,0.9458497898930072,0.0318172045381021,0.0103280123547627,ETAEDGE_HM2B,0.5077195981093638,0.4651438323279774,0.08385684921348169,0.4869760846428134,0.040856239435693914,0.48360956081114,0.047486914801012886,0.0117541755152638,0.0218322523148359
OFFGRID_0266,0.9379660329196562,0.0519883012339309,0.0180257558606843,ETAEDGE_HM2B,0.5005416020094994,0.4690933488422938,0.0628284503045338,0.4783452926714135,0.04434458444408106,0.4798500231492582,0.04133837982132105,0.0058247849827875,0.0107566743069643
OFFGRID_0268,0.9637999229887698,0.0237800203846878,0.0063403844053236,ETAEDGE_HM2B,0.5019224594959368,0.4848742661611366,0.03396579095488402,0.5093259646762744,0.014750296664892604,0.4957219546011566,0.012353511538430052,0.0122517141310297,0.0244516985151378
OFFGRID_0270,0.9546712372830524,0.0447133926883692,0.0133094900964237,ETAEDGE_HM2B,0.4965393839892643,0.4520065773281002,0.08968635338325338,0.4658778058919482,0.061750546051305776,0.4677762644058243,0.05792716652675804,0.0086090858702571,0.0157696870777241
OFFGRID_0272,0.9750710773763538,0.0553139192617735,0.0122737578529067,ETAEDGE_HM2B,0.4838169388580436,0.4862961487542055,0.0051242726267782205,0.4663949837471903,0.036009394693733696,0.4776623947421035,0.012720811574862887,0.0099795843893606,0.0199011650070152
OFFGRID_0273,0.9771323923399244,0.0418768150513289,0.0089043431011597,ETAEDGE_HM2B,0.4881577333319083,0.4789813081993515,0.018798073872400595,0.4793557048624678,0.018031115494908746,0.4809120946862391,0.01484282261844817,0.001023918828394,0.0019307864868876
OFFGRID_0274,0.9297137120788622,0.0456132192670633,0.0167985760479846,ETAEDGE_HM2B,0.5083564770304864,0.4796772812095722,0.056415521620656474,0.4899850928565668,0.03613878253550382,0.4908382880479525,0.03446044217802561,0.0062121788532807,0.0111610068383802
OFFGRID_0276,0.9208302760579276,0.0398256257009969,0.01553054403207,ETAEDGE_HM2B,0.5166240692875516,0.5039081716856536,0.02461344400665219,0.5071708749382442,0.01829801380013856,0.5097449393558924,0.01331554284945689,0.0029251466338462,0.0058367676702387
OFFGRID_0277,0.9225397831166824,0.0525323709881028,0.0202723466862122,ETAEDGE_HM2B,0.5077914861685618,0.5043302012289876,0.006816350872068833,0.5051066342708855,0.005287311762421064,0.504898016640756,0.005698145019401531,0.0004018258175696,0.0007764330418978
OFFGRID_0278,0.9564690030354192,0.030184359028357,0.0088088203024949,ETAEDGE_HM2B,0.5028542239053755,0.4651599058595528,0.07496072669544843,0.4890866755068808,0.027378806310047833,0.4826129038323356,0.040252858802372844,0.0123761003799554,0.0239267696473279
OFFGRID_0283,0.9434561858108814,0.030408724554036,0.0100804085059358,ETAEDGE_HM2B,0.5098016404777254,0.4702595971206286,0.07756358594696297,0.4910413226108596,0.03679924970285666,0.487583650319578,0.0435816372370385,0.011135217639433,0.020781725490231
OFFGRID_0292,0.966160574768786,0.0277825856021181,0.0071662778371809,ETAEDGE_HM2B,0.4988692242661998,0.476642964810437,0.04455327844377651,0.4996896911631456,0.0016446532618897508,0.4890400751762714,0.019702857205485747,0.0115343997218985,0.0230467263527085
OFFGRID_0294,0.9642286959839405,0.0386893565664385,0.0102554546627589,ETAEDGE_HM2B,0.4949520718905003,0.4586412161950501,0.07336236730307764,0.4741167688356955,0.042095597206458925,0.4729230895964231,0.04450730392932009,0.0086109378845793,0.0154755526406453
OFFGRID_0297,0.9421415559832398,0.034686615012858,0.0116274835988841,ETAEDGE_HM2B,0.5081461679519601,0.4640167073020103,0.08684402920484446,0.4840375049867571,0.04744434669727206,0.4824439276943558,0.05058040752564367,0.0111275504934711,0.0200207976847468
OFFGRID_0298,0.9359124200773106,0.0327412891778002,0.0115325558023238,ETAEDGE_HM2B,0.5126478357578466,0.4763001323397926,0.07090189577084857,0.4925635889168125,0.039177473189452826,0.4917463459729195,0.0407716337162107,0.0091629091219451,0.0162634565770199
OFFGRID_0299,0.9219928744905034,0.0508193640505207,0.0196776055253225,ETAEDGE_HM2B,0.5091307895950103,0.5038991333593111,0.010275662644289788,0.5053368240846157,0.007451848499307226,0.5053351897864099,0.0074550584764666635,0.0008295797484639,0.0014376907253045
OFFGRID_0300,0.9605101708715542,0.0472043015057333,0.0131343550727424,ETAEDGE_HM2B,0.4927032036871768,0.4556970419855145,0.07510842516290595,0.4636321773615762,0.059003120150317,0.4673226138675692,0.05151293847831778,0.005940533318174,0.0116255718820547
OFFGRID_0303,0.9582241769144176,0.0567279472715706,0.0162252269595111,ETAEDGE_HM2B,0.4891326181121518,0.4674769191384865,0.04427367583304359,0.4643418496867332,0.05068312254680673,0.4710934901331766,0.03687983035888864,0.0033786805843159,0.0067516404464434
OFFGRID_0304,0.9792505373197468,0.0571644272159528,0.0115845633662191,ETAEDGE_HM2B,0.4820212163317637,0.4980053758679479,0.03316069707019429,0.4691711188190888,0.026658779898664237,0.4826841613870247,0.0013753441400485972,0.0144265745077904,0.028834257048859
OFFGRID_0305,0.9507640036656184,0.0255157222333409,0.0079077257255649,ETAEDGE_HM2B,0.5083543737647301,0.4774147222360534,0.06086236909804932,0.5006901896104913,0.015076459552182193,0.4924541098261963,0.031277913123439714,0.0118022848832922,0.0232754673744378
OFFGRID_0307,0.9758954324715484,0.0421699203343052,0.0092031061488586,ETAEDGE_HM2B,0.4885162951426174,0.4762874230907707,0.025032679919666956,0.4775662231446571,0.022414957508763485,0.4793087755302585,0.018847927293133265,0.001516596461268,0.0030213524394878
OFFGRID_0308,0.9568854584479048,0.04307563608273,0.0125119871158188,ETAEDGE_HM2B,0.496315023593583,0.4522782251841865,0.08872751441321848,0.4669358909692566,0.05919452611288282,0.4682614709167623,0.05652368222444316,0.0088700664466878,0.0159832457325758
OFFGRID_0313,0.9241096301342898,0.0247424671768333,0.0094547760006703,ETAEDGE_HM2B,0.5242402597682426,0.5202790573162315,0.007556082117314541,0.5179471162889416,0.012004311691137717,0.5216602493543322,0.00492142746734294,0.0018767435254613,0.0037131330653905
OFFGRID_0315,0.9331950009866242,0.0443538103881326,0.0159394469347657,ETAEDGE_HM2B,0.5073123074666387,0.4718565848342417,0.06988934057100239,0.4847780005969864,0.044419002925794725,0.4855773113705416,0.042843423619338065,0.0077013009692124,0.0137207265362999
OFFGRID_0316,0.955764695674621,0.0556521594192872,0.0163691011123439,ETAEDGE_HM2B,0.4906449586060702,0.4643813859369807,0.053528671208004926,0.4645743005473496,0.05313548544916826,0.4703547827174322,0.04135409022907871,0.0033944233497076,0.0059733967804514
OFFGRID_0317,0.9387689238001224,0.0280901744896683,0.0096783964579792,ETAEDGE_HM2B,0.5137304339843681,0.4818315408879373,0.062092667644840116,0.4988055339584747,0.02905200673072749,0.4958751052904001,0.03475622138148693,0.009073087990163,0.0169739930705374
OFFGRID_0319,0.9532890330893016,0.0493139963625737,0.0148957674392598,ETAEDGE_HM2B,0.494863568339466,0.4548065979786757,0.0809454826007965,0.4642388874929521,0.061885098855177775,0.4676635418686745,0.05496469776925033,0.0066582949427119,0.0128569438899987
OFFGRID_0320,0.9757156312457008,0.0261664976907351,0.005731538643608,ETAEDGE_HM2B,0.4946268005486561,0.493827403589787,0.0016161618375356652,0.5127796745187342,0.03670014230919621,0.4991057351685405,0.00905517981418765,0.0097811551377487,0.0189522709289471
OFFGRID_0113,0.276930860717769,0.9706274886052368,0.9326660991786896,NEUTRAL3_LOWM,0.0179061105615067,0.017273852142069,0.012645168388754,0.0172551460293536,0.013019290643062065,0.0171065552582758,0.015991106064618052,9.166731808496432e-05,0.0001672968837931
OFFGRID_0229,0.2962499336902989,0.9274629496095422,0.885829557630883,NEUTRAL3_LOWM,0.0453646727671428,0.0453546688617281,0.00020007810829406059,0.0454953949119713,0.002614442896569924,0.0452065990555272,0.003161474232312028,0.0001444134893426,0.000288795856444
OFFGRID_0322,0.2448534336230221,0.9789789476453388,0.9491789306838502,NEUTRAL3_LOWM,0.0119881270723391,0.0128873288050009,0.017984034653235996,0.0129057978090287,0.01835341473379201,0.0128870992429042,0.017979443411301997,1.0729967254114763e-05,1.8698566124474708e-05
OFFGRID_0323,0.2647401391675447,0.9744862965571996,0.9397164215248688,NEUTRAL3_LOWM,0.015285504774922,0.0149833653266361,0.006042788965717992,0.0150186345152652,0.005337405193136004,0.0149108076449385,0.007493942599669998,5.497752086738617e-05,0.0001078268703267
OFFGRID_0327,0.3601518754139634,0.9411458931381028,0.8779890599298046,NEUTRAL3_LOWM,0.0359609555562329,0.0374066777829027,0.02891444453339595,0.0391351034369222,0.06348295761378589,0.0381646100691625,0.04407309025859188,0.0008663884780025,0.0017284256540195
OFFGRID_0331,0.3180877839618773,0.9714592904479202,0.9210029235423088,NEUTRAL3_LOWM,0.0171428386721115,0.0166773411528128,0.009309950385974,0.0167386408783136,0.008083955875957949,0.0165554954575532,0.011746864291165976,9.322577875357232e-05,0.0001831454207603
OFFGRID_0332,0.2366290254261581,0.9427313977103068,0.915957896034128,NEUTRAL3_LOWM,0.036109507487468,0.036408483782367,0.005979525897980009,0.03631977016648,0.004205253580239904,0.0366545100926081,0.01090005210280201,0.0001734213890685,0.000334739926128
OFFGRID_0337,0.2572390736846909,0.9447975553069244,0.913003033348014,NEUTRAL3_LOWM,0.0346186182410917,0.0350889179322636,0.009405993823437958,0.0350957635956367,0.009542907090900055,0.0354033065806152,0.015693766790469965,0.0001795688228919,0.0003143886483516
OFFGRID_0340,0.3082228635003871,0.9705524666540684,0.9233003226084368,NEUTRAL3_LOWM,0.0178052582313738,0.0172876223078721,0.010352718470034022,0.017320832558979,0.009688513447895994,0.0171420205090767,0.013264754445942023,9.511094730303575e-05,0.0001788120499022
OFFGRID_0341,0.1997470600380695,0.9685290740066268,0.9490107862826334,NEUTRAL3_LOWM,0.0196279527627089,0.0185058811713982,0.02244143182621401,0.01847236682366,0.023111718780978036,0.0183620819863321,0.02531741552753597,7.523758200352316e-05,0.000143799185066
OFFGRID_0347,0.3865072264252515,0.9634750321884644,0.8885998981884591,NEUTRAL3_LOWM,0.0218944665900955,0.0217484127682912,0.002921076436086037,0.0224206395212526,0.010523458623141954,0.021845244375637,0.0009844442891700222,0.0003633971062938,0.0006722267529614
OFFGRID_0351,0.2114396635688651,0.9473830861914848,0.9259637513276588,NEUTRAL3_LOWM,0.0332476084608063,0.0334633858371542,0.004315547526957952,0.0332682810376249,0.00041345153637198373,0.0335943741113938,0.006935313011749988,0.000164093725021,0.0003260930737689
OFFGRID_0360,0.3203070081718847,0.9703498158495928,0.9192257636202892,NEUTRAL3_LOWM,0.0178776977348559,0.0173874113504015,0.009805727689087967,0.0174481431746329,0.008591091204459972,0.0172536846409216,0.01248026187868602,9.948643846936012e-05,0.0001944585337112
OFFGRID_0361,0.3903773888220075,0.9736194955725644,0.8963675854567046,NEUTRAL3_LOWM,0.0152573153731947,0.0149527136384714,0.006092034694465988,0.0151516164253384,0.002113978957125999,0.0149457460247823,0.00623138696824798,0.0001168998774515,0.0002058704005561
OFFGRID_0365,0.2478258928101559,0.9650177633706548,0.934913635222111,NEUTRAL3_LOWM,0.0217625412876255,0.0210616118246374,0.014018589259761974,0.0208759923763072,0.01773097822636599,0.0208018426927061,0.019213971898388027,0.0001338112832069,0.0002597691319313
OFFGRID_0368,0.3387212659623343,0.9532387557852128,0.8968897289160044,NEUTRAL3_LOWM,0.0285027130330539,0.0295476615294771,0.02089896992846403,0.0303024592383163,0.035994924105248044,0.0300359346627502,0.030664432593925997,0.0003827892334183,0.0007547977088392
OFFGRID_0371,0.127827521169754,0.9455087674465332,0.937752204009676,NEUTRAL3_LOWM,0.0348825907978814,0.0355109277912127,0.012566739866625987,0.0357082167619495,0.016512519281361993,0.03563385131163,0.015025210274972056,9.963546059456552e-05,0.0001972889707367
OFFGRID_0373,0.1782396798782073,0.960638057686756,0.9452554582659508,NEUTRAL3_LOWM,0.0249164146614769,0.0240144819143937,0.01803865494166397,0.0238436190454993,0.021455912319552004,0.023805222178758,0.022223849654378,0.0001113987404931,0.0002092597356357
OFFGRID_0374,0.2165963044429695,0.9455928602805724,0.9231456738949344,NEUTRAL3_LOWM,0.0343850561922287,0.0346328923138244,0.004956722431914001,0.034465249615409,0.001603868463605912,0.0348156952141188,0.008612780437801948,0.0001752774430928,0.0003504455987097
OFFGRID_0375,0.3691189839869224,0.9469082604175756,0.8800396323326846,NEUTRAL3_LOWM,0.0322379885884336,0.0336446354546547,0.028132937324421986,0.0353463645395931,0.0621675190231899,0.0343642169033242,0.04252456629781201,0.0008542338984165,0.0017017290849384
OFFGRID_0377,0.3965104471943978,0.9787754200640796,0.8985454037808615,NEUTRAL3_LOWM,0.0114622588571772,0.0124499033743254,0.019752890342964007,0.0124881376574409,0.020517576005274,0.0124571148284705,0.019897119425866007,2.031535295275141e-05,3.823428311548922e-05
OFFGRID_0162,0.9374598379889516,0.9648570536706804,0.3358604236524857,HM2_NEUTRAL3,0.0130607181781938,0.0105119001678769,0.05097636020633803,0.0111906857366754,0.03740064883036801,0.0093515361139986,0.07418364128390402,0.0009300238276996,0.0018391496226768
OFFGRID_0215,0.915487899044563,0.9668522214211726,0.3890086468611838,HM2_NEUTRAL3,0.0120823324939703,0.0091762812100885,0.058121025677635996,0.0097365892808877,0.046914864261651985,0.0082196184161186,0.07725428155703401,0.0007670668636791,0.0015169708647691
OFFGRID_0226,0.8553726484664754,0.9298185142452664,0.4816582252849499,HM2_NEUTRAL3,0.0303234015998982,0.0324387351823707,0.042306671649449956,0.0325700089847339,0.04493214769671405,0.0348779511913328,0.09109099182869201,0.0013719575296247,0.002439216008962
OFFGRID_0246,0.9787471339922992,0.9634720398136004,0.1975800164889526,HM2_NEUTRAL3,0.1647496579080481,0.1681387070140733,0.020570902234690693,0.1687451537140376,0.024251921713970996,0.1662202947010405,0.00892649375826443,0.001318015960842,0.0025248590129971
OFFGRID_0336,0.9466721922743672,0.9613204306550348,0.3097358321599022,HM2_NEUTRAL3,0.0154291185151247,0.0148992237324859,0.01059789565277601,0.0153141841371704,0.0022986875590860073,0.013554683490281,0.037488700496874014,0.0009197665579527,0.0017595006468894
OFFGRID_0338,0.9133118898026548,0.9679545521151728,0.39420998415165,HM2_NEUTRAL3,0.0115284248236122,0.0089974694814667,0.05061910684290998,0.0094920355424551,0.04072778562314201,0.0081652878193419,0.06726274008540599,0.0006704950196489,0.0013267477231132
OFFGRID_0343,0.8988538238910846,0.9722909910902984,0.4261051300012924,HM2_NEUTRAL3,0.0093371744220713,0.0085826994368889,0.015089499703648014,0.0089100616176988,0.00854225608744999,0.0082305585522538,0.022132317396349986,0.0003398268225644,0.000679503065445
OFFGRID_0344,0.8508996987644257,0.9547852229992164,0.5015755888875064,HM2_NEUTRAL3,0.0193090110105854,0.0177645275213853,0.030889669784001997,0.0178410982023819,0.02935825616407005,0.0172075547226968,0.042029125757772,0.0003457983777479,0.000633543479685
OFFGRID_0349,0.8884542598409308,0.9486690692059924,0.4354060615492953,HM2_NEUTRAL3,0.0211548313629248,0.0181604956945453,0.059886713367590036,0.0191590831168557,0.03991496492138202,0.0160950114976639,0.10119639730521802,0.0015626866125948,0.0030640716191917
OFFGRID_0353,0.9322427409204456,0.9664922499767216,0.3497092605489332,HM2_NEUTRAL3,0.0121273558859232,0.0095699084507551,0.05114894870336201,0.010169034621514,0.039166425288184,0.0085297093912487,0.07195292989349,0.000829493164777,0.0016393252302653
