point_id,Mach,eta,alpha,chart_evaluated,ci_final,ci_seed_1234,scaled_error_seed_1234_finalref,ci_seed_2345,scaled_error_seed_2345_finalref,ci_seed_3456,scaled_error_seed_3456_finalref,ci_seed_std,ci_seed_range
OFFGRID_0009,0.6763304594873472,0.4182804570652573,0.30810468893147,MID,0.3408148990265358,0.3408130126977885,5.5347602251134795e-06,0.3408428955124933,8.214572202533544e-05,0.340801237165468,4.0085868038025756e-05,2.147503842833984e-05,4.165834702529736e-05
OFFGRID_0018,0.2047003526912378,0.5408892901350852,0.529435789490228,MID,0.3308334473044839,0.3305570860274324,0.0008353486604912271,0.3303602173407818,0.0014304175335287154,0.3302837715035538,0.0016614879946651084,0.0001410095001386,0.0002733145238786
OFFGRID_0021,0.4432048647487286,0.493524502108508,0.4424054080062347,MID,0.3394469331540602,0.3394683745872315,6.316578845494007e-05,0.3394666519810918,5.809104488996e-05,0.3394417714779991,1.5206135501553091e-05,1.4886975442123477e-05,2.6603109232359312e-05
OFFGRID_0024,0.6384793764456663,0.5491555067506325,0.4226514577900597,MID,0.2619174397910618,0.2617905955387053,0.0004842909752694237,0.2617787843655269,0.0005293859990596163,0.2617985386401368,0.00045396423781421266,9.940053970033132e-06,1.9754274609873335e-05
OFFGRID_0032,0.3417252557267207,0.3867364352175731,0.3634548626414812,MID,0.4491011196367235,0.4493333188161367,0.0005170309519624894,0.4493756946247691,0.0006113878947078111,0.4492699480619325,0.00037592519329623063,5.3219509576542366e-05,0.0001057465628365
OFFGRID_0043,0.3802703462153957,0.4970419967558628,0.459701904351616,MID,0.3471626531289587,0.3471272334672402,0.0001020261292488082,0.3471303539496411,9.303759787096598e-05,0.3471227589481598,0.00011491495539440089,3.817564208495345e-06,7.595001481286445e-06
OFFGRID_0048,0.3203810608671779,0.5262668318828175,0.4985266493299175,MID,0.3315904254814211,0.3311438668065897,0.001346717638734775,0.3311144949508764,0.0014352963595185087,0.3310794310037124,0.0015410411110839616,3.225977627325651e-05,6.4435802877294e-05
OFFGRID_0056,0.1171777496907157,0.3901879962137789,0.3874999747352386,MID,0.476203957807962,0.4771041196037195,0.00189028625444674,0.4768954462023975,0.0014520845177737006,0.4768550824591566,0.00136732305668316,0.0001336620860976,0.0002490371445629
OFFGRID_0057,0.6320402424451026,0.4910762066755773,0.3805524183207877,MID,0.3020641067276605,0.3021610905990645,0.00032107049213708674,0.3022053671802461,0.0004676505729724842,0.3021297510861522,0.00021731929424801457,3.799204828368859e-05,7.561609409395542e-05
OFFGRID_0071,0.3681103173300475,0.3749481344298336,0.3486200720467929,MID,0.4545087503636718,0.4549595965915993,0.0009919417999472479,0.4550344436321115,0.0011566185865928415,0.4548375079024693,0.0007233249932690329,9.940775380272244e-05,0.0001969357296421
OFFGRID_0074,0.3243426216077504,0.4777213641644774,0.4518955907132957,MID,0.3716154758456081,0.3716984612688647,0.00022330992289205297,0.3717350258499218,0.0003217035136700086,0.371691903007076,0.0002056619447668998,2.3236318414204186e-05,4.31228428457997e-05
OFFGRID_0079,0.3382078011060042,0.425113844788144,0.4000625044227228,MID,0.415138364257031,0.4148418152981342,0.0007143376387955221,0.4148552086168817,0.0006820753380768908,0.4148734561772648,0.0006381199681226888,1.5882378490845414e-05,3.1640879130545585e-05
OFFGRID_0092,0.6982136824170204,0.4800277846017712,0.3436468096262567,MID,0.2935979092131549,0.2935882779425492,3.280428880256958e-05,0.2936239254117882,8.861166178966751e-05,0.2935853821274223,4.2667489581737194e-05,2.1465913204036552e-05,3.854328436586618e-05
OFFGRID_0096,0.1639106774221606,0.5146810443602867,0.5077200782442358,MID,0.3563330607624988,0.3561683366070931,0.00046227581312063506,0.3557797655502703,0.0015527473399312253,0.3556882719336475,0.0018095116615662258,0.0002548923428866,0.0004800646734455
OFFGRID_0101,0.300645921681447,0.3558241022162198,0.3393621947804097,MID,0.4861706646904216,0.4864807631553617,0.0006378387004028389,0.486469880255114,0.0006154537622769866,0.4863888780624701,0.00044884109202162015,5.0204022127424664e-05,9.188509289159708e-05
OFFGRID_0108,0.6691481716448033,0.4702881319119952,0.34948475352838,MID,0.3072148258175768,0.3073557506999598,0.00045871771327425285,0.3074723158324494,0.0008381431924300139,0.3073502704493673,0.0004408792167827212,6.893540308448628e-05,0.000122045383082
OFFGRID_0112,0.1187993903370901,0.4507717757650831,0.4475795349253556,MID,0.4172567856011724,0.416808855286977,0.0010735123541491763,0.4170400385074346,0.0005194573251230151,0.4170756663801563,0.00043407136148822587,0.0001448580835273,0.0002668110931793
OFFGRID_0116,0.5823815785139609,0.5083133436033525,0.4132158230309178,MID,0.3011449085662999,0.3009609386359143,0.0006109016793989901,0.3009484263359506,0.0006524507795423531,0.301007380054345,0.00045668549606106676,3.1061508626053424e-05,5.8953718394372245e-05
OFFGRID_0127,0.4519183542403638,0.4845152715789325,0.4322163557377749,MID,0.3449307273437991,0.3450451588412943,0.00033175211259484587,0.3450468482870168,0.00033665004017454064,0.3449836181099212,0.0001533373571249426,3.602816291994763e-05,6.323017709558565e-05
OFFGRID_0133,0.4290449545401887,0.4109534601126163,0.3712073309288704,MID,0.4096120084690086,0.4093313332607367,0.000685222118660478,0.4093194679511036,0.0007141893105097728,0.4094077423208968,0.0004986820305275888,4.790875774085534e-05,8.827436979319536e-05
OFFGRID_0135,0.246607585267714,0.4281390974758424,0.4149162016236178,MID,0.4263098050048636,0.4260290383973037,0.0006585975838784097,0.4260968220492731,0.0004995966620754558,0.4260831407711214,0.0005316889995987634,3.584426429915203e-05,6.778365196941083e-05
OFFGRID_0138,0.473207029260301,0.4196998357859576,0.3697350955755066,MID,0.3924226746302498,0.3921071970817629,0.0008039228334198109,0.3920810705042658,0.0008705004783575874,0.3922115482262762,0.0005380076576170494,6.903645818690847e-05,0.0001304777220103
OFFGRID_0139,0.5417033235432241,0.4472713835155191,0.3759627962601832,MID,0.3547597730385537,0.3547168671486043,0.00012094350377421916,0.3547644070982481,1.3062528636414238e-05,0.3547487159967307,3.116768772378371e-05,2.4223289777753688e-05,4.753994964379338e-05
OFFGRID_0141,0.6840890267044042,0.4493209936606951,0.3277340685709053,MID,0.3174984630790291,0.3174699772861206,8.971946708746332e-05,0.3176187746858688,0.00037893602908473513,0.3175545248907376,0.0001765734900408633,7.462908257141629e-05,0.0001487973997482
OFFGRID_0143,0.6041973029809439,0.5377691459019351,0.4285131430212259,MID,0.2763644415184801,0.2758465750636446,0.0018738534233641887,0.2757832141665283,0.0021031191594630405,0.2759689613290231,0.001431009674341784,9.442369901276744e-05,0.0001857471624947
OFFGRID_0144,0.2137086849387132,0.3612187190056646,0.352873639973037,MID,0.4951951719429436,0.4959645961483481,0.0015537796993972768,0.4959376452661821,0.0014993549317642793,0.4957989959350333,0.0012193656689352054,8.885701785027817e-05,0.0001656002133148
OFFGRID_0154,0.3447110727790889,0.4657528125746591,0.4372062799401977,MID,0.3787573601808811,0.378815183491472,0.0001526658401127423,0.378847066361236,0.00023684339840176282,0.3787994946044518,0.00011124384104531621,2.4240911024778167e-05,4.757175678427039e-05
OFFGRID_0158,0.4008225460536743,0.5130204534200794,0.4700066181982161,MID,0.3311353166819899,0.3308125915907389,0.0009746018470176156,0.3308067356383148,0.000992286316565474,0.3308686536628832,0.0008052992407415419,3.418354837821459e-05,6.191802456839701e-05
OFFGRID_0179,0.2547904034907726,0.4124851148974221,0.3988715812066361,MID,0.4397658956325594,0.4396325687918445,0.0003031768539557937,0.4396399970706242,0.00028628541500277374,0.4396349585295348,0.00029774274068307757,3.7920326160397415e-06,7.428278779697539e-06
OFFGRID_0183,0.1075777799662227,0.5431852123312204,0.5400329300082451,MID,0.3345148348018202,0.3344940861164341,6.202620400493876e-05,0.3344017817910055,0.0003379611277379945,0.3341037695312871,0.0012288401821599795,0.0002039928234342,0.0003903165851469
