alpha,Mach,best_status,y,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,p_real,p_imag
0.1,1.3,validated,-526.6740283067022,-0.00016426270571641777,0.00029523922347046846,-6.86177974294534e-05,0.00014832493306584567,0.00010723909917460812,-0.0001726851265396852,-9.719686728782115e-05,0.00017469776536714108
0.1,1.3,validated,-478.5165550976561,-0.0005255670477811885,0.00046558602817151236,-0.00023677614611035682,0.00024349154156703983,0.0003292869814689478,-0.00026462613959249307,-0.00031098641880543697,0.00027549469122574693
0.1,1.3,validated,-438.4103825524971,-0.0010604641649986496,-0.0007366116100153622,-0.0005380382739888722,-0.000317183330998324,0.0006160321055394955,0.00047329073942436377,-0.0006274935887565974,-0.0004358648579972557
0.1,1.3,validated,-404.4921549229999,0.001956915254972045,-0.000917765843275553,0.0009109632924133939,-0.0005130945548534126,-0.0012025264682176129,0.0004950457846439951,0.0011579380206935175,-0.0005430567119973685
0.1,1.3,validated,-375.43233053492514,-0.0021299564461249366,0.0025996800621726794,-0.0009339409419609466,0.0013306366029165414,0.0013550743681340844,-0.0015008156669819622,-0.0012603292580620924,0.0015382722261376798
0.1,1.3,validated,-350.2567987857474,0.00324858244588075,-0.0037034088658207532,0.00143384346957393,-0.0019032847370845222,-0.002059190071060259,0.0021318194066156965,0.0019222381336572486,-0.002191366192793345
0.1,1.3,validated,-328.23554757234984,-0.006263268065921067,0.0028548356543316674,-0.0029185819290589595,0.001602381305946585,0.0038464015715100196,-0.0015348257423974925,-0.0037060757786515183,0.0016892518664684416
0.1,1.3,validated,-308.8107112457327,0.008788011104706806,0.002872458925140713,0.004342456432317743,0.0010695313341381144,-0.005198327923143297,-0.0019799466705172726,0.005200006570832428,0.0016996798373613686
0.1,1.3,validated,-291.54865254155783,-0.0029067089577084495,-0.011660465389903474,-0.0018215254435963496,-0.005520204930314906,0.0014101826564710694,0.007091406582898144,-0.0017199461288215682,-0.0068996836626647766
0.1,1.3,validated,-276.10720639167187,-0.012711181578849904,0.008323579170788744,-0.005832218024253038,0.004472295171962214,0.007879231384389321,-0.004635178586670396,-0.0075214092182543804,0.004925194775614641
0.1,1.3,validated,-262.21276901146706,0.012432479999853835,0.014054445693805585,0.006502651474099958,0.006332393655369003,-0.00706568951264287,-0.00880510516561429,0.007356497041333628,0.008316240055506264
0.1,1.3,validated,-249.64394464669806,0.017296205091218174,-0.014718940315854604,0.007813909384742286,-0.007722186133884569,-0.010819287581437078,0.008346174471459702,0.010234440882377616,-0.008709432139558937
0.1,1.3,validated,-238.21965989686322,-0.013996059842073734,-0.02310684770380805,-0.007582476601294883,-0.010642834913966354,0.007743998092178244,0.014290390144794787,-0.008281692214244813,-0.013672690948998843
0.1,1.3,validated,-227.7903837023481,-0.030577849885274712,0.008177316056870937,-0.014455964700401117,0.005044353543070172,0.018612187335855054,-0.004031469866164154,-0.01809340229897912,0.0048386485543614995
0.1,1.3,validated,-218.2315457622819,-0.004724146528308382,0.0362923854649617,-0.0009734915980893648,0.01767655875100948,0.003886790046376138,-0.021673937943373404,-0.0027953529753304033,0.021474784298793903
0.1,1.3,validated,-209.43853689981094,0.03417057185513605,0.024124137073436646,0.017350804387239262,0.010407933888893437,-0.01983873259711167,-0.015484179436220267,0.020219273287062748,0.014274637321560145
