alpha,Mach,cr,ci,classical_status,p_rel,rho_rel,u_rel,v_rel,gamma_rel,p_y_rel
0.1,1.6,0.299805,0.029118,ok,0.6949237924848697,0.6949238398402572,1.389214150123794,0.9371648862655398,0.9931599857023832,0.9453445029784381
