Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.75,0.1,0.4323146954930108,0.0300719602215737,0.0030071960221573,9.102768885882462e-12,2.301751844679956e-11,2.4752102069087944e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,5,26,0,False,False,0.0002558329242282,0.2,0.4086724851271471,0.0255832924228237,2026-07-23T11:48:50.116781+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,0.4086724851271471,0.0255832924228237,0.05,31.79849219446646,,,,,
1.75,0.095,0.4299160958781788,0.0304656084045474,0.002894232798432,-2.49366499671666e-14,3.2699537522162814e-15,2.515013139382424e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0003007196022157,0.2,0.4323146954930108,0.0300719602215737,2026-07-23T11:48:50.886401+00:00,continuation,,,,,,,,low,0.095,0.1,0.095,-0.005
1.75,0.09,0.4274356739918147,0.0307597644867553,0.0027683788038079,8.51471670948456e-14,9.235667786100521e-14,1.2561765803341125e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000308644095237,0.2,0.4275174962633468,0.0308644095237054,2026-07-23T11:48:51.471066+00:00,continuation,,,,,,,,low,0.09,0.095,0.09,-0.005
1.75,0.085,0.4248701909779256,0.0309448952275353,0.0026303160943405,1.0690753837749869e-13,1.184235001727707e-13,1.5954105162968737e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000310567607486,0.2,0.4249552521054507,0.0310567607486028,2026-07-23T11:48:52.056570+00:00,continuation,,,,,,,,low,0.085,0.09,0.085,-0.0049999999999999
1.75,0.08,0.4222165684129251,0.0310102960939408,0.0024808236875152,1.4111455060028533e-13,1.5844877493398357e-13,2.1217759228816002e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003113114019632,0.2,0.4223047079640366,0.0311311401963256,2026-07-23T11:48:52.660025+00:00,continuation,,,,,,,,low,0.08,0.085,0.08,-0.005
1.75,0.075,0.4194720100334108,0.0309439168181252,0.0023207937613593,1.9396810546634669e-13,2.2086846240831906e-13,2.939498318162792e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000310758351826,0.2,0.4195629458479246,0.0310758351826055,2026-07-23T11:48:53.235247+00:00,continuation,,,,,,,,low,0.075,0.08,0.075,-0.005
1.75,0.07,0.4166341689629784,0.030732164094019,0.0021512514865813,2.7748896930246413e-13,3.1787853599363213e-13,4.219560305647955e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003087767963086,0.2,0.4167274516538964,0.0308776796308677,2026-07-23T11:48:53.825562+00:00,continuation,,,,,,,,low,0.07,0.075,0.07,-0.0049999999999999
1.75,0.065,0.4137013753212534,0.0303596785574145,0.0019733791062319,4.1935725725306133e-13,4.76277871308551e-13,6.34587361920339e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003052186041776,0.2,0.4137963278925461,0.0305218604177638,2026-07-23T11:48:54.411684+00:00,continuation,,,,,,,,low,0.065,0.07,0.065,-0.005
1.75,0.06,0.4106729454768166,0.0298090916521314,0.0017885454991278,6.68263187841856e-13,7.399107368466495e-13,9.970173452480707e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002999170768741,0.2,0.4107685816795283,0.0299917076874164,2026-07-23T11:48:54.992154+00:00,continuation,,,,,,,,low,0.06,0.065,0.06,-0.005
1.75,0.055,0.4075496013880763,0.029060765945644,0.0015983421270104,1.1236098856892696e-12,1.1940639449425916e-12,1.6395999145616341e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002926848989671,0.2,0.4076445156323799,0.0292684898967139,2026-07-23T11:48:55.558973+00:00,continuation,,,,,,,,low,0.055,0.06,0.055,-0.0049999999999999
1.75,0.05,0.4043340347931455,0.028092539405828,0.0014046269702914,2.0020838285839115e-12,2.0070048054043887e-12,2.8348558950312658e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002833122616425,0.2,0.404426257299336,0.0283312261642537,2026-07-23T11:48:56.153824+00:00,continuation,,,,,,,,low,0.05,0.055,0.05,-0.0049999999999999
1.75,0.105,0.4346347826217831,0.0295873299966672,0.00310666964965,9.959047475582851e-15,1.4041719176294263e-14,1.7214891926666963e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0003007196022157,0.2,0.4323146954930108,0.0300719602215737,2026-07-23T11:48:56.923712+00:00,continuation,,,,,,,,high,0.105,0.1,0.105,0.0049999999999999
