Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step
1.75,0.05,0.4043340347931455,0.028092539405828,0.0014046269702914,2.0020838285839115e-12,2.0070048054043887e-12,2.8348558950312658e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002833122616425,0.2,0.404426257299336,0.0283312261642537,2026-07-23T11:48:56.153824+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:56.166542+00:00,0.05,-0.0049999999999999
1.75,0.055,0.4075496013880763,0.029060765945644,0.0015983421270104,1.1236098856892696e-12,1.1940639449425916e-12,1.6395999145616341e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002926848989671,0.2,0.4076445156323799,0.0292684898967139,2026-07-23T11:48:55.558973+00:00,continuation,,,,,,,,low,True,converged,0.055,0.06,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:55.592128+00:00,0.055,-0.0049999999999999
1.75,0.06,0.4106729454768166,0.0298090916521314,0.0017885454991278,6.68263187841856e-13,7.399107368466495e-13,9.970173452480707e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002999170768741,0.2,0.4107685816795283,0.0299917076874164,2026-07-23T11:48:54.992154+00:00,continuation,,,,,,,,low,True,converged,0.06,0.065,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:55.004121+00:00,0.06,-0.005
1.75,0.065,0.4137013753212534,0.0303596785574145,0.0019733791062319,4.1935725725306133e-13,4.76277871308551e-13,6.34587361920339e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003052186041776,0.2,0.4137963278925461,0.0305218604177638,2026-07-23T11:48:54.411684+00:00,continuation,,,,,,,,low,True,converged,0.065,0.07,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:54.438989+00:00,0.065,-0.005
1.75,0.07,0.4166341689629784,0.030732164094019,0.0021512514865813,2.7748896930246413e-13,3.1787853599363213e-13,4.219560305647955e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003087767963086,0.2,0.4167274516538964,0.0308776796308677,2026-07-23T11:48:53.825562+00:00,continuation,,,,,,,,low,True,converged,0.07,0.075,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:53.837118+00:00,0.07,-0.0049999999999999
1.75,0.075,0.4194720100334108,0.0309439168181252,0.0023207937613593,1.9396810546634669e-13,2.2086846240831906e-13,2.939498318162792e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000310758351826,0.2,0.4195629458479246,0.0310758351826055,2026-07-23T11:48:53.235247+00:00,continuation,,,,,,,,low,True,converged,0.075,0.08,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:53.246761+00:00,0.075,-0.005
1.75,0.08,0.4222165684129251,0.0310102960939408,0.0024808236875152,1.4111455060028533e-13,1.5844877493398357e-13,2.1217759228816002e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0003113114019632,0.2,0.4223047079640366,0.0311311401963256,2026-07-23T11:48:52.660025+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:52.672099+00:00,0.08,-0.005
1.75,0.085,0.4248701909779256,0.0309448952275353,0.0026303160943405,1.0690753837749869e-13,1.184235001727707e-13,1.5954105162968737e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000310567607486,0.2,0.4249552521054507,0.0310567607486028,2026-07-23T11:48:52.056570+00:00,continuation,,,,,,,,low,True,converged,0.085,0.09,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:52.092593+00:00,0.085,-0.0049999999999999
1.75,0.09,0.4274356739918147,0.0307597644867553,0.0027683788038079,8.51471670948456e-14,9.235667786100521e-14,1.2561765803341125e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000308644095237,0.2,0.4275174962633468,0.0308644095237054,2026-07-23T11:48:51.471066+00:00,continuation,,,,,,,,low,True,converged,0.09,0.095,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:51.485021+00:00,0.09,-0.005
1.75,0.095,0.4299160958781788,0.0304656084045474,0.002894232798432,-2.4936649967166602e-14,3.2699537522162814e-15,2.5150131393824242e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0003007196022157,0.2,0.4323146954930108,0.0300719602215737,2026-07-23T11:48:50.886401+00:00,continuation,,,,,,,,low,True,converged,0.095,0.1,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:50.899516+00:00,0.095,-0.005
1.75,0.1,0.4323146954930108,0.0300719602215737,0.0030071960221573,9.102768885882462e-12,2.301751844679956e-11,2.4752102069087944e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,5,26,0,False,False,0.0002558329242282,0.2,0.4086724851271471,0.0255832924228237,2026-07-23T11:48:50.116781+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,0.4086724851271471,0.0255832924228237,0.05,31.79849219446646,anchor,True,anchor_converged,0.1,0.1,0.0,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:50.130161+00:00,,
1.75,0.105,0.4346347826217831,0.0295873299966672,0.00310666964965,9.959047475582851e-15,1.4041719176294263e-14,1.7214891926666963e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0003007196022157,0.2,0.4323146954930108,0.0300719602215737,2026-07-23T11:48:56.923712+00:00,continuation,,,,,,,,high,True,converged,0.105,0.1,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:56.936329+00:00,0.105,0.0049999999999999
1.75,0.11,0.4368796746918719,0.0290193382153662,0.0031921272036902,5.2615897749852536e-14,6.314046507860382e-14,8.218972579565728e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002911050991959,0.2,0.4369548697505554,0.0291105099195914,2026-07-23T11:48:57.512860+00:00,continuation,,,,,,,,high,True,converged,0.11,0.105,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:57.526069+00:00,0.11,0.005
1.75,0.115,0.4390526505121892,0.028374825904752,0.0032631049790464,4.548791898706384e-14,5.823726917375538e-14,7.389675428995593e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002846225024538,0.2,0.4391245667619607,0.0284622502453812,2026-07-23T11:48:58.105291+00:00,continuation,,,,,,,,high,True,converged,0.115,0.11,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:58.117825+00:00,0.115,0.005
1.75,0.12,0.4411569181720948,0.0276599521475727,0.0033191942577087,3.845188056850191e-14,5.3663670729342534e-14,6.601769971304383e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002774462805284,0.2,0.4412256263325065,0.0277446280528428,2026-07-23T11:48:58.691880+00:00,continuation,,,,,,,,high,True,converged,0.12,0.115,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:58.704228+00:00,0.12,0.0049999999999999
1.75,0.125,0.4431955933543308,0.0268802780606886,0.003360034757586,3.625572064791528e-14,5.480858822348722e-14,6.571498020049501e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002696308887935,0.2,0.4432611858320004,0.0269630888793536,2026-07-23T11:48:59.294628+00:00,continuation,,,,,,,,high,True,converged,0.125,0.12,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:59.306900+00:00,0.125,0.005
1.75,0.13,0.4451716837071762,0.026040837011041,0.0033853088114353,3.421568584016654e-14,5.939866654092185e-14,6.854863050676215e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002612258129605,0.2,0.4452342685365667,0.0261225812960543,2026-07-23T11:48:59.886595+00:00,continuation,,,,,,,,high,True,converged,0.13,0.125,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:48:59.898644+00:00,0.13,0.005
1.75,0.135,0.4470880807437472,0.0251461979502636,0.0033947367232855,3.4305891460917343e-14,6.669925028957024e-14,7.500456104877209e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002522761076743,0.2,0.4471477740600217,0.0252276107674396,2026-07-23T11:49:00.479337+00:00,continuation,,,,,,,,high,True,converged,0.135,0.13,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:49:00.492059+00:00,0.135,0.005
1.75,0.14,0.4489475540963262,0.0242005183491091,0.0033880725688752,3.558611738618822e-14,8.143919566494517e-14,8.887471148294546e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002428229442416,0.2,0.4490044777803182,0.0242822944241669,2026-07-23T11:49:01.077023+00:00,continuation,,,,,,,,high,True,converged,0.14,0.135,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:49:01.089617+00:00,0.14,0.005
1.75,0.145,0.4507527496767314,0.0232075905536416,0.003365100630278,4.4440146007573844e-14,1.0574006947816629e-13,1.1469912323301305e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002329040316647,0.2,0.4508070274489053,0.0232904031664725,2026-07-23T11:49:01.680836+00:00,continuation,,,,,,,,high,True,converged,0.145,0.14,0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:49:01.693973+00:00,0.145,0.0049999999999999
1.75,0.15,0.4525061900617109,0.0221708817612546,0.0033256322641881,5.3675813793674365e-14,1.5026695165953896e-13,1.595658163500674e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002225540178668,0.2,0.4525579452571366,0.0222554017866854,2026-07-23T11:49:02.328475+00:00,continuation,,,,,,,,high,True,converged,0.15,0.145,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:49:02.340557+00:00,0.15,0.005
1.75,0.155,0.454210275656528,0.0210935694595094,0.0032695032662239,7.04505898063701e-14,2.1930634391820202e-13,2.303444335920321e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0002118048389966,0.2,0.4542596304466904,0.0211804838996697,2026-07-23T11:49:02.945052+00:00,continuation,,,,,,,,high,True,converged,0.155,0.15,0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.7,0.1,,,2026-07-23T11:49:02.971623+00:00,0.155,0.005
