status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40
COMPLETED,,oracle,all,1.7,0.05,False,0.3840001105701379,0.0318734709789904,0.3840001105701379,0.0318734709789904,0.0,0.0,0.0,-11.212041999638979,,2.616155120814179e-18,,1.2927086623385549,0.21248851250857115,1.505197174847126,2.889999305160278,0.004121972793478696,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.8584462015153027e-06,2.5723978808234616e-05,1.8584462015222522e-06,2.572397880824247e-05,4.263337761261167e-06,6.944819611331183e-06,2.2706520847315184e-06,3.309349514642758e-05,1.726951914804431e-12,2.8377167282656046e-10
COMPLETED,,oracle,all,1.7,0.055,False,0.3876068789766883,0.0328730981616968,0.3876068789766883,0.0328730981616968,0.0,0.0,0.0,-12.436823072025671,,1.4359639014043274e-18,,1.3516694838181138,0.2223049933090806,1.5739744771271944,2.889999690145571,0.004234875687058267,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.2423576219281603e-06,3.134540322767938e-05,2.2423576219349937e-06,3.134540322768712e-05,4.4592279912376275e-06,8.46564750807107e-06,2.751999394699111e-06,4.018023140315771e-05,2.513877994658742e-12,4.211954118815697e-10
COMPLETED,,oracle,all,1.7,0.06,False,0.3910915486397204,0.0336318199900653,0.3910915486397204,0.0336318199900653,0.0,0.0,0.0,-13.761211231799068,,5.142234000210323e-19,,1.2755862539634109,0.22068667970597744,1.4962729336693883,2.8900002617288076,0.004308394224153476,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.6669856961993914e-06,3.757103112085821e-05,2.666985696196963e-06,3.7571031120867456e-05,4.677551454120088e-06,1.0316592218858638e-05,3.282513263157246e-06,4.796338498028776e-05,3.556155370176839e-12,6.047768952299748e-10
COMPLETED,,oracle,all,1.7,0.065,False,0.3944539587741758,0.0341765236862786,0.3944539587741758,0.0341765236862786,0.0,0.0,0.0,-14.99999335625205,,0.033808601793416396,,7.756896737962961,0.25210911221802235,8.009005850180984,2.89000064174279,0.004349135949456584,-1199.9999999999932,1199.9999999999932,4517,1601,3201,3.1331553688712448e-06,4.441523683848102e-05,3.133155368876957e-06,4.4415236838476105e-05,4.925537858357295e-06,1.2505669854529615e-05,3.8623326972253605e-06,5.6443906142993486e-05,4.908295991867817e-12,8.445398824719064e-10
COMPLETED,,oracle,all,1.7,0.07,True,0.3976958604626479,0.0345304998550194,0.3976958604626479,0.0345304998550194,0.0,0.0,0.0,-14.99999335625205,,2.902416737733574,,7.638823619112372,0.25266613345593214,7.8914897525683045,2.890001248759688,0.004359358367627037,-1199.9999999999932,1199.9999999999932,4517,1601,3201,3.6417530131657137e-06,5.189311233751624e-05,3.6417530131676834e-06,5.189311233752683e-05,5.2087377569377976e-06,1.504021676248471e-05,4.49159647868907e-06,6.562338336858397e-05,6.631584170690985e-12,1.151761352957692e-09
COMPLETED,,oracle,all,1.7,0.075,False,0.4008202608716605,0.0347139445851855,0.4008202608716605,0.0347139445851855,0.0,0.0,0.0,-14.99999335625205,,11.019530525107037,,7.628675012849271,0.24588073417544365,7.874555747024715,2.890002177253354,0.004339979297147254,-1199.9999999999932,1199.9999999999932,4517,1601,3201,4.193612855670434e-06,6.002046346686711e-05,4.1936128556742786e-06,6.002046346686739e-05,5.531838839770172e-06,1.7928883253914823e-05,5.170513330117281e-06,7.550446543732402e-05,8.792633288123852e-12,1.539048999354975e-09
COMPLETED,,oracle,all,1.7,0.08,False,0.4038309634965792,0.0347444091807322,0.4038309634965792,0.0347444091807322,0.0,0.0,0.0,-14.99999335625205,,25.308727195025604,,7.6345579121261835,0.24708502646535635,7.88164293859154,2.890003064778803,0.004298338511109199,-1199.9999999999932,1199.9999999999932,4517,1601,3201,4.7896734246717965e-06,6.881393258079714e-05,4.789673424669815e-06,6.88139325808004e-05,5.8986660909517935e-06,2.118212903360046e-05,5.899204319077212e-06,8.609108586665412e-05,1.147049122351973e-11,2.0204375950072517e-09
COMPLETED,,oracle,all,1.7,0.085,False,0.4067322472926893,0.0346371917969951,0.4067322472926893,0.0346371917969951,0.0,0.0,0.0,-14.99999335625205,,46.738121178371664,,7.6990107875317335,0.24867325834929943,7.947684045881033,2.890003779595703,0.004232246387090221,-1199.9999999999932,1199.9999999999932,4517,1601,3201,5.4308519852555115e-06,7.82910347394127e-05,5.430851985264298e-06,7.829103473941424e-05,6.31293268904396e-06,2.4812469888187393e-05,6.677799146288534e-06,9.738877691160465e-05,1.474687039149103e-11,2.6114899132068103e-09
COMPLETED,,oracle,all,1.7,0.09,False,0.4095286433248272,0.0344056712495281,0.4095286433248272,0.0344056712495281,0.0,0.0,0.0,-14.99999335625205,,76.32031572225732,,6.774188223294914,0.21866736840456724,6.992855591699481,2.8900049452631897,0.004149701447577498,-1199.9999999999932,1199.9999999999932,4517,1601,3201,6.118211024533867e-06,8.847028297578455e-05,6.118211024540126e-06,8.84702829757778e-05,6.777865709475168e-06,2.883429709178046e-05,7.506584398762091e-06,0.00010940494095829034,1.871625077143335e-11,3.329410636077057e-09
COMPLETED,,oracle,all,1.7,0.095,False,0.4122247805750896,0.0340615906188966,0.4122247805750896,0.0340615906188966,0.0,0.0,0.0,-14.99999335625205,,115.11223362928462,,7.875718238763511,0.2618955550715327,8.137613793835044,2.8900061673580923,0.004046975359426126,-1199.9999999999932,1199.9999999999932,4517,1601,3201,6.852671998641011e-06,9.937123381967335e-05,6.852671998647559e-06,9.937123381967188e-05,7.2974096319920455e-06,3.326404405536331e-05,8.385668541730774e-06,0.00012214891442438537,2.3479773680890048e-11,4.193170921595879e-09
COMPLETED,,oracle,all,1.7,0.1,False,0.4148252797640019,0.0336152959532578,0.4148252797640019,0.0336152959532578,0.0,0.0,0.0,-14.99999335625205,,164.21482899467188,,8.030887440778315,0.25706876534968615,8.287956206128001,2.8900071704828743,0.00392910648932749,-1199.9999999999932,1199.9999999999932,4517,1601,3201,7.635430445760298e-06,0.00011101484049383992,7.635430445763779e-06,0.00011101484049384258,7.875275398532307e-06,3.811997883989009e-05,9.31544061647033e-06,0.0001356324374482052,2.915001573455811e-11,5.223660171083111e-09
COMPLETED,,oracle,all,1.7,0.105,False,0.4173346821643851,0.0330759368401351,0.4173346821643851,0.0330759368401351,0.0,0.0,0.0,-14.99999335625205,,224.7726948182757,,8.121126473881304,0.26146083418279886,8.382587308064103,2.890008522778987,0.0038020593193269815,-1199.9999999999932,1199.9999999999932,4517,1601,3201,8.46747935186971e-06,0.00012342319541975723,8.467479351880379e-06,0.00012342319541976585,8.516198918184871e-06,4.3422349780832294e-05,1.0296152118766967e-05,0.00014986937989764116,3.5848657375936455e-11,6.4438278046807795e-09
COMPLETED,,oracle,all,1.7,0.11,False,0.4197574022504138,0.0324516348625227,0.4197574022504138,0.0324516348625227,0.0,0.0,0.0,-14.99999335625205,,297.9735678928486,,8.170996798202395,0.2660596128553152,8.43705641105771,2.890009991947943,0.0036599808996617173,-1199.9999999999932,1199.9999999999932,4517,1601,3201,9.35000504382089e-06,0.00013661997418918309,9.350005043815407e-06,0.00013661997418918067,9.225664265756637e-06,4.919340459924679e-05,1.1328141562861354e-05,0.00016487616803352077,4.3710923769424426e-11,7.87887066699966e-09
COMPLETED,,oracle,all,1.7,0.115,False,0.4220976974978769,0.0317496256303763,0.4220976974978769,0.0317496256303763,0.0,0.0,0.0,-14.99999335625205,,385.04774222037673,,8.338742958381772,0.2693198015913367,8.608062759973109,2.890011418526105,0.0035083183395946955,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.0284234347304337e-05,0.00015063056210832913,1.0284234347306138e-05,0.00015063056210833783,1.0009973799916459e-05,5.545747080093984e-05,1.241197274384318e-05,0.0001806718222644834,5.2882587198155306e-11,9.556432423174499e-09
COMPLETED,,oracle,all,1.7,0.12,False,0.4243596505971577,0.0309763785020722,0.4243596505971577,0.0309763785020722,0.0,0.0,0.0,-14.99999335625205,,487.26740443308717,,6.819860624149442,0.2212385544553399,7.041099178604782,2.890013121647244,0.003348676904380396,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.127130729699937e-05,0.00016548212203505746,1.1271307296997601e-05,0.00016548212203505825,1.0878100530574006e-05,6.224129103339983e-05,1.3548040956396072e-05,0.00019727800403581276,6.352085524241602e-11,1.1506823049955983e-08
