epoch,loss,loss_anchor,loss_monotone,loss_smooth,anchor_mae,anchor_max_abs,anchor_mean_rel,anchor_max_rel
1,10.327932357788086,0.10287386924028397,0.04054558277130127,0.03085809201002121,0.128781259059906,0.25831338763237,0.67836993932724,1.873695969581604
100,0.07901408523321152,0.0007901408243924379,0.0,2.4291892051696777,0.02397259697318077,0.04835687577724457,0.30920419096946716,1.0922267436981201
200,0.03559723123908043,0.00035597229725681245,0.0,2.2340893745422363,0.014801040291786194,0.029828250408172607,0.19649305939674377,0.6737245321273804
300,0.01107326801866293,0.00011073268251493573,0.0,1.9792670011520386,0.009358752518892288,0.014553368091583252,0.10129323601722717,0.32871392369270325
400,0.0018751558382064104,1.8751557945506647e-05,0.0,2.7383532524108887,0.003933008760213852,0.0056339651346206665,0.03992914408445358,0.1272532045841217
500,0.005207224749028683,5.2072246035095304e-05,0.0,3.624384641647339,0.0033654170110821724,0.005873322486877441,0.015773864462971687,0.04142505303025246
600,7.134046427381691e-06,7.134046597911947e-08,0.0,4.20675802230835,0.00024326518177986145,0.0003740638494491577,0.0025797372218221426,0.008448902517557144
700,2.0128960898091464e-07,2.012896072045578e-09,0.0,4.318721771240234,4.74732369184494e-05,7.62939453125e-05,0.00027738831704482436,0.0007911064894869924
800,2.032908560067881e-05,2.0329085259618296e-07,0.0,4.421419620513916,0.0004265904426574707,0.0005329549312591553,0.0037568015977740288,0.011947878636419773
900,3.0675817441760955e-08,3.0675817441760955e-10,0.0,4.5944743156433105,1.5196390450000763e-05,2.5991350412368774e-05,0.0001745854242471978,0.0005870612803846598
1000,3.3152647294087956e-11,3.3152647294087956e-13,0.0,4.603031635284424,6.034970283508301e-07,1.0132789611816406e-06,5.0229318730998784e-06,1.5818764950381592e-05
1001,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
1100,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
1200,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
1300,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
1400,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
1500,1.9567680809018384e-11,1.9567680809018384e-13,0.0,4.603036880493164,3.91155481338501e-07,7.003545761108398e-07,4.609712050296366e-06,1.5818764950381592e-05
