epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_riccati_shooting_path,loss_riccati_ci_local_min,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_window,loss_ci_supervision,grad_norm_ci,grad_norm_mode,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_p_rel_weighted_mean,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,4.718573570251465,0.27225261926651,2.7420411109924316,0.141446053981781,0.06637902557849884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026755407452583313,0.0,0.1476459950208664,0.06438536942005157,0.0,0.0,0.0,0.0,0.0,0.05366029217839241,0.0072252145037055016,0.0,0.06806236505508423,67.26832580566406,67.26832580566406,5.0,0.0,0.0,0,3.0000009536743164,0.19628284871578217,0.17543150940827118,0.4642176127034121,0.635243961662201,3.2237022472242587,0.8250276253647475,1.11251465629633,0.43563567928867913,0.5852818561032485,0.32758425055733853,0.4502977600979106,1.1225892493337197,2.009709474217175,0.8767460592099695,0.4449792746566561,0.35814505860188556,1.2665015489827054,2.694992285285987,8,0.1,0.18571428571428572
2,8.31718921661377,0.6163134574890137,5.0240325927734375,0.04522894695401192,0.22858715057373047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057673100382089615,0.0,0.03731103986501694,0.22064417600631714,0.0,0.0,0.0,0.0,0.0,0.042529769241809845,0.0007558852666988969,0.0,0.07651108503341675,109.80926513671875,109.80926513671875,5.0,0.0,0.0,0,3.0000009536743164,0.19388169050216675,,,,,,,,,,,,,,,,,8.31718921661377,0,,
3,6.253477573394775,0.23336946964263916,4.0157952308654785,0.13727879524230957,0.13215036690235138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002245687646791339,0.0,0.12613771855831146,0.1209886223077774,0.0,0.0,0.0,0.0,0.0,0.03611740097403526,0.0001369845267618075,0.0,0.0823315978050232,89.4319839477539,89.4319839477539,5.0,0.0,0.0,0,3.0000009536743164,0.19130893051624298,,,,,,,,,,,,,,,,,6.253477573394775,0,,
4,3.058349847793579,0.11857186257839203,1.8073877096176147,0.16497813165187836,0.00788031704723835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003057400695979595,0.0,0.15410080552101135,0.007417270913720131,0.0,0.0,0.0,0.0,0.0,0.031051965430378914,0.0020904499106109142,0.0,0.08759970963001251,39.01099395751953,39.01099395751953,5.0,0.0,0.0,0,3.0000009536743164,0.1883925199508667,,,,,,,,,,,,,,,,,3.058349847793579,0,,
5,2.4322195053100586,0.14355677366256714,1.2080833911895752,0.045429930090904236,0.0376892015337944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005756806349381804,0.0,0.03361351788043976,0.0346435010433197,0.0,0.0,0.0,0.0,0.0,0.026555420830845833,0.006279473192989826,0.0,0.09292638301849365,41.192142486572266,41.192142486572266,5.0,0.0,0.0,0,3.0000009536743164,0.1853516399860382,,,,,,,,,,,,,,,,,2.4322195053100586,0,,
6,2.242255926132202,0.2590543031692505,0.9585133790969849,0.045240722596645355,0.025305308401584625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003311258042231202,0.0,0.054410647600889206,0.0237856674939394,0.0,0.0,0.0,0.0,0.0,0.022695573046803474,0.012473945505917072,0.0,0.09814667701721191,34.56367874145508,34.56367874145508,5.0,0.0,0.0,0,3.0000009536743164,0.1823653131723404,,,,,,,,,,,,,,,,,2.242255926132202,0,,
7,2.1545982360839844,0.250876247882843,0.9757595658302307,0.0959990844130516,0.0007884351070970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001598573406226933,0.0,0.09680131077766418,0.0007131345337256789,0.0,0.0,0.0,0.0,0.0,0.019296297803521156,0.021032938733696938,0.0,0.10343652218580246,25.4294490814209,25.4294490814209,5.0,0.0,0.0,0,3.0000009536743164,0.17934194207191467,,,,,,,,,,,,,,,,,2.1545982360839844,0,,
8,2.1811234951019287,0.10498310625553131,1.0814381837844849,0.08488565683364868,0.011629082262516022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012927447678521276,0.0,0.0901562049984932,0.010901996865868568,0.0,0.0,0.0,0.0,0.0,0.01711925119161606,0.027622202411293983,0.0,0.10714126378297806,26.398954391479492,26.398954391479492,5.0,0.0,0.0,0,3.0000009536743164,0.17620541155338287,,,,,,,,,,,,,,,,,2.1811234951019287,0,,
9,1.6644593477249146,0.06473785638809204,0.6665688753128052,0.033604979515075684,0.016525954008102417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006800369592383504,0.0,0.040936246514320374,0.016168195754289627,0.0,0.0,0.0,0.0,0.0,0.016369512304663658,0.027669204398989677,0.0,0.10820093005895615,24.01365852355957,24.01365852355957,5.0,0.0,0.0,0,3.0000009536743164,0.17299853265285492,,,,,,,,,,,,,,,,,1.6644593477249146,0,,
10,1.2841825485229492,0.06332743167877197,0.401269793510437,0.025130439549684525,0.007498270832002163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014970896882005036,0.0,0.02475622482597828,0.006937157362699509,0.0,0.0,0.0,0.0,0.0,0.01661369763314724,0.022624384611845016,0.0,0.10727555304765701,13.633330345153809,13.633330345153809,5.0,0.0,0.0,0,3.0000009536743164,0.16982629895210266,,,,,,,,,,,,,,,,,1.2841825485229492,0,,
11,1.5016279220581055,0.16894756257534027,0.5319030284881592,0.046728335320949554,0.0032309822272509336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.638704846613109e-05,0.0,0.03379379212856293,0.002981116296723485,0.0,0.0,0.0,0.0,0.0,0.017692729830741882,0.01509225182235241,0.0,0.10489706695079803,16.46028709411621,16.46028709411621,5.0,0.0,0.0,0,3.0000009536743164,0.16673235595226288,,,,,,,,,,,,,,,,,1.5016279220581055,0,,
12,1.725778579711914,0.2302217185497284,0.6439547538757324,0.048902738839387894,0.0077463677152991295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010150973685085773,0.0,0.03954238444566727,0.007628438528627157,0.0,0.0,0.0,0.0,0.0,0.018768230453133583,0.009512610733509064,0.0,0.10279513150453568,23.938936233520508,23.938936233520508,5.0,0.0,0.0,0,3.0000009536743164,0.16393816471099854,,,,,,,,,,,,,,,,,1.725778579711914,0,,
13,1.485069990158081,0.20575302839279175,0.4653806686401367,0.037274204194545746,0.004631930496543646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006257507484406233,0.0,0.03432891517877579,0.00459385197609663,0.0,0.0,0.0,0.0,0.0,0.01946735754609108,0.006306170020252466,0.0,0.10151444375514984,18.871551513671875,18.871551513671875,5.0,0.0,0.0,0,3.0000009536743164,0.16128918528556824,,,,,,,,,,,,,,,,,1.485069990158081,0,,
14,1.2323123216629028,0.10984602570533752,0.34585389494895935,0.03165777772665024,0.00146380509249866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005243897903710604,0.0,0.029068056493997574,0.0014058384113013744,0.0,0.0,0.0,0.0,0.0,0.019715899601578712,0.004601510241627693,0.0,0.10102958232164383,10.144145011901855,10.144145011901855,5.0,0.0,0.0,0,3.0000009536743164,0.1584041863679886,,,,,,,,,,,,,,,,,1.2323123216629028,0,,
