stage,step,Mach,loss,riccati_kappa,riccati_q,log_amp_compatibility,boundary_kappa,boundary_q,spectral,modal_kappa,modal_q,modal_log_amp,spectral_global,physics
modal_frozen,16,1.1,0.0221908800303936,0.00032233697129413486,0.00034618075005710125,0.0014170843642205,0.00013921924983151257,0.0013044746592640877,0.0,0.0,0.0,0.0,,
modal_frozen,17,1.2,0.009536775760352612,0.0004146038554608822,0.00041597773088142276,0.0009391241474077106,0.00012723662075586617,0.00027382076950743794,0.0,0.0,0.0,0.0,,
modal_frozen,18,1.3,0.021988607943058014,0.00044624388101510704,0.0004760812153108418,0.0010571122402325273,9.529449744150043e-05,0.0014827776467427611,0.0,0.0,0.0,0.0,,
modal_frozen,19,1.35,0.02828657627105713,0.0005545691819861531,0.00047930044820532203,0.0009718376095406711,9.479572327109054e-05,0.002144556026905775,0.0,0.0,0.0,0.0,,
modal_frozen,20,1.4,0.021447569131851196,0.0004046275862492621,0.00037243383121676743,0.0006773047498427331,0.0001408245589118451,0.0015875737881287932,0.0,0.0,0.0,0.0,,
modal_frozen,21,1.5,0.00989130511879921,0.0004614262725226581,0.00039482518332079053,0.0006005060859024525,0.00014976292732171714,0.0004534894251264632,0.0,0.0,0.0,0.0,,
modal_frozen,22,1.6,0.009755407460033894,0.0005436152569018304,0.0005825004773214459,0.0007239326369017363,9.406360913999379e-05,0.000406899256631732,0.0,0.0,0.0,0.0,,
modal_frozen,23,1.65,0.018241601064801216,0.0005500899278558791,0.0005159315769560635,0.0008182007004506886,5.308751860866323e-05,0.0012553700944408774,0.0,0.0,0.0,0.0,,
modal_frozen,24,1.7,0.02217032201588154,0.0005831061280332506,0.0004956893972121179,0.0007474368903785944,9.991549450205639e-05,0.0016355187399312854,0.0,0.0,0.0,0.0,,
modal_frozen,25,1.8,0.02041342481970787,0.0009688063291832805,0.0006530145183205605,0.000829084892757237,0.0002394234179519117,0.0012251944281160831,0.0,0.0,0.0,0.0,,
modal_frozen,26,1.9,0.011369921267032623,0.0010855195578187704,0.0005896195652894676,0.0008630541851744056,0.00020827370462939143,0.0003296774229966104,0.0,0.0,0.0,0.0,,
modal_frozen,27,1.0,0.061908822506666183,0.0009156332234852016,0.0008196098497137427,0.009231718257069588,0.0007835319265723228,0.0006179670454002917,0.0,0.0,0.0,0.0,,
modal_frozen,28,1.05,0.07190553843975067,0.0007695897365920246,0.0007110458100214601,0.006431950721889734,0.0016167346620932221,0.002209780737757683,0.0,0.0,0.0,0.0,,
modal_frozen,29,1.1,0.06874775886535645,0.0006105211796239018,0.0006473321700468659,0.00278286961838603,0.0013540940126404166,0.004003461450338364,0.0,0.0,0.0,0.0,,
modal_frozen,30,1.2,0.04929604381322861,0.0004779872251674533,0.0005887177539989352,0.0016384936170652509,0.000427777849836275,0.003575908951461315,0.0,0.0,0.0,0.0,,
modal_frozen,31,1.3,0.029121845960617065,0.0005472261691465974,0.0006823642179369926,0.0019568719435483217,5.419817171059549e-05,0.0017565913731232285,0.0,0.0,0.0,0.0,,
modal_frozen,32,1.35,0.02117714285850525,0.0005258738528937101,0.0006960525643080473,0.002128381747752428,0.00043024696060456336,0.0005010837339796126,0.0,0.0,0.0,0.0,,
modal_frozen,33,1.4,0.026299847289919853,0.0005809370195493102,0.0006864158785901964,0.0016638103406876326,0.0008091828203760087,0.0008621614542789757,0.0,0.0,0.0,0.0,,
modal_frozen,34,1.5,0.03475000336766243,0.000619682134129107,0.0006528649828396738,0.0012576389126479626,0.00077665044227615,0.0019422756740823388,0.0,0.0,0.0,0.0,,
modal_frozen,35,1.6,0.03322913497686386,0.0007279946003109217,0.0005360264331102371,0.0008701730985194445,0.0004347437061369419,0.0023266812786459923,0.0,0.0,0.0,0.0,,
modal_frozen,36,1.65,0.02481113374233246,0.0006988650420680642,0.000532793696038425,0.001035634195432067,0.0001713246456347406,0.0016688056057319045,0.0,0.0,0.0,0.0,,
modal_frozen,37,1.7,0.015602927654981613,0.0011238460429012775,0.0007522071246057749,0.0011378693161532283,0.00011153543164255098,0.0006922173197381198,0.0,0.0,0.0,0.0,,
modal_frozen,38,1.8,0.012432115152478218,0.0008012363687157631,0.0005742807406932116,0.0008980940328910947,0.00012867020268458873,0.0005279425531625748,0.0,0.0,0.0,0.0,,
modal_frozen,39,1.9,0.021697072312235832,0.0012834698427468538,0.0007666334859095514,0.000895578064955771,0.00016412275726906955,0.0013527850387617946,0.0,0.0,0.0,0.0,,
modal_frozen,40,1.0,0.11805640161037445,0.001001710188575089,0.0012699190992861986,0.011504024267196655,0.0005571272922679782,0.0052693369798362255,0.0,0.0,0.0,0.0,,
modal_frozen,41,1.05,0.045020051300525665,0.0008743228972889483,0.0010270302882418036,0.007030176930129528,0.0001566549326526001,0.0006401263526640832,0.0,0.0,0.0,0.0,,
modal_frozen,42,1.1,0.025325888767838478,0.0007081354269757867,0.0008700410835444927,0.0033125481568276882,0.00034537617466412485,0.00037312094355002046,0.0,0.0,0.0,0.0,,
modal_frozen,43,1.2,0.045112162828445435,0.0007266763132065535,0.0007937587797641754,0.003429134376347065,0.0004214716318529099,0.0022231340408325195,0.0,0.0,0.0,0.0,,
modal_frozen,44,1.3,0.05875519663095474,0.0007523816311731935,0.0007119955262169242,0.0035927901044487953,0.0003113829006906599,0.00362130394205451,0.0,0.0,0.0,0.0,,
modal_frozen,45,1.35,0.05567549541592598,0.0006355936639010906,0.000761037168558687,0.00484645739197731,0.0001149527815869078,0.0028897051233798265,0.0,0.0,0.0,0.0,,
modal_frozen,46,1.4,0.036600347608327866,0.0007613652851432562,0.0008739633485674858,0.004153367597609758,1.9959326891694218e-05,0.0013998588547110558,0.0,0.0,0.0,0.0,,
modal_frozen,47,1.5,0.022665780037641525,0.0006837755208835006,0.0008206328493542969,0.003276496659964323,2.546733958297409e-05,0.00045242146006785333,0.0,0.0,0.0,0.0,,
modal_frozen,48,1.6,0.018273387104272842,0.0010043184738606215,0.0009226938127540052,0.002483740448951721,5.911138578085229e-05,0.000333655858412385,0.0,0.0,0.0,0.0,,
modal_frozen,49,1.65,0.025211533531546593,0.0010768190259113908,0.0008231421234086156,0.0023970063775777817,9.887194755719975e-05,0.0010337820276618004,0.0,0.0,0.0,0.0,,
modal_frozen,50,1.7,0.029876193031668663,0.0011565190507099032,0.0009239126811735332,0.0021133851259946823,0.00011526701564434916,0.0016076165484264493,0.0,0.0,0.0,0.0,,
modal_frozen,51,1.8,0.026549510657787323,0.0012027487391605973,0.0008433379698544741,0.002346644178032875,9.767151641426608e-05,0.0011793487938120961,0.0,0.0,0.0,0.0,,
modal_frozen,52,1.9,0.016504528000950813,0.0012084285262972116,0.0009610223933123052,0.0020003924146294594,6.40280923107639e-05,0.0003692834870889783,0.0,0.0,0.0,0.0,,
modal_frozen,53,1.0,0.2398272454738617,0.0011721700429916382,0.002183848060667515,0.01093565858900547,0.0030749901197850704,0.015104302205145359,0.0,0.0,0.0,0.0,,
modal_frozen,54,1.05,0.09417539089918137,0.0009036727715283632,0.0017471588216722012,0.00987948477268219,0.0006684357649646699,0.0035442777443677187,0.0,0.0,0.0,0.0,,
modal_frozen,55,1.1,0.03194304555654526,0.0007448324467986822,0.0013922498328611255,0.0045273941941559315,0.00025245160213671625,0.0004644477157853544,0.0,0.0,0.0,0.0,,
modal_frozen,56,1.2,0.06342292577028275,0.0006139733013696969,0.001079598325304687,0.0030985476914793253,0.0008290064288303256,0.003794655203819275,0.0,0.0,0.0,0.0,,
modal_frozen,57,1.3,0.11818265914916992,0.0007990234880708158,0.0009106638608500361,0.004157128743827343,0.0011316807940602303,0.008437051437795162,0.0,0.0,0.0,0.0,,
modal_frozen,58,1.35,0.12284292280673981,0.0008173490641638637,0.0010422910563647747,0.0049333395436406136,0.0009399439441040158,0.008691715076565742,0.0,0.0,0.0,0.0,,
modal_frozen,59,1.4,0.08743952214717865,0.000860777625348419,0.0011087337043136358,0.004169367253780365,0.0007225581794045866,0.005739759188145399,0.0,0.0,0.0,0.0,,
modal_frozen,60,1.5,0.05238521471619606,0.0009271838935092092,0.0011293241987004876,0.0030691688880324364,0.0006700246594846249,0.0028282615821808577,0.0,0.0,0.0,0.0,,
modal_frozen,61,1.6,0.030249251052737236,0.0012388837058097124,0.001343926414847374,0.002195259090512991,0.0005448512965813279,0.0011241631582379341,0.0,0.0,0.0,0.0,,
modal_frozen,62,1.65,0.03051091730594635,0.0007484379457309842,0.001005788566544652,0.002219314221292734,0.00026252324460074306,0.0015034888638183475,0.0,0.0,0.0,0.0,,
modal_frozen,63,1.7,0.04727607220411301,0.0008379304781556129,0.0010003303177654743,0.002973223337903619,8.78382270457223e-05,0.002969331108033657,0.0,0.0,0.0,0.0,,
modal_frozen,64,1.8,0.046981003135442734,0.0010916460305452347,0.0009414076339453459,0.002912297146394849,0.00011604826431721449,0.002922598272562027,0.0,0.0,0.0,0.0,,
modal_frozen,65,1.9,0.032733820378780365,0.0014584906166419387,0.0012257552007213235,0.0022206613793969154,0.00027589709497988224,0.0016187297878786922,0.0,0.0,0.0,0.0,,
modal_frozen,66,1.0,0.39495354890823364,0.002362615894526243,0.0021902378648519516,0.017843322828412056,0.0033708885312080383,0.02674751728773117,0.0,0.0,0.0,0.0,,
modal_frozen,67,1.05,0.17606347799301147,0.001957440050318837,0.001850868808105588,0.012986931949853897,0.0016694162040948868,0.009062634781002998,0.0,0.0,0.0,0.0,,
modal_frozen,68,1.1,0.05632549896836281,0.0016308374470099807,0.0014568237820640206,0.00660689827054739,0.0008512211497873068,0.0011691134423017502,0.0,0.0,0.0,0.0,,
modal_frozen,69,1.2,0.05557705834507942,0.0012009645579382777,0.0013218338135629892,0.0038041360676288605,0.0006268997676670551,0.0027764581609517336,0.0,0.0,0.0,0.0,,
modal_frozen,70,1.3,0.11686088144779205,0.0009024678147397935,0.0013828373048454523,0.004268123302608728,0.00044011822319589555,0.00888337753713131,0.0,0.0,0.0,0.0,,
modal_frozen,71,1.35,0.15669429302215576,0.0009091293322853744,0.0016602420946583152,0.006472943350672722,0.00030460042762570083,0.011871419847011566,0.0,0.0,0.0,0.0,,
modal_frozen,72,1.4,0.13745567202568054,0.0008180283475667238,0.0015322637045755982,0.005985036492347717,0.00040804504533298314,0.010109974071383476,0.0,0.0,0.0,0.0,,
modal_frozen,73,1.5,0.10832109302282333,0.0013630760367959738,0.0014141357969492674,0.0069670770317316055,0.0006843381561338902,0.006386511959135532,0.0,0.0,0.0,0.0,,
modal_frozen,74,1.6,0.06248580664396286,0.0014512751949951053,0.001270619803108275,0.005086560733616352,0.0009329828899353743,0.0025001277681440115,0.0,0.0,0.0,0.0,,
modal_frozen,75,1.65,0.03425756096839905,0.0012637525796890259,0.0009918493451550603,0.0032452146988362074,0.0009558092569932342,0.0006217794143594801,0.0,0.0,0.0,0.0,,
modal_frozen,76,1.7,0.04111101105809212,0.0013162310933694243,0.0012737030629068613,0.002489000093191862,0.0007205451838672161,0.0018870625644922256,0.0,0.0,0.0,0.0,,
modal_frozen,77,1.8,0.05105733126401901,0.0010843025520443916,0.0012227450497448444,0.002642793580889702,0.0003499218146316707,0.0032037098426371813,0.0,0.0,0.0,0.0,,
modal_frozen,78,1.9,0.045969851315021515,0.0014783197548240423,0.0012899830471724272,0.0024287134874612093,7.62396230129525e-05,0.0030295588076114655,0.0,0.0,0.0,0.0,,
modal_frozen,79,1.0,0.42358070611953735,0.001870320294983685,0.0038921928498893976,0.03005070984363556,0.0014753402210772038,0.02528112381696701,0.0,0.0,0.0,0.0,,
modal_frozen,80,1.05,0.2095201313495636,0.0019915588200092316,0.003415153594687581,0.017841827124357224,0.0003324327990412712,0.011157995089888573,0.0,0.0,0.0,0.0,,
modal_frozen,81,1.1,0.07833068817853928,0.0017600711435079575,0.0023050608579069376,0.009879209101200104,4.116070704185404e-05,0.0024457902181893587,0.0,0.0,0.0,0.0,,
modal_frozen,82,1.2,0.04981183633208275,0.001702284556813538,0.0015266882255673409,0.007739478722214699,0.000661934376694262,0.00012661246000789106,0.0,0.0,0.0,0.0,,
modal_frozen,83,1.3,0.08557845652103424,0.0012388814939185977,0.00140677229501307,0.00785099808126688,0.0017786073731258512,0.0025891743134707212,0.0,0.0,0.0,0.0,,
modal_frozen,84,1.35,0.13825081288814545,0.000980782206170261,0.0015644954983144999,0.009936172515153885,0.0021104109473526478,0.006492055952548981,0.0,0.0,0.0,0.0,,
modal_frozen,85,1.4,0.1595630645751953,0.0007644296274520457,0.0016938357148319483,0.01156718097627163,0.0017772720893844962,0.008149616420269012,0.0,0.0,0.0,0.0,,
modal_frozen,86,1.5,0.1383494734764099,0.0010731446091085672,0.002357075223699212,0.010192077606916428,0.001303859637118876,0.007092026062309742,0.0,0.0,0.0,0.0,,
modal_frozen,87,1.6,0.0951525941491127,0.001145330024883151,0.00216935807839036,0.007821024395525455,0.0006032873061485589,0.004669991321861744,0.0,0.0,0.0,0.0,,
modal_frozen,88,1.65,0.049714040011167526,0.0015406133607029915,0.002219338435679674,0.005339900963008404,6.585683149751276e-05,0.00185960135422647,0.0,0.0,0.0,0.0,,
modal_frozen,89,1.7,0.02839832380414009,0.0013765859184786677,0.0016177929937839508,0.003819857258349657,7.27765800547786e-05,0.0005576894618570805,0.0,0.0,0.0,0.0,,
modal_frozen,90,1.8,0.03664151206612587,0.002053213771432638,0.0016655882354825735,0.004676236305385828,0.0003862114972434938,0.0005679414025507867,0.0,0.0,0.0,0.0,,
modal_frozen,91,1.9,0.04102257639169693,0.0019631274044513702,0.0015343319391831756,0.004563188645988703,0.0006886323681101203,0.0007822848856449127,0.0,0.0,0.0,0.0,,
modal_frozen,92,1.0,0.24506384134292603,0.0032872119918465614,0.002307276241481304,0.02650412544608116,0.007227693218737841,0.0034671789035201073,0.0,0.0,0.0,0.0,,
modal_frozen,93,1.05,0.19355851411819458,0.002999610500410199,0.0027077444829046726,0.018523862585425377,0.0065171001479029655,0.003006083657965064,0.0,0.0,0.0,0.0,,
modal_frozen,94,1.1,0.14218957722187042,0.0023679465521126986,0.0026416750624775887,0.012038212269544601,0.004698760807514191,0.0030001280829310417,0.0,0.0,0.0,0.0,,
modal_frozen,95,1.2,0.1025218516588211,0.0017669375520199537,0.002342590596526861,0.010686658322811127,0.001580759882926941,0.002917143516242504,0.0,0.0,0.0,0.0,,
modal_frozen,96,1.3,0.10225482285022736,0.0012526598293334246,0.0019980526994913816,0.01513868197798729,0.00013675607624463737,0.0021943135652691126,0.0,0.0,0.0,0.0,,
modal_frozen,97,1.35,0.08866547048091888,0.0012349197641015053,0.0014414042234420776,0.01490618847310543,0.0004017597821075469,0.0007440601475536823,0.0,0.0,0.0,0.0,,
modal_frozen,98,1.4,0.0801059901714325,0.0013092563021928072,0.0014004892436787486,0.012033970095217228,0.001644553616642952,7.80862319516018e-05,0.0,0.0,0.0,0.0,,
modal_frozen,99,1.5,0.08203917741775513,0.0016925341915339231,0.0015725907869637012,0.0092213936150074,0.003053900320082903,0.0002128081687260419,0.0,0.0,0.0,0.0,,
modal_frozen,100,1.6,0.07716170698404312,0.0017011971212923527,0.0020046052522957325,0.00640647578984499,0.0033837303053587675,0.0007586220744997263,0.0,0.0,0.0,0.0,,
modal_frozen,101,1.65,0.07528503984212875,0.002063979860395193,0.00230243313126266,0.006338905543088913,0.00261105177924037,0.0013113580644130707,0.0,0.0,0.0,0.0,,
modal_frozen,102,1.7,0.06935909390449524,0.001831175060942769,0.0018478266429156065,0.007316868752241135,0.001502009341493249,0.0014075651997700334,0.0,0.0,0.0,0.0,,
modal_frozen,103,1.8,0.05580585449934006,0.0018137875013053417,0.0022799023427069187,0.006503621581941843,0.0006801644340157509,0.001239241799339652,0.0,0.0,0.0,0.0,,
modal_frozen,104,1.9,0.03830457106232643,0.0015148891834542155,0.0019361593294888735,0.004305223003029823,0.00041529478039592505,0.0009174461010843515,0.0,0.0,0.0,0.0,,
modal_frozen,105,1.0,0.335080087184906,0.003012645523995161,0.0038909786380827427,0.03852008655667305,0.00020772431162185967,0.01334987860172987,0.0,0.0,0.0,0.0,,
modal_frozen,106,1.05,0.20814836025238037,0.00312604196369648,0.003233401570469141,0.026860404759645462,0.00034307618625462055,0.006405612453818321,0.0,0.0,0.0,0.0,,
modal_frozen,107,1.1,0.11009861528873444,0.0024477075785398483,0.002988368272781372,0.014347399584949017,0.0010986276902258396,0.002193926367908716,0.0,0.0,0.0,0.0,,
modal_frozen,108,1.2,0.11686018854379654,0.002174820750951767,0.002909389790147543,0.010710484348237514,0.001433971687220037,0.004388383589684963,0.0,0.0,0.0,0.0,,
modal_frozen,109,1.3,0.17571455240249634,0.0021064921747893095,0.002536171581596136,0.014450590126216412,0.0014702382031828165,0.008411655202507973,0.0,0.0,0.0,0.0,,
modal_frozen,110,1.35,0.17733284831047058,0.001999185187742114,0.002142184879630804,0.016734641045331955,0.0012437206460162997,0.007708107121288776,0.0,0.0,0.0,0.0,,
modal_frozen,111,1.4,0.1483829915523529,0.001622393960133195,0.0020435829646885395,0.0157147329300642,0.0009587235399521887,0.0056556109338998795,0.0,0.0,0.0,0.0,,
modal_frozen,112,1.5,0.12843281030654907,0.0015559302410110831,0.002151202643290162,0.013303962536156178,0.0007262601866386831,0.0050943270325660706,0.0,0.0,0.0,0.0,,
modal_frozen,113,1.6,0.1172395646572113,0.0014624637551605701,0.0027504723984748125,0.01121506467461586,0.0004235819505993277,0.005271548870950937,0.0,0.0,0.0,0.0,,
modal_frozen,114,1.65,0.09647084772586823,0.0019074337324127555,0.003662237897515297,0.006827950477600098,0.0001417512830812484,0.005534390918910503,0.0,0.0,0.0,0.0,,
modal_frozen,115,1.7,0.08125816285610199,0.0018004404846578836,0.0031652795150876045,0.005100806709378958,8.432180766249076e-05,0.004994518589228392,0.0,0.0,0.0,0.0,,
modal_frozen,116,1.8,0.06502377986907959,0.0016276336973533034,0.003351591993123293,0.004816048312932253,0.00021786760771647096,0.0033785635605454445,0.0,0.0,0.0,0.0,,
modal_frozen,117,1.9,0.05155501142144203,0.0017678446602076292,0.0031030382961034775,0.005146237090229988,0.0003848120104521513,0.0017104822909459472,0.0,0.0,0.0,0.0,,
modal_frozen,118,1.0,0.3511752486228943,0.004190986976027489,0.0036311596632003784,0.038845665752887726,0.002179960487410426,0.01273251697421074,0.0,0.0,0.0,0.0,,
modal_frozen,119,1.05,0.2596784234046936,0.0034534933511167765,0.003104599891230464,0.03180498629808426,0.0016972642624750733,0.00771227665245533,0.0,0.0,0.0,0.0,,
modal_frozen,120,1.1,0.1456233412027359,0.0031075808219611645,0.003020904026925564,0.021149706095457077,0.001118362881243229,0.002256270032376051,0.0,0.0,0.0,0.0,,
modal_frozen,121,1.2,0.14227579534053802,0.002867617644369602,0.0030457901302725077,0.016005918383598328,0.0003874112735502422,0.0052458676509559155,0.0,0.0,0.0,0.0,,
modal_frozen,122,1.3,0.21390289068222046,0.002167752478271723,0.0025527644902467728,0.01569046452641487,0.00014501686382573098,0.012927989475429058,0.0,0.0,0.0,0.0,,
modal_frozen,123,1.35,0.21920311450958252,0.001696248771622777,0.003058778587728739,0.014121459797024727,0.00026012014131993055,0.01412396039813757,0.0,0.0,0.0,0.0,,
modal_frozen,124,1.4,0.18367630243301392,0.0017183064483106136,0.002735532820224762,0.015352032147347927,0.00045154988765716553,0.009794680401682854,0.0,0.0,0.0,0.0,,
modal_frozen,125,1.5,0.13464243710041046,0.0020755932200700045,0.0025587663985788822,0.01557826716452837,0.0005151063087396324,0.0046965680085122585,0.0,0.0,0.0,0.0,,
modal_frozen,126,1.6,0.09996640682220459,0.0026203917805105448,0.0025896455626934767,0.015832236036658287,0.0004024585650768131,0.001157060032710433,0.0,0.0,0.0,0.0,,
modal_frozen,127,1.65,0.07857160270214081,0.0026945334393531084,0.002345194574445486,0.01241336576640606,0.00030947101186029613,0.0008370330324396491,0.0,0.0,0.0,0.0,,
modal_frozen,128,1.7,0.08665414154529572,0.00251646782271564,0.0021704896353185177,0.00925088208168745,0.00037132855504751205,0.0031999486964195967,0.0,0.0,0.0,0.0,,
modal_frozen,129,1.8,0.10222812741994858,0.0028424011543393135,0.002048291265964508,0.008206993341445923,0.0005028003361076117,0.005127446725964546,0.0,0.0,0.0,0.0,,
modal_frozen,130,1.9,0.09756679832935333,0.002899324521422386,0.0021240643691271544,0.006243531592190266,0.0005474567878991365,0.005585118662565947,0.0,0.0,0.0,0.0,,
modal_frozen,131,1.0,0.41222673654556274,0.004633701406419277,0.004269640892744064,0.06234876066446304,0.0013998239301145077,0.007758135907351971,0.0,0.0,0.0,0.0,,
modal_frozen,132,1.05,0.31751006841659546,0.0038888161070644855,0.004048808477818966,0.037850577384233475,0.001661378308199346,0.010370577685534954,0.0,0.0,0.0,0.0,,
modal_frozen,133,1.1,0.21180297434329987,0.0034406676422804594,0.003715933533385396,0.020626049488782883,0.0012199939228594303,0.008931618183851242,0.0,0.0,0.0,0.0,,
modal_frozen,134,1.2,0.1307975798845291,0.0028091780841350555,0.0044031040742993355,0.01448927354067564,0.0002541799331083894,0.004859712440520525,0.0,0.0,0.0,0.0,,
modal_frozen,135,1.3,0.13238006830215454,0.00283795315772295,0.003678402863442898,0.019389579072594643,0.00018986187933478504,0.0027017209213227034,0.0,0.0,0.0,0.0,,
modal_frozen,136,1.35,0.1733425110578537,0.002231405582278967,0.0035310357343405485,0.02598690241575241,0.0006900342996232212,0.003074520267546177,0.0,0.0,0.0,0.0,,
modal_frozen,137,1.4,0.19207170605659485,0.002327561844140291,0.002643539570271969,0.025996215641498566,0.0011051880428567529,0.004606765694916248,0.0,0.0,0.0,0.0,,
modal_frozen,138,1.5,0.1896924376487732,0.002371056005358696,0.002576669678092003,0.022017963230609894,0.0012829225743189454,0.006182565353810787,0.0,0.0,0.0,0.0,,
modal_frozen,139,1.6,0.17505769431591034,0.0020953137427568436,0.002484409138560295,0.018755417317152023,0.0010748873464763165,0.00659520085901022,0.0,0.0,0.0,0.0,,
modal_frozen,140,1.65,0.12541723251342773,0.002192149870097637,0.0027312426827847958,0.011832643300294876,0.0007024905644357204,0.00543057220056653,0.0,0.0,0.0,0.0,,
modal_frozen,141,1.7,0.08656157553195953,0.0023097088560462,0.0034765994641929865,0.007312330417335033,0.00044997670920565724,0.003971384838223457,0.0,0.0,0.0,0.0,,
modal_frozen,142,1.8,0.08336351811885834,0.0023629378993064165,0.003129351418465376,0.008356671780347824,0.0002519048866815865,0.0033568821381777525,0.0,0.0,0.0,0.0,,
modal_frozen,143,1.9,0.08362311124801636,0.003110236022621393,0.003530320944264531,0.00850352831184864,0.00011884573905263096,0.0033276458270847797,0.0,0.0,0.0,0.0,,
modal_frozen,144,1.0,0.4399333596229553,0.00483876746147871,0.003947204910218716,0.07592513412237167,0.00041944842087104917,0.004732721485197544,0.0,0.0,0.0,0.0,,
modal_frozen,145,1.05,0.35052594542503357,0.0037156990729272366,0.004281040281057358,0.060872457921504974,0.0007597364019602537,0.0030569557566195726,0.0,0.0,0.0,0.0,,
modal_frozen,146,1.1,0.22802266478538513,0.003620311850681901,0.003564047859981656,0.0339190773665905,0.0008121237624436617,0.004312167875468731,0.0,0.0,0.0,0.0,,
modal_frozen,147,1.2,0.15563130378723145,0.0027165748178958893,0.003859105985611677,0.017170701175928116,0.0006049004150554538,0.005715310573577881,0.0,0.0,0.0,0.0,,
modal_frozen,148,1.3,0.16107404232025146,0.003082468407228589,0.003004919271916151,0.01809622533619404,0.000696890230756253,0.005753662437200546,0.0,0.0,0.0,0.0,,
modal_frozen,149,1.35,0.16586574912071228,0.00276271253824234,0.0029790778644382954,0.022370558232069016,0.0007321895682252944,0.004094927571713924,0.0,0.0,0.0,0.0,,
modal_frozen,150,1.4,0.16360391676425934,0.0028090504929423332,0.0027942191809415817,0.024958722293376923,0.0004946775152347982,0.0028260264080017805,0.0,0.0,0.0,0.0,,
modal_frozen,151,1.5,0.14080628752708435,0.0029919256921857595,0.0030233636498451233,0.020874861627817154,0.00023737770970910788,0.0028042923659086227,0.0,0.0,0.0,0.0,,
modal_frozen,152,1.6,0.15474453568458557,0.002996651455760002,0.003399608191102743,0.02230825275182724,9.83197387540713e-05,0.0035823823418468237,0.0,0.0,0.0,0.0,,
modal_frozen,153,1.65,0.1325390487909317,0.002383155282586813,0.0027038571424782276,0.016339953988790512,0.00013747357297688723,0.0044377525337040424,0.0,0.0,0.0,0.0,,
modal_frozen,154,1.7,0.11381147801876068,0.002622801810503006,0.0032395271118730307,0.011885864660143852,0.00021843430295120925,0.004633547738194466,0.0,0.0,0.0,0.0,,
modal_frozen,155,1.8,0.09293126314878464,0.0025692288763821125,0.0033815207425504923,0.009478738531470299,0.00015596878074575216,0.003802713006734848,0.0,0.0,0.0,0.0,,
modal_frozen,156,1.9,0.06830988079309464,0.0026459351647645235,0.00333129009231925,0.00792066939175129,6.947026849957183e-05,0.0022034605499356985,0.0,0.0,0.0,0.0,,
