kind,Mach,alpha,requested_target,cr_seed,ci_seed,accepted,box_scale,seed_distance,error,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,min_abs_U_minus_c,success
mach_seed,1.2,0.13,True,0.1932300126720001,0.0993653801703457,True,1.0,1.1887274223381825e-05,,0.1932295408128001,0.09935944121763168,0.01291672735829212,2.0004445203200194e-08,2.112500844481015e-18,-16.297027304445617,371.7160668516882,0.09944589506869464,True
mach_continuation,1.1833333333333333,0.13,False,0.1932295408128001,0.09935944121763168,True,1.0,0.013905484606087249,,0.18153023032320015,0.10311738733878835,0.013405260354042487,1.964983041062233e-08,1.8974386622522e-18,-15.587348997255358,355.24255711325554,0.10317506322365398,True
mach_continuation,1.1666666666666665,0.13,False,0.18153023032320015,0.10311738733878835,True,1.0,0.01452317647795991,,0.16917121336320018,0.1069310914041427,0.01390104188253855,4.8168814998230743e-08,1.6917661731112179e-18,-14.841954188538917,338.858993501457,0.10693401083634309,True
mach_continuation,1.15,0.13,True,0.16917121336320018,0.1069310914041427,True,1.0,0.015277782499277137,,0.15598611886080016,0.11078997469656032,0.014402696710552842,3.5926424218607004e-08,1.487941928195875e-18,-14.047850377620252,322.41265269843797,0.11082195987022618,True
mach_continuation,1.13,0.13,False,0.15598611886080016,0.11078997469656032,True,2.0,0.01963002988384814,,0.13872001873920015,0.11545955336683816,0.015009741937688961,3.443339513555795e-08,1.2465549041177037e-18,-13.005158669729088,302.30517194018273,0.11546015402351374,True
mach_continuation,1.1099999999999999,0.13,False,0.13872001873920015,0.11545955336683816,True,2.0,0.021659130357885973,,0.11919049297920015,0.12014238241158756,0.015618509713506383,7.270500756137319e-09,1.0067955781594863e-18,-11.818482757220812,281.2727411937878,0.12014261578808376,True
mach_continuation,1.09,0.13,False,0.11919049297920015,0.12014238241158756,True,2.0,0.02503355447580508,,0.09595134320640016,0.12479589634007404,0.016223466524209626,4.6448993293424914e-08,7.586296762523588e-19,-10.399296324133662,258.3221340435381,0.12485122843244101,True
mach_continuation,1.07,0.13,False,0.09595134320640016,0.12479589634007404,True,4.0,0.03228781183495742,,0.06497844129792019,0.12935610851872578,0.016816294107434352,1.9117700149077957e-08,4.9351537891542455e-19,-8.52552942047854,230.94690418285543,0.1294491632532927,True
mach_continuation,1.05,0.13,True,0.06497844129792019,0.12935610851872578,True,8.0,0.08034054186857513,,3.788358477781405e-11,0.10573194271783322,0.013745152553318318,8.28936258057423e-09,1.692125296176886e-19,-5.000000003343535,217.71038437304452,0.10573194271783322,True
mach_continuation,1.0333333333333334,0.13,False,3.788358477781405e-11,0.10573194271783322,True,1.0,0.07904661920446426,,1.5360000038792792e-11,0.06620863311560109,0.008607122305028142,3.1527680831520995e-08,1.9661811682286583e-19,-4.999999985546195,287.33855443311757,0.06620863311560109,True
mach_continuation,1.0166666666666666,0.13,False,1.5360000038792792e-11,0.06620863311560109,True,1.0,0.046767553341424684,,4.608000004718591e-11,0.042824856444888745,0.005567231337835537,1.2068613262269724e-08,2.18733414840279e-19,-5.000000011745809,348.60916147793654,0.042824856444888745,True
mach_continuation,1.0,0.13,True,4.608000004718591e-11,0.042824856444888745,True,1.0,0.04256414312604388,,7.680000023592957e-11,0.021542784881866804,0.0028005620346426845,6.2392643344665e-09,2.475917999545713e-19,-5.000000028447641,417.0199003193638,0.021542784881866804,True
