kind,Mach,alpha,requested_target,cr_seed,ci_seed,accepted,box_scale,seed_distance,error,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,min_abs_U_minus_c,success,point_index,alpha_step_used
alpha_trace,1.0,0.13,True,7.680000023592957e-11,0.021542784881866804,True,0.0,0.0,,7.680000023592957e-11,0.021542784881866804,0.0028005620346426845,6.2392643344665e-09,2.475917999545713e-19,-5.000000028447641,417.0199003193638,0.021542784881866804,True,0,0.0
alpha_trace,1.0,0.135,True,7.680000023592957e-11,0.021542784881866804,True,1.0,0.004528315144172665,,7.6800000393216e-11,0.023806942453953137,0.0032139372312836737,3.004431195096812e-08,2.3691105433226627e-19,-5.000000035109872,381.785704906157,0.023806942453953137,True,1,0.0050000000000000044
alpha_trace,1.0,0.14100000000000001,True,7.680000058195972e-11,0.026523931540456736,True,1.0,0.000600014251834563,,7.6800000393216e-11,0.026823938666374017,0.003782175351958737,1.7248289255297847e-08,2.2520377125810683e-19,-5.000000014993558,344.1100180695771,0.026823938666374017,True,2,0.006000000000000005
alpha_trace,1.0,0.14820000000000003,True,7.6800000393216e-11,0.030444334121279077,True,1.0,0.0010424478438905774,,7.6800000393216e-11,0.030965558043224366,0.0045890957020058515,8.597891261996236e-09,2.112373873777123e-19,-5.000000012731825,304.3970364572013,0.030965558043224366,True,3,0.007200000000000012
alpha_trace,1.0,0.15684000000000003,True,7.6800000393216e-11,0.03593550129544478,True,1.0,0.001957251344006733,,7.6800000393216e-11,0.03691412696744815,0.005789611673574569,1.080901611155294e-08,1.9649644129001614e-19,-5.000000011452812,263.04447245407596,0.03691412696744815,True,4,0.008640000000000009
alpha_trace,1.0,0.16684000000000004,True,7.6800000393216e-11,0.04379904470381826,True,1.0,0.003947042691054031,,7.6800000393216e-11,0.04577256604934528,0.007636694919672768,1.5826111982130488e-08,1.7915963307662262e-19,-5.000000016004398,221.5735503851829,0.04577256604934528,True,5,0.010000000000000009
alpha_trace,1.0,0.17684000000000005,True,7.6800000393216e-11,0.05463100513124241,True,1.0,0.007773418972784371,,0.0,0.058517714617634595,0.010348272652982505,1.3444999507064578e-08,1.6095036335999557e-19,-5.000000002107474,184.29486237773622,0.058517714617634595,True,6,0.010000000000000009
alpha_trace,1.0,0.18684000000000006,True,-7.6800000393216e-11,0.07126286318592391,True,2.0,0.026941727511250346,,0.0,0.08473372694154908,0.015831649541759037,2.5900831287888477e-08,1.4095261863468567e-19,-5.0000000025529445,144.01073813924754,0.08473372694154908,True,7,0.010000000000000009
alpha_trace,1.0,0.19684000000000007,True,0.0,0.11094973926546357,True,4.0,0.051714703197360545,,0.043106885898239994,0.09666507165516186,0.019027552704602067,2.8932981970012256e-09,4.1480859974690856e-19,-8.797884400840672,154.85742474594807,0.09671567478073344,True,8,0.010000000000000009
alpha_trace,1.0,0.20684000000000008,True,0.08621377179647999,0.10859641636877464,True,2.0,0.04317945439996848,,0.06311643291647999,0.09035512927780023,0.018689054939820208,2.8239917101655745e-09,6.821911605647123e-19,-11.4001277318246,168.35657647314935,0.09041136450187086,True,9,0.010000000000000009
alpha_trace,1.0,0.2168400000000001,True,0.08312597993471998,0.0840451869004386,True,1.0,0.005385074601435611,,0.07774273385471998,0.08411534761806522,0.01823957197750127,2.55758542420474e-08,9.954995113835372e-19,-13.916182146142265,180.31777449960958,0.08414123496282581,True,10,0.010000000000000009
alpha_trace,1.0,0.2268400000000001,True,0.09236903479295998,0.0778755659583302,True,1.0,0.0026971738876367516,,0.08967515222015997,0.0779421686311631,0.017680401532293045,2.3504418075687513e-08,1.383279358757488e-18,-16.56820946145058,192.48829848114067,0.07794221243372029,True,11,0.010000000000000009
alpha_trace,1.0,0.2368400000000001,True,0.10160757058559995,0.07176898964426098,True,1.0,0.0017148017709576293,,0.09989744501759995,0.07183226613150565,0.017012753910585803,6.157626883509549e-09,1.897618512779395e-18,-19.484239872877826,205.73351943114665,0.07183263259181119,True,12,0.010000000000000009
alpha_trace,1.0,0.24684000000000011,True,0.11011973781503993,0.06572236363184819,True,1.0,0.0012220842304725605,,0.10890358646783994,0.06578250049049861,0.016237752421074683,3.485788550389066e-08,2.6051610017818993e-18,-22.785365626220877,220.76194088117396,0.06578576018793121,True,13,0.010000000000000009
alpha_trace,1.0,0.2568400000000001,True,0.11790972791807994,0.05973273484949157,True,1.0,0.0009320505344770949,,0.11698465348607995,0.05978964595139387,0.015356372666156009,4.365785697547581e-08,3.5988630051016295e-18,-26.615751887555586,238.34493268014725,0.059839521036059835,True,14,0.010000000000000009
alpha_trace,1.0,0.26684000000000013,True,0.12506572050431997,0.05379679141228913,True,1.0,0.0007428552321204823,,0.12433082941439998,0.05385103388145533,0.014369609880927548,2.947517968581664e-08,5.0462469160455555e-18,-31.167719718895302,259.4647203414345,0.05407382421461323,True,15,0.010000000000000009
alpha_trace,1.0,0.27684000000000014,True,0.13167700534272,0.047912421811516795,True,1.0,0.0006119527119958912,,0.13107385684992,0.04796413742171387,0.013278391803827274,3.720395531790673e-08,7.22225763164386e-18,-36.71626454016217,285.4964659950541,0.047997948538537644,True,16,0.010000000000000009
alpha_trace,1.0,0.28684000000000015,True,0.13781688428544006,0.042077240961972406,True,1.0,0.0005162606840807171,,0.13730989983744007,0.04212595405932219,0.012083408662375984,3.946063680322385e-08,1.0658173731750485e-17,-43.67899078960361,318.510281441286,0.04216365120487863,True,17,0.010000000000000009
alpha_trace,1.0,0.29684000000000016,True,0.14354594282496014,0.03628777069693052,True,1.0,0.0004434219386560156,,0.14311249468416015,0.03633452998723334,0.01078554188141035,4.7467078712813386e-08,1.6407495900823403e-17,-52.727756058500006,361.82056336150185,0.03655624222637209,True,18,0.010000000000000009
alpha_trace,1.0,0.30684000000000017,True,0.14891508953088023,0.03054310591514449,True,1.0,0.0003863922661611747,,0.14853897670656024,0.03058737251296726,0.00938542938187888,3.61384142258052e-08,2.6780831670302587e-17,-65.02551896265639,421.15702205050985,0.03058933004556756,True,19,0.010000000000000009
alpha_trace,1.0,0.3168400000000002,True,0.15396545872896034,0.02484021503870118,True,1.0,0.00034098391369661083,,0.1536349255372803,0.024882101309117846,0.007883644978780902,9.336773505704502e-09,4.7592635360007096e-17,-82.77974110762554,507.3889895990925,0.025331412095489447,True,20,0.010000000000000009
alpha_trace,1.0,0.3268400000000002,True,0.15873087436800037,0.019176830105268432,True,1.0,0.00030365495751170224,,0.15843795916800035,0.019216852033103,0.006280835918499388,1.030258829785852e-08,1.0667512923622949e-16,-110.7596924556065,643.9926163585875,0.01921800539373768,True,21,0.010000000000000009
alpha_trace,1.0,0.3368400000000002,True,0.1632409927987204,0.013551602757088152,True,1.0,0.00027271927982817137,,0.16297911217152036,0.013589663047048008,0.004577542100767653,2.4917403604721385e-08,2.4130865622251295e-16,-161.5461551098666,892.8935377624157,0.014262997801683823,True,22,0.010000000000000009
alpha_trace,1.0,0.3468400000000002,True,0.16752026517504037,0.007962474060993017,True,1.0,0.0002463294448011311,,0.16728466243584036,0.007998423833793017,0.0027741733225127717,3.904457703828205e-08,9.45952677429227e-16,-282.6377886669278,1487.8914508449134,0.008073217478891418,True,23,0.010000000000000009
alpha_trace,1.0,0.3568400000000002,True,0.17159021270016037,0.002407184620538025,True,1.0,0.00022404849966343703,,0.1713770203238404,0.00244163291832064,0.0008712722905735378,2.2133344152619314e-08,7.19672291105014e-15,-952.0375560492502,4781.813623967458,0.0038648976999397676,True,24,0.010000000000000009
alpha_trace,1.0,0.3618400000000002,True,0.1734231992678404,1e-09,True,1.0,0.0002347476638183061,,0.1731958712678404,2.9277467017696014e-05,1.0593758665683132e-05,6.808003152385586e-07,8.639658688971027e-15,-1022.3361503721909,5000.0,0.004814914409821087,True,25,0.0050000000000000044
alpha_trace,1.0,0.3628400000000002,True,0.17355964145664038,1e-09,True,4.0,0.00044456693577237075,,0.1740021077606404,2.15841543489088e-05,7.831594563958073e-06,9.3709181255828e-06,8.980257481423644e-15,-1027.3206724807194,5000.0,0.004078817466254285,True,26,0.0010000000000000009
alpha_trace,1.0,0.3638400000000002,True,0.1748083442534404,1.3890841680121583e-05,True,4.0,0.0008593972695075127,,0.17394901983744038,1.9485814941181602e-05,7.089718908199518e-06,1.9901397727841406e-05,2.291202214299027e-14,-1030.0040197143164,5000.0,0.0041318942272292195,True,27,0.0010000000000000009
alpha_trace,1.0,0.3648400000000002,True,0.17389593191424035,1.7387475533454405e-05,True,1.0,0.00039201498779431763,,0.17428794676224035,1.7553007189184702e-05,6.404039142902151e-06,8.202780440915575e-06,9.023166050473828e-15,-1033.733352760511,5000.0,0.0037929619710664,True,28,0.0010000000000000009
alpha_trace,1.0,0.3653400000000002,True,0.17445741022464034,1.6586603313186254e-05,True,8.0,0.00044488483476812007,,0.17401252564224037,1.6823536565121854e-05,6.146310848701621e-06,1.58827692475069e-05,9.374698199781268e-15,-1034.4090557021468,5000.0,0.004068377259547147,True,29,0.0005000000000000004
alpha_trace,1.0,0.3654650000000002,True,0.1739436703622404,1.6641168909106163e-05,False,4.0,0.001611242881954951,,0.17555491263705642,1.5941794866449003e-05,5.826168060866788e-06,2.3711345705662234e-05,9.479416683017007e-15,-1038.881330844261,5000.0,0.0025260057856519944,True,30,0.00012499999999998623
alpha_trace,1.05,0.13,True,3.788358477781405e-11,0.10573194271783322,True,0.0,0.0,,3.788358477781405e-11,0.10573194271783322,0.013745152553318318,8.28936258057423e-09,1.692125296176886e-19,-5.000000003343535,217.71038437304452,0.10573194271783322,True,0,0.0
alpha_trace,1.05,0.135,True,3.788358477781405e-11,0.10573194271783322,True,2.0,0.055286868346652134,,0.024642720031118483,0.130477518902856,0.01761446505188556,3.212595988105067e-08,2.507493364431584e-19,-6.2795074133355,193.7619398265684,0.13056018747173154,True,1,0.0050000000000000044
alpha_trace,1.05,0.14100000000000001,True,0.05421398402300036,0.16017221032488332,True,1.0,0.06747129749834217,,0.04731883747580036,0.12661318419106043,0.017852458970939525,3.29864610221436e-08,3.790268060911224e-19,-7.701462647915239,201.88743021639175,0.126640694759302,True,2,0.006000000000000005
alpha_trace,1.05,0.14820000000000003,True,0.07453017840941864,0.12197598253690575,True,1.0,0.010137346216485956,,0.06439301232941864,0.12200619916891378,0.018081318716833026,1.9015152497426227e-08,5.1485954844930765e-19,-9.005512043939788,206.78287677939892,0.12208787018471345,True,3,0.007200000000000012
alpha_trace,1.05,0.15684000000000003,True,0.08488202215376058,0.1164778171423378,True,1.0,0.00509915711110682,,0.07978355846096058,0.1165198624064929,0.01827497521983435,1.2525535051105394e-08,6.761911763499132e-19,-10.432923643316757,210.90702731917693,0.11651987156984094,True,4,0.008640000000000009
