Mach,alpha,y,p_real,p_imag,p_abs,p_real_norm,p_imag_norm,p_abs_norm,reference_cr,reference_ci,reference_omega_i,status,source_fields_csv,source_summary_csv,rho_real,rho_imag,u_real,u_imag,v_real,v_imag
1.6,0.175,-800.0000000000128,0.0019415098148531,-0.0021361158837914,0.002886598591795685,0.0049702651260239376,-0.005468456662505985,0.007389692394996956,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.004970265126024,-0.0054684566625059,0.0014607034998658,-0.0016555423643997,-0.0027418130513511,0.0029902862095062
1.6,0.175,-693.9467726559171,-0.0051594248195098,0.002020508954121,0.005540949458518537,-0.013208127537945093,0.005172502922549761,0.014184830613807459,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0132081275379451,0.0051725029225498,-0.0039229695892041,0.0016034393390562,0.0072637261113857,-0.0028080486350342
1.6,0.175,-612.6861456343719,-0.0018481217532176,0.0089432815688881,0.00913224174204394,-0.004731191688237057,0.022894800816353544,0.02337853885963249,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0047311916882371,0.0228948008163537,-0.001312474072819,0.0068603978867731,0.0026523559660327,-0.0125579995653814
1.6,0.175,-548.4341125402748,0.0135488698616715,-0.0004588142328548,0.013556636198879882,0.03468510684587905,-0.0011745644361082883,0.034704988669132505,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.0346851068458791,-0.0011745644361085,0.0103565785513902,-0.000503766526759,-0.0190450940341968,0.0005616524163038
1.6,0.175,-496.3564928009183,-0.0089716970864313,0.0163766226179962,0.01867311213973034,-0.022967544541264134,0.041924153902070285,0.047803167077709686,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0229675445412643,0.0419241539020704,-0.0066764890085873,0.0126255660283075,0.0127098342251815,-0.0229614605059845
1.6,0.175,-453.2925263504779,0.0170815921983574,0.0173308573598412,0.02433391478694183,0.043728876027794954,0.04436699484119348,0.0622948218545711,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.043728876027795,0.0443669948411935,0.0132590260800938,0.013061361052468,-0.0239009365557528,-0.0244625554627887
1.6,0.175,-417.0884487942066,-0.0044849575316439,0.0300684382247147,0.030401082568456892,-0.011481491281008388,0.07697520185526965,0.07782677137524967,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0114814912810084,0.0769752018552697,-0.0030906771351728,0.0230460156750641,0.0064880065408213,-0.0422321888677011
1.6,0.175,-386.2260490596568,-0.0125984995323954,-0.0345270665337448,0.03675378230731372,-0.03225215880293223,-0.08838929032638672,0.09408968270672316,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0322521588029324,-0.0883892903263867,-0.0100245304344546,-0.0262630739853538,0.0174945851392731,0.0486034645353452
1.6,0.175,-359.6043443423924,-0.0213456718182612,0.037661855934294,0.04329033492349564,-0.05464491985474868,0.09641435119179266,0.11082325740414888,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.0546449198547488,0.0964143511917926,-0.0158995478253429,0.0290434751759519,0.0302315423994795,-0.0528008447416783
1.6,0.175,-336.4054680247277,0.0306101952183832,0.0394432553303617,0.049927491849317204,0.07836209975906101,0.10097473364572598,0.1278143791342521,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.0783620997590611,0.100974733645726,0.0238547890398759,0.0298195865250013,-0.0427789616373675,-0.0556235184804293
1.6,0.175,-316.0091629928484,0.0455222627797244,0.0336319965201269,0.05659847699820295,0.1165369927160945,0.08609791109152488,0.1448921011153996,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.1165369927160945,0.0860979110915249,0.0351935042438233,0.0252070545903813,-0.0637728271235749,-0.0475476356868604
1.6,0.175,-297.9364993352448,0.0281901517800339,0.0566211727518556,0.06325062735797032,0.0721667885568868,0.1449502022447504,0.16192160603640407,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.0721667885568868,0.1449502022447503,0.0221978430864433,0.04298403193167,-0.0392722377800061,-0.0797513862930108
1.6,0.175,-281.8117914494885,-0.0415365160071528,0.0561495346917238,0.06984305554677255,-0.1063334809783112,0.14374280881081297,0.17879822219973776,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.1063334809783113,0.143742808810813,-0.0311322724597912,0.0434101035260234,0.058722303336873,-0.0786604074793348
1.6,0.175,-267.3361998805863,-0.0586279665163794,-0.0489003981330596,0.07634453088085252,-0.1500875942819313,-0.12518501922063263,0.19544199905498252,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.1500875942819313,-0.1251850192206327,-0.0453886222285412,-0.036735975647131,0.0820985092765024,0.069087098466944
1.6,0.175,-254.2690386989448,0.0772958983786774,-0.0294935377281463,0.08273164251898069,0.1978774998494142,-0.07550345658405455,0.21179300484859062,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,0.1978774998494142,-0.0755034565840547,0.0587807142647038,-0.0234279169714977,-0.1088167092645789,0.0409771426114299
1.6,0.175,-242.4142860631521,-0.0454760695392641,0.0764896015441542,0.08898725776830893,-0.11641873802051612,0.1958133799530348,0.22780737988687091,,,,validated,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,-0.1164187380205161,0.1958133799530348,-0.033915612287973,0.0590100082802536,0.0643840399218611,-0.1072231927337535
