epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,tail_p,tail_q,lr
1,0.41296310515962686,0.0005337670278138336,2.7917822641673542e-05,2.7227632056887304e-07,1.762098691283079e-09,0.0005025003484342167,5.199002450815306e-05,0.0001813346474394673,0.020157704520900776,0.00044801415468307456,1.99999947910426e-05
2,0.36986064642955646,0.0006205341403435918,3.217116278307032e-05,1.960328583308216e-06,2.9785906276324823e-05,0.0005394028021285773,0.0008084698204461204,0.0013646618164640915,0.016755511809246382,0.0004425709045641445,1.9999979164176108e-05
3,0.3594910175505364,0.0005245410626033306,3.1676498324060455e-05,4.951899462496905e-06,0.00010373987743360004,0.0004529758311240603,0.0017968832258574749,0.000670069014322731,0.01509787505931492,0.0004420610867181986,1.9999953119417656e-05
4,0.3421405285259332,0.0005922254801446931,2.9326879962592532e-05,5.311238192411686e-06,4.614729289774408e-07,0.0005132754457540189,0.0021780022144212347,0.0006390400322048898,0.01434137188253158,0.0004379901536067299,1.9999916656795807e-05
5,0.3414544817531486,0.0005947523066314883,3.103647532307898e-05,3.898582601740855e-06,9.32553813535364e-05,0.000580855426773839,0.0020676419781412254,0.0005909054933832553,0.013961183972021783,0.00045240753520759894,1.9999869776350555e-05
6,0.3307090704201831,0.0006000254112399107,3.4417887585128224e-05,2.6277652186686524e-06,8.968273142538518e-05,0.0005840087052914468,0.0018131706545211452,0.0006472279524619561,0.01367636904013356,0.00046337506592338446,1.99998124781333e-05
7,0.30914883459611187,0.000581006417798999,2.9056583100723726e-05,4.1037401737639205e-06,9.208407917291298e-06,0.0005486257008521581,0.001458056910733855,0.00039495927444604376,0.013427959266849287,0.00047003381360343285,1.999974476220689e-05
8,0.2982635717982995,0.0004914506414724232,2.8340173670339702e-05,8.727271287613667e-06,2.1688214071589773e-05,0.0005073947444768628,0.0011116508815947976,0.00029489406989262486,0.013231647026479623,0.00047637366060181824,1.9999666628645568e-05
9,0.2889589399388225,0.000563284308666604,2.9921843335301305e-05,1.1937945182925101e-05,1.2847870946271845e-05,0.0005193130346539117,0.0007622091146857723,0.0003844315603066533,0.01309787562883586,0.0004758959497103681,1.9999578077535025e-05
10,0.27942239530906543,0.0005667076563363894,2.8955831440554985e-05,9.351788095253735e-06,4.6185284469812555e-06,0.000559498150216395,0.0004992867376975039,0.0003862554204052554,0.01292834637514203,0.0004665864931751699,1.9999479108972367e-05
11,0.27196898489992677,0.0005113656112316322,2.949328421828142e-05,3.851453005128053e-06,2.5275930716231075e-05,0.0005827870208090272,0.0004148627770946967,0.00041725221502314085,0.012563699952913723,0.00045965162768356137,1.9999369723066123e-05
12,0.2612460562669382,0.0005499218552336893,2.910383881252747e-05,7.04158735417316e-07,1.2942737705563353e-05,0.0005788006326511179,0.0004471415796264148,0.00037494636047161835,0.012051574609261644,0.000459677360218414,1.9999249919936254e-05
13,0.2504304303636039,0.0005495724986910547,2.8595140982241194e-05,8.579110510160437e-07,5.38919439145256e-07,0.0005563033727246915,0.0005832759847464951,0.00031989239401385204,0.01144854562850345,0.00046836191337359023,1.9999119699714133e-05
14,0.24209110595046218,0.0005442260638683838,2.670150881006016e-05,2.7122904139369537e-06,2.7389259521937125e-06,0.0005538184155596216,0.00073898193755393,0.0002819290761588116,0.010873441760342622,0.0004791144962909132,1.9998979062542567e-05
15,0.23433055121570492,0.0005066822969682239,2.8613242429910147e-05,3.6680319577508753e-06,8.15535215544588e-07,0.0005725127174412495,0.0008075770105655883,0.0003066361035768533,0.01043691425095191,0.00047993518255597535,1.9998828008575777e-05
16,0.2278761128706697,0.0005640120728313004,2.944650415613381e-05,2.292135835861968e-06,7.1834134631419855e-06,0.0005876952521514414,0.00075672316451596,0.0003531827782623778,0.01009425626171833,0.00047836812435324733,1.9998666537979413e-05
17,0.2194335875142256,0.0006051918944139225,3.080191679527562e-05,5.324809349083694e-07,3.888101378358689e-06,0.0005876550928501728,0.0006372659608014684,0.0003086883962642035,0.009798784644993182,0.0004819471096771087,1.999849465093055e-05
18,0.2115725235345238,0.0005889685254424821,2.9126985516806182e-05,6.321945645513718e-07,5.822920815214312e-07,0.0005761859835319085,0.0005229959730936085,0.00029197017485370867,0.00954658312737315,0.0004938524883768046,1.9998312347617684e-05
19,0.20544278488777334,0.0005899276645574837,3.0182739803656293e-05,2.695025549466773e-06,8.250997648220714e-07,0.0005801425847534162,0.0004339782822411002,0.0002966326566900036,0.009321456839559884,0.0005026809274441373,1.999811962824073e-05
20,0.1986981875839513,0.000540123520989165,2.9787711810054527e-05,3.977295787256715e-06,1.9556582342193062e-06,0.0005988333420417256,0.0003711077674626132,0.00030074098266237733,0.009065107092001253,0.0004991922828405688,1.9997916493011032e-05
21,0.19313517950381795,0.0005688802247107649,3.094328550607624e-05,3.475361414322172e-06,3.3178546165853935e-06,0.0006063739315856827,0.0003737467484162797,0.00033954209025528845,0.008752728287211879,0.0005016881095729889,1.9997702942151348e-05
22,0.1872202230431209,0.0005840036793519717,2.8300840644237357e-05,2.3283657040517814e-06,1.0692523457879448e-07,0.0005986991103617957,0.0004175351696287482,0.00032127919783741154,0.00842499396984446,0.0005165878453937311,1.9997478975895864e-05
23,0.18258331637043898,0.0006066147455757721,2.9432908709578662e-05,1.1734052558671262e-06,1.429872917477288e-06,0.0005956962705861645,0.0004595758678929232,0.0002958631920155702,0.008137558010191436,0.0005268781817910736,1.999724459449019e-05
24,0.1774656464253414,0.0005565417778164605,2.9282610199060824e-05,3.5524450236787104e-07,1.330296468459241e-07,0.0006087124348838543,0.00047478398134852035,0.00031332269531119083,0.007896468370273782,0.0005190668362904504,1.9996999798191346e-05
25,0.17413474108715477,0.0006111875880922147,2.9727119542024207e-05,1.7891404887198715e-07,2.959247020455553e-06,0.0006221121355075322,0.0004700648035850605,0.00035008086917795813,0.007685756100427224,0.0005118537203307775,1.999674458726779e-05
26,0.1696733900697104,0.0006013469439532139,3.082848304433429e-05,1.2585382280696678e-07,8.356874524838734e-07,0.0006200017323609205,0.0004528118034213649,0.0003220899371842216,0.007500072851597542,0.0005194814383462291,1.999647896199939e-05
27,0.1666983920465166,0.0006648826966585929,3.080225838608155e-05,7.757421900047e-08,5.637911186476092e-07,0.0006120721938486821,0.0004479572887363066,0.0003003925744794094,0.00732846183971569,0.0005306532916776203,1.9996202922677437e-05
28,0.16300361971074212,0.0006029825037228131,3.2315039410995576e-05,3.078565456635063e-07,4.5482007130089393e-07,0.0006147220379528799,0.00046751366964236865,0.0003215840775601477,0.007149343661930827,0.0005307876244192054,1.9995916469604637e-05
29,0.1603464681842323,0.0006185743757432053,3.0551440540609424e-05,1.0274202396163371e-06,3.008849247705771e-07,0.0006243473454047495,0.0005012433369409401,0.00033481726771598496,0.006973376093010046,0.0005276196373050201,1.9995619603095127e-05
30,0.1575793346964682,0.0006412644373224158,3.1326442894908713e-05,1.9334713196708412e-06,3.541925367686926e-07,0.0006264992127448891,0.0005133513407191577,0.00031139575046882034,0.006814073442661283,0.0005347725588543468,1.999531232347445e-05
31,0.15509964779958957,0.0006507455926639016,3.265549314289851e-05,2.2726094631062956e-06,1.9147418373020438e-07,0.0006214455392859347,0.0005181490595487778,0.000309697712818191,0.006679243440911355,0.0005409397521185654,1.999499463107958e-05
32,0.15219266955559393,0.000586385664226385,2.906892708312163e-05,1.9939172842217982e-06,3.046604941674857e-07,0.0006215128613039494,0.0005376149094431204,0.00032755705600043445,0.006546321062938527,0.0005302549039525158,1.999466652625891e-05
33,0.15052045344089146,0.0006308458053670427,3.135388490331031e-05,1.491815541690865e-06,1.4542320838383277e-07,0.0006277526948180133,0.0005630878645461318,0.0003521251588306523,0.006412393691190662,0.000516764199525322,1.9994328009372243e-05
34,0.14716402783660898,0.000513071423590578,2.740410750628571e-05,1.1365054222367834e-06,2.6226457053428766e-07,0.0006286553461918536,0.0005806597130969128,0.00034637340337686275,0.006289152113735889,0.0005164424813203632,1.9993979080790803e-05
35,0.14622394221855267,0.0006297278652618173,3.0439388643843583e-05,1.2136097105314748e-06,2.1530556321966882e-07,0.0006222190060164741,0.0005933141884771212,0.000325155970598395,0.006172768272859811,0.0005258075698465712,1.9993619740897235e-05
36,0.1443565287380096,0.0006328682537261373,3.095089818932108e-05,1.675581984814934e-06,6.24617295779976e-07,0.0006196355579765718,0.0006238819442784138,0.00031719945907230133,0.006045921827237545,0.0005280582247800101,1.99932499900856e-05
