point_id,Mach,eta,alpha,ci_ref,ci_seed,ci_gep,ci_final,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,p_rel_direct,rho_rel_direct,u_rel_direct,v_rel_direct,p_overlap_direct,sample_group,chart_id,continuation_status,reference_status,ci_final_source,ci_seed_abs_err,ci_seed_rel_err,ci_final_abs_err,ci_final_rel_err,gep_gain,modal_error_final,modal_error_direct
OFFGRID_0377,0.3965104471943978,0.9787754200640796,0.8985454037808615,0.012737870366279,0.0119789063569581,0.0114622588631181,0.0114622588571772,0.0004401229938323,0.0004401229938323,0.0050679488591006,0.001698008386382,0.999999903327444,,,,,,near_neutral,NEUTRAL3_LOWM,validated_bidirectional,continuation_corrected_reference,GEP_continuation_N401,0.0007589640093209,0.0595832731451018,0.0012756115091018,0.1001432321433204,0.5949805280882988,0.0050679488591006,
