raw_index,cr,ci,omega_i,admissible,ci_distance_to_shoot
1212,1.0275813484402622e-11,0.012523894954430846,0.011253288248738157,True,0.00021244044654201988
1208,-0.072285959941081,7.916283739196043e-17,7.113140368879775e-17,True,0.012736335400972786
1211,-0.02167814673411486,8.775976994070791e-18,7.885613791708889e-18,True,0.012736335400972857
