epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,lr
1,3.581901887098752,7.956482877057874e-07,0.0035829615753730235,0.08918419474608619,1.6187470606217276e-06,7.876590208353965e-07,0.63023462833256,1.0034985771384777,0.00019999998697760562
2,3.5591401808837695,1.7642361501006466e-06,0.003566643527626915,0.08820287362057261,6.894711920311188e-06,1.7966251548738132e-06,0.6290310174880449,1.0012942493328532,0.000199999947910426
3,3.536729294919491,6.967956659352977e-06,0.003521762111938587,0.08722800314376365,1.5910688345115044e-05,7.040544081477899e-06,0.6278402936582379,0.9992205504145023,0.00019999988279847185
4,3.515229015190208,1.644043788187602e-05,0.0035147905147301607,0.08625597414496551,2.8040211522536553e-05,1.6559517788846323e-05,0.6266799150752133,0.9972667429241951,0.00019999979164176106
5,3.494805167809597,3.0195611375600673e-05,0.0035776987285086105,0.08528344597838684,4.189161901974647e-05,3.0371869990354257e-05,0.6255827222048529,0.9954053970626745,0.00019999967444031858
6,3.4745771786849073,4.819593763807127e-05,0.0036412084076857193,0.08430666938039412,5.6156503761242454e-05,4.845337796828225e-05,0.6245668610158484,0.9936007504319327,0.00019999953119417656
7,3.4535625977479625,6.997087726362015e-05,0.0036195919916481136,0.08332425443298698,7.077952434861912e-05,7.033809939157467e-05,0.6236174148831607,0.9917381963958446,0.00019999936190337426
8,3.433292964941223,9.501590858595643e-05,0.003673723964581362,0.08233345094315933,8.654138319034417e-05,9.553192281738439e-05,0.6227085926889593,0.9897304472988208,0.0001999991665679581
9,3.4125105746853475,0.00012299765492529446,0.003684092330007674,0.08133009000100655,0.00010436672739775525,0.0001237268204788363,0.6218184100828358,0.9875287638208798,0.00019999894518798165
10,3.3910244401588754,0.00015290456291412383,0.0036385360322647954,0.08031278291355334,0.00012512259258614107,0.00015393405517209882,0.6209285130493861,0.9849701811572661,0.00019999869776350556
11,3.3706049481147335,0.00018552015419436704,0.0037210983117474125,0.07927272181909678,0.00014959120076652626,0.00018699227507329268,0.6200211399069347,0.9821658543657162,0.00019999842429459773
12,3.3476683781693883,0.00022105088933179167,0.003581699055892692,0.07820480267549501,0.00017846824801413572,0.00022309082709989948,0.6190754926370317,0.9790940302635328,0.00019999812478133306
13,3.3302866407200775,0.0002602085539528796,0.004037269911430083,0.07710204058754393,0.00021230116634353053,0.0002630631737543357,0.6180686049606188,0.975807435519557,0.00019999779922379372
14,3.3037880366210626,0.0003018503404549243,0.0036336259573718603,0.07596432431703092,0.0002515607657590261,0.00030588818619655745,0.6169778028348432,0.9720702101131757,0.0001999974476220689
15,3.285391705447712,0.0003487875947229571,0.004100772559690536,0.07477872465218074,0.0002965208105579565,0.0003541849397282158,0.6157976680372541,0.9681483874593168,0.00019999706997625506
16,3.2564722164695588,0.00040091308417596506,0.003585112448046498,0.07354100974461392,0.0003476360333848953,0.00040819369435224145,0.6145293597800372,0.9639388867129839,0.0001999966662864557
17,3.2434736952878134,0.0004614968858135632,0.004736519016303972,0.07223699923087898,0.00040525086972094496,0.00047078990857082496,0.6131877119322969,0.9597060816247401,0.0001999962365527815
18,3.2077478653753224,0.0005283741186462459,0.0036986965782676486,0.0708676168038637,0.0004698930616763549,0.0005411535259285108,0.6117839633703578,0.9551351788411166,0.00019999578077535028
19,3.1881140187543235,0.0006069570343956132,0.004363336853566337,0.06941211606096136,0.0005413986738153023,0.0006235587643041969,0.6103483166347117,0.9506645160090461,0.00019999529895428698
20,3.1567889564585583,0.0006974210898370348,0.003967161236661196,0.06786442817460307,0.000619186533332719,0.0007189980105116686,0.6089147699967367,0.9462127527495384,0.0001999947910897237
21,3.1297789443085295,0.0008026652568995322,0.004134205373146411,0.06620589363377916,0.0007021538229339997,0.0008309127861233081,0.607518127999418,0.9420814540805023,0.0001999942571817997
22,3.095752251413795,0.0009247666714324338,0.003755783903194607,0.06442511480022166,0.0007889188038907118,0.0009615580459520295,0.6061866703437513,0.9383584571730352,0.0001999936972306613
