point_id,Mach,alpha,cr,ci,omega_i,validation_status,has_exported_modal_fields,reference_tier,spectral_ok,modal_ok,pinning_use,best_status,best_stage1_mismatch,best_stage2_mismatch,trusted_spectral,trusted_modal,valid_spectral_candidate,valid_modal_candidate,decision,source_kind,source_short,source,modal_fields_file,modes_pdf,blumen_ci_overlay_pdf,validation_note,reference_role,selected_setting,cr_range,ci_range,max_stage1,max_edge_frac,max_center_jump,max_modal_rel_l2,max_core_rel_l2_amp_ge_5pct,max_tail_rel_l2_amp_0p1pct_to_2pct,note,stage1_mismatch,cr_box_min,cr_box_max,ci_box_min,ci_box_max,status,exception,ln_p_start_right_exact_600,stage2_mismatch_exact_600,y_limit_600,amplitude_status_600,ln_p_start_right_exact_1200,stage2_mismatch_exact_1200,y_limit_1200,amplitude_status_1200,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_adjacent_jump,max_left_right_energy_ratio,p_ylimit_rel_l2,rho_ylimit_rel_l2,u_ylimit_rel_l2,v_ylimit_rel_l2,max_ylimit_rel_l2,reject_reasons,campaign_target_status,source_file,touches_ci_upper_0p12,touches_cr_lower_0,boundary_flag
M1.30_a0.200000,1.3,0.2,0.2727688216788323,0.0467110594036997,0.0093422118807399,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0114810158991341,1.6726103028849283e-20,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M13_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M13_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.30_a0.225000,1.3,0.2249999999999999,0.2807064105959674,0.0353543235424167,0.0079547227970437,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0183502648700106,1.5485891781714665e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_ci_alpha_lines_core_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_ci_alpha_lines_core_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3,0.25,0.313656,0.0255760799999999,0.0063940199999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.69763803285137e-05,0.0027534824609635,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",2.362247547398914e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-67.3415305234061,1.16522063507331e-16,600.0,exact_log_amplitude_match,-106.41554810111649,4.364828691166216e-16,975.3674346641056,exact_log_amplitude_match,4.5653506084238174e-05,7.945433053014048e-05,0.2960916372528194,9.13866747022626,4.5653506084238174e-05,7.945433053038243e-05,0.2960916372528195,9.13866747022626,8.545853898366783e-06,0.001769177951956,0.0554252255636597,2.5067447044733626,4.69763803285137e-05,0.0027534824609635,0.3046713068702795,25.686419184858067,1.0,0.3046713068702795,25.686419184858067,0.0069594203979416,0.0069594203979416,0.0031179883007658,0.008977890589163,0.008977890589163,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.25000_candidates.csv,0.0,0.0,0.0
,1.3,0.275,0.32164,0.0142822399999999,0.003927616,validated_visual_smallM_tail_sensitive,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,0.0005464549151774,0.0032254079088022,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",4.991436176425347e-06,0.2,0.45,0.005,0.02,rejected,,-79.16598456183402,1.3218627855785874e-16,600.0,exact_log_amplitude_match,-153.46505780563132,1.1738278238540643e-15,1200.0,exact_log_amplitude_match,0.0005369329767556,9.699151517496616e-05,0.6079786389121138,16.54568368203777,0.0005369329767556,9.69915151748927e-05,0.6079786389121137,16.54568368203777,9.736904058600788e-05,0.0016315204399806,0.1102526745989086,4.022559426846009,0.0005464549151774,0.0032254079088022,0.6187604970064001,44.08644278102077,1.0,0.6187604970064001,44.08644278102077,0.0192234626784092,0.0192234626784092,0.0090122432287972,0.0243061269398385,0.0243061269398385,adjacent_jump_too_large,near_valid_except_adjacent_jump,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.30_alpha0.27500_candidates.csv,0.0,0.0,0.0
,1.33,0.05,0.183116,0.1002196799999999,0.005010984,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.677821743843087e-05,0.0031778349160212,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",3.4413007533834565e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-8.566516176697734,2.0662234612355106e-18,600.0,exact_log_amplitude_match,-11.922835930451736,7.427734447862662e-18,1163.1206957503564,exact_log_amplitude_match,4.55914674414782e-05,9.03073341172185e-06,0.0858822923975187,1.6620843347002845,4.55914674414782e-05,9.030733411982448e-06,0.0858822923975187,1.662084334700285,2.1747179839981087e-06,0.0005943055363207,0.004096594741628,1.0269443797340378,4.677821743843087e-05,0.0031778349160212,0.0881178161909099,3.703711216501718,1.0,0.0881178161909099,3.703711216501718,0.0004542422051317,0.0004542422051317,5.006239478668051e-05,0.0006029519128204,0.0006029519128204,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.05000_candidates.csv,0.0,0.0,0.0
,1.33,0.075,0.220128,0.0929407999999999,0.0069705599999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.7196548902285095e-05,0.0025906782413887,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",3.1558478704910777e-06,0.2,0.45,0.05,0.12,strict_auto_validated,,-12.27218285580275,5.448242674292546e-18,600.0,exact_log_amplitude_match,-15.33302269027612,1.0669737665705244e-17,851.9017748006895,exact_log_amplitude_match,4.564302026945352e-05,1.3711986777986604e-05,0.0730846725342698,1.9646374201092367,4.564302026945351e-05,1.3711986778139074e-05,0.0730846725342698,1.9646374201092365,3.180352398616006e-06,0.000624796834719,0.0050924547110215,1.059012017795146,4.7196548902285095e-05,0.0025906782413887,0.0755722189484384,5.266863527644342,1.0,0.0755722189484384,5.266863527644342,0.0006239984496122,0.0006239984496122,0.0001013510826499,0.0008494723322206,0.0008494723322206,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.07500_candidates.csv,0.0,0.0,0.0
,1.33,0.1,0.246676,0.0843279999999999,0.0084327999999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.748835390805137e-05,0.0021758023597181,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",5.547307235964832e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-17.059598474150174,1.0636846082408164e-17,600.0,exact_log_amplitude_match,-19.32915313042542,1.5263525147984322e-17,712.6483619911819,exact_log_amplitude_match,4.567956778223928e-05,1.702982464584905e-05,0.0706692135508374,2.306672187138476,4.567956778223928e-05,1.702982464570994e-05,0.0706692135508374,2.306672187138476,4.142816555316248e-06,0.0004116614804365,0.0064092022333762,1.1049315934999908,4.748835390805137e-05,0.0021758023597181,0.0734675213982795,6.993023600110022,1.0,0.0734675213982795,6.993023600110022,0.0006136380041677,0.0006136380041677,0.0001332069616988,0.0008446995735236,0.0008446995735236,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.10000_candidates.csv,0.0,0.0,0.0
,1.33,0.125,0.26714,0.07484048,0.00935506,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.766043530293351e-05,0.0020079180431561,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",1.648532463102367e-05,0.2,0.45,0.05,0.12,strict_auto_validated,,-22.891721411662207,1.8803029623264962e-17,600.0,exact_log_amplitude_match,-24.32250417740628,2.2355094650424108e-17,647.8731524233666,exact_log_amplitude_match,4.5704681583714064e-05,1.919556306256743e-05,0.074796364726228,2.7226945068439696,4.570468158371408e-05,1.9195563062696523e-05,0.0747963647262281,2.722694506843969,5.057537211819628e-06,3.0357949105105025e-05,0.0082767319408812,1.1702413166912329,4.766043530293351e-05,0.0020079180431561,0.0779969836437776,8.895028217582354,1.0,0.0779969836437776,8.895028217582354,0.0007258548934517,0.0007258548934517,0.0001882493518193,0.0010011098001216,0.0010011098001216,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.12500_candidates.csv,0.0,0.0,0.0
,1.33,0.15,0.283756,0.06480752,0.009721128,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.771751446324957e-05,0.0018618456365572,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",5.537821350135532e-06,0.2,0.45,0.05,0.12,strict_auto_validated,,-29.78794626984206,3.0772521984516716e-17,600.0,exact_log_amplitude_match,-30.928160596951937,3.424291798199422e-17,627.5399363776926,exact_log_amplitude_match,4.572043348106423e-05,2.795941629365512e-05,0.0855395027464201,3.261792865427916,4.572043348106423e-05,2.7959416293430555e-05,0.0855395027464201,3.261792865427916,5.913109545694335e-06,0.0008087295211976,0.0110629845719483,1.2618178958127633,4.771751446324957e-05,0.0018618456365572,0.0892758915163101,11.01403410720884,1.0,0.0892758915163101,11.01403410720884,0.0009775190978128,0.0009775190978128,0.0003001521312562,0.0013416361514088,0.0013416361514088,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.15000_candidates.csv,0.0,0.0,0.0
,1.33,0.175,0.297344,0.0544744,0.00953302,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.766403470229202e-05,0.002018787765855,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",1.8580007228774737e-05,0.2,0.45,0.05,0.12,strict_auto_validated,,-37.665313339777946,4.6869907885961565e-17,600.0,exact_log_amplitude_match,-40.02082338265443,5.571028960516902e-17,643.1773807734561,exact_log_amplitude_match,4.572987737166447e-05,3.258655068945033e-05,0.1055429702745422,3.9922901226302,4.572987737166447e-05,3.258655068937585e-05,0.1055429702745422,3.9922901226302,6.706484442012999e-06,0.0003202485813297,0.0154783333958521,1.393718631732609,4.766403470229202e-05,0.002018787765855,0.1100069382837632,13.487557843058752,1.0,0.1100069382837632,13.487557843058752,0.0014988286405345,0.0014988286405345,0.0005160201505133,0.002037201894584,0.002037201894584,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.17500_candidates.csv,0.0,0.0,0.0
M1.33_a0.180000,1.33,0.18,0.2771044303979708,0.0508498118838383,0.0091529661390908,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0029902678212216,1.3042589531394374e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_point_batch_core_v2_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_point_batch_core_v2_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.33,0.2,0.3090400000000001,0.0438871199999999,0.0087774239999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.749696552661864e-05,0.0020415567639918,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",1.944526517830652e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-46.60766363561719,6.705590494456428e-17,600.0,exact_log_amplitude_match,-53.66020328760035,1.002902348512964e-16,701.5001785647751,exact_log_amplitude_match,4.573293387927173e-05,5.039050135186445e-05,0.1424955137279059,5.075261460465266,4.573293387927173e-05,5.039050135163744e-05,0.1424955137279059,5.075261460465267,7.415297235925999e-06,0.0014406414193695,0.0231047190601807,1.592308280449283,4.749696552661864e-05,0.0020415567639918,0.1479919158640821,16.703495129688818,1.0,0.1479919158640821,16.703495129688818,0.0018984085075427,0.0018984085075427,0.0007206428052766,0.0025451260221227,0.0025451260221227,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.20000_candidates.csv,0.0,0.0,0.0
,1.33,0.225,0.319,0.0331152,0.00745092,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.7212227628280165e-05,0.002475875856429,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",1.5986342107100843e-05,0.2,0.45,0.015,0.06,strict_auto_validated,,-56.5075428313838,8.967257968326631e-17,600.0,exact_log_amplitude_match,-76.22846991678897,2.113388572952123e-16,829.2894447886513,exact_log_amplitude_match,4.573174425156463e-05,6.725924442003193e-05,0.2154387263053994,6.853852565424715,4.573174425156463e-05,6.725924441998183e-05,0.2154387263053994,6.853852565424716,7.942543337762526e-06,0.0015972820563602,0.0374167101718288,1.9256059495275497,4.7212227628280165e-05,0.002475875856429,0.2224131695114445,21.635715150345973,1.0,0.2224131695114445,21.635715150345973,0.0046653211955931,0.0046653211955931,0.0019057600850424,0.0061527187538895,0.0061527187538895,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.33_alpha0.22500_candidates.csv,0.0,0.0,0.0
,1.4,0.05,0.22848,0.0805311999999999,0.0040265599999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,0.0002545002248116,0.0031389441138695,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",1.7059954786232834e-06,0.0,0.25,0.05,0.12,strict_auto_validated,,-8.610171703254807,9.355411030504956e-19,600.0,exact_log_amplitude_match,-12.2300719779581,7.91616264608998e-18,1200.0,exact_log_amplitude_match,0.0002490664965925,1.1147595736147464e-05,0.1469190203881153,1.8374142170844767,0.0002490664965925,1.1147595736164511e-05,0.1469190203881152,1.837414217084478,1.0778889322146956e-05,0.0004836457588918,0.0063582371846349,1.0147949877332625,0.0002545002248116,0.0031389441138695,0.1501242609078786,5.102113222249106,1.0,0.1501242609078786,5.102113222249106,0.0014843694566675,0.0014843694566675,0.0001625304893877,0.002031458193967,0.002031458193967,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.40_alpha0.05000_candidates.csv,0.0,0.0,0.0
,1.4,0.075,0.2609,0.0768083199999999,0.0057606239999999,validated_visual_smallM_strict,,,,,,,,,,,,,,,,smallM_low_high_alpha_campaign_mapping5_visual_review,,,,,smallM_low_high_alpha_campaign,mapping_scale_5_y1600,,,,4.692652316638217e-05,0.00280785918429,,,,"Small-M campaign point visually accepted. Tail oscillations may be imperfect, consistent with legacy modes. Boundary-flagged points hit ci=0.12 or cr=0 in initial scan and should be rescanned later.",5.847312569498781e-06,0.2,0.45,0.05,0.12,strict_auto_validated,,-12.280484999344177,4.840787314932642e-18,600.0,exact_log_amplitude_match,-17.427412993502344,1.489132067728865e-17,1023.1087046612914,exact_log_amplitude_match,4.559779448983067e-05,2.0218938260409608e-05,0.1169557202155034,2.167195268199201,4.559779448983068e-05,2.021893826060351e-05,0.1169557202155034,2.167195268199201,2.8943590910588007e-06,0.0008718444744239,0.007423864593551,1.0402289470738522,4.692652316638217e-05,0.00280785918429,0.1203638328462959,7.170320149568643,1.0,0.1203638328462959,7.170320149568643,0.0013341823601372,0.0013341823601372,0.0002058329533511,0.0018601580120974,0.0018601580120974,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.40_alpha0.07500_candidates.csv,0.0,0.0,0.0
M1.40_a0.100000,1.4,0.1,0.283841246397037,0.0425165800223759,0.0042516580022375,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0083962628131086,2.0046362322329786e-18,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_core_band_M14_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M14_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.125000,1.4,0.125,0.303271264704649,0.0535875093459158,0.0066984386682394,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0017665559834707,3.0047490024189555e-20,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.137500,1.4,0.1375,0.3111424049240388,0.0511307865076858,0.0070304831448067,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0016248557187462,6.237268754360609e-19,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.150000,1.4,0.15,0.3182275185165742,0.0486740636694557,0.0073011095504183,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0013443567711178,1.157019368920801e-18,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.162500,1.4,0.1625,0.3246580112197962,0.0462173408312256,0.0075103178850741,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0009231956973406,1.3332772273236985e-18,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.168750,1.4,0.16875,0.32767268188658,0.0450433791097876,0.0076010702247766,modal_spectral_validated_with_exported_fields,1.0,A_FINAL23_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0006446884127008,7.493539522747769e-19,True,True,True,True,canonical_FINAL23,canonical_FINAL23_source,shooting/supersonic_reference_core_local_modal.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"strict FINAL23 canonical point: best_status=validated, spectral_ok=True, modal_ok=True",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.175000,1.4,0.175,0.3334272163349703,0.0426165444542578,0.0074578952794951,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,4.406057886329088e-06,9.000934100903454e-24,,,,,extension_or_unmatched,candidate_dense,shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_modal_front_spectral_dense_M140_M150_branch_guided_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.181250,1.4,0.18125,0.3153193678544234,0.0427209194542578,0.0077431666510842,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0058666869984485,1.3654422406630672e-18,True,True,,,extension_or_unmatched,candidate_dense,shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.187500,1.4,0.1875,0.3183709082056269,0.0411403935788011,0.0077138237960252,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0060030096781822,6.8384475574140265e-19,True,True,,,extension_or_unmatched,candidate_dense,shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_M140_branch_guided.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1.40_a0.193750,1.4,0.19375,0.3222828767123289,0.024414084798728,0.0047302289297535,modal_spectral_validated_with_exported_fields,1.0,B_EXTENSION_VALIDATED_MODAL_SPECTRAL,1.0,1.0,YES,validated,0.0307914139539887,2.902276857159237e-19,,,,,extension_or_unmatched,other_csv,shooting/supersonic_shooting_point_batch_M140_summary.csv,assets/classic_supersonic/shooting/supersonic_shooting_point_batch_M140_summary.csv,assets/supersonic/supersonic_modal_fields_p_rho_u_v_44pts.csv,assets/supersonic/supersonic_modes_p_rho_u_v_44pts.pdf,assets/supersonic/blumen_ci_isolines_overlay_44pts.pdf,"extension point kept because best_status=validated, best_spectral_success=True, best_mode_success=True; not part of canonical FINAL23",base_legacy_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
