task_index,blumen_row_id,source_row_id,curve_id,curve_label,curve_key,family,Mach,alpha,blumen_ci,status,accepted_seed_source,n_attempts,classical_cr,classical_ci,classical_omega_i,delta_ci,residual_norm,settings_name,spectral_extent,matching_y,max_step,rtol,atol,mode_status,has_root,delta_ci_recomputed,true_isoline_task_index,alpha_blumen,target_ci,alpha_classical,delta_alpha,delta_ci_at_root,alpha_bracket_lower,alpha_bracket_upper,alpha_bracket_width,n_spectral_solves,message,n_solver_calls,abs_delta_alpha,bracket_alpha_left,bracket_alpha_right
132,132,146,7,ci=0.03,7__ci=0.03__ci_0.03,ci_level,1.4273858921161826,0.0029038001574166,0.03,no_alpha_bracket,nearest_parameter,26,,,0.0001023010622393,,,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,0.0052300629153302,98,0.0029038001574166,0.03,,,,,,,86,"No sign bracket found. Best sampled value: alpha=0.202903800157, ci=0.0313791247608, ci-target=1.379125e-03.",201,,1e-06,0.2029038001574166
