Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.12,0.0632139225171164,0.4938197980378727,0.85,0.12,modal_pretraining,997,340
0.85,0.18,0.0948208837756746,0.4506728931970318,0.85,0.18,modal_pretraining,1000,340
0.85,0.25,0.1316956719106592,0.4029905077886317,0.85,0.25,modal_pretraining,1003,340
0.9,0.18,0.0784601809837321,0.434894284922745,0.9,0.18,modal_pretraining,1065,340
0.9,0.25,0.1089724735885168,0.3922036240940738,0.9,0.25,modal_pretraining,1068,340
0.94,0.12,0.0409409330621567,0.4605229492671336,0.94,0.12,modal_pretraining,1134,340
0.94,0.1633333333333333,0.0557251588901578,0.4374009794654332,0.94,0.1633333333,joint_training,1136,340
0.94,0.215,0.0733525050696975,0.4104470657168267,0.94,0.215,modal_pretraining,1139,340
0.98,0.15,0.0298496231131986,0.4483652106608082,0.98,0.15,modal_pretraining,1199,340
0.98,0.2066666666666666,0.041126147400407,0.4294652778353137,0.98,0.2066666667,joint_training,1202,340
0.98,0.25,0.049749371855331,0.415155452776578,0.98,0.25,modal_pretraining,1204,340
