blumen_level_omega_i,Mach,alpha,shooting_omega_i,abs_error_omega_i,geometric_distance_M_alpha,distance_reference,blumen_source_csv
0.05,0.8137927979802453,0.4508902865748326,0.04605498503839412,0.003945014961605882,0.006574316851294307,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8233157638304469,0.4316967119930311,0.047336355803528324,0.002663644196471679,0.0049205877579345265,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8253864552420607,0.1232596595355153,0.05188306729392275,0.0018830672939227494,0.005945593186133849,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8328165832484387,0.4086718046389391,0.04899559524940503,0.0010044047505949755,0.0014185296019348075,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8404349559286,0.393316944973498,0.04985447751743587,0.00014552248256412964,0.0002404842280350348,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8466691765956504,0.1385037870399077,0.05375699017157292,0.0037569901715729173,0.012198029010412309,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8499468485626966,0.3722077040055512,0.049992258757514486,7.741242485516386e-06,1.801595509671038e-05,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8575541480267528,0.3549371779539648,0.04922571808019458,0.000774281919805421,0.00039075012180961305,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8670549674447448,0.3319122705998729,0.04930712690510795,0.0006928730948920561,0.0015299640850847595,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8698564911192808,0.1499091996279398,0.0536529134520823,0.003652913452082296,0.011453316477004226,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8765779332949462,0.3127186960180713,0.04958414732575418,0.0004158526742458202,0.0010272528468332725,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.889954378349648,0.2935103571481299,0.048433148068998726,0.0015668519310012771,0.0032135037216558184,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8950148381095806,0.1689698956164826,0.05278398186428471,0.002783981864284704,0.016557051732249896,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.8955906453470346,0.2685845476960327,0.049714844681685924,0.0002851553183140787,0.0014858937578531872,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.9089670904017364,0.2493762088260913,0.048597283105523414,0.0014027168944765883,0.0031866218845798353,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.9104841210081058,0.1784891703946493,0.05048138200659438,0.00048138200659438024,0.0014469811478572856,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.914614430615228,0.2263660657601391,0.048128452869166866,0.0018715471308331372,0.002651575528376363,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.05,0.9164304380564292,0.2072020197546175,0.04751739136617594,0.00248260863382406,0.004480292191754897,shooting contour,KH_RT_Blumen/subsonic/0.05.csv
0.1,-0.0010519555299641,0.8160812626419216,,,0.0010541509760724314,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0046064578996324,0.1283201192954481,0.10039488843784432,0.0003948884378443124,0.0006361561636963327,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0066550028790362,0.8160517340656419,0.0998518449914175,0.00014815500858250674,0.00031897965463433025,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0161668955131328,0.1282758264310286,0.10028808098453414,0.0002880809845341309,0.0004639681640404359,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0162887008902865,0.8160148233452924,0.09968028770411289,0.00031971229588712013,0.0006882130844316822,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0297758781060371,0.8159631483368028,0.09944012162026677,0.0005598783797332307,0.001205139886147819,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.041203437126279,0.1262641921719742,0.09887118059414769,0.0011288194058523132,0.0018245324724200946,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0432519821056827,0.8139958069421682,0.1000887259302387,8.872593023868947e-05,0.0001923636008289657,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0586548257075785,0.8120210834034637,0.10070374065641674,0.0007037406564167348,0.001516020401846413,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.06817779155778,0.1261608421549953,0.09862450858763025,0.001375491412369756,0.002226304471617344,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0682885237188288,0.8119841726831141,0.10053266489706221,0.0005326648970622044,0.0011467869720490614,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0836913673207246,0.8100094491444094,0.10061094234627185,0.0006109423462718477,0.0013132810439056707,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.0855295211941356,0.1280100692445114,0.09944341629779943,0.0005565837022005748,0.0009089768743543824,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1010209505248704,0.808027343461635,0.10051488091834741,0.0005148809183474073,0.0011115289340331246,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1047969172166364,0.1279362478038122,0.09901214565304603,0.0009878543469539758,0.0016177681812884718,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1145081277406209,0.8079756684531455,0.09974728876748112,0.00025271123251888183,0.0005247209719852694,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1259910528413872,0.1278550442190429,0.0985381576986063,0.0014618423013937065,0.0023974386189161336,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1318377109447668,0.8059935627703709,0.09965541096416754,0.00034458903583246825,0.0007264730818578138,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1433870753421623,0.8040336035198062,0.09976114887747818,0.00023885112252182428,0.0004931610289478709,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1549032200912433,0.1296599784441392,0.09887126346060289,0.0011287365393971155,0.0018748662841277825,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1568521061257031,0.8001505957390265,0.10026215778068621,0.0002621577806862091,0.0005763053902603374,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1703392833414536,0.8000989207305369,0.09897020505050402,0.0010297949494959824,0.0021103218631221624,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1761195021482039,0.1334101076316605,0.10043622376407352,0.00043622376407351227,0.0007012112483282914,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1876467201133898,0.7942854822754719,0.10001791475450936,1.791475450935165e-05,6.958360570083268e-05,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.1991960845107853,0.7923255230249073,0.09982022859397073,0.00017977140602927488,0.0003551929180462126,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2088740753864553,0.1332846111824719,0.09926907890176738,0.0007309210982326259,0.0012278587902645874,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2107454489081808,0.7903655637743425,0.09959618930966194,0.00040381069033806893,0.0008931615396755454,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2184302608849714,0.7865047024257725,0.10010939965057017,0.00010939965057016332,0.0003031654508164128,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2299796252823669,0.7845447431752077,0.09931691690665143,0.0006830830933485799,0.0015389657614667388,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.230079284227311,0.1351190739838479,0.0994207796881612,0.0005792203118388101,0.0010164451254163688,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2492138016565531,0.7787239225760729,0.09903305150780738,0.0009669484921926291,0.002184769983257932,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2532112326704168,0.1369461546411539,0.0994466343705405,0.0005533656294595124,0.0009890993514398462,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2626788324400939,0.774840914795293,0.09877072755765731,0.0012292724423426937,0.002818664023412766,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2725007751251273,0.1407036659727449,0.10074053405827296,0.0007405340582729569,0.0012608976384657293,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.2761438632236346,0.7709579070145132,0.09851911166053165,0.0014808883394683559,0.0034525580635675823,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3052664215794836,0.1424938359097016,0.09998113395926866,1.8866040731341238e-05,0.00010272934706475558,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3187757452274438,0.1462734936735024,0.10133525750222985,0.0013352575022298474,0.0022879184710226097,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3242348407671525,0.7573636887097488,0.0958394808558583,0.0041605191441417,0.009170173020136535,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3322739956592994,0.1481374850511582,0.10158692289713438,0.0015869228971343713,0.0027738918716703723,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.34961465207955,0.1480710457545287,0.10052750711059713,0.0005275071105971252,0.0009498477072232239,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3688931213181556,0.1499128906999748,0.1002264542673546,0.00022645426735459773,0.00032109616438625015,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3741528989679763,0.7265210907856077,0.09911860877382843,0.0008813912261715767,0.0018324653143958645,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.386266997386721,0.1555934505617809,0.1020852294078678,0.002085229407867789,0.0037355438458797907,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.3933649289099525,0.7168689374141826,0.0989363572094556,0.0010636427905444112,0.002570202801279177,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4087345528635336,0.7091472147170423,0.09843378140585013,0.0015662185941498763,0.0037849007057416902,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4093989458298268,0.1574205312190871,0.10141118458466473,0.0014111845846647292,0.002592476373220971,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4240931036010099,0.699509825633757,0.09848056297777288,0.0015194370222271214,0.003487944639294037,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4306041546706827,0.1592549940204632,0.10076038809910673,0.0007603880991067236,0.0014300001014124688,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4356092483500908,0.6918028672247567,0.09837451581546058,0.001625484184539422,0.003473233323076935,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4451875802808167,0.6821876245736811,0.09946432566429401,0.0005356743357059907,0.0007954350676712547,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4479669575231431,0.1630198874961242,0.10083532708937121,0.0008353270893712017,0.00221930715571445,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4605461310182929,0.6725502354903957,0.09922658367057174,0.0007734163294282614,0.0013089277444266944,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4691943127962086,0.1686856830697906,0.10109252111927784,0.0010925211192778367,0.0028857341032794133,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4797470877441644,0.6609824157328253,0.09886114516235449,0.001138854837645517,0.002350624414154738,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4846414492625238,0.1743736250756669,0.10175978224101852,0.001759782241018512,0.004894251484273284,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.4912632324932453,0.6532754573238251,0.098924520702699,0.0010754792973010074,0.002335913097937605,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5039420649333393,0.1800468027934032,0.10188964425154809,0.0018896442515480838,0.005057554070690366,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5046728971962617,0.6398141176123192,0.09936863440335816,0.0006313655966418419,0.0010574054554440618,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5199982282854233,0.6244297293705984,0.09971632904251579,0.00028367095748421667,0.00015691314879541046,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5276719670461089,0.6186532016358831,0.09937650677180876,0.0006234932281912464,0.0006690752978358866,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5289896797625903,0.1799508349204942,0.09942022337812664,0.0005797766218733624,0.0022032586040195636,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5372613721929397,0.6109536253709527,0.09913930285275757,0.0008606971472424341,0.0013432739189371352,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5444257430128007,0.1837231105402252,0.09911935233461447,0.0008806476653855366,0.0030067323907770724,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5468286309075608,0.5994227163337319,0.10012534239979559,0.00012534239979558603,0.0008488229574636169,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5564291092704966,0.5936388064549467,0.09940866450509232,0.0005913354949076827,0.0012585234123889087,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5656863179341808,0.1951359052723271,0.10048050161772387,0.00048050161772386635,0.0012008924164315451,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5660074412012225,0.5840235638038711,0.09965274024337888,0.0003472597566211294,0.000782157475287347,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5774903663019887,0.5705696062364352,0.09964565470646533,0.0003543452935346747,0.00035318603931596597,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5830712672188509,0.2027321315202784,0.10077232579189244,0.0007723257918924309,0.0016517764687419688,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5870797714488196,0.5628700299715047,0.09862556281906001,0.0013744371809399913,0.0026971595832227745,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5946427780484563,0.2046035050420042,0.0999563121032788,4.368789672121176e-05,0.0009958882903141541,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.5966359569473357,0.5494234545481389,0.09905344260017089,0.0009465573998291149,0.0013024719546618985,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.608118882048102,0.535969496980703,0.09906147105973705,0.0009385289402629587,0.001373555347540285,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6081853213447314,0.2141301619642407,0.10106272147433537,0.0010627214743353652,0.002696153983492378,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6178522390042965,0.2198402504023267,0.10146209307126518,0.001462093071265172,0.004322497049721069,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6196350267971831,0.5282625385717027,0.09776831625196528,0.0022316837480347296,0.005183299912886683,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6234331399211588,0.5186694423528369,0.09912774469016328,0.0008722553098367281,0.001883740001652565,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6291579926473845,0.5090689639899011,0.09992329211019434,7.67078898056689e-05,0.00024387352634632704,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6371750011073216,0.2293447608923534,0.10147341609804453,0.0014734160980445221,0.004748894117249668,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6387363245781104,0.4994537213388255,0.09855755645398896,0.0014424435460110435,0.003541224222817165,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6468419187668867,0.2350548493304393,0.10093965522272125,0.0009396552227212418,0.00431091975390233,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6483035832927315,0.4879228123016047,0.09759817811274232,0.0024018218872576824,0.005873342085735828,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6597532887451831,0.4687218555757333,0.09760183265947997,0.0023981673405200354,0.0059044772260664355,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.660362315630952,0.2407501734803855,0.09966742489189603,0.00033257510810397184,0.0032806201645887256,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6673827346414494,0.4552826622964372,0.09787074132149132,0.0021292586785086887,0.005595780855909257,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6750232537538203,0.4437591354032864,0.09789573911665085,0.0021042608833491544,0.006275443876884858,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6758537449616867,0.2541007810308424,0.09891412105166289,0.0010858789483371156,0.007967644651805631,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6807148868317314,0.428411657881915,0.09818071121606162,0.0018192887839383887,0.005771470805753497,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6875249147362359,0.2732131520278749,0.09920237539385011,0.000797624606149891,0.006177514909110491,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6883443327279974,0.414972464602619,0.09751638697055182,0.0024836130294481895,0.007954550663588897,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6933715728396156,0.2846850039125361,0.09945126755644919,0.0005487324435508173,0.004165524120266883,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6959627054081587,0.3996176049371778,0.09718450505209768,0.002815494947902328,0.009426395066069857,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.6973136377729547,0.299995570713558,0.10038362661343818,0.0003836266134381733,0.0016435067422813194,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.7015436063250211,0.3651134635543547,0.09903238380620409,0.0009676161937959143,0.00393336847764885,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.7016211188377552,0.3785231282573709,0.09802932025149039,0.0019706797485096184,0.006974101091157508,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.7051424015591088,0.3210383723848753,0.0985368053058829,0.001463194694117112,0.006353908317792122,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.1,0.7052863533684723,0.3459420354047628,0.09823282144951272,0.0017671785504872889,0.007162831007964901,shooting contour,KH_RT_Blumen/subsonic/0.10.csv
0.15,0.0001328785932586,0.6877242326261239,0.14928285945125533,0.0007171405487446658,0.002305720716404652,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0135979093767994,0.683841224845344,0.1502491843691323,0.0002491843691322937,0.000802505793079493,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0148048899322319,0.2259821942685033,0.14973551129304002,0.00026448870695996995,0.0005873683429108536,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0366966381715905,0.6799213063442147,0.15105747624171217,0.0010574762417121797,0.003397785355220126,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0417903175798379,0.2277945106376696,0.1502763802128348,0.0002763802128347981,0.0006117739933897379,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.048257075785091,0.6798770134797951,0.15086627501445915,0.0008662750144591558,0.002782249018408065,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0610687868184435,0.2296363555831154,0.15090701033697063,0.0009070103369706317,0.0020154245537050276,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0732936173982371,0.6778653792207407,0.1509307722701337,0.0009307722701337173,0.002949378031742676,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0861385480799043,0.2333717204824968,0.15150269859312954,0.0015026985931295422,0.004437181700160849,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.0983190857952783,0.6739380785755413,0.1508173700366806,0.0008173700366806147,0.0026015279464149245,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.10541701731851,0.2352135654279429,0.15146079818505345,0.001460798185053458,0.0048273256111272,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1194910749878194,0.6700255422184819,0.1509115948362946,0.0009115948362946047,0.0028887668587707486,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1401204765912211,0.2389120196069745,0.15148381316548018,0.0014838131654801856,0.00490113149411438,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1425787305665057,0.6641899573312071,0.15142291551387999,0.001422915513879991,0.0043762600311622,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1555454666253266,0.2407686288405603,0.15124734603030962,0.0012473460303096262,0.004085506208649566,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1598972405545466,0.6602921852622875,0.1511236314654535,0.0011236314654534951,0.0034953027087641264,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1786995615006422,0.2464270422701567,0.15172094660626656,0.0017209466062665657,0.00569016745996722,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.1810581565309829,0.6544639825190828,0.15110902539816182,0.0011090253981618226,0.0034456352420579256,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2041347388935642,0.6467127312456629,0.15128540248219538,0.0012854024821953858,0.004735965037800024,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2095384683527484,0.2482245943511832,0.15063915093029773,0.0006391509302977327,0.00217351743602774,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2307768968419188,0.2558060563109948,0.15131374442686787,0.00131374442686788,0.004302457248937312,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.234907206449041,0.6370162850098182,0.1500485612377902,4.856123779020671e-05,0.00041118120010891055,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2481507729104841,0.2614866161728011,0.1516689854822788,0.001668985482278812,0.00553816646210833,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2637418611861629,0.6254115545318982,0.1493645467824693,0.000635453217530696,0.002171839930592559,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2674624617974044,0.2690754602766827,0.1523787854645104,0.0023787854645103967,0.008147290721861888,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2829538911281393,0.615759401160473,0.14931733520071083,0.0006826647992891621,0.002344848159491367,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.2906387031049298,0.2785652064785695,0.15307154711081847,0.0030715471108184733,0.010386381151936786,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3021880675023254,0.6099385805613382,0.14781798819763656,0.002182011802363437,0.007333114609132649,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3234375692076007,0.2861023755739615,0.15198547005277407,0.00198547005277408,0.006690982882990249,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3329383886255924,0.596410801553203,0.14654634454403576,0.0034536554559642385,0.011697191484856156,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.344675997696771,0.2936838375337732,0.15192573408222348,0.0019257340822234903,0.0068480123870198325,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3501793861008991,0.579103364781267,0.14826435834139093,0.0017356416586090662,0.007799336078327648,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3659033529698365,0.2993496331074395,0.15101509300907243,0.001015093009072432,0.0035445696300977904,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3731784559507464,0.5579424488048308,0.14771995592365286,0.002280044076347132,0.008755769920230753,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3736656774593613,0.3088984364618858,0.15145093503113716,0.0014509350311371627,0.00798459714527143,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3846392346193028,0.5406571584651045,0.14868565155712002,0.0013143484428799757,0.0046833845340064914,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3949151791646367,0.3183955648078427,0.15011594914638202,0.0001159491463820217,1.9167534784333263e-05,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3960889400717545,0.521456201739233,0.1500685957076989,6.859570769890411e-05,0.0007483498966327399,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.3988350976657661,0.3298747988365739,0.1510857912006909,0.001085791200690911,0.00547860308443768,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4113367586481817,0.4926621487944957,0.15101020394725168,0.001010203947251681,0.0055524712298344785,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4123554945298312,0.33557012298652,0.15009329083231995,9.329083231995883e-05,0.000136976839429663,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4182464454976303,0.3547046404157622,0.15166638477921343,0.0016663847792134368,0.008648545180899423,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4208707977144883,0.4753842405988393,0.15093797206089193,0.0009379720608919395,0.00479019470369486,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4318111352261151,0.368062630110289,0.15120548527346062,0.0012054852734606214,0.006057931568015892,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4322983567347301,0.4523519511006776,0.15087594864666906,0.0008759486466690669,0.004645972218249085,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.441577711830624,0.3910137160236818,0.1500345304336743,3.453043367429576e-05,0.00014306419587552103,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4418213225849315,0.4331583765188761,0.15025757355401195,0.00025757355401195836,0.00144024339895942,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.15,0.4435930371617131,0.4063316649687734,0.1497936241592285,0.00020637584077148885,0.0013109559381371887,shooting contour,KH_RT_Blumen/subsonic/0.15.csv
0.175,0.0014616645258448,0.5842708656302136,0.17594345295911024,0.000943452959110247,0.0041318118600776966,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0114829251007662,0.3179489450916124,0.17609284642781234,0.0010928464278123495,0.006186614520661024,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0168645081277406,0.582296142091509,0.17613656525228874,0.0011365652522887515,0.004976635479911524,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0249701023165168,0.3178972700831229,0.1759148151324608,0.0009148151324608056,0.005182376242370075,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0380364973202817,0.5783836057344495,0.17653274197796995,0.0015327419779699591,0.007332869058093987,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0500287903618727,0.3197169685963591,0.17591981865960937,0.0009198186596093838,0.00522746135211677,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0577468219869778,0.3216031064062244,0.1761530659208115,0.001153065920811519,0.00656370996252301,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.0688421845240732,0.5744341586570403,0.17657228965047528,0.0015722896504752892,0.009002944937723701,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.086171767728219,0.5724520529742658,0.17603006493489468,0.0010300649348946866,0.006933316162397859,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.088585728839084,0.3234006584872509,0.175619457782447,0.0006194577824470138,0.003415893660132187,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1035013509323648,0.5704699472914914,0.17545255472904048,0.00045255472904048855,0.00309326253034998,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1155822297027948,0.3271286412425624,0.1752537158224214,0.0002537158224214242,0.0013589469520333935,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
0.175,0.1189041945342605,0.5684952237527866,0.17497186018484623,2.8139815153760406e-05,0.0001187534027454811,shooting contour,KH_RT_Blumen/subsonic/0.175.csv
