task_index,role,Mach,alpha,modal_setting,spectral_cr,spectral_ci,cr,ci,omega_i,matching_y,numerical_extent,modal_dy,tail_tolerance,analytic_tail_points,gamma_left_real,gamma_left_imag,gamma_right_real,gamma_right_imag,mu_left,mu_right,far_left,far_right,left_distance,right_distance,left_interface_amplitude,right_interface_amplitude,left_far_amplitude,right_far_amplitude,delta_kappa_at_match,delta_q_at_match,gamma_mismatch_at_match,right_log_amplitude_shift,n_coordinates,timestamp,modal_success,error
31,peak_growth,1.6,0.14,modal_coarse,0.3972610228311672,0.0348245264517454,0.3972610228311672,0.0348245264517454,0.0048754337032443,1.0,40.0,0.05,1e-06,300,0.0087210341282216,-0.2799566671095968,-0.0446059015928236,-0.0236112082166506,0.0087210341282216,0.0446059015928236,-1585.3824591366852,310.8816246270224,1545.3824591366852,270.8816246270224,0.7130687849230163,0.1768255781325753,1.0000000000000004e-06,9.99999999999999e-07,2.094355591730768e-11,1.609859641427125e-11,2.6415853970125224e-11,-1.3944140758688994,2201,2026-07-24T08:34:20.457204+00:00,True,
31,peak_growth,1.6,0.14,modal_nominal,0.3972610228311672,0.0348245264517454,0.3972610228311672,0.0348245264517454,0.0048754337032443,1.0,40.0,0.025,1e-06,300,0.0087210341282216,-0.2799566671095968,-0.0446059015928236,-0.0236112082166506,0.0087210341282216,0.0446059015928236,-1585.3824325686874,310.88161943227215,1545.3824325686874,270.88161943227215,0.7130686197047011,0.176825537159173,1.0000000000000004e-06,1.0000000000000004e-06,-4.7148111803618775e-11,-5.863349562817977e-11,7.523849583973827e-11,-1.394414075885,3801,2026-07-24T08:34:20.593453+00:00,True,
31,peak_growth,1.6,0.14,modal_strict,0.3972610228311672,0.0348245264517454,0.3972610228311672,0.0348245264517454,0.0048754337032443,1.0,50.0,0.0125,1e-06,300,0.0087210341282216,-0.2799566671095968,-0.0446059015928236,-0.0236112082166506,0.0087210341282216,0.0446059015928236,-1585.382432568671,310.8816194322588,1535.382432568671,260.8816194322588,0.6535161954055416,0.1131941589198346,1.0000000000000004e-06,1.0000000000000004e-06,-4.938704653567605e-11,-6.106632647467913e-11,7.853773993838331e-11,-1.753262750531473,8601,2026-07-24T08:34:20.900749+00:00,True,
32,near_neutral,1.6,0.255,modal_coarse,0.4347938371401293,0.0002689045624919,0.4347938371401293,0.0002689045624919,6.857066343545297e-05,1.0,40.0,0.05,1e-06,300,0.0001218845683319,-0.5269377056554936,-0.1088430451105929,-0.0002324474050132,0.0001218845683319,0.1088430451105929,-113353.4121803485,127.83761424346844,113313.4121803485,87.83761424346845,0.9956552377603554,0.0141931312178642,1.0000000000000004e-06,1.0000000000000004e-06,7.302328733707619e-07,-2.7780585167573237e-06,2.8724291413156248e-06,-4.250642920308438,2201,2026-07-24T08:34:27.217449+00:00,True,
32,near_neutral,1.6,0.255,modal_nominal,0.4347938371401293,0.0002689045624919,0.4347938371401293,0.0002689045624919,6.857066343545297e-05,1.0,40.0,0.025,1e-06,300,0.0001218845683319,-0.5269377056554936,-0.1088430451105929,-0.0002324474050132,0.0001218845683319,0.1088430451105929,-113353.41156184398,127.83761204788468,113313.41156184398,87.83761204788469,0.9956551627017366,0.0141931278260749,1.0000000000000004e-06,1.0000000000000004e-06,-6.480389735247227e-08,7.006359309180223e-08,9.543821136737319e-08,-4.250643083896305,3801,2026-07-24T08:34:27.366087+00:00,True,
32,near_neutral,1.6,0.255,modal_strict,0.4347938371401293,0.0002689045624919,0.4347938371401293,0.0002689045624919,6.857066343545297e-05,1.0,50.0,0.0125,1e-06,300,0.0001218845683319,-0.5269377056554936,-0.1088430451105929,-0.0002324474050132,0.0001218845683319,0.1088430451105929,-113353.4115618448,127.83761217250476,113303.4115618448,77.83761217250476,0.9944423519694108,0.0047794594484515,1.0000000000000004e-06,1.0000000000000004e-06,1.0053907428808626e-09,-4.3405839020321146e-10,1.0950877736402395e-09,-5.337854675754987,8601,2026-07-24T08:34:27.691635+00:00,True,
33,low_alpha,1.65,0.05,modal_coarse,0.3621555514026959,0.0364956691126009,0.3621555514026959,0.0364956691126009,0.00182478345563,1.0,40.0,0.05,1e-06,300,0.0033616268863936,-0.1006529304498996,-0.0086568895907706,-0.0183021507828289,0.0033616268863936,0.0086568895907706,-4110.38541175864,1597.019909393824,4070.3854117586393,1557.019909393824,0.875996205381094,0.7142222349001842,9.99999999999999e-07,1.0000000000000004e-06,5.775124302387358e-12,2.0008864357046182e-11,2.082562636673141e-11,-0.204167591898359,2201,2026-07-24T08:34:20.486292+00:00,True,
33,low_alpha,1.65,0.05,modal_nominal,0.3621555514026959,0.0364956691126009,0.3621555514026959,0.0364956691126009,0.00182478345563,1.0,40.0,0.025,1e-06,300,0.0033616268863936,-0.1006529304498996,-0.0086568895907706,-0.0183021507828289,0.0033616268863936,0.0086568895907706,-4110.385386163043,1597.019899454637,4070.385386163043,1557.019899454637,0.8759961300078921,0.7142221734467602,1.0000000000000004e-06,1.0000000000000004e-06,-2.2280502096072574e-12,-1.825768876362321e-11,1.839313477158976e-11,-0.2041675918979588,3801,2026-07-24T08:34:20.620459+00:00,True,
33,low_alpha,1.65,0.05,modal_strict,0.3621555514026959,0.0364956691126009,0.3621555514026959,0.0364956691126009,0.00182478345563,1.0,50.0,0.0125,1e-06,300,0.0033616268863936,-0.1006529304498996,-0.0086568895907706,-0.0183021507828289,0.0033616268863936,0.0086568895907706,-4110.385381338292,1597.0198975810752,4060.385381338292,1547.0198975810752,0.8470378561493301,0.6549934064542607,9.99999999999999e-07,1.0000000000000004e-06,-2.9041257246231744e-12,-2.1368399237553515e-11,2.156484250347996e-11,-0.2571202189419309,8601,2026-07-24T08:34:20.929853+00:00,True,
34,peak_growth,1.65,0.14,modal_coarse,0.4154940034661983,0.030796267900056,0.4154940034661983,0.030796267900056,0.0043114775060078,1.0,40.0,0.05,1e-06,300,0.0078714832197678,-0.2955109027628129,-0.0436397541416747,-0.0220104400074188,0.0078714832197678,0.0436397541416747,-1756.667467976682,317.75638688589913,1716.667467976682,277.75638688589913,0.738753191700482,0.183729608171712,1.0000000000000004e-06,1.0000000000000004e-06,2.230567119898552e-11,9.93132659443674e-12,2.4416679044510098e-11,-1.3914987331193185,2201,2026-07-24T08:35:19.936044+00:00,True,
34,peak_growth,1.65,0.14,modal_nominal,0.4154940034661983,0.030796267900056,0.4154940034661983,0.030796267900056,0.0043114775060078,1.0,40.0,0.025,1e-06,300,0.0078714832197678,-0.2955109027628129,-0.0436397541416747,-0.0220104400074188,0.0078714832197678,0.0436397541416747,-1756.667467976206,317.7563868856401,1716.667467976206,277.7563868856401,0.7387531916977156,0.1837296081696356,1.0000000000000004e-06,1.0000000000000004e-06,-1.6684011810985666e-11,-2.7853042788850143e-11,3.2467649171238535e-11,-1.391498733126875,3801,2026-07-24T08:35:20.070089+00:00,True,
34,peak_growth,1.65,0.14,modal_strict,0.4154940034661983,0.030796267900056,0.4154940034661983,0.030796267900056,0.0043114775060078,1.0,50.0,0.0125,1e-06,300,0.0078714832197678,-0.2955109027628129,-0.0436397541416747,-0.0220104400074188,0.0078714832197678,0.0436397541416747,-1756.6674521733746,317.7563840352017,1706.6674521733746,267.7563840352017,0.6828320524796982,0.1187555869939264,1.0000000000000004e-06,1.0000000000000004e-06,-2.015986683145954e-11,-3.1691864410543496e-11,3.7560544464616805e-11,-1.749181442346654,8601,2026-07-24T08:35:20.370608+00:00,True,
35,near_neutral,1.65,0.245,modal_coarse,0.4485785890927638,0.0011850496617205,0.4485785890927638,0.0011850496617205,0.0002903371671215,1.0,40.0,0.05,1e-06,300,0.0005274377737033,-0.5318723822924327,-0.101668707126453,-0.0010503473209893,0.0005274377737033,0.101668707126453,-26197.189080103188,136.77989444098702,26157.189080103188,96.77989444098702,0.9809625620250608,0.0187600848158314,1.0000000000000004e-06,1.0000000000000004e-06,-3.386617238032574e-08,1.060763891525332e-08,3.5488584573779993e-08,-3.956802831096189,2201,2026-07-24T08:35:13.399967+00:00,True,
35,near_neutral,1.65,0.245,modal_nominal,0.4485785890927638,0.0011850496617205,0.4485785890927638,0.0011850496617205,0.0002903371671215,1.0,40.0,0.025,1e-06,300,0.0005274377737033,-0.5318723822924327,-0.101668707126453,-0.0010503473209893,0.0005274377737033,0.101668707126453,-26197.18908007245,136.7798945054617,26157.18908007245,96.7798945054617,0.980962562009159,0.0187600849388048,1.0000000000000004e-06,1.0000000000000004e-06,-8.22299540959026e-10,1.2268568929871268e-10,8.314014153344491e-10,-3.956802824524921,3801,2026-07-24T08:35:13.546454+00:00,True,
35,near_neutral,1.65,0.245,modal_strict,0.4485785890927638,0.0011850496617205,0.4485785890927638,0.0011850496617205,0.0002903371671215,1.0,50.0,0.0125,1e-06,300,0.0005274377737033,-0.5318723822924327,-0.101668707126453,-0.0010503473209893,0.0005274377737033,0.101668707126453,-26197.189080071472,136.77989450713977,26147.189080071472,86.77989450713979,0.9758022156816152,0.0067872401446456,1.0000000000000004e-06,1.000000000000002e-06,3.769559664412725e-11,-4.198906993586535e-11,5.642729836201383e-11,-4.968215517881292,8601,2026-07-24T08:35:13.867069+00:00,True,
36,low_alpha,1.7,0.05,modal_coarse,0.3840001105701379,0.0318734709789903,0.3840001105701379,0.0318734709789903,0.0015936735489495,1.0,40.0,0.05,1e-06,300,0.0029928276303384,-0.1064931397783213,-0.0081755254419599,-0.0173513061005595,0.0029928276303384,0.0081755254419599,-4616.928238582812,1691.0063907371698,4576.928238582812,1651.0063907371698,0.8890931543098605,0.7278459897885191,1.000000000000002e-06,1.0000000000000004e-06,-7.494040110689326e-13,1.797994565733152e-11,1.7995556457425838e-11,-0.200112542196689,2201,2026-07-24T08:35:09.172083+00:00,True,
36,low_alpha,1.7,0.05,modal_nominal,0.3840001105701379,0.0318734709789903,0.3840001105701379,0.0318734709789903,0.0015936735489495,1.0,40.0,0.025,1e-06,300,0.0029928276303384,-0.1064931397783213,-0.0081755254419599,-0.0173513061005595,0.0029928276303384,0.0081755254419599,-4616.928238803581,1691.006390818231,4576.928238803581,1651.006390818231,0.8890931548973033,0.727845990270875,1.0000000000000004e-06,1.0000000000000004e-06,-4.118571803046756e-12,-2.1163972484250504e-11,2.156099174460591e-11,-0.2001125421946934,3801,2026-07-24T08:35:09.307992+00:00,True,
36,low_alpha,1.7,0.05,modal_strict,0.3840001105701379,0.0318734709789903,0.3840001105701379,0.0318734709789903,0.0015936735489495,1.0,50.0,0.0125,1e-06,300,0.0029928276303384,-0.1064931397783213,-0.0081755254419599,-0.0173513061005595,0.0029928276303384,0.0081755254419599,-4616.928242643507,1691.0063922238976,4566.928242643507,1641.0063922238976,0.8628783776019066,0.6707082415837282,9.99999999999999e-07,1.0000000000000004e-06,-4.669363853904152e-12,-2.457939234090656e-11,2.50189825262412e-11,-0.2519395203110782,8601,2026-07-24T08:35:09.616435+00:00,True,
37,peak_growth,1.7,0.14,modal_coarse,0.4326991990780491,0.0272788284589627,0.4326991990780491,0.0272788284589627,0.0038190359842547,1.0,40.0,0.05,1e-06,300,0.0071198663218998,-0.3109301292088313,-0.0428002724845684,-0.0204807799613211,0.0071198663218998,0.0428002724845684,-1942.155849298495,323.95385413250216,1902.155849298495,283.95385413250216,0.7615380143494305,0.1897195731158677,1.0000000000000004e-06,1.000000000000002e-06,8.964037845338169e-12,2.680236328017616e-11,2.8261646305464764e-11,-1.3897930405106929,2201,2026-07-24T08:35:13.885744+00:00,True,
37,peak_growth,1.7,0.14,modal_nominal,0.4326991990780491,0.0272788284589627,0.4326991990780491,0.0272788284589627,0.0038190359842547,1.0,40.0,0.025,1e-06,300,0.0071198663218998,-0.3109301292088313,-0.0428002724845684,-0.0204807799613211,0.0071198663218998,0.0428002724845684,-1942.155847749472,323.9538538746721,1902.155847749472,283.9538538746721,0.7615380059505505,0.1897195710222746,1.0000000000000004e-06,1.0000000000000004e-06,-2.2255565446105408e-11,-2.385898510010032e-11,3.262761657450158e-11,-1.3897930405170529,3801,2026-07-24T08:35:14.027095+00:00,True,
37,peak_growth,1.7,0.14,modal_strict,0.4326991990780491,0.0272788284589627,0.4326991990780491,0.0272788284589627,0.0038190359842547,1.0,50.0,0.0125,1e-06,300,0.0071198663218998,-0.3109301292088313,-0.0428002724845684,-0.0204807799613211,0.0071198663218998,0.0428002724845684,-1942.1557957953223,323.9538452320381,1892.1557957953223,273.9538452320381,0.7092024631186864,0.1236609993022245,1.0000000000000004e-06,1.0000000000000004e-06,-2.4538104187454834e-11,-2.6143406016421175e-11,3.5855212107221395e-11,-1.7465971021442286,8601,2026-07-24T08:35:14.341516+00:00,True,
38,near_neutral,1.7,0.24,modal_coarse,0.4628083895993739,0.0005979998228896,0.4628083895993739,0.0005979998228896,0.0001435199574935,1.0,40.0,0.05,1e-06,300,0.0002664790926756,-0.5464440268048563,-0.0977907903074869,-0.0005468303958468,0.0002664790926756,0.0977907903074869,-51848.56112196073,142.1290819763829,51808.56112196073,102.12908197638288,0.990433852151698,0.0217481427017707,1.0000000000000004e-06,9.999999999999968e-07,2.916379946357739e-07,-7.536664859466571e-08,3.012189430224592e-07,-3.81861472076214,2201,2026-07-24T08:35:13.439484+00:00,True,
38,near_neutral,1.7,0.24,modal_nominal,0.4628083895993739,0.0005979998228896,0.4628083895993739,0.0005979998228896,0.0001435199574935,1.0,40.0,0.025,1e-06,300,0.0002664790926756,-0.5464440268048563,-0.0977907903074869,-0.0005468303958468,0.0002664790926756,0.0977907903074869,-51848.560628864536,142.12908006635436,51808.560628864536,102.12908006635436,0.99043372200887,0.0217481386395835,1.0000000000000004e-06,1.0000000000000004e-06,2.7669973673427606e-09,4.062068327699824e-09,4.914943898945726e-09,-3.818614776145511,3801,2026-07-24T08:35:13.582322+00:00,True,
38,near_neutral,1.7,0.24,modal_strict,0.4628083895993739,0.0005979998228896,0.4628083895993739,0.0005979998228896,0.0001435199574935,1.0,50.0,0.0125,1e-06,300,0.0002664790926756,-0.5464440268048563,-0.0977907903074869,-0.0005468303958468,0.0002664790926756,0.0977907903074869,-51848.56062886421,142.12908006068335,51798.56062886421,92.12908006068336,0.9877979366809844,0.0081794120414159,1.0000000000000004e-06,1.000000000000004e-06,-1.1625578971719007e-10,-9.284368727383724e-11,1.4877956482450676e-10,-4.793857888848108,8601,2026-07-24T08:35:13.893744+00:00,True,
39,low_alpha,1.75,0.05,modal_coarse,0.4043340347931455,0.028092539405828,0.4043340347931455,0.028092539405828,0.0014046269702914,1.0,40.0,0.05,1e-06,300,0.0026908134290306,-0.112251961763983,-0.0077814169656502,-0.0164646007363094,0.0026908134290306,0.0077814169656502,-5135.180010287182,1776.6144686958935,5095.180010287182,1736.6144686958935,0.9000258778047908,0.739198144753944,1.0000000000000004e-06,1.0000000000000004e-06,-6.466389923520667e-13,1.1197535954021733e-12,1.2930545622077165e-12,-0.1968575055056222,2201,2026-07-24T08:35:12.533074+00:00,True,
39,low_alpha,1.75,0.05,modal_nominal,0.4043340347931455,0.028092539405828,0.4043340347931455,0.028092539405828,0.0014046269702914,1.0,40.0,0.025,1e-06,300,0.0026908134290306,-0.112251961763983,-0.0077814169656502,-0.0164646007363094,0.0026908134290306,0.0077814169656502,-5135.179983185655,1776.6144593243114,5095.179983185655,1736.6144593243114,0.9000258121702686,0.7391980908485182,1.0000000000000004e-06,1.0000000000000004e-06,-9.699427459125554e-12,-4.713523061444791e-11,4.8122851724643526e-11,-0.1968575055046617,3801,2026-07-24T08:35:12.683666+00:00,True,
39,low_alpha,1.75,0.05,modal_strict,0.4043340347931455,0.028092539405828,0.4043340347931455,0.028092539405828,0.0014046269702914,1.0,50.0,0.0125,1e-06,300,0.0026908134290306,-0.112251961763983,-0.0077814169656502,-0.0164646007363094,0.0026908134290306,0.0077814169656502,-5135.179989410786,1776.614461476942,5085.179989410786,1726.614461476942,0.8761307392877216,0.6838590196060679,1.0000000000000004e-06,1.0000000000000004e-06,-1.0386341092738503e-11,-4.915981944436654e-11,5.024503885059128e-11,-0.2477635408710076,8601,2026-07-24T08:35:13.021679+00:00,True,
40,peak_growth,1.75,0.135,modal_coarse,0.4470880807437472,0.0251461979502636,0.4470880807437472,0.0251461979502636,0.0033947367232855,1.0,40.0,0.05,1e-06,300,0.0064660784064842,-0.3141014666251497,-0.0397332933613364,-0.0195306794787863,0.0064660784064842,0.0397332933613364,-2138.426559730812,348.848479037231,2098.426559730812,308.848479037231,0.7812032712691912,0.2135373892880032,1.0000000000000004e-06,1.0000000000000004e-06,2.586006755955772e-11,7.266161630714585e-12,2.686150031231611e-11,-1.2970234436795751,2201,2026-07-24T08:35:13.099459+00:00,True,
40,peak_growth,1.75,0.135,modal_nominal,0.4470880807437472,0.0251461979502636,0.4470880807437472,0.0251461979502636,0.0033947367232855,1.0,40.0,0.025,1e-06,300,0.0064660784064842,-0.3141014666251497,-0.0397332933613364,-0.0195306794787863,0.0064660784064842,0.0397332933613364,-2138.4262659130445,348.8484312220054,2098.4262659130445,308.8484312220054,0.781201787102563,0.2135369835980155,9.99999999999999e-07,1.0000000000000004e-06,-1.8179902028236935e-11,-2.980543676450731e-11,3.4912360253631345e-11,-1.2970234436872397,3801,2026-07-24T08:35:13.238252+00:00,True,
40,peak_growth,1.75,0.135,modal_strict,0.4470880807437472,0.0251461979502636,0.4470880807437472,0.0251461979502636,0.0033947367232855,1.0,50.0,0.0125,1e-06,300,0.0064660784064842,-0.3141014666251497,-0.0397332933613364,-0.0195306794787863,0.0064660784064842,0.0397332933613364,-2138.426265911707,348.84843122176767,2088.426265911707,298.84843122176767,0.7322871383597619,0.1435203890856961,1.0000000000000004e-06,1.0000000000000004e-06,-2.1481670609002634e-11,-3.2998497163927436e-11,3.937464904264437e-11,-1.629695593236559,8601,2026-07-24T08:35:13.550524+00:00,True,
41,near_neutral,1.75,0.235,modal_coarse,0.4763099427323524,0.0001589758792652,0.4763099427323524,0.0001589758792652,3.735933162733841e-05,1.0,40.0,0.05,1e-06,300,7.090577654530797e-05,-0.5598078505466254,-0.0940311177880185,-0.0001497427440315,7.090577654530797e-05,0.0940311177880185,-194847.8458898911,147.7367599334433,194807.8458898911,107.7367599334433,0.997494176806764,0.0250996194437432,1.0000000000000004e-06,1.0000000000000004e-06,4.899505642051716e-06,-2.319870421866381e-06,5.42097355746614e-06,-3.682393626540328,2201,2026-07-24T08:35:34.844471+00:00,True,
41,near_neutral,1.75,0.235,modal_nominal,0.4763099427323524,0.0001589758792652,0.4763099427323524,0.0001589758792652,3.735933162733841e-05,1.0,40.0,0.025,1e-06,300,7.090577654530797e-05,-0.5598078505466254,-0.0940311177880185,-0.0001497427440315,7.090577654530797e-05,0.0940311177880185,-194847.84576182268,147.73675015321123,194807.84576182268,107.73675015321122,0.9974941677487292,0.0250995963609853,1.0000000000000004e-06,9.999999999999968e-07,-3.3698600652998234e-08,-3.9039619191093137e-07,3.918479071585391e-07,-3.682394537105693,3801,2026-07-24T08:35:34.992592+00:00,True,
41,near_neutral,1.75,0.235,modal_strict,0.4763099427323524,0.0001589758792652,0.4763099427323524,0.0001589758792652,3.735933162733841e-05,1.0,50.0,0.0125,1e-06,300,7.090577654530797e-05,-0.5598078505466254,-0.0940311177880185,-0.0001497427440315,7.090577654530797e-05,0.0940311177880185,-194847.84566896083,147.7367501454683,194797.84566896083,97.73675014546828,0.9967871308920856,0.0098015504874231,9.99999999999999e-07,9.99999999999999e-07,-2.1640722616678154e-09,7.471028959246891e-09,7.778141324482714e-09,-4.621996651364056,8601,2026-07-24T08:35:35.314838+00:00,True,
42,low_alpha,1.8,0.05,modal_coarse,0.423279653101262,0.0249681660027233,0.423279653101262,0.0249681660027233,0.0012484083001361,1.0,40.0,0.05,1e-06,300,0.0024406729349628,-0.1179376086474767,-0.0074567698844262,-0.0156417807726077,0.0024406729349628,0.0074567698844262,-5661.550866341476,1853.9324797621816,5621.550866341476,1813.9324797621816,0.909242443388775,0.748687601072479,9.99999999999999e-07,1.0000000000000004e-06,2.0314419417466478e-11,3.309642056942286e-11,3.883360259848236e-11,-0.1942899645235138,2201,2026-07-24T08:35:10.558855+00:00,True,
42,low_alpha,1.8,0.05,modal_nominal,0.423279653101262,0.0249681660027233,0.423279653101262,0.0249681660027233,0.0012484083001361,1.0,40.0,0.025,1e-06,300,0.0024406729349628,-0.1179376086474767,-0.0074567698844262,-0.0156417807726077,0.0024406729349628,0.0074567698844262,-5661.550878797208,1853.9324838388457,5621.550878797208,1813.9324838388457,0.9092424710300814,0.7486876238316433,1.0000000000000004e-06,1.0000000000000004e-06,-4.5575635279626595e-12,-2.481694884315377e-11,2.5231970497666785e-11,-0.1942899645251373,3801,2026-07-24T08:35:10.698017+00:00,True,
42,low_alpha,1.8,0.05,modal_strict,0.423279653101262,0.0249681660027233,0.423279653101262,0.0249681660027233,0.0012484083001361,1.0,50.0,0.0125,1e-06,300,0.0024406729349628,-0.1179376086474767,-0.0074567698844262,-0.0156417807726077,0.0024406729349628,0.0074567698844262,-5661.550871971757,1853.9324816047772,5611.550871971757,1803.9324816047772,0.8873194441195925,0.6948903917302423,1.0000000000000004e-06,1.0000000000000004e-06,-5.664542186006871e-12,-2.7676241506902063e-11,2.824998021460228e-11,-0.2444509340200123,8601,2026-07-24T08:35:11.008649+00:00,True,
43,peak_growth,1.8,0.135,modal_coarse,0.4625620837767313,0.0223946521316,0.4625620837767313,0.0223946521316,0.003023278037766,1.0,40.0,0.05,1e-06,300,0.0058826963331087,-0.3287719425760341,-0.0391052803928913,-0.0181739683049503,0.0058826963331087,0.0391052803928913,-2350.4174066949417,354.3932569802953,2310.4174066949417,314.3932569802953,0.7992939115160691,0.2184770967917695,1.0000000000000004e-06,1.0000000000000004e-06,-1.1985724912566552e-11,2.420497916683084e-11,2.7009972568413196e-11,-1.2970475384662783,2201,2026-07-24T08:35:11.478323+00:00,True,
43,peak_growth,1.8,0.135,modal_nominal,0.4625620837767313,0.0223946521316,0.4625620837767313,0.0223946521316,0.003023278037766,1.0,40.0,0.025,1e-06,300,0.0058826963331087,-0.3287719425760341,-0.0391052803928913,-0.0181739683049503,0.0058826963331087,0.0391052803928913,-2350.417406695919,354.39325698038243,2310.417406695919,314.39325698038243,0.7992939115206639,0.218477096792514,9.99999999999999e-07,1.0000000000000004e-06,-2.674050911255499e-11,-2.02506128185731e-11,3.3543138599814915e-11,-1.297047538468619,3801,2026-07-24T08:35:11.616401+00:00,True,
43,peak_growth,1.8,0.135,modal_strict,0.4625620837767313,0.0223946521316,0.4625620837767313,0.0223946521316,0.003023278037766,1.0,50.0,0.0125,1e-06,300,0.0058826963331087,-0.3287719425760341,-0.0391052803928913,-0.0181739683049503,0.0058826963331087,0.0391052803928913,-2350.4174066964065,354.39325698044314,2300.4174066964065,304.39325698044314,0.7536301753120447,0.1477657700006596,9.99999999999999e-07,1.000000000000002e-06,-2.9067338813693052e-11,-2.2197599661155643e-11,3.6573810526481427e-11,-1.629273379066937,8601,2026-07-24T08:35:11.929051+00:00,True,
44,near_neutral,1.8,0.225,modal_coarse,0.4880065301765691,0.0012262299385885,0.4880065301765691,0.0012262299385885,0.0002759017361824,1.0,40.0,0.05,1e-06,300,0.0005353339986454,-0.5590645733588369,-0.0873473741840976,-0.0011789531025822,0.0005353339986454,0.0873473741840976,-25810.879302581023,158.96399145761345,25770.879302581023,118.96399145761345,0.98070586880145,0.0325714779953741,1.0000000000000004e-06,1.0000000000000004e-06,-1.0037620096214894e-08,-2.1766978334364362e-08,2.3969880329376382e-08,-3.404835589378963,2201,2026-07-24T08:35:15.896360+00:00,True,
44,near_neutral,1.8,0.225,modal_nominal,0.4880065301765691,0.0012262299385885,0.4880065301765691,0.0012262299385885,0.0002759017361824,1.0,40.0,0.025,1e-06,300,0.0005353339986454,-0.5590645733588369,-0.0873473741840976,-0.0011789531025822,0.0005353339986454,0.0873473741840976,-25810.879302570745,158.9639914778753,25770.879302570745,118.9639914778753,0.9807058687960496,0.0325714780530198,1.0000000000000004e-06,9.99999999999999e-07,-1.2879634858631306e-10,-6.520543561474787e-11,1.4436151925937914e-10,-3.404835587603636,3801,2026-07-24T08:35:16.048856+00:00,True,
44,near_neutral,1.8,0.225,modal_strict,0.4880065301765691,0.0012262299385885,0.4880065301765691,0.0012262299385885,0.0002759017361824,1.0,50.0,0.0125,1e-06,300,0.0005353339986454,-0.5590645733588369,-0.0873473741840976,-0.0011789531025822,0.0005353339986454,0.0873473741840976,-25810.87930256891,158.96399147808268,25760.87930256891,108.96399147808266,0.9754698444665216,0.0135985511944408,1.0000000000000004e-06,1.0000000000000004e-06,-2.1292488605606508e-11,1.4081138924142143e-11,2.5527407710554435e-11,-4.272955989439063,8601,2026-07-24T08:35:16.378856+00:00,True,
45,low_alpha,1.85,0.05,modal_coarse,0.4409623344477715,0.0223581821587575,0.4409623344477715,0.0223581821587575,0.0011179091079378,1.0,40.0,0.05,1e-06,300,0.0022310049788156,-0.1235583343330863,-0.0071873077101683,-0.0148797209515805,0.0022310049788156,0.0071873077101683,-6193.715903517208,1923.4134792714456,6153.715903517208,1883.4134792714456,0.9170991034591764,0.7566622176411071,1.000000000000002e-06,1.0000000000000004e-06,-6.6726303302178095e-12,1.350943315547859e-11,1.5067474231140628e-11,-0.1922985979614249,2201,2026-07-24T08:35:11.848540+00:00,True,
45,low_alpha,1.85,0.05,modal_nominal,0.4409623344477715,0.0223581821587575,0.4409623344477715,0.0223581821587575,0.0011179091079378,1.0,40.0,0.025,1e-06,300,0.0022310049788156,-0.1235583343330863,-0.0071873077101683,-0.0148797209515805,0.0022310049788156,0.0071873077101683,-6193.7158901786215,1923.4134751311008,6153.7158901786215,1883.4134751311008,0.9170990761677256,0.7566621951244066,1.0000000000000004e-06,1.0000000000000004e-06,-7.240583566742176e-12,-1.933091534067621e-11,2.0642440221431376e-11,-0.1922985979609007,3801,2026-07-24T08:35:11.993766+00:00,True,
45,low_alpha,1.85,0.05,modal_strict,0.4409623344477715,0.0223581821587575,0.4409623344477715,0.0223581821587575,0.0011179091079378,1.0,50.0,0.0125,1e-06,300,0.0022310049788156,-0.1235583343330863,-0.0071873077101683,-0.0148797209515805,0.0022310049788156,0.0071873077101683,-6193.715890178601,1923.41347513108,6143.715890178601,1873.41347513108,0.8968650998886277,0.7041869220287971,1.0000000000000004e-06,1.0000000000000004e-06,-7.855681816854032e-12,-2.153857821263205e-11,2.2926449533875044e-11,-0.2418616252745338,8601,2026-07-24T08:35:12.327749+00:00,True,
46,peak_growth,1.85,0.13,modal_coarse,0.4755143909772433,0.0207788968142682,0.4755143909772433,0.0207788968142682,0.0027012565858548,1.0,40.0,0.05,1e-06,300,0.0053705949121633,-0.3301974396166818,-0.0362757762464851,-0.017376788284974,0.0053705949121633,0.0362757762464851,-2574.4127760762294,381.92049134056447,2534.4127760762294,341.92049134056447,0.8152942422622168,0.2436361585603929,1.0000000000000004e-06,1.0000000000000004e-06,-7.009049590722682e-12,-8.977344041760649e-12,1.1389446088785231e-11,-1.2078731225580943,2201,2026-07-24T08:35:10.415751+00:00,True,
46,peak_growth,1.85,0.13,modal_nominal,0.4755143909772433,0.0207788968142682,0.4755143909772433,0.0207788968142682,0.0027012565858548,1.0,40.0,0.025,1e-06,300,0.0053705949121633,-0.3301974396166818,-0.0362757762464851,-0.017376788284974,0.0053705949121633,0.0362757762464851,-2574.4123694087048,381.9204311336596,2534.4123694087048,341.9204311336596,0.8152924616235949,0.2436356264468833,1.000000000000002e-06,1.0000000000000004e-06,-3.8926183457133057e-11,-2.931033801084615e-11,4.8727237484269837e-11,-1.207873122563768,3801,2026-07-24T08:35:10.557069+00:00,True,
