run,seed,median_abs,mean_abs,p95_abs,p99_abs,max_abs,fraction_lt_2e-2
historical_unseeded,,0.000977163671318504,0.0040076666729102275,0.017492486037285787,0.018224784375944297,0.018244318834456624,1.0
seed_1234,1234.0,0.0021923920602932023,0.005209962401004906,0.019983879507106173,0.020626502559765697,0.020664134589412797,0.9501661129568106
seed_2345,2345.0,0.0032401637203973155,0.006878497809396065,0.025871506948576067,0.026744077324215146,0.026768679593729694,0.8538205980066446
seed_3456,3456.0,0.007336611219314837,0.008812492096245756,0.023288556507258418,0.023866330186543952,0.02391172466574061,0.8637873754152824
