alpha,ci_reference,ci_historical,error_historical,ci_seed_1234,error_seed_1234,ci_seed_2345,error_seed_2345,ci_seed_3456,error_seed_3456,seed_prediction_std,seed_prediction_range
0.1,0.6704450642662936,0.6704439,1.1642662935962278e-06,0.67044497,9.426629354880589e-08,0.6704451,3.5733706438279e-08,0.6704451,3.5733706438279e-08,7.505553498719481e-08,1.299999999870849e-07
0.1023333333333333,0.667451127354838,0.6675803,0.00012917264516199012,0.66754234,9.121264516198657e-05,0.6675503,9.917264516201563e-05,0.66759497,0.00014384264516198453,2.83686664003247e-05,5.2629999999997956e-05
0.1046666666666666,0.6644904042441829,0.6647216,0.00023119575581709295,0.66464514,0.00015473575581703702,0.6646602,0.0001697957558171037,0.66474724,0.0002568357558170309,5.5116808083663066e-05,0.00010209999999999386
0.107,0.6615135172142002,0.66186816,0.00035464278579988573,0.6617536,0.00024008278579989994,0.6617749,0.0002613827857999018,0.66190165,0.0003881327857998551,8.003963080871768e-05,0.00014804999999995516
0.1093333333333333,0.6585554838594772,0.6590199,0.00046441614052283864,0.65886766,0.00031217614052281295,0.6588942,0.0003387161405228323,0.6590584,0.000502916140522891,0.00010331808425121752,0.00019074000000007807
0.1116666666666666,0.655617638710208,0.6561766,0.0005589612897920482,0.6559876,0.00036996128979205345,0.65601856,0.00040092128979207775,0.6562176,0.0005999612897920059,0.00012481682792526484,0.00022999999999995246
0.114,0.6526700160705048,0.6533387,0.0006686839294952618,0.65311325,0.00044323392949519036,0.6531478,0.0004777839294951569,0.65337926,0.0007092439294952291,0.0001446425215258015,0.0002660100000000387
0.1163333333333333,0.6497507175748422,0.65050596,0.0007552424251578982,0.65024483,0.0004941124251578444,0.650282,0.0005312824251578752,0.65054363,0.0007929124251578878,0.0001628461982976754,0.0002988000000000435
0.1186666666666666,0.6468370978250508,0.64767843,0.0008413321749491942,0.6473822,0.0005451021749491858,0.64742154,0.0005844421749491291,0.6477107,0.0008736021749491396,0.00017938477787518247,0.00032849999999995383
0.121,0.6439440552784218,0.64485633,0.0009122747215781768,0.64452547,0.0005814147215782439,0.64456624,0.0006221847215781562,0.6448805,0.0009364447215781668,0.00019427979882973972,0.0003550299999999229
0.1233333333333333,0.6410521530891555,0.64203966,0.0009875069108444823,0.641675,0.0006228469108444656,0.6417162,0.0006640469108444291,0.64205325,0.00100109691084449,0.0002075143388620236,0.0003782500000000244
0.1256666666666666,0.6381602507458384,0.6392284,0.0010681492541616544,0.63883054,0.0006702892541615713,0.6388715,0.0007112492541616611,0.63922894,0.0010686892541615922,0.00021915125492072624,0.00039840000000002096
0.128,0.6353132596819545,0.63642246,0.0011092003180455112,0.63599217,0.0006789103180454559,0.6360324,0.0007191403180455413,0.6364078,0.001094540318045456,0.00022923492673090597,0.00041563000000000017
0.1303333333333333,0.6324336910357976,0.6336222,0.0011885089642024171,0.63316005,0.0007263589642023671,0.6331987,0.0007650089642023961,0.63358986,0.001156168964202342,0.00023778022212396697,0.00042980999999997493
0.1326666666666666,0.6295922877726424,0.63082737,0.0012350822273575757,0.6303343,0.0007420122273575913,0.63037086,0.0007785722273575546,0.6307753,0.001183012227357616,0.0002447411378034857,0.0004410000000000247
0.135,0.6267443722321759,0.6280382,0.0012938277678240517,0.62751496,0.0007705877678240158,0.6275486,0.0008042277678240728,0.62796414,0.0012197677678240648,0.00025018919960703115,0.000449180000000049
0.1373333333333333,0.6239100113229453,0.6252546,0.00134458867705467,0.62470186,0.0007918486770547295,0.6247321,0.0008220886770546887,0.6251566,0.0012465886770546275,0.0002542646833517692,0.000454739999999898
0.1396666666666666,0.6210994383001007,0.62247664,0.0013772016998992997,0.62189525,0.0007958116998992848,0.62192166,0.000822221699899317,0.6223525,0.0012530616998992494,0.0002567093545237204,0.00045724999999996463
0.142,0.6182901365154408,0.6197043,0.0014141634845591389,0.6190951,0.0008049634845591624,0.61911696,0.0008268234845592026,0.6195524,0.0012622634845591563,0.0002579435155222798,0.0004572999999999938
0.1443333333333333,0.6154805865376813,0.61693776,0.0014571734623186616,0.6163016,0.0008210134623186649,0.6163186,0.0008380134623187097,0.6167561,0.0012755134623186892,0.00025763847409370806,0.00045450000000002433
0.1466666666666666,0.6126747690474607,0.61417705,0.0015022809525393477,0.61351466,0.000839890952539335,0.6135262,0.0008514309525393671,0.6139638,0.001289030952539294,0.0002560448109218059,0.000449139999999959
0.149,0.6098861301608014,0.61142194,0.001535809839198654,0.61073434,0.0008482098391986437,0.61074,0.0008538698391985511,0.61117566,0.001289529839198611,0.0002531781367601418,0.0004413199999999673
0.1513333333333333,0.6071210784124689,0.60867286,0.0015517815875311092,0.6079609,0.0008398215875311532,0.60796016,0.0008390815875310986,0.6083916,0.0012705215875311593,0.000248878655573373,0.00043144000000006066
0.1536666666666666,0.6043606454661608,0.6059296,0.0015689545338392064,0.6051941,0.0008334545338392063,0.6051867,0.0008260545338392156,0.6056121,0.0012514545338392358,0.00024349672140162437,0.0004254000000000202
0.156,0.6016004843727917,0.60319215,0.0015916656272083607,0.6024341,0.0008336156272082951,0.6024197,0.0008192156272083251,0.602837,0.001236515627208279,0.00023688079280513913,0.0004172999999999538
0.1583333333333333,0.5988479672888944,0.6004607,0.0016127327111055134,0.5996809,0.0008329327111055163,0.5996592,0.0008112327111055029,0.6000666,0.0012186327111055606,0.00022920519918480682,0.0004074000000000577
0.1606666666666666,0.5961087640732544,0.5977352,0.0016264359267456063,0.5969347,0.0008259359267456245,0.5969055,0.000796735926745562,0.59730095,0.001192185926745637,0.00022036802739964795,0.0003954500000000749
0.163,0.5933786173589708,0.5950158,0.001637182641029189,0.59419554,0.0008169226410291719,0.5941583,0.0007796826410292335,0.5945401,0.0011614826410292212,0.00021050718562558223,0.0003817999999999877
0.1653333333333333,0.5906739450565411,0.5923024,0.001628454943458868,0.5914634,0.0007894549434588338,0.5914178,0.0007438549434588548,0.5917843,0.0011103549434589022,0.00019974084042415088,0.00036650000000004734
0.1676666666666666,0.5879641270411248,0.5895949,0.0016307729588752595,0.5887382,0.000774072958875216,0.5886844,0.0007202729588752232,0.5890336,0.0010694729588752727,0.00018801429023705763,0.00034920000000004947
0.17,0.5852604890303201,0.5868937,0.0016332109696798325,0.5860202,0.000759710969679861,0.5859577,0.0006972109696798956,0.5862884,0.0010279109696799127,0.00017568910988828855,0.0003307000000000171
0.1723333333333333,0.5825646998894453,0.5841984,0.0016337001105547477,0.5833093,0.0007446001105547717,0.58323807,0.000673370110554794,0.5835484,0.0009837001105547083,0.00016255626297783448,0.0003103299999999143
0.1746666666666667,0.5798794236005981,0.58150953,0.001630106399401976,0.5806055,0.0007260763994019204,0.5805255,0.0006460763994019514,0.580814,0.0009345763994019762,0.00014894322184422752,0.00028850000000002485
0.177,0.5771718998143703,0.5788267,0.0016548001856296901,0.57790905,0.000737150185629698,0.5778202,0.0006483001856296688,0.5780854,0.0009135001856296343,0.00013498437255226028,0.00026519999999996546
0.1793333333333333,0.5745308602962519,0.57615024,0.0016193797037481472,0.5752198,0.0006889397037480594,0.57512194,0.0005910797037481652,0.57536256,0.0008316997037480789,0.00012100618551679037,0.00024061999999991368
0.1816666666666667,0.5718559111898741,0.5734797,0.0016237888101259257,0.57253796,0.0006820488101259015,0.572431,0.0005750888101259122,0.5726458,0.0007898888101258716,0.00010740030043407224,0.00021479999999995947
0.184,0.5692225559520387,0.5708156,0.001593044047961234,0.5698634,0.0006408440479612754,0.5697475,0.0005249440479612177,0.5699353,0.000712744047961289,9.475517576016808e-05,0.00018780000000007124
0.1863333333333333,0.5665575292008582,0.5681578,0.001600270799141823,0.5671963,0.0006387707991417635,0.56707144,0.0005139107991417591,0.567231,0.0006734707991418176,8.391811802785651e-05,0.00015956000000005854
0.1886666666666666,0.5639402566889523,0.5655063,0.0015660433110477046,0.56453663,0.000596373311047671,0.56440276,0.0004625033110476906,0.5645333,0.0005930433110477029,7.634674998539859e-05,0.0001338699999999804
0.191,0.561287239842014,0.56286126,0.0015740201579860225,0.56188434,0.0005971001579859747,0.56174165,0.00045441015798597384,0.56184214,0.0005549001579859825,7.330247403737627e-05,0.00014269000000000087
0.1933333333333333,0.5586894324514771,0.56022245,0.0015330175485229747,0.5592396,0.0005501675485228841,0.55908823,0.00039879754852290006,0.5591577,0.00046826754852291597,7.577001143811464e-05,0.00015136999999998402
0.1956666666666666,0.5560731245385947,0.55759025,0.0015171254614052554,0.55660236,0.0005292354614052641,0.55644244,0.00036931546140528404,0.5564803,0.0004071754614053402,8.357275233788752e-05,0.00015991999999998008
0.198,0.5534712701517714,0.55496424,0.0014929698482285536,0.5539728,0.000501529848228599,0.55380446,0.00033318984822861,0.55380994,0.0003386698482285011,9.564845842983828e-05,0.00016833999999998905
0.2003333333333333,0.5508660807665312,0.55234474,0.0014786592334687931,0.5513507,0.0004846192334687638,0.55117416,0.000308079233468761,0.55114704,0.0002809592334688249,0.00011058877399324388,0.0002036599999999389
0.2026666666666666,0.5482973520178714,0.54973173,0.0014343779821285318,0.5487362,0.00043884798212856513,0.54855186,0.0002545079821285601,0.5484914,0.00019404798212852015,0.00012751711466833823,0.000244800000000045
0.205,0.5457169515726442,0.5471251,0.0014081484273558154,0.54612947,0.00041251842735579025,0.54593754,0.00022058842735583895,0.5458435,0.0001265484273558215,0.00014575063601917644,0.00028596999999996875
0.2073333333333333,0.5431260681005988,0.5445251,0.0013990318994011597,0.5435304,0.00040433189940114467,0.5433311,0.0002050318994011313,0.5432034,7.733189940117846e-05,0.00016480128438009373,0.0003269999999999662
0.2096666666666666,0.5405621773329329,0.5419316,0.0013694226670670773,0.54093903,0.00037685266706710685,0.5407327,0.00017052266706707453,0.5405712,9.022667067148937e-06,0.00018436974977833646,0.0003678299999999579
0.212,0.5380123123784611,0.5393447,0.0013323876215388664,0.53835535,0.0003430376215388664,0.5381424,0.00013008762153887687,0.53794724,6.507237846109515e-05,0.00020411961370723835,0.00040810999999996156
0.2143333333333333,0.5354724538238784,0.53676426,0.0012918061761215682,0.5357794,0.0003069461761215919,0.53556025,8.779617612153512e-05,0.5353315,0.00014095382387846467,0.00022396714602819,0.0004479000000000566
0.2166666666666666,0.5329295676191894,0.5341905,0.0012609323808105977,0.5332114,0.00028183238081058715,0.5329863,5.673238081060905e-05,0.53272426,0.00020530761918946538,0.00024380331936490676,0.00048714000000005253
0.219,0.5303981318493493,0.5316234,0.0012252681506507157,0.5306512,0.00025306815065073707,0.53042066,2.2528150650735768e-05,0.53012574,0.00027239184934924054,0.00026338650610840687,0.0005254599999999776
0.2213333333333333,0.5278687442818479,0.5290628,0.0011940557181521205,0.52809876,0.00023001571815206567,0.52786326,5.484281847989436e-06,0.52753615,0.00033259428184795325,0.0002825453397834359,0.0005626100000000189
0.2236666666666666,0.5253516192292377,0.52650887,0.0011572507707623414,0.52555424,0.00020262077076227403,0.5253142,3.7419229237722895e-05,0.5249556,0.0003960192292377096,0.00030127036893792743,0.0005986399999999836
0.226,0.5228267447395107,0.5239617,0.0011349552604892343,0.5230175,0.0001907552604892837,0.5227735,5.324473951073827e-05,0.52238417,0.0004425747395107038,0.0003194319796659815,0.0006333299999999875
0.2283333333333333,0.5203330465026004,0.52142113,0.001088083497399639,0.5204887,0.00015565349739965484,0.52024126,9.178650260033283e-05,0.5198222,0.0005108465026003595,0.000336912473104424,0.0006665000000000143
0.2306666666666667,0.5178272490075618,0.5188872,0.0010599509924381634,0.5179678,0.00014055099243814873,0.51771754,0.00010970900756179791,0.51726985,0.0005573990075617985,0.00035359831405138705,0.0006979499999999472
0.233,0.5153282097584436,0.51636004,0.0010318302415563974,0.51545477,0.00012656024155632828,0.5152022,0.0001260097584435682,0.5147274,0.0006008097584436767,0.0003692997341365723,0.000727370000000005
0.2353333333333333,0.512852226625628,0.51383954,0.0009873133743719675,0.51294965,9.742337437201876e-05,0.51269543,0.00015679662562806396,0.51219493,0.0006572966256279678,0.00038399877100496157,0.0007547199999999865
0.2376666666666667,0.5103786879450467,0.5113258,0.0009471120549533474,0.5104526,7.391205495332898e-05,0.5101972,0.00018148794504668775,0.5096724,0.0007062879450466797,0.0003977763693333256,0.0007802000000000087
0.24,0.507906644502741,0.5088187,0.0009120554972589234,0.5079634,5.675549725892015e-05,0.50770754,0.0001991045027410765,0.5071604,0.000746244502741078,0.00041021041738762906,0.0008029999999999982
