alpha,ci_reference,ci_historical,error_historical,ci_seed_1234,error_seed_1234,ci_seed_2345,error_seed_2345,ci_seed_3456,error_seed_3456,seed_prediction_std,seed_prediction_range
0.2423333333333333,0.505458046305242,0.5063185,0.0008604536947579566,0.50548214,2.409369475797618e-05,0.5052266,0.00023144630524207788,0.504659,0.0007990463052420793,0.0004213134049612237,0.0008231400000000555
0.2446666666666666,0.5029851563307669,0.50382483,0.0008396736692330986,0.50300884,2.368366923310994e-05,0.5027543,0.00023085633076691536,0.5021681,0.0008170563307668965,0.000431135090816479,0.0008407400000000065
0.247,0.5005439194576056,0.50133824,0.0007943205423944777,0.50054365,2.6945760556174037e-07,0.50029063,0.00025328945760560995,0.49968836,0.0008555594576055703,0.0004393687246872857,0.0008552900000000085
0.2493333333333333,0.4980853945005356,0.4988582,0.0007728054994643463,0.49808633,9.35499464393974e-07,0.49783564,0.0002497545005356039,0.49721968,0.0008657145005356304,0.0004459698084325279,0.0008666500000000243
0.2516666666666667,0.4956617803887214,0.49638492,0.0007231396112786226,0.49563685,2.493038872136699e-05,0.49538946,0.000272320388721381,0.49476206,0.0008997203887213812,0.000450941628927742,0.0008747900000000142
0.254,0.4932113769707668,0.49391854,0.0007071630292332376,0.4931956,1.577697076676765e-05,0.49295187,0.0002595069707667652,0.4923162,0.0008951769707667978,0.00045402368179793095,0.0008794000000000302
0.2563333333333333,0.4908367367784843,0.49145895,0.0006222132215157328,0.49076217,7.456677848427518e-05,0.49052322,0.0003135167784842907,0.4898819,0.0009548367784842915,0.000455203931917706,0.0008802700000000163
0.2586666666666667,0.48841764396228216,0.48900616,0.0005885160377178678,0.48833677,8.087396228217969e-05,0.4881032,0.00031444396228214044,0.48745942,0.0009582239622821787,0.0004543769829484524,0.000877349999999999
0.261,0.4859993141472595,0.48656008,0.0005607658527405079,0.48591936,7.995414725947558e-05,0.4856919,0.00030741414725948824,0.485049,0.00095031414725949,0.0004514024426163482,0.0008703600000000145
0.2633333333333333,0.4835912419718809,0.48412094,0.0005296980281190855,0.4835099,8.134197188092163e-05,0.48328945,0.0003017919718809048,0.48265082,0.0009404219718809337,0.00044618100321880774,0.0008590800000000121
0.2656666666666667,0.4811982844541992,0.48168844,0.0004901555458007856,0.48110837,8.991445419920252e-05,0.48089576,0.0003025244541992045,0.48026484,0.0009334444541991838,0.00043871135525915423,0.0008435299999999812
0.268,0.4788229105909368,0.479263,0.0004400894090632046,0.47871488,0.00010803059093678069,0.4785109,0.0003120105909367732,0.47789156,0.000931350590936797,0.0004287667777864118,0.0008233200000000163
0.2703333333333333,0.4764357910261887,0.47684425,0.0004084589738113098,0.47632927,0.00010652102618868842,0.47613478,0.00030101102618873554,0.4755308,0.0009049910261887395,0.00041636773438074036,0.0007984700000000511
0.2726666666666667,0.4740580172536059,0.47443223,0.00037421274639409807,0.47395155,0.00010646725360591303,0.4737674,0.00029061725360590707,0.4731831,0.0008749172536058891,0.00040121339189180035,0.0007684499999999761
0.275,0.4716854078187273,0.47202712,0.0003417121812727131,0.4715818,0.00010360781872731373,0.47140884,0.0002765678187273135,0.47084832,0.0008370878187273223,0.00038342551262707735,0.0007334800000000086
0.2773333333333333,0.4693189928687005,0.46962878,0.0003097871312995326,0.46921998,9.901286870050985e-05,0.469059,0.0002599928687004871,0.46852666,0.0007923328687005071,0.00036285742342321594,0.0006933199999999973
0.2796666666666667,0.46696686097483325,0.46723735,0.00027048902516674245,0.46686608,0.00010078097483323667,0.4667179,0.00024896097483323443,0.4662183,0.0007485609748332789,0.00033940546076929347,0.0006477800000000422
0.282,0.4646220270698725,0.46485263,0.00023060293012749922,0.46451998,0.00010204706987249068,0.46438554,0.00023648706987250412,0.46392334,0.0006986870698724723,0.00031296491901381757,0.0005966399999999816
0.2843333333333333,0.46227716461997653,0.46247482,0.00019765538002347594,0.4621818,9.536461997655676e-05,0.46206182,0.00021534461997652077,0.46164197,0.0006351946199765202,0.00028345653746796035,0.0005398299999999634
0.2866666666666667,0.4599416784017155,0.46010372,0.00016204159828447917,0.45985138,9.029840171553838e-05,0.4597469,0.00019477840171550076,0.4593743,0.0005673784017155015,0.00025078282663158226,0.0004770799999999631
0.289,0.4575934347908175,0.4577394,0.0001459652091825303,0.4575288,6.463479081747492e-05,0.45744056,0.0001528747908174921,0.45712048,0.0004729547908174925,0.00021484984151728606,0.00040832000000001756
0.2913333333333333,0.45526673294604564,0.455382,0.00011526705395437098,0.45521396,5.277294604566496e-05,0.45514277,0.0001239629460456637,0.45488042,0.0003863129460456305,0.00017566277835669465,0.00033353999999996553
0.2936666666666667,0.4529395880952413,0.45303136,9.177190475867514e-05,0.45290697,3.2618095241299105e-05,0.45285368,8.590809524133824e-05,0.45265436,0.0002852280952413411,0.00013315410783501104,0.00025261000000004197
0.296,0.4506225410512987,0.45068747,6.492894870130383e-05,0.4506076,1.4941051298678065e-05,0.45057315,4.939105129869725e-05,0.45044243,0.00018011105129867033,8.713557425069638e-05,0.00016516999999999227
0.2983333333333333,0.4483272927569533,0.44835028,2.2987243046668215e-05,0.448316,1.129275695332943e-05,0.44830114,2.6152756953334855e-05,0.44824466,8.263275695330474e-05,3.763908783873762e-05,7.133999999997531e-05
0.3006666666666667,0.44601620538731934,0.44602,3.794612680685372e-06,0.44603205,1.5844612680671055e-05,0.44603765,2.1444612680665553e-05,0.44606104,4.4834612680677566e-05,1.537786396090648e-05,2.899000000000651e-05
0.303,0.4437324234552138,0.44369632,3.6103455213820634e-05,0.4437557,2.3276544786177134e-05,0.44378245,5.002654478619695e-05,0.4438917,0.00015927654478620212,7.20498959055563e-05,0.000136000000000025
0.3053333333333333,0.44142876433929135,0.44137952,4.9244339291321104e-05,0.44148698,5.821566070862705e-05,0.44153574,0.0001069756607086636,0.44173664,0.00030787566070866745,0.0001323306862875635,0.0002496600000000404
0.3076666666666667,0.43915053880027854,0.4390694,8.113880027854625e-05,0.4392258,7.526119972145473e-05,0.4392974,0.00014686119972145972,0.43959588,0.0004453411997214496,0.00019628893533088363,0.00037007999999999486
0.31,0.4368751351751067,0.436766,0.00010913517510668935,0.43697217,9.703482489331616e-05,0.4370673,0.000192164824893315,0.4374694,0.0005942648248933313,0.0002639355349954568,0.0004972300000000152
0.3123333333333333,0.43459867461084617,0.4344693,0.00012937461084616686,0.43472597,0.00012729538915384753,0.43484536,0.0002466853891538445,0.43535727,0.0007585953891538488,0.00033537181112908236,0.0006313000000000013
0.3146666666666666,0.4323211416853379,0.4321793,0.00014184168533792896,0.43248728,0.00016613831466205653,0.43263167,0.0003105283146621063,0.43325934,0.0009381983146620754,0.0004104661465131249,0.0007720600000000188
0.317,0.4300536475009274,0.429896,0.00015764750092739366,0.43025586,0.00020221249907259597,0.43042612,0.00037247249907262914,0.4311757,0.001122052499072601,0.0004893812878863778,0.0009198400000000051
0.3193333333333333,0.4277967625839376,0.42761934,0.00017742258393760313,0.4280318,0.00023503741606240025,0.4282285,0.00043173741606239435,0.42910618,0.0013094174160623862,0.0005720293490139518,0.001074379999999986
0.3216666666666666,0.42554170276199826,0.42534932,0.00019238276199828874,0.42581505,0.0002733472380017088,0.42603892,0.0004972172380017237,0.4270508,0.0015090972380017442,0.000658419442528866,0.0012357500000000354
0.324,0.423287114128383,0.42308596,0.0002011541283830076,0.42360556,0.00031844587161700133,0.4238572,0.0005700858716169988,0.4250093,0.001722185871616988,0.0007484587594071718,0.0014037399999999867
0.3263333333333333,0.42105270343564905,0.4208292,0.00022350343564903064,0.42140317,0.0003504665643509486,0.42168325,0.0006305465643509645,0.42298183,0.001929126564350958,0.000842310534423026,0.0015786600000000095
0.3286666666666666,0.41879777681160285,0.41857895,0.00021882681160284578,0.41920802,0.00041024318839716356,0.41951713,0.0007193531883971649,0.420968,0.002170223188397158,0.0009396898734334253,0.0017599799999999943
0.331,0.4165794675548293,0.41633543,0.00024403755482926837,0.41701984,0.0004403724451707003,0.4173586,0.0007791324451707493,0.41896784,0.0023883724451707056,0.001040762197878708,0.0019480000000000053
0.3333333333333333,0.41434720240560574,0.4140983,0.0002489024056057665,0.41483873,0.0004915275943942476,0.41520754,0.0008603375943942448,0.41698092,0.002633717594394236,0.0011452711059395438,0.0021421899999999883
0.3356666666666666,0.41212912990589673,0.4118678,0.00026132990589672334,0.4126645,0.0005353700941032602,0.41306403,0.000934900094103297,0.41500735,0.0028782200941032676,0.0012533330872650434,0.0023428500000000074
0.338,0.40991957319976163,0.40964374,0.00027583319976165477,0.4104972,0.0005776268002383733,0.410928,0.0010084268002383823,0.41304678,0.003127206800238369,0.001364745123017477,0.0025495799999999957
0.3403333333333334,0.40771321747882117,0.40742618,0.0002870374788211394,0.40833673,0.0006235125211788151,0.4087991,0.0010858825211788603,0.4110988,0.0033855825211788204,0.0014793825734519502,0.0027620700000000054
0.3426666666666667,0.40551937570234375,0.40521505,0.0003043257023437329,0.40618294,0.0006635642976562384,0.40667734,0.0011579642976562443,0.40916336,0.003643984297656222,0.0015972700761403187,0.0029804199999999836
0.345,0.4033089438425708,0.40301037,0.0002985738425708151,0.4040359,0.0007269561574291816,0.4045627,0.0012537561574291756,0.4072401,0.003931156157429172,0.0017181815309603695,0.0032041999999999904
0.3473333333333334,0.4011142311403048,0.40081203,0.00030220114030482526,0.4018954,0.0007811688596952027,0.40245503,0.0013407988596951803,0.4053287,0.004214468859695175,0.0018420420686383067,0.0034332999999999725
0.3496666666666667,0.3989199533966574,0.39862013,0.000299823396657406,0.39976144,0.0008414866033426005,0.40035424,0.0014342866033425494,0.40342873,0.00450877660334259,0.0019686254317924524,0.0036672899999999897
0.352,0.3967539612520479,0.39643455,0.00031941125204792975,0.39763394,0.0008799787479520926,0.39826015,0.001506188747952053,0.40154,0.004786038747952082,0.0020978901985169154,0.003906059999999989
0.3543333333333334,0.3945754213799593,0.39425525,0.000320171379959322,0.39551282,0.0009373986200406637,0.39617267,0.001597248620040681,0.39966193,0.005086508620040675,0.002229553436684877,0.004149110000000011
0.3566666666666667,0.39240695033871353,0.39208227,0.0003246803387135233,0.39339796,0.0009910096612864572,0.39409176,0.0016848096612864794,0.39779428,0.005387329661286466,0.002363529928334595,0.004396320000000009
0.359,0.3902172101316587,0.3899155,0.00030171013165869454,0.3912893,0.001072089868341286,0.39201713,0.001799919868341271,0.3959365,0.005719289868341304,0.0024995888177125054,0.004647200000000018
0.3613333333333334,0.3880683205580922,0.3877549,0.00031342055809219227,0.3891867,0.0011183794419077908,0.38994876,0.0018804394419077997,0.39408815,0.00601982944190782,0.0026375334790355574,0.004901450000000029
0.3636666666666667,0.38590832387495316,0.3856005,0.00030782387495315033,0.38709024,0.0011819161250468113,0.3878865,0.00197817612504686,0.3922488,0.0063404761250468455,0.002777121787966824,0.005158560000000034
0.366,0.3837589401394566,0.38345224,0.000306700139456606,0.3849996,0.0012406598605433916,0.38583025,0.00207130986054338,0.39041793,0.006658989860543418,0.002918192568291791,0.005418330000000027
0.3683333333333334,0.3816001522196811,0.38131005,0.0002901022196810654,0.38291484,0.0013146877803189017,0.38377982,0.002179667780318917,0.38859487,0.006994717780318904,0.0030603822665314193,0.005680030000000003
0.3706666666666667,0.37944266878068517,0.37917396,0.00026870878068518955,0.38083592,0.0013932512193148283,0.38173512,0.002292451219314817,0.38677928,0.007336611219314837,0.0032035303139713507,0.005943360000000009
0.373,0.3773299250579412,0.3770438,0.00028612505794123333,0.37876245,0.001432524942058755,0.37969598,0.0023660549420587706,0.38497037,0.007640444942058788,0.0033473606234215992,0.006207920000000033
0.3753333333333334,0.3751650953395496,0.3749197,0.00024539533954959225,0.37669462,0.0015295246604503654,0.37766218,0.0024970846604503993,0.38316768,0.008002584660450396,0.0034915900954340853,0.0064730600000000305
0.3776666666666667,0.3730503819261269,0.3728015,0.000248881926126876,0.37463224,0.0015818580738731214,0.37563384,0.0025834580738731128,0.3813706,0.00832021807387312,0.0036359114709427873,0.006738359999999999
0.38,0.3709272863378144,0.3706892,0.0002380863378144138,0.37257516,0.001647873662185606,0.37361047,0.002683183662185562,0.37957844,0.008651153662185607,0.003780089581729522,0.007003280000000001
0.3823333333333334,0.3688057963313842,0.3685827,0.00022309633138423157,0.37052333,0.0017175336686157672,0.37159213,0.0027863336686158036,0.37779054,0.008984743668615791,0.003923751630608141,0.007267210000000024
0.3846666666666667,0.3666845400565641,0.366482,0.00020254005656411556,0.3684766,0.0017920599434358975,0.3695786,0.0028940599434358893,0.3760063,0.009321759943435926,0.004066655328809349,0.007529700000000028
0.387,0.3645805197888258,0.3643871,0.00019341978882575495,0.36643484,0.0018543202111742096,0.36756968,0.0029891602111742355,0.374225,0.0096444802111742,0.004208478326616392,0.00779015999999999
0.3893333333333333,0.362471527573666,0.3622978,0.000173727573666016,0.36439797,0.0019264424263339963,0.36556524,0.0030937124263339943,0.37244588,0.009974352426333988,0.004348842402114992,0.008047909999999991
0.3916666666666667,0.36037055335010143,0.36021414,0.00015641335010141422,0.36236587,0.0019953166498985486,0.36356518,0.0031946266498985576,0.37066832,0.010297766649898565,0.004487456932721851,0.008302450000000017
0.394,0.3582559737808901,0.35813612,0.00011985378089007792,0.36033842,0.0020824462191099125,0.36156932,0.003313346219109947,0.36889154,0.010635566219109938,0.004623957220693122,0.008553120000000025
0.3963333333333333,0.35618239332920076,0.3560636,0.00011879332920078367,0.3583155,0.002133106670799245,0.35957733,0.003394936670799209,0.36711487,0.010932476670799218,0.0047580744809463905,0.008799369999999973
0.3986666666666667,0.3541045379397068,0.3539965,0.00010803793970681763,0.35629693,0.0021923920602932023,0.35758916,0.0034846220602932076,0.3653375,0.011232962060293172,0.004889419479062228,0.00904056999999997
0.401,0.3520089096724659,0.35193494,7.396967246592334e-05,0.35428268,0.0022737703275341192,0.35560468,0.003595770327534109,0.36355877,0.011549860327534078,0.005017653459141347,0.009276089999999959
0.4033333333333333,0.3499296903526731,0.3498786,5.109035267308881e-05,0.3522724,0.0023427096473269127,0.3536236,0.0036939096473269095,0.3617779,0.011848209647326913,0.005142516896423385,0.0095055
0.4056666666666667,0.3478514770575124,0.3478277,2.3777057512386346e-05,0.35026625,0.0024147729424875974,0.35164586,0.003794382942487573,0.3599941,0.01214262294248758,0.00526351435944021,0.009727849999999982
0.408,0.3457636733438954,0.34578192,1.8246656104614623e-05,0.34826395,0.002500276656104583,0.34967127,0.003907596656104573,0.3582067,0.012443026656104583,0.005380402593824495,0.00994275
0.4103333333333333,0.34372173469305045,0.34374127,1.9535306949536313e-05,0.34626532,0.0025435853069495362,0.3476995,0.003977765306949543,0.35641494,0.012693205306949562,0.005492882558523664,0.010149620000000026
0.4126666666666667,0.3416512244150839,0.3417058,5.457558491611669e-05,0.34427032,0.0026190955849161313,0.34573048,0.004079255584916119,0.354618,0.012966775584916101,0.005600514267434123,0.01034767999999997
0.415,0.3395963805810048,0.33967534,7.895941899521697e-05,0.34227872,0.0026823394189952054,0.343764,0.004167619418995239,0.35281536,0.013218979418995247,0.005703127168749924,0.010536640000000042
0.4173333333333333,0.3375311043166855,0.33764976,0.00011865568331453913,0.3402904,0.002759295683314511,0.34179986,0.004268755683314529,0.35100612,0.013475015683314495,0.005800292346046003,0.010715719999999984
0.4196666666666667,0.3354871933120622,0.33562914,0.00014194668793776621,0.3383052,0.0028180066879377463,0.3398379,0.0043507066879378,0.34918955,0.013702356687937789,0.005891683431400017,0.010884350000000043
