n_seeds,median_of_seed_medians,min_seed_median,max_seed_median,median_seed_p95,max_error_across_seeds,min_fraction_lt_2e-2,median_pointwise_seed_std,p95_pointwise_seed_std,max_pointwise_seed_std,median_pointwise_seed_range,max_pointwise_seed_range
3,0.0032401637203973155,0.0021923920602932023,0.007336611219314837,0.023288556507258418,0.026768679593729694,0.8538205980066446,0.0018511144204198552,0.006194179658623105,0.006445159369969042,0.003479900000000008,0.011922969999999977
