alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1,1.6,0.299805,0.029118,0.9589043724576749,0.9264192346676353,0.9264192346676353,0.9589043724576749,0.9276200594136452,0.9462522230341313,0.8231621952905469,0.5532702943054126,0.2456902894736804,0.05
