y,p_twosided_real,p_twosided_imag,q_twosided_real,q_twosided_imag
-120.0,-0.5137350414185144,0.13609220453663745,0.02208921871220466,0.09441111571498675
-119.94,-0.5123785058369666,0.14175040892368096,0.023128292885507953,0.09419379073603541
-119.88,-0.51095968846484,0.14739523083839778,0.02416525744323751,0.09396503654408533
-119.82,-0.5094787196492296,0.1530259851250248,0.025199986743402288,0.09372487326989228
-119.76,-0.5079357372701926,0.1586419878770629,0.026232355331813013,0.09347332242460918
-119.7,-0.5063308867290229,0.16424255652005595,0.027262237957240587,0.09321040689808785
-119.64,-0.504664320935622,0.16982700989424976,0.028289509586557415,0.09293615095701484
-119.58,-0.5029362002949574,0.1753946683371474,0.029314045419864668,0.09265058024288055
-119.52,-0.501146692692616,0.18094485376593086,0.030335720905599998,0.09235372176978257
-119.46,-0.49929597347945104,0.1864768897597476,0.03135441175562542,0.09204560392206294
-119.4,-0.4973842254553251,0.19199010164184893,0.03236999396029294,0.09172625645177997
-119.34,-0.4954116388519474,0.19748381656157796,0.03338234380348766,0.09139571047601364
-119.28,-0.49337841131481397,0.20295736357617838,0.03439133787764285,0.09105399847400705
-119.22,-0.4912847478842431,0.20841007373243944,0.03539685309873003,0.0907011542841415
-119.16,-0.48913086097551467,0.21384128014814807,0.03639876672121867,0.09033721310074733
-119.1,-0.48691697035811216,0.21925031809334605,0.037396956353004995,0.08996221147075019
-119.04,-0.4846433031340704,0.2246365250713798,0.038391299970307845,0.08957618729015292
-118.98,-0.4823100937154282,0.22999924089974033,0.039381675932530946,0.08917917980035314
-118.92,-0.4799175838007955,0.23533780779066488,0.040367962997086414,0.0887712295842982
-118.86,-0.4774660223510271,0.2406515704315154,0.04135004033418242,0.08835237856247581
-118.8,-0.4749556655640125,0.24593987606490544,0.04232778754156951,0.0879226699887424
-118.74,-0.47238677684858205,0.25120207456857313,0.04330108465924545,0.08748214844598874
-118.68,-0.46975962679753325,0.25643751853498775,0.04426981218411609,0.08703085984164377
-118.62,-0.46707449315977406,0.2616455633506881,0.045233851084612,0.08656885140301611
-118.56,-0.4643316608115989,0.26682556727532414,0.046193082815255714,0.08609617167247553
-118.5,-0.46153142172708395,0.2719768915204171,0.04714738933118207,0.08561287050247274
-118.44,-0.4586740749476173,0.27709890032780937,0.04809665310260692,0.08511899905039919
-118.38,-0.4557599265505612,0.2821909610478031,0.04904075712924332,0.08461460977328751
-118.32,-0.45278928961705056,0.2872524442169755,0.04997958495466362,0.08409975642235246
-118.26,-0.4497624841989337,0.2922827236356609,0.05091302068060521,0.08357449403737345
-118.2,-0.44667983728485083,0.2972811764450969,0.05184094898121959,0.08303887894091853
-118.14,-0.44354168276546807,0.30224718320420746,0.052763255117259766,0.08249296873241208
-118.08,-0.4403483613978542,0.3071801279660368,0.05367982495020853,0.08193682228204432
-118.02,-0.43710022076901545,0.3120793983538079,0.0545905449563427,0.08137049972452559
-117.96,-0.4337976152585874,0.3169443856366024,0.05549530224073272,0.0807940624526844
-117.9,-0.43044090600068985,0.32177448480465026,0.05639398455117585,0.08020757311091135
-117.84,-0.4270304608449437,0.32656909464422806,0.057286480292061986,0.07961109558844762
-117.78,-0.4235666543166665,0.3313276178121376,0.05817267853816768,0.07900469501252166
-117.72,-0.42004986757623286,0.3360494609097801,0.059052469048380685,0.07838843774133167
-117.66,-0.4164804883776197,0.3407340345567989,0.05992574227935016,0.0777623913568767
-117.6,-0.41285891102613254,0.3453807534642887,0.06079238939906215,0.07712662465763628
-117.54,-0.4091855363353208,0.3499890365075599,0.061652302300338316,0.07648120765110003
-117.48,-0.4054607715830812,0.35455830679845574,0.06250537361425736,0.07582621154614631
-117.42,-0.40168503046696696,0.3590879917571967,0.06335149672349447,0.07516170874527404
-117.36,-0.39785873305869035,0.3635775231837652,0.06419056577558126,0.07448777283668467
-117.3,-0.3939823057578363,0.36802633732880574,0.06502247569608141,0.07380447858621776
-117.24,-0.39005618124478764,0.37243387496403735,0.06584712220168173,0.07311190192914027
-117.18,-0.3860807984328678,0.37679958145216835,0.06666440181319656,0.07241011996179042
-117.12,-0.3820566024197017,0.38112290681631045,0.06747421186848483,0.07169921093307625
-117.06,-0.377984044437813,0.385403305808868,0.06827645053527585,0.0709792542358325
-117.0,-0.3738635818044464,0.3896402379799151,0.06907101682390537,0.07025033039803273
-116.94,-0.3696956778706315,0.3938331677450354,0.06985781059995813,0.0695125210738611
-116.88,-0.36548080196949173,0.39798156445262356,0.07063673259681584,0.068765909034643
-116.82,-0.36121942936380197,0.4020849024506382,0.07140768442810941,0.06801057815963601
-116.76,-0.3569120411928038,0.4061426611527971,0.07217056860007322,0.0672466134266825
-116.7,-0.35255912441827686,0.4101543251042122,0.0729252885238014,0.06647410090272358
-116.64,-0.34816117176988826,0.41411938404644155,0.07367174852740133,0.06569312773417825
-116.58,-0.3437186816898058,0.41803733298197027,0.07440985386804723,0.06490378213718523
-116.52,-0.3392321582765957,0.4219076722380964,0.07513951074392866,0.06410615338771138
-116.46,-0.3347021112284062,0.4257299075302205,0.07586062630609451,0.06330033181152632
-116.4,-0.330129055785444,0.42950355002452884,0.07657310867018981,0.06248640877404527
-116.34,-0.32551351267174483,0.4332281164000679,0.07727686692808537,0.061664476670039735
-116.28,-0.32085600803626085,0.4369031289101882,0.07797181115939625,0.06083462891322011
-116.22,-0.316157073393248,0.44052811544336856,0.07865785244289054,0.05999695992568767
-116.16,-0.3114172455619791,0.4441026095833992,0.07933490286778529,0.0591515651272599
-116.1,-0.3066370666057804,0.4476261506689209,0.08000287554492816,0.0582985409246692
-116.04,-0.3018170837704029,0.45109828385231265,0.08066168461786408,0.05743798470063663
-115.98,-0.2969578494217262,0.4545185601579222,0.08131124527378554,0.05656999480282071
-115.92,-0.2920599209828215,0.457886536539624,0.08195147375436357,0.05569467053264549
-115.86,-0.28712386087035596,0.46120177593770934,0.08258228736646048,0.05481211213400515
-115.8,-0.2821502364303643,0.46446384733509244,0.0832036044927212,0.05392242078184952
-115.74,-0.27713961987338687,0.46767232581282786,0.08381534460204244,0.053025698570650336
-115.68,-0.27209258820898513,0.47082679260493265,0.08441742825991834,0.0521220485027504
-115.62,-0.2670097231796333,0.47392683515250866,0.0850097771386617,0.05121157447659515
-115.56,-0.26189161119401333,0.47697204715714875,0.085592314027498,0.05029438127485157
-115.5,-0.25673884325969554,0.4799620286336335,0.08616496284253311,0.049370574552411506
-115.44,-0.2515520149152312,0.48289638596190126,0.08672764863659167,0.04844026082428363
-115.38,-0.24633172616165738,0.48577473193828924,0.08728029760892576,0.047503547453374505
-115.32,-0.24107858139342359,0.48859668582603805,0.08782283711479204,0.04656054263816021
-115.26,-0.2357931893287486,0.49136187340505266,0.08835519567489668,0.04561135540025017
-115.2,-0.23047616293940834,0.49406992702091723,0.0888773029847069,0.04465609557184323
-115.14,-0.22512811937998195,0.49672048563314763,0.08938908992362667,0.043694873783080845
-115.08,-0.21974967991653865,0.49931319486268866,0.08989048856403734,0.04272780144929433
-115.02,-0.21434146985479244,0.5018477070386396,0.09038143218020063,0.04175499075815088
-114.96,-0.20890411846772589,0.5043236812442061,0.09086185525702326,0.0407765546566988
-114.9,-0.20343825892269302,0.5067407833618714,0.09133169349868189,0.03979260683831344
-114.84,-0.19794452820800282,0.5090986861177846,0.09179088383710814,0.0388032617295443
-114.78,-0.19242356705901076,0.51139706912535,0.09223936444033051,0.03780863447686825
-114.72,-0.1868760198837009,0.5136356189280257,0.09267707472067478,0.036808840933345556
-114.66,-0.18130253468778715,0.5158140290413149,0.0931039553428198,0.03580399764518398
-114.6,-0.17570376299933413,0.5179319999939503,0.09351994823170849,0.03479422183821083
-114.54,-0.17008035979290848,0.5199892393682616,0.09392499658031268,0.03377963140425537
-114.48,-0.1644329834132631,0.5219854618397277,0.09431904485725137,0.0327603448874414
-114.42,-0.15876229549858115,0.5239203892156975,0.09470203881426015,0.03173648147039524
-114.36,-0.15306896090326333,0.5257937504732862,0.09507392549351219,0.03070816096036613
-114.3,-0.1473536476202873,0.5276052817964341,0.09543465323478921,0.029675503775264008
-114.24,-0.14161702670313966,0.5293547266121245,0.0957841716825011,0.028638630929614994
-114.18,-0.13585977218733278,0.5310418356257579,0.09612243179255396,0.02759766402043662
-114.12,-0.13008256101150745,0.5326663668556769,0.09644938583906545,0.02655272521303298
-114.06,-0.1242860729381508,0.5342280856668324,0.09676498742092571,0.025503937226715255
-114.0,-0.11847099047391141,0.5357267648035964,0.09706919146820454,0.024451423320444143
-113.94,-0.11263799878954159,0.537162184421707,0.09736195424840255,0.0233953072783998
-113.88,-0.10678778563946792,0.5385341321193479,0.09764323337254616,0.022335713395479243
-113.82,-0.10092104128100082,0.5398424029673533,0.09791298780112545,0.02127276646272341
-113.76,-0.09503845839319387,0.5410867995385383,0.09817117784987396,0.02020659175267564
-113.7,-0.08914073199535423,0.5422671319361493,0.09841776519539001,0.019137315004671848
-113.64,-0.08322855936523442,0.5433832178214261,0.09865271288059797,0.0180650624100679
-113.58,-0.0773026399568875,0.54443488244028,0.09887598532004961,0.016989960597400832
-113.52,-0.07136367531821557,0.5454219586490779,0.09908754830506447,0.015912136617489536
-113.46,-0.06541236900821368,0.5463442869395304,0.09928736900870828,0.01483171792847498
-113.4,-0.05944942651392121,0.5472017154626804,0.09947541599060891,0.013748832380802406
-113.34,-0.05347555516708201,0.5479941000519908,0.0996516592016095,0.012663608202145562
-113.28,-0.04749146406054448,0.5487213042455229,0.09981606998825733,0.011576173982278726
-113.22,-0.04149786396438308,0.5493831993072085,0.09996862109712867,0.01048665865789313
-113.16,-0.035495467241772494,0.5499796642472072,0.10010928667898834,0.009395191497363321
-113.1,-0.0294849877646155,0.5505105858413502,0.10023804229278373,0.008301902085463851
-113.04,-0.023467140828937954,0.5509758586496633,0.10035486490947242,0.007206920308038571
-112.98,-0.0174426430700517,0.5513753850339715,0.10045973291568334,0.00611037633662268
-112.92,-0.011412212377517246,0.5517090751745768,0.10055262611720997,0.005012400613023421
-112.86,-0.0053765678098875586,0.5519768470860111,0.10063352574233628,0.003913123833855864
-112.8,0.0006635704907355643,0.5521786266318607,0.10070241444499389,0.00281267693503965
-112.74,0.006707481384330728,0.5523143475386566,0.1007592763077506,0.0017111910762568322
-112.68,0.012754442818759126,0.5523839514088353,0.10080409684462932,0.0006087976253733316
-112.62,0.018803731915737993,0.5523873877327601,0.1008368630037575,-0.000494371857175893
