point_id,Mach,eta,alpha,ci_ref,ci_seed,ci_gep,ci_final,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,p_rel_direct,rho_rel_direct,u_rel_direct,v_rel_direct,p_overlap_direct,sample_group,chart_id,continuation_status,reference_status,ci_final_source,ci_seed_abs_err,ci_seed_rel_err,ci_final_abs_err,ci_final_rel_err,gep_gain,modal_error_final,modal_error_direct
OFFGRID_0343,0.8988538238910846,0.9722909910902984,0.4261051300012924,0.0112013755413127,0.0115700450833598,0.0093371747495469,0.0093371744220713,0.0040393507242365,0.0040393507242364,0.0076493416289651,0.0063546753967412,0.9999918434076852,,,,,,near_neutral,HM2_NEUTRAL3,validated_bidirectional,continuation_corrected_reference,GEP_continuation_N401,0.000368669542047,0.032912881162441,0.0018642011192414,0.1664260886857948,0.197762751154833,0.0076493416289651,
