N,shoot_ci,gep_raw_index,gep_cr,gep_ci,gep_abs_err_vs_shoot,gep_rel_err_vs_shoot,n_admissible
401,0.011207777779423318,784,-1.5213862981585207e-10,0.009337174422071342,0.0018706033573519763,0.16690225253986307,4
501,0.011207777779423318,942,-5.399176408251062e-11,0.010446881225740907,0.0007608965536824112,0.06789004641753008,4
601,0.011207777779423318,1140,1.454532901816668e-10,0.010868109680314843,0.00033966809910847447,0.030306462689872467,8
