Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.35,0.1843739406749229,0.3389598658531463,0.85,0.35,modal_pretraining,1005,340
0.85,0.4,0.2107130750570548,0.3084451964423217,0.85,0.4,modal_pretraining,1006,340
0.85,0.4833333333333334,0.2546116323606079,0.2594591417006964,0.85,0.4833333333,joint_training,1009,340
0.85,0.55,0.2897304782034504,0.2217916513377925,0.85,0.55,modal_pretraining,1011,340
0.9,0.35,0.1525614630239235,0.333905160270857,0.9,0.35,modal_pretraining,1070,340
0.9,0.4166666666666667,0.1816207893141947,0.2963704175899347,0.9,0.4166666667,joint_training,1072,340
0.9,0.5,0.2179449471770336,0.2505780377793455,0.9,0.5,modal_pretraining,1075,340
0.9,0.55,0.239739441894737,0.2234809285610683,0.9,0.55,modal_pretraining,1076,340
0.94,0.35,0.1194110547646239,0.3423329821142157,0.94,0.35,modal_pretraining,1142,340
0.94,0.4,0.1364697768738559,0.3176730648493037,0.94,0.4,modal_pretraining,1143,340
0.94,0.45,0.1535284989830878,0.2931591499315462,0.94,0.45,modal_pretraining,1145,340
0.94,0.5,0.1705872210923198,0.2687216327354294,0.94,0.5,modal_pretraining,1147,340
0.98,0.35,0.0696491205974634,0.3825802738696409,0.98,0.35,modal_pretraining,1206,340
0.98,0.4166666666666667,0.082915619758885,0.3610808597988703,0.98,0.4166666667,joint_training,1208,340
0.98,0.4833333333333334,0.0961821189203067,0.3396697769449334,0.98,0.4833333333,joint_training,1210,340
0.98,0.55,0.1094486180817283,0.3182922058304853,0.98,0.55,modal_pretraining,1212,340
