point_id,Mach,eta,alpha,chart_id,ci_ref,ci_seed,ci_joint_reloaded,ci_anchor_prefit,ci_anchor_matched,e_joint,e_anchor,delta_e,physics_better,e_prefit,delta_e_prefit,e_joint_rel_reg,e_anchor_rel_reg,delta_e_rel_reg,joint_vs_release_abs
OFFGRID_0005,0.1328783810978405,0.0864899576040803,0.0857229949585971,VLOW_EXTREME_CI_ONLY,0.8435561219963619,0.8507614858029423,0.8431152082003218,0.8434051760910225,0.8431171179069373,0.00044091379604005443,0.00043900408942454394,1.909706615510487e-06,False,0.00015094590533937247,0.00028996789070068196,0.0005226846021774898,0.0005204207259922385,2.263876185251267e-06,0.007646277602620488
OFFGRID_0026,0.5598439267842509,0.1188981189143794,0.098518753009546,VLOW_EXTREME_CI_ONLY,0.6379728543643375,0.629764960530416,0.6377241857634032,0.6377035574858788,0.637744635037884,0.00024866860093430976,0.00022821932645344933,2.0449274480860424e-05,False,0.0002692968784586691,-2.0628277524359362e-05,0.0003897792817252042,0.00035772576355281167,3.205351817239251e-05,0.0079592252329872
OFFGRID_0049,0.5286530014944592,0.1136714519172192,0.0964886515025838,VLOW_EXTREME_CI_ONLY,0.6587314608819775,0.6672237543436282,0.6577858876274979,0.6579479708494809,0.6578370644166065,0.0009455732544796369,0.000894396465371039,5.117678910859791e-05,False,0.0007834900324966698,0.0001620832219829671,0.001435445717460657,0.001357755805641238,7.768991181941894e-05,0.009437866716130339
OFFGRID_0100,0.5756902972594317,0.0972169780636957,0.0794911955771793,VLOW_EXTREME_CI_ONLY,0.6529428483559386,0.6393671418475282,0.6529021656799202,0.6528510370201289,0.6529153219873802,4.0682676018422015e-05,2.7526368558405956e-05,1.3156307460016059e-05,False,9.181133580971057e-05,-5.1128659791288555e-05,6.230664157032726e-05,4.215739344984833e-05,2.014924812047893e-05,0.013535023832392024
OFFGRID_0107,0.593000683417157,0.1073208007455755,0.0864149186478727,VLOW_EXTREME_CI_ONLY,0.6335563682427108,0.6357789280714436,0.6323332025815115,0.6322367430677552,0.6323848309023035,0.001223165661199288,0.0011715373404073137,5.1628320791974325e-05,False,0.001319625174955541,-9.645951375625295e-05,0.0019306343089754918,0.001849144605170327,8.148970380516467e-05,0.003445725489932161
OFFGRID_0121,0.2598246332151542,0.0850608598739555,0.0821395142714607,VLOW_EXTREME_CI_ONLY,0.8104349361853861,0.8067625884324606,0.8102558772911175,0.8101105752441888,0.8102550829870979,0.00017905889426861332,0.00017985319828817126,-7.943040195579343e-07,True,0.0003243609411972548,-0.00014530204692864146,0.0002209417268108168,0.00022192182278656116,-9.80095975744368e-07,0.003493288858656851
OFFGRID_0171,0.1555557461877539,0.0949853563735528,0.0938291105873279,VLOW_EXTREME_CI_ONLY,0.826243473839592,0.8208798835851191,0.8261148174391713,0.8264385265681164,0.8261257833815118,0.00012865640042070137,0.00011769045808018852,1.0965942340512846e-05,False,0.00019505272852449185,-6.639632810379048e-05,0.00015571245582470875,0.0001424404086767251,1.3272047147983642e-05,0.0052349338540521595
OFFGRID_0182,0.4357301392174907,0.0909032784638929,0.0818199824806896,VLOW_EXTREME_CI_ONLY,0.7293899218535114,0.7374525721369793,0.7295309497551146,0.7297108058212665,0.729530633666709,0.00014102790160319678,0.00014071181319763593,3.160884055608548e-07,False,0.0003208839677550923,-0.00017985606615189553,0.00019335049385494585,0.00019291713386999072,4.3335998495513516e-07,0.007921622381864779
OFFGRID_0187,0.6893342686636784,0.0894738253025277,0.0648187238337261,VLOW_EXTREME_CI_ONLY,0.6010774466717576,0.5985662492703466,0.6018100714678283,0.6017151535734311,0.6017996967116624,0.0007326247960707244,0.0007222500399048926,1.0374756165831833e-05,False,0.0006377069016735293,9.491789439719511e-05,0.0012188525790268146,0.0012015923137760087,1.7260265250805974e-05,0.0032438221974816495
OFFGRID_0211,0.1147293992995251,0.0823992268896248,0.0818551267670915,VLOW_EXTREME_CI_ONLY,0.8530734811467329,0.859025093397176,0.8526345680208358,0.8527691076363817,0.8526361374248208,0.0004389131258970558,0.0004373437219120646,1.569403984991169e-06,False,0.00030437351035117466,0.00013453961554588112,0.0005145079944426974,0.0005126682889311845,1.8397055115129332e-06,0.006390525376340217
OFFGRID_0235,0.3494627779071624,0.1103912403952224,0.1034311000435433,VLOW_EXTREME_CI_ONLY,0.7428386895638244,0.7447489873536589,0.7426038083028256,0.7424857838158148,0.742649512705284,0.00023488126099879825,0.00018917685854036304,4.570440245843521e-05,False,0.00035290574800961316,-0.00011802448701081492,0.0003161941674533867,0.000254667481915142,6.152668553824472e-05,0.0021451790508333346
OFFGRID_0240,0.6395082342428161,0.0699671403984168,0.0537896353414023,VLOW_EXTREME_CI_ONLY,0.6476618468133059,0.6592236376485933,0.6472064933128289,0.6466665643178365,0.6472308715817421,0.00045535350047698486,0.00043097523156376827,2.4378268913216594e-05,False,0.0009952824954693185,-0.0005399289949923336,0.0007030729117632345,0.0006654324840722023,3.764042769103214e-05,0.012017144335764396
