Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.55,0.2897304782034504,0.2217916513377925,0.85,0.55,modal_pretraining,1011,340
0.85,0.6,0.3160696125855822,0.1943492101905763,0.85,0.6,modal_pretraining,1014,340
0.85,0.65,0.342408746967714,0.1675402985478431,0.85,0.65,modal_pretraining,1017,340
0.9,0.55,0.239739441894737,0.2234809285610683,0.9,0.55,modal_pretraining,1076,340
0.9,0.6,0.2615339366124403,0.1966669425420407,0.9,0.6,modal_pretraining,1079,340
0.9,0.65,0.2833284313301437,0.1699951127280745,0.9,0.65,modal_pretraining,1082,340
0.94,0.575,0.1961753042561678,0.2318005033906369,0.94,0.575,modal_pretraining,1149,340
0.94,0.625,0.2132340263653998,0.2067839975745522,0.94,0.625,modal_pretraining,1153,340
0.98,0.55,0.1094486180817283,0.3182922058304853,0.98,0.55,modal_pretraining,1212,340
0.98,0.6,0.1193984924527945,0.3021489353604991,0.98,0.6,modal_pretraining,1215,340
0.98,0.65,0.1293483668238607,0.2859439572206668,0.98,0.65,modal_pretraining,1218,340
