step,ci_anchor_loss
1,0.045819243717214866
100,0.0005593862765949387
200,0.00039466792385488
300,0.0002901082689596318
400,0.0002165847848512649
500,0.0001527218019997025
600,8.953544012620251e-05
700,3.671769702296647e-05
800,9.130287516214742e-06
900,1.4967308699895918e-06
1000,2.050595273841537e-07
1100,3.0764671602009525e-08
1200,5.774677827443558e-09
1300,1.1792665094155396e-09
1400,2.2730191672359418e-10
1500,3.920764024466971e-11
1600,5.952685017806213e-12
1700,7.888042582343942e-13
1800,9.053343441159673e-14
1900,8.925083685846139e-15
2000,7.487869928631373e-16
2100,5.291492467897456e-17
2200,3.113887207344548e-18
2300,1.5066178775376486e-19
2400,5.9096549848442336e-21
2500,1.851646058696461e-22
2600,4.590367153640016e-24
2700,9.432263051121814e-26
2800,2.871014198448273e-27
2900,7.435292630515022e-28
3000,5.805339390197901e-28
