alpha,ci_reference,ci_physics_only,abs_error_physics_only,ci_4_anchors,abs_error_4_anchors,ci_8_anchors,abs_error_8_anchors,ci_16_anchors,abs_error_16_anchors
0.1,0.6705484538727271,0.007391685154289007,0.6631567687184381,0.10282567888498306,0.567722774987744,0.08573034405708313,0.584818109815644,0.07892198115587234,0.5916264727168548
0.10175000000000001,0.6683033812816522,0.007491505704820156,0.6608118755768321,0.10349579155445099,0.5648075897272012,0.08685597777366638,0.5814474035079858,0.0800807774066925,0.5882226038749597
0.10350000000000001,0.6660583086905774,0.007593975402414799,0.6584643332881626,0.10416952520608902,0.5618887834844883,0.08799118548631668,0.5780671232042607,0.08127811551094055,0.5847801931796368
0.10525000000000001,0.6638132360995024,0.007699077017605305,0.6561141590818971,0.10484685748815536,0.558966378611347,0.08913572877645493,0.5746775073230475,0.08251269906759262,0.5813005370319098
0.10700000000000001,0.6615681635084275,0.007806792389601469,0.653761371118826,0.1055278554558754,0.5560403080525521,0.0902893990278244,0.5712787644806031,0.08378301560878754,0.57778514789964
0.10875000000000001,0.6593230909173526,0.007917091250419617,0.651405999666933,0.10621242225170135,0.5531106686656513,0.09145195037126541,0.5678711405460872,0.08508732169866562,0.574235769218687
0.11050000000000001,0.6570977860852023,0.008029941469430923,0.6490678446157714,0.10690061748027802,0.5501971686049243,0.09262305498123169,0.5644747311039706,0.08642354607582092,0.5706742400093814
0.11225,0.654921900650363,0.008145292289555073,0.646776608360808,0.10759237408638,0.547329526563983,0.09380243718624115,0.5611194634641219,0.08778946101665497,0.5671324396337081
0.114,0.6527460152155239,0.00826309621334076,0.6444829190021831,0.1082877367734909,0.544458278442033,0.0949898287653923,0.5577561864501316,0.08918259292840958,0.5635634222871143
0.11575,0.6505701297806847,0.008383289910852909,0.6421868398698318,0.10898669064044952,0.5415834391402352,0.09618484973907471,0.55438528004161,0.09060025960206985,0.5599698701786149
0.11750000000000001,0.6483942443458455,0.00850580632686615,0.6398884380189793,0.10968920588493347,0.538705038460912,0.0973871499300003,0.5510070944158452,0.09203964471817017,0.5563545996276753
0.11925000000000001,0.6462183589110063,0.008630572818219662,0.6375877860927867,0.11039527505636215,0.5358230838546442,0.09859636425971985,0.5476219946512865,0.09349781274795532,0.552720546163051
0.12100000000000001,0.644042473476167,0.008757506497204304,0.6352849669789628,0.11110488325357437,0.5329375902225927,0.09981201589107513,0.5442304575850919,0.09497176855802536,0.5490707049181417
0.12275000000000001,0.6418665880413279,0.00888652354478836,0.6329800644965395,0.11181806772947311,0.5300485203118548,0.1010337844491005,0.5408328035922274,0.09645843505859375,0.5454081529827342
0.12450000000000001,0.6396907026064887,0.00901750847697258,0.6306731941295162,0.11253476142883301,0.5271559411776557,0.10226112604141235,0.5374295765650764,0.09795466810464859,0.5417360345018402
0.12625,0.6375148171716495,0.009150385856628418,0.6283644313150211,0.11325495690107346,0.524259860270576,0.10349365323781967,0.5340211639338298,0.09945741295814514,0.5380574042135043
0.128,0.6353389317368103,0.00928502343595028,0.62605390830086,0.11397868394851685,0.5213602477882935,0.10473078489303589,0.5306081468437744,0.10096369683742523,0.5343752348993851
0.12975,0.6331630463019712,0.009421310387551785,0.6237417359144194,0.11470586806535721,0.518457178236614,0.1059720516204834,0.5271909946814878,0.10247044265270233,0.5306926036492688
0.1315,0.6310406140977324,0.009559130296111107,0.6214814838016213,0.11543652415275574,0.5156040899449766,0.10721693187952042,0.523823682218212,0.10397496819496155,0.5270656459027708
0.13325,0.6289270907652604,0.00969834066927433,0.6192287500959861,0.11617062240839005,0.5127564683568704,0.10846473276615143,0.520462357999109,0.10547453165054321,0.5234525591147172
0.135,0.6268135674327885,0.009838839061558247,0.6169747283712302,0.11690817028284073,0.5099053971499478,0.10971496999263763,0.5170985974401509,0.10696662217378616,0.5198469452590023
0.13675,0.6247000441003164,0.009980469010770321,0.6147195750895461,0.1176491305232048,0.5070509135771116,0.11096701771020889,0.5137330263901075,0.10844890028238297,0.5162511438179335
0.1385,0.6225865207678445,0.010123100131750107,0.6124634206360944,0.11839348822832108,0.5041930325395234,0.11222022026777267,0.5103663005000718,0.10991919040679932,0.5126673303610452
0.14025,0.6204729974353725,0.010266594588756561,0.610206402846616,0.11914122104644775,0.5013317763889248,0.11347389221191406,0.5069991052234585,0.11137565225362778,0.5090973451817448
0.14200000000000002,0.6183594741029005,0.010410814546048641,0.6079486595568518,0.11989226192235947,0.498467212180541,0.11472739279270172,0.5036320813101988,0.11281651258468628,0.5055429615182142
0.14375000000000002,0.6162459507704285,0.010555618442595005,0.6056903323278335,0.12064671516418457,0.49559923560624397,0.11597999185323715,0.5002659589171914,0.11424031108617783,0.5020056396842507
0.14550000000000002,0.6141324274379566,0.01070085633546114,0.6034315711024955,0.12140443176031113,0.49272799567764547,0.11723095923662186,0.49690146820133474,0.11564575880765915,0.49848666863029745
0.14725000000000002,0.6120189041054847,0.01084639597684145,0.6011725081286432,0.12216538935899734,0.4898535147464873,0.11847960203886032,0.49353930206662433,0.1170317679643631,0.49498713614112155
0.14900000000000002,0.6099053807730126,0.010992099530994892,0.5989132812420177,0.12292961031198502,0.4869757704610276,0.11972510069608688,0.4901802800769257,0.11839749664068222,0.4915078841323304
0.15075000000000002,0.607818759499802,0.011137817986309528,0.5966809415134925,0.12369707226753235,0.48412168723226967,0.12096672505140305,0.486852034448399,0.1197422593832016,0.4880765001166004
0.15250000000000002,0.6057680076389401,0.011283422820270061,0.5944845848186701,0.12446770071983337,0.48130030691910675,0.12220372259616852,0.4835642850427716,0.12106558680534363,0.4847024208335965
0.15425,0.6037172557780781,0.011428792029619217,0.5922884637484589,0.12524151802062988,0.4784757377574482,0.12343524396419525,0.48028201181388286,0.12236714363098145,0.48135011214709666
0.15600000000000003,0.6016665039172161,0.011573790572583675,0.5900927133446324,0.1260184645652771,0.475648039351939,0.12466054409742355,0.47700595981979255,0.1236468032002449,0.4780197007169712
0.15775,0.5996157520563542,0.01171828992664814,0.5878974621297061,0.12679846584796906,0.47281728620838515,0.1258787363767624,0.4737370156795918,0.12490440160036087,0.47471135045599333
0.15950000000000003,0.5975650001954921,0.011862186715006828,0.5857028134804853,0.12758149206638336,0.4699835081291087,0.12708915770053864,0.47047584249495344,0.12614017724990845,0.47142482294558363
0.16125,0.5955142483346302,0.01200537197291851,0.5835088763617117,0.1283675730228424,0.4671466753117878,0.12829086184501648,0.4672233864896137,0.12735424935817719,0.468159998976453
0.16300000000000003,0.5934634964737682,0.012147711589932442,0.5813157848838357,0.12915661931037903,0.46430687716338914,0.129483163356781,0.46398033311698716,0.12854698300361633,0.46491651347015184
0.16475,0.5914127446129062,0.012289131060242653,0.5791236135526635,0.12994860112667084,0.4614641434862353,0.13066518306732178,0.4607475615455844,0.12971869111061096,0.4616940535022952
0.1665,0.5893619927520442,0.012429538182914257,0.5769324545691299,0.13074345886707306,0.4586185338849711,0.1318361759185791,0.45752581683346505,0.13086986541748047,0.4584921273345637
0.16825,0.5873112408911823,0.012568839825689793,0.5747424010654925,0.1315411627292633,0.45577007816191895,0.13299541175365448,0.45431582913752777,0.13200096786022186,0.4553102730309604
0.17,0.5852604890303202,0.012706959620118141,0.5725535294102021,0.1323416382074356,0.45291885082288463,0.13414205610752106,0.4511184329227992,0.13311254978179932,0.4521479392485209
0.17175,0.5832620259801772,0.01284381840378046,0.5704182075763967,0.13314490020275116,0.450117125777426,0.13527552783489227,0.4479864981452849,0.13420523703098297,0.4490567889491942
0.17350000000000002,0.581263562930034,0.012979363091289997,0.568284199838744,0.13395081460475922,0.4473127483252748,0.13639502227306366,0.44486854065697035,0.1352795511484146,0.4459840117816194
