source_row,Mach,eta,alpha,ci_seed_abs_err,ci_final_abs_err,valid,region_interior,region_long_wavelength,region_near_neutral,region_high_mach,region_edge_corner_union
260,0.7,0.78125,0.5579240959799101,0.000531932369845,4.24669818344936e-05,True,True,False,False,False,False
261,0.7,0.8150000000000001,0.5820264169262424,0.0004147564543564,4.492832948470305e-05,True,True,False,False,False,False
262,0.7,0.8600000000000001,0.6141628448546852,0.0001283598758066,3.3089060358995614e-05,True,True,False,False,False,False
263,0.7,0.905,0.6462992727831279,0.0007069891797103,1.2994065906900276e-05,True,False,False,True,False,True
264,0.7,0.9275,0.6623674867473494,0.0001316719971604,1.4966558414805651e-05,True,False,False,True,False,True
265,0.7,0.95,0.6784357007115707,0.0001773255760556,5.646832119490103e-05,True,False,False,True,False,True
266,0.7,0.9725,0.6945039146757922,0.0006204522055765,0.0009447894620868,True,False,False,True,False,True
267,0.77,0.025,0.0159510971409492,0.0002428306260232,0.0003080511335159,True,False,True,False,False,True
268,0.77,0.04,0.0255217554255188,7.992305314930004e-05,0.0002972506478624,True,False,True,False,False,True
269,0.77,0.055,0.0350924137100884,8.432107223832475e-05,0.0003047628619591,True,False,True,False,False,True
270,0.7749999999999999,0.05875,0.0371277224380583,0.0003065300300078,0.0003018718420954,True,False,True,False,False,True
271,0.7749999999999999,0.0849999999999999,0.0537167048039992,3.6261485388378034e-05,0.0003293245799462,True,False,True,False,False,True
272,0.7749999999999999,0.11125,0.0703056871699402,5.819250654015562e-06,0.0003020679464843,True,False,True,False,False,True
273,0.7749999999999999,0.1362499999999999,0.0861047179946459,0.0007709772283108,8.251935991809844e-05,True,False,True,False,False,True
274,0.7749999999999999,0.185,0.116912828102822,0.0001179869722605,6.637344648618981e-05,True,False,True,False,False,True
275,0.7749999999999999,0.23375,0.147720938210998,0.0001391193739992,7.668089249157628e-05,True,False,True,False,False,True
276,0.7749999999999999,0.26875,0.169839581365586,0.000259498689349,6.690124153790888e-05,True,True,False,False,False,False
277,0.7749999999999999,0.325,0.2053874007211737,4.986275213442193e-05,6.869646304641375e-05,True,True,False,False,False,False
278,0.7749999999999999,0.375,0.2369854623705851,0.0004136785019535,7.571484240909143e-05,True,True,False,False,False,False
279,0.7749999999999999,0.38125,0.2409352200767615,0.000581870656259,8.503548273508521e-05,True,True,False,False,False,False
280,0.7749999999999999,0.45,0.2843825548447021,7.900115828279874e-05,6.628144761500199e-05,True,True,False,False,False,False
281,0.7749999999999999,0.525,0.3317796473188192,0.0008028889270793,4.882051416979505e-05,True,True,False,False,False,False
282,0.7749999999999999,0.5625,0.3554781935558777,6.762935857390628e-05,6.340457446291081e-05,True,True,False,False,False,False
283,0.7749999999999999,0.6000000000000001,0.3791767397929362,1.7071466132112523e-05,5.892793437020649e-05,True,True,False,False,False,False
284,0.7749999999999999,0.6375000000000001,0.4028752860299948,0.0003705912477724,5.450007131799217e-05,True,True,False,False,False,False
285,0.7749999999999999,0.6687500000000001,0.4226240745608768,0.0001939502478446,6.121374998349638e-05,True,True,False,False,False,False
286,0.7749999999999999,0.7250000000000001,0.4581718939164647,0.0001029828804967,4.892029628200678e-05,True,True,False,False,False,False
287,0.7749999999999999,0.78125,0.4937197132720524,0.0005792607965681,3.749797457379411e-05,True,True,False,False,False,False
288,0.7749999999999999,0.8150000000000001,0.515048404885405,4.882364479200096e-05,2.1506921689604108e-05,True,True,False,False,False,False
289,0.7749999999999999,0.8600000000000001,0.5434866603698754,0.0002344986646564,3.5701412504612895e-05,True,True,False,False,False,False
290,0.7749999999999999,0.905,0.5719249158543455,0.0006995275871087,1.4328159887500023e-05,True,False,False,True,False,True
291,0.7749999999999999,0.9275,0.5861440435965806,6.983223603829886e-05,1.8715669067102814e-05,True,False,False,True,False,True
292,0.7749999999999999,0.95,0.6003631713388157,0.0002299546850529,9.179854525760006e-05,True,False,False,True,False,True
293,0.7749999999999999,0.9725,0.6145822990810508,0.0006008539093843,0.0011671980192418,True,False,False,True,False,True
294,0.84,0.025,0.0135646599662505,0.0005067493245483,0.000449504731212,True,False,True,False,False,True
295,0.84,0.04,0.0217034559460008,0.0002756115787472,0.0003425225125189,True,False,True,False,False,True
296,0.84,0.055,0.0298422519257511,0.0002895441873025,0.0003206575324351,True,False,True,False,False,True
297,0.85,0.05875,0.0309484828990049,0.000113182310012,0.0003305862454558,True,False,True,False,False,True
298,0.85,0.0849999999999999,0.0447765284496241,0.0001182231521046,0.0003345541965222,True,False,True,False,False,True
299,0.85,0.11125,0.0586045740002433,0.0005596666981204,0.0003627436380914,True,False,True,False,False,True
300,0.85,0.1362499999999999,0.0717741411913092,0.0006614296300844,7.505875969898712e-05,True,False,True,False,False,True
301,0.85,0.185,0.0974547972138878,2.012757681091326e-05,9.235087472259096e-05,True,False,True,False,False,True
302,0.85,0.23375,0.1231354532364664,0.0006074997971624,9.759158451438932e-05,True,False,True,False,False,True
303,0.85,0.26875,0.1415728473039587,0.0002638579645599,9.259779307513316e-05,True,True,False,False,False,False
304,0.85,0.325,0.171204373483857,0.0002200404635032,7.536149593034835e-05,True,True,False,False,False,False
305,0.85,0.375,0.1975435078659889,0.0004906463578372,9.57555551135969e-05,True,True,False,False,False,False
306,0.85,0.38125,0.2008358996637554,0.000689626768998,8.059133194260326e-05,True,True,False,False,False,False
307,0.85,0.45,0.2370522094391866,0.0002463508924446,8.951003128199186e-05,True,True,False,False,False,False
308,0.85,0.525,0.2765609110123844,0.0009267560747324,5.773844457548916e-05,True,True,False,False,False,False
309,0.85,0.5625,0.2963152617989833,0.0001603968636295,7.873267477390145e-05,True,True,False,False,False,False
310,0.85,0.6000000000000001,0.3160696125855822,0.000133369420155,7.757648838821463e-05,True,True,False,False,False,False
311,0.85,0.6375000000000001,0.3358239633721811,0.0004249493818452,4.822414992028401e-05,True,True,False,False,False,False
312,0.85,0.6687500000000001,0.3522859223610135,0.0002298186137374,4.675190122971351e-05,True,True,False,False,False,False
313,0.85,0.7250000000000001,0.3819174485409118,0.0002193862870744,5.336915423989619e-05,True,True,False,False,False,False
314,0.85,0.78125,0.4115489747208102,0.0007454958825107,4.403825866880484e-05,True,True,False,False,False,False
315,0.85,0.8150000000000001,0.4293278904287492,5.59059155112035e-05,4.930337388450723e-05,True,True,False,False,False,False
316,0.85,0.8600000000000001,0.4530331113726679,0.0003256571954022,1.8663467929599945e-05,True,True,False,False,False,False
317,0.85,0.905,0.4767383323165865,0.0008571436989305,2.1063306017997385e-05,True,False,False,True,False,True
318,0.85,0.9275,0.4885909427885458,0.0001120255766273,9.887881004498613e-06,True,False,False,True,False,True
319,0.85,0.95,0.5004435532605052,0.0002947024544986,0.0001494018934454,True,False,False,True,False,True
320,0.85,0.9725,0.5122961637324646,0.0006660523158266,0.0015327415665529,True,False,False,True,False,True
321,0.86,0.025,0.012757350822173,0.0001498675251386,0.0005518102690602,True,False,True,False,False,True
322,0.86,0.04,0.0204117613154769,0.0001633703576461,0.0003514476325071,True,False,True,False,False,True
323,0.86,0.055,0.0280661718087807,0.000486361895703,0.0003406913464379,True,False,True,False,False,True
324,0.885,0.025,0.0116397755562553,0.0001756352901129,0.0015062612373729,True,False,True,False,False,True
325,0.885,0.04,0.0186236408900085,3.994725971645519e-05,0.0015076745043494,True,False,True,False,False,True
326,0.885,0.055,0.0256075062237618,0.0001196443573026,0.0015247415690008,True,False,True,False,False,True
327,0.915,0.05875,0.0237029130264087,6.49173227710298e-05,0.0016294433150386,True,False,True,False,True,True
328,0.915,0.0849999999999999,0.0342935762935276,0.0001441945429513,0.0003989277358135,True,False,True,False,True,True
329,0.915,0.11125,0.0448842395606464,0.0003120804030364,0.0004050749005274,True,False,True,False,True,True
330,0.915,0.1362499999999999,0.054970585529331,0.0002669096721473,0.0001204732547785,True,False,True,False,True,True
331,0.915,0.185,0.0746389601682659,0.0002412785347273,6.703816850717192e-05,True,False,True,False,True,True
332,0.915,0.23375,0.0943073348072009,0.0006257442839084,9.32985189429636e-05,True,False,True,False,True,True
333,0.915,0.26875,0.1084282191633593,0.0007158950051049,9.671096221863797e-05,True,False,False,False,True,True
334,0.915,0.325,0.1311224975928997,0.0008727187513057,0.0001240874520543,True,False,False,False,True,True
335,0.915,0.375,0.1512951895302688,0.00080771853291,9.500850921678738e-05,True,False,False,False,True,True
336,0.915,0.38125,0.15381677602244,0.0014684657625473,0.0001119699976391,True,False,False,False,True,True
337,0.915,0.45,0.1815542274363226,0.0008610965241672,8.812591010448623e-05,True,False,False,False,True,True
338,0.915,0.525,0.2118132653423764,0.0022513611383297,9.524920722669972e-05,True,False,False,False,True,True
339,0.915,0.5625,0.2269427842954033,0.0013287180105988,9.29021943490982e-05,True,False,False,False,True,True
340,0.915,0.6000000000000001,0.2420723032484302,0.0010420683787795,0.0001072606022913,True,False,False,False,True,True
341,0.915,0.6375000000000001,0.2572018222014571,0.0017434318168789,0.0001010370007258,True,False,False,False,True,True
342,0.915,0.6687500000000001,0.2698097546623129,0.0011434353839613,9.789393223130773e-05,True,False,False,False,True,True
343,0.915,0.7250000000000001,0.2925040330918532,0.0004429258549183,9.514252391160104e-05,True,False,False,False,True,True
344,0.915,0.78125,0.3151983115213935,0.001278124699677,8.612273407089532e-05,True,False,False,False,True,True
345,0.915,0.8150000000000001,0.3288148785791177,0.0003221748838858,6.553635877999675e-05,True,False,False,False,True,True
346,0.915,0.8600000000000001,0.34697030132275,0.0004459769823071,5.65923925310019e-05,True,False,False,False,True,True
347,0.915,0.905,0.3651257240663823,0.0014217923469455,1.70006654036034e-05,True,False,False,True,True,True
348,0.915,0.9275,0.3742034354381984,0.0007185288091362,7.988476289601948e-06,True,False,False,True,True,True
349,0.915,0.95,0.3832811468100145,0.0002597539788785,0.0002324634180055,True,False,False,True,True,True
350,0.915,0.9725,0.3923588581818307,0.0018811461322189,0.0020574385892366,True,False,False,True,True,True
351,0.92,0.025,0.0097979589711327,0.0003542514313032,0.0016169736049574,True,False,True,False,True,True
352,0.92,0.04,0.0156767343538123,0.000175563768227,0.0016462074164192,True,False,True,False,True,True
353,0.92,0.055,0.0215555097364919,0.0001549545092262,0.0016412784568118,True,False,True,False,True,True
354,0.93,0.025,0.0091889879747445,1.2261021270942862e-05,0.001656649892099,True,False,True,False,True,True
355,0.93,0.04,0.0147023807595912,7.972901190311799e-05,0.0016627341744405,True,False,True,False,True,True
356,0.93,0.055,0.020215773544438,0.0003144563819735,0.0016779349189457,True,False,True,False,True,True
357,0.95,0.025,0.0078062474979979,9.89016032739709e-05,0.001710618384591,True,False,True,False,True,True
358,0.95,0.04,0.0124899959967968,1.1840294271092676e-05,0.0017493257557264,True,False,True,False,True,True
359,0.95,0.055,0.0171737444955955,0.0001198285293615,0.0017404565516438,True,False,True,False,True,True
360,0.98,0.025,0.0049749371855331,4.047710192878196e-05,0.001813710393366,True,False,True,False,True,True
361,0.98,0.04,0.0079598994968529,4.617261236739001e-05,0.0018690016306736,True,False,True,False,True,True
362,0.98,0.055,0.0109448618081728,0.0001768571521242,0.001885247448348,True,False,True,False,True,True
363,0.98,0.05875,0.0116911023860027,1.983759678408914e-05,0.0018693236969575,True,False,True,False,True,True
364,0.98,0.0849999999999999,0.0169147864308125,2.903471556514603e-06,0.0004026837648969,True,False,True,False,True,True
365,0.98,0.11125,0.0221384704756223,0.0001912922694541,0.0004460815690777,True,False,True,False,True,True
366,0.98,0.1362499999999999,0.0271134076611554,0.0003961118958122,0.0045569985893798,True,False,True,False,True,True
367,0.98,0.185,0.0368145351729449,0.0001324733952562,0.0023719114741772,True,False,True,False,True,True
368,0.98,0.23375,0.0465156626847345,3.1820140575178346e-05,0.0004261725197213,True,False,True,False,True,True
369,0.98,0.26875,0.0534805747444808,0.0005882183503773,8.357805721648237e-05,True,False,False,False,True,True
370,0.98,0.325,0.0646741834119303,0.0002143495601797,6.323987574785583e-05,True,False,False,False,True,True
371,0.98,0.375,0.0746240577829965,0.0008814739097852,9.881582163057125e-05,True,False,False,False,True,True
372,0.98,0.38125,0.0758677920793798,0.0002912708306748,0.0001257204442797,True,False,False,False,True,True
373,0.98,0.45,0.0895488693395959,0.0003493994878365,0.0001348308796205,True,False,False,False,True,True
374,0.98,0.525,0.1044736808961952,0.0005745703442568,0.0001292239462241,True,False,False,False,True,True
375,0.98,0.5625,0.1119360866744948,0.0011039765472483,0.000144761208395,True,False,False,False,True,True
376,0.98,0.6000000000000001,0.1193984924527945,0.0005359276913866,0.0001173651562507,True,False,False,False,True,True
377,0.98,0.6375000000000001,0.1268608982310942,0.0010686706858237,0.0001428907569127,True,False,False,False,True,True
378,0.98,0.6687500000000001,0.1330795697130105,0.0017280964718959,0.000119594193157,True,False,False,False,True,True
379,0.98,0.7250000000000001,0.14427317838046,0.0007634903003785,0.0001530105740615,True,False,False,False,True,True
380,0.98,0.78125,0.1554667870479095,0.0015616139123144,0.0001356986489191,True,False,False,False,True,True
381,0.98,0.8150000000000001,0.1621829522483792,0.0019187007707522,0.0001400028440404,True,False,False,False,True,True
382,0.98,0.8600000000000001,0.1711378391823388,0.0011175199575123,0.0001616710446392,True,False,False,False,True,True
383,0.98,0.905,0.1800927261162984,0.0030810849339379,0.000154214298466,True,False,False,True,True,True
384,0.98,0.9275,0.1845701695832781,0.0157381538921932,0.0001058921866199,True,False,False,True,True,True
385,0.98,0.95,0.1890476130502579,0.0225947719499189,0.0001146645202146,True,False,False,True,True,True
386,0.98,0.9725,0.1935250565172377,0.1484978281947952,0.1477036788046178,True,False,False,True,True,True
