seed,n_alpha,root_threshold,mismatch_at_pinn_median,mismatch_at_pinn_p95,mismatch_at_pinn_max,local_mismatch_median,local_mismatch_p95,abs_pinn_minus_target_median,abs_local_minus_target_median,abs_local_minus_pinn_median,direct_target_root_like,direct_alternate_root_like,target_root_basin,candidate_alternate_root_basin,no_local_root_like_minimum
1234,11,0.0001,0.26590700852698756,0.33988037677180394,0.34469855387952025,0.20517352418509074,0.28893103221556876,0.2859549073281347,0.23595490732813473,0.05000000000000001,0,0,1,0,10
2345,11,0.0001,0.26614201824215084,0.3414087727300733,0.34613164720280865,0.205359985994052,0.29029750486704353,0.28717874932813475,0.23717874932813474,0.05,0,0,1,0,10
3456,11,0.0001,0.2669320591730007,0.34080830036048926,0.3459616275268677,0.20582843203775653,0.2905445393275735,0.28796122332813473,0.23796122332813474,0.05,0,0,1,0,10
