case,anchor_alphas,pchip_mae,pchip_median_abs,pchip_p95_abs,pchip_max_abs,pchip_rmse,linear_mae,linear_median_abs,linear_p95_abs,linear_max_abs,linear_rmse
article_ci4,0.100000 0.287000 0.520000 0.800000,0.0005231894639203227,0.00036820804177928323,0.0013143472921487431,0.0014063395343995033,0.0007240665887128156,0.003574046291418278,0.0038561262837198407,0.006311996150050514,0.0065576821935151575,0.003969528208844045
stage0_ci4,0.100000 0.300000 0.550000 0.800000,0.0005337540272118915,0.00034360018609105175,0.0015648856871859351,0.001649705587094541,0.0007320224300458981,0.003643422995398129,0.003336753564538192,0.007121657837237061,0.007349070735947927,0.004168735337548365
