target_index,point_id,sample_group,Mach,eta,alpha,chart_id,chart_path,N,mapping_scale,xi_max,eta_low,eta_high,max_step,forward_n_steps,backward_n_steps,ci_seed_target,ci_independent_original,ci_forward,cr_forward,ci_backward,cr_backward,forward_backward_ci_abs,forward_backward_overlap,forward_min_adjacent_overlap,backward_min_adjacent_overlap,minimum_adjacent_overlap,continuation_status,reference_status,success,error,traceback,ci_classic_raw,ci_cont_abs_err_vs_classic,ci_cont_rel_err_vs_classic,p_rel_cont_vs_classic,rho_rel_cont_vs_classic,u_rel_cont_vs_classic,v_rel_cont_vs_classic,p_overlap_cont_vs_classic
45,OFFGRID_0369,near_neutral,0.8802685447646522,0.9654837594397372,0.4580986835345847,HM2_NEUTRAL3,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM2_NEUTRAL3_M0.85_0.98_eta0.92_0.98_ciIDW,401,5.0,0.98,0.92,0.98,0.0025,20,7,0.01579352082128418,0.0134844680230999,0.01348446801678145,-3.843468570168203e-11,0.01348446801678145,-3.843468570168203e-11,0.0,1.0000000000000002,0.9999973963275733,0.9999885997078974,0.9999885997078974,validated_bidirectional,continuation_corrected_reference,True,,,0.014327755878179067,0.0008432878613976163,0.05885693953523661,0.0015114375599382117,0.0015114375599382115,0.003325916196342328,0.0024847428646744153,0.9999988580522254
