benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
1,C00,1.1,0.09,1.812993186489701e-09,0.1849919122211095,0.0930703,0.11853967,0.11435900008670664,COMPLETED,,0.0,0.10920633666666667,2.4729217641060517e-08,3.438048534994845e-21,2.4729217641063955e-08,True,True,0,0.1,0.008,12,244.5638142679818,0.07578557555444286
8,C01,1.05,0.14,0.0443825798422026,0.1272560731093161,0.043731406,0.054396335,0.07286264793933103,COMPLETED,,0.043038046625,0.11433774124999996,0.0010264256825527917,3.417852087333801e-24,0.0010264256825527917,True,True,0,0.015,0.03,12,278.3982389289886,0.012988112549542519
15,C02,1.05,0.225,0.1469792621771554,0.0747033476696535,0.11517312,0.075064614,0.03180819381157732,COMPLETED,,0.14698952624999997,0.07470328587500001,3.285053024622009e-06,2.0317962350479575e-20,3.285053024622029e-06,True,True,0,0.03,0.015,12,328.0825488429982,1.0264258859650412e-05
42,C21,1.55,0.12,0.3676123448280693,0.0442350462458262,0.36065945,0.044559825,0.00696047611369767,COMPLETED,,0.36760280937499995,0.044237559375,1.9250599206340714e-06,6.794861675172333e-21,1.925059920634078e-06,True,True,0,0.015,0.015,12,340.44349271804094,9.86106908414391e-06
24,C10,1.35,0.09,0.2484573310607619,0.0834671719506741,0.26650313,0.08304851,0.01805065475777398,COMPLETED,,0.24846602062499995,0.08346843187500001,9.671245044738922e-07,5.3483788031018505e-21,9.671245044738975e-07,True,True,0,0.015,0.015,12,301.1690821170341,8.780429144081903e-06
36,C20,1.45,0.105,0.3134370510761152,0.0607481498786416,0.3003098,0.0722356,0.0174438020828621,COMPLETED,,0.31344456562500006,0.06075122500000001,1.2214651624781742e-06,6.128809032710769e-21,1.2214651624781803e-06,True,True,0,0.015,0.008,12,321.57486091391183,8.119409849986153e-06
11,C01,1.2,0.19,0.2345470619404851,0.0685917338335152,0.23384193,0.06725604,0.0015103936805954995,COMPLETED,,0.23455482062499997,0.06859393062500001,2.38660109659777e-06,7.230815493125405e-23,2.38660109659777e-06,True,True,0,0.015,0.015,12,343.18120620702393,8.063688872272207e-06
10,C01,1.15,0.2,0.2086070430962784,0.0722196863696432,0.21017161,0.07144206,0.001747161230964531,COMPLETED,,0.20859934437500002,0.07221810166666666,2.4111693129346945e-06,1.8621079219897125e-21,2.411169312934696e-06,True,True,0,0.015,0.008,12,337.4297273339471,7.860126770344384e-06
4,C00,1.2,0.075,0.1254037605689256,0.1278442189910901,0.16652223,0.16692035,0.056724532108953424,COMPLETED,,0.12540894875,0.12783831874999999,5.084905110606449e-07,4.498431751796059e-21,5.084905110606493e-07,True,True,0,0.03,0.03,12,266.73522502405103,7.85684846374719e-06
18,C02,1.1,0.265,0.2071896831590645,0.0445687947481188,0.19875449,0.0484509,0.009285646171237196,COMPLETED,,0.20718222437500003,0.044570691666666676,3.3202823871036425e-06,2.0546739408564655e-20,3.3202823871036632e-06,True,True,0,0.015,0.008,12,354.1973005000036,7.696217233007697e-06
63,C32,1.8,0.21,0.4844803096378324,0.0052840046266204,0.4831547,0.005633384,0.0013708781340649057,COMPLETED,,0.4844730593749999,0.005285153960937502,2.675732475014745e-06,7.589058757411509e-21,2.6757324750147526e-06,True,True,0,0.015,0.008,12,446.3168155020103,7.340795632129191e-06
17,C02,1.1,0.215,0.1820716357575376,0.0726387709774911,0.16904916,0.072013885,0.013037459773303974,COMPLETED,,0.18207650375000003,0.07263367666666666,2.283290040197558e-06,8.411248602990687e-21,2.2832900401975663e-06,True,True,0,0.03,0.008,12,332.80350206198636,7.0462297287471015e-06
61,C31,1.9,0.145,0.4941169522172745,0.0161551782261101,0.49672896,0.015571178,0.002676497883637375,COMPLETED,,0.494121538125,0.01615971966666667,1.7429273570285792e-06,8.548735746308113e-21,1.7429273570285877e-06,True,True,0,0.015,0.008,12,390.42097349406686,6.454086457100806e-06
13,C02,1.0,0.315,0.1527202937243574,0.0259287963122211,0.1617868,0.029611653,0.009785957767586412,COMPLETED,,0.15271453437500002,0.025929361333333335,2.854495275849603e-06,5.690422836388259e-20,2.85449527584966e-06,True,True,0,0.015,0.008,12,357.7896078929771,5.786998693408694e-06
20,C02,1.2,0.285,0.2745150983935676,0.0207082606481318,0.27954978,0.013937029,0.008437866845999105,COMPLETED,,0.27451071749999995,0.020704582895507816,2.7987384346998015e-06,1.0494101640945019e-20,2.798738434699812e-06,True,True,0,0.06,0.015,12,391.92053040501196,5.71997314802868e-06
26,C11,1.25,0.16,0.2464222279528879,0.0743731035158428,0.24695422,0.07537185,0.0011315962521177374,COMPLETED,,0.24642687624999995,0.07437575625000004,1.2906270741763503e-06,1.6682863311225096e-21,1.290627074176352e-06,True,True,0,0.03,0.03,12,335.567465974018,5.351977629896606e-06
