step,ci_anchor_loss
1,0.1719433416102912
100,0.0014858024360952784
200,0.0011018954549490189
300,0.0008502642459819842
400,0.0006212835497414847
500,0.00042159379747144267
600,0.0002572701600552221
700,0.00013741652395833596
800,6.632705303302731e-05
900,3.144347016093142e-05
1000,1.5702714713693373e-05
1100,8.892458262691499e-06
1200,5.897336692073136e-06
1300,4.429455405341755e-06
1400,3.5833854006537255e-06
1500,3.0150517606749955e-06
1600,2.5891991754602402e-06
1700,2.248514447280289e-06
1800,1.965654249711563e-06
1900,1.7254326067254242e-06
2000,1.5182116098131745e-06
2100,1.337376428664865e-06
2200,1.1782375458553785e-06
2300,1.037427939947392e-06
2400,9.124960909818377e-07
2500,8.016067029499702e-07
2600,7.033216337545863e-07
2700,6.16446744631817e-07
2800,5.39931741261806e-07
2900,4.7281015776057296e-07
3000,4.1416770801081715e-07
