epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_riccati_shooting_path,loss_riccati_ci_local_min,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_window,loss_ci_supervision,grad_norm_ci,grad_norm_mode,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_p_rel_weighted_mean,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,9.064019203186035,1.270965814590454,5.589508056640625,0.4314325451850891,0.06375914067029953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008787132799625397,0.0018558214651420712,0.3884865939617157,0.06063057854771614,0.0,0.0,0.0,0.0,0.0,0.055557310581207275,0.00907947588711977,0.0,0.06675340980291367,95.01557922363281,95.01557922363281,5.0,0.0,0.0,0,3.0000009536743164,0.20430974662303925,0.1712689106823636,0.45422908123311334,0.6394095426893396,3.3539471920976083,0.718542950432359,0.8857464286701281,0.36378660103531646,0.7022117461532053,0.3074269771470429,0.4480127762301716,0.648736511858246,0.8764874012457966,0.7503353931964718,0.3482245471551913,0.3413546852371945,0.7206834859761159,2.4117618680914537,8,0.1,0.18571428571428572
2,4.279096603393555,0.3740983009338379,2.23801589012146,0.03417138755321503,0.09481510519981384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003223153529688716,0.0,0.028624270111322403,0.09490711241960526,0.0,0.0,0.0,0.0,0.0,0.04674934968352318,0.0011242986656725407,0.0,0.0732610747218132,74.69093322753906,74.69093322753906,5.0,0.0,0.0,0,3.0000009536743164,0.2041989117860794,,,,,,,,,,,,,,,,,4.279096603393555,0,,
3,4.5282697677612305,0.21628201007843018,2.819192886352539,0.18757621943950653,0.047171540558338165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004908332601189613,0.0,0.18235979974269867,0.039051614701747894,0.0,0.0,0.0,0.0,0.0,0.03910311311483383,0.0003369702899362892,0.0,0.07998423278331757,63.00322723388672,63.00322723388672,5.0,0.0,0.0,0,3.0000009536743164,0.2025527060031891,,,,,,,,,,,,,,,,,4.5282697677612305,0,,
4,3.326164960861206,0.10357318818569183,1.962525725364685,0.12551531195640564,0.035368628799915314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008609202923253179,0.0,0.10820271819829941,0.03481195122003555,0.0,0.0,0.0,0.0,0.0,0.03233373910188675,0.0046907090581953526,0.0,0.08703556656837463,50.23527526855469,50.23527526855469,5.0,0.0,0.0,0,3.0000009536743164,0.1998409628868103,,,,,,,,,,,,,,,,,3.326164960861206,0,,
5,1.5411115884780884,0.209663987159729,0.46857351064682007,0.03685927018523216,0.004999039229005575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038005004171282053,0.0,0.03788089007139206,0.005120537709444761,0.0,0.0,0.0,0.0,0.0,0.0271520484238863,0.012133795768022537,0.0,0.09333208203315735,20.761608123779297,20.761608123779297,5.0,0.0,0.0,0,3.0000009536743164,0.19659465551376343,,,,,,,,,,,,,,,,,1.5411115884780884,0,,
6,2.2138824462890625,0.4880310893058777,0.7577464580535889,0.04534216225147247,0.015216243453323841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023679042351432145,0.0,0.060016218572854996,0.01379443984478712,0.0,0.0,0.0,0.0,0.0,0.02249917946755886,0.023457663133740425,0.0,0.09996247291564941,39.41273880004883,39.41273880004883,5.0,0.0,0.0,0,3.0000009536743164,0.1941765695810318,,,,,,,,,,,,,,,,,2.2138824462890625,0,,
7,2.7548975944519043,0.3283049464225769,1.3556056022644043,0.11029714345932007,0.01263170875608921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.422301809536293e-05,6.630870075241546e-07,0.12420199066400528,0.010712920688092709,0.0,0.0,0.0,0.0,0.0,0.019739503040909767,0.033183831721544266,0.0,0.10448411107063293,38.41212844848633,38.41212844848633,5.0,0.0,0.0,0,3.0000009536743164,0.19187487661838531,,,,,,,,,,,,,,,,,2.7548975944519043,0,,
8,2.452296733856201,0.09498447179794312,1.311989665031433,0.12327446043491364,0.003962255083024502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001822382619138807,1.4514130270981696e-06,0.13762426376342773,0.00420123478397727,0.0,0.0,0.0,0.0,0.0,0.018607122823596,0.036295101046562195,0.0,0.10626630485057831,24.676803588867188,24.676803588867188,5.0,0.0,0.0,0,3.0000009536743164,0.18906429409980774,,,,,,,,,,,,,,,,,2.452296733856201,0,,
9,2.006629228591919,0.12636199593544006,0.8853985071182251,0.06670373678207397,0.010918058454990387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.202467920957133e-05,0.0,0.0859386995434761,0.011446641758084297,0.0,0.0,0.0,0.0,0.0,0.01853707805275917,0.03270314633846283,0.0,0.10587713867425919,27.46599006652832,27.46599006652832,5.0,0.0,0.0,0,3.0000009536743164,0.185991570353508,,,,,,,,,,,,,,,,,2.006629228591919,0,,
10,1.2896840572357178,0.1384364813566208,0.3299667239189148,0.015979064628481865,0.008508804254233837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014019740046933293,0.0,0.011876791715621948,0.008976933546364307,0.0,0.0,0.0,0.0,0.0,0.019298367202281952,0.024981101974844933,0.0,0.10390731692314148,22.484220504760742,22.484220504760742,5.0,0.0,0.0,0,3.0000009536743164,0.18281328678131104,,,,,,,,,,,,,,,,,1.2896840572357178,0,,
