Mach,status,n_trace_points,n_fit_points,alpha_last,ci_last,alpha_neutral_linear,linear_rmse,alpha_neutral_power,power_A,power_beta,power_rmse,alpha_neutral_selected,selected_method
1.0,reached_ci_stop,17,7,0.36168000000000006,4.249756816816001e-05,,0.00012156884788874465,0.3616800100000001,0.6095544865555345,1.0303775610863894,8.144828340341911e-05,0.3616800100000001,power
1.02,reached_ci_stop,16,7,0.36118000000000006,3.2893067655404796e-05,,0.00028008643259471426,0.3611800100000001,0.6436936768652769,1.0550821773877155,0.0001948018169393873,0.3611800100000001,power
1.05,reached_ci_stop,16,7,0.35668000000000005,3.734225213881599e-05,,0.0001591939874907382,0.3566800100000001,0.603830747521882,1.0323133221373788,9.880156773384344e-05,0.3566800100000001,power
1.1,reached_ci_stop,15,7,0.34743,4.563308418674561e-05,,0.00011766814050870137,0.3474339882458622,0.5668802038505121,1.0189977291943622,3.878218027798325e-05,0.3474339882458622,power
1.15,reached_ci_stop,16,7,0.33768000000000004,3.6350804874611176e-05,,0.00010867038907726035,0.3376800100000002,0.5670674753542472,1.0339326540566853,0.00010827532273709888,0.3376800100000002,power
1.2,reached_ci_stop,14,7,0.32718,4.044052483945598e-05,,9.393713780106302e-05,0.3271800100000001,0.5176225801665671,1.0171613621147888,6.851058193126543e-05,0.3271800100000001,power
