benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
13,C02,1.15,0.27,0.2409053276374326,0.0348628766548256,0.24098408,0.034060575,0.0008061574783786553,COMPLETED,,0.24089618937499999,0.034861356249999996,4.192870281102005e-06,1.3385746171654066e-20,4.1928702811020186e-06,True,True,0,0.015,0.03,12,366.40592225198634,9.263879917248616e-06
10,C02,1.15,0.24,0.2285948360142919,0.0507385639093399,0.23445491,0.050514206,0.0058643672795499514,COMPLETED,,0.228585769375,0.050738815374999996,3.544103244618909e-06,7.771741511798488e-21,3.544103244618917e-06,True,True,0,0.015,0.015,12,351.54233611997915,9.070125855114524e-06
44,C10,1.35,0.07,0.2260138733706609,0.0895122772162717,0.21655953,0.08750343,0.00966540613263003,COMPLETED,,0.22602242062499997,0.08951514875,6.686501466375026e-07,3.796263449986598e-21,6.686501466375064e-07,True,True,0,0.015,0.03,12,287.9699041360291,9.01672128268363e-06
29,C02,1.2,0.325,0.2866288204509615,0.0008989707890822,0.27139306,0.0046870243,0.01569960973784567,COMPLETED,,0.28663720062500003,0.0008990770389811198,4.765927706143612e-06,4.520320664833299e-21,4.765927706143616e-06,True,True,0,0.015,0.008,12,430.73635765799554,8.380847567947463e-06
26,C02,1.2,0.28,0.2728551179959058,0.0231999783501148,0.2703687,0.017168233,0.006524126487047561,COMPLETED,,0.27285893437500003,0.023204691333333336,2.9070642392098766e-06,9.741984409407918e-21,2.9070642392098864e-06,True,True,0,0.015,0.008,12,385.12329173699254,6.0644010593946916e-06
45,C10,1.35,0.085,0.2433356910903244,0.0850637216319111,0.24770695,0.08609974,0.004492353338110873,COMPLETED,,0.24334171562499998,0.08506328166666667,6.086120828958769e-07,5.0374826626913586e-21,6.08612082895882e-07,True,True,0,0.015,0.008,12,296.9260156110395,6.04057840554298e-06
30,C10,1.25,0.055,0.1315006710691934,0.1227178308038424,0.123536095,0.121770844,0.008020676777468323,COMPLETED,,0.13149507937499996,0.12271810962499997,2.372207171411896e-07,2.8784625947741832e-21,2.372207171411925e-07,True,True,0,0.015,0.015,12,262.4446334610111,5.598641370072522e-06
40,C10,1.3,0.095,0.2242597404193372,0.0928297172883899,0.24220523,0.09558904,0.018156388906290937,COMPLETED,,0.22425601124999997,0.09283383166666666,6.383560602607524e-07,5.621803942637616e-21,6.38356060260758e-07,True,True,0,0.03,0.008,12,295.6842649480095,5.552910277494116e-06
21,C02,1.2,0.22,0.2494856439968795,0.0533524111085035,0.25092468,0.053103376,0.0014604256583422512,COMPLETED,,0.24948913312499998,0.053348167666666654,1.968871176924368e-06,1.75514811462987e-21,1.9688711769243695e-06,True,True,0,0.015,0.008,12,349.5076272530132,5.493706732601515e-06
41,C10,1.3,0.105,0.2339703702103566,0.0888207778196162,0.24605542,0.09067164,0.01222596087139718,COMPLETED,,0.23396557624999995,0.08882268166666667,6.927382505570884e-07,5.808257612684745e-21,6.927382505570942e-07,True,True,0,0.03,0.008,12,300.75958549103234,5.1581672610327655e-06
24,C02,1.2,0.255,0.263963097096914,0.035708125553459,0.26128212,0.03527775,0.0027153013297224666,COMPLETED,,0.263967666875,0.03571004166666667,2.12823139704133e-06,5.664304633869332e-21,2.1282313970413357e-06,True,True,0,0.015,0.008,12,369.0368798110285,4.955235774394771e-06
15,C02,1.15,0.295,0.2498796478668118,0.0217781061290199,0.25086123,0.021379113,0.001059574915331318,COMPLETED,,0.24987490187499997,0.021779503625,2.4920740345800476e-06,1.8563127722862553e-20,2.4920740345800662e-06,True,True,0,0.015,0.015,12,382.27027073001955,4.947467361420669e-06
25,C02,1.2,0.27,0.2694219816973155,0.0281934209134859,0.26535425,0.024483874,0.005505195679056106,COMPLETED,,0.26942651562500003,0.028194794283203126,2.1767733934087967e-06,8.129284358122544e-21,2.1767733934088048e-06,True,True,0,0.015,0.03,12,378.83863530901726,4.737366845474114e-06
43,C10,1.35,0.06,0.2124067462550743,0.0921176882388758,0.200948,0.089573756,0.011737736450192228,COMPLETED,,0.212403078125,0.092120631,2.7259283043908216e-07,2.8814177726436415e-21,2.72592830439085e-07,True,True,0,0.015,0.008,12,281.8320814399631,4.702661084540098e-06
42,C10,1.3,0.115,0.2427464613915576,0.0847285306293376,0.24410543,0.084353045,0.001409888341880659,COMPLETED,,0.24274800812500005,0.08472413874999998,7.184594103033028e-07,5.68156395358729e-21,7.184594103033085e-07,True,True,0,0.015,0.03,12,306.23712110100314,4.656284834315653e-06
7,C02,1.1,0.345,0.2361168831795016,0.0011771278177396,0.23373832,0.0044701863,0.004062240387577768,COMPLETED,,0.23612113250000005,0.0011752607421061194,2.7099600466248033e-06,2.2134592969820103e-20,2.7099600466248253e-06,True,True,0,0.06,0.015,12,417.0629474319867,4.641411005248559e-06
36,C10,1.25,0.11,0.208004018994648,0.0978506750682412,0.21226853,0.098911144,0.00439438829303854,COMPLETED,,0.20800095187499998,0.09785385233333334,6.097990137747933e-07,5.255896714599788e-21,6.097990137747986e-07,True,True,0,0.015,0.008,12,296.86182824498974,4.4161336484428035e-06
27,C02,1.2,0.29,0.2761394710534925,0.0182199207352464,0.27480596,0.011746339,0.006609501661449406,COMPLETED,,0.2761438506250001,0.018219857477539066,2.1862429606107323e-06,1.1159234229410797e-20,2.1862429606107433e-06,True,True,0,0.015,0.015,12,392.7844819849706,4.38002832495276e-06
1,C02,1.1,0.29,0.2173791244470361,0.0308221720963001,0.2207681,0.032009292,0.003590878578335298,COMPLETED,,0.21737942812500002,0.030817885749999996,2.0814653047901964e-06,2.5855010454062915e-20,2.0814653047902223e-06,True,True,0,0.015,0.03,12,364.801149936975,4.297090284157179e-06
14,C02,1.15,0.28,0.2446187068139639,0.0296134911601608,0.24601887,0.02839816,0.0018540460556276906,COMPLETED,,0.24462238562500002,0.029611701666666667,1.935172051922257e-06,1.5508535980230275e-20,1.935172051922273e-06,True,True,0,0.015,0.008,12,372.74821394198807,4.0909580302328255e-06
16,C02,1.15,0.305,0.2532006740129504,0.0165798894695289,0.2522802,0.017227821,0.0011256498908166685,COMPLETED,,0.25319816874999995,0.016576779333333336,2.0929983429254236e-06,1.992438264964547e-20,2.0929983429254435e-06,True,True,0,0.03,0.008,12,390.8918013119837,3.993656170192972e-06
35,C10,1.25,0.1,0.1979011052414519,0.1024759826612526,0.20833659,0.1049569,0.01072633641965358,COMPLETED,,0.19789713687499996,0.10247643125,4.741192505307401e-07,5.470993790403569e-21,4.7411925053074554e-07,True,True,0,0.015,0.03,12,290.32432443398284,3.993640464690885e-06
22,C02,1.2,0.235,0.2560225128206299,0.0457721821085441,0.25741228,0.045857694,0.0013923954526048746,COMPLETED,,0.25602556125000003,0.045769803375,1.5044968580065973e-06,3.190158278252629e-21,1.5044968580066005e-06,True,True,0,0.03,0.015,12,358.42956323799444,3.866690432223137e-06
3,C02,1.1,0.31,0.2247036667495888,0.0199509324746749,0.22534163,0.018714596,0.0013912314643821009,COMPLETED,,0.224706864375,0.019948971000000003,1.9758117395663386e-06,3.0567056655062285e-20,1.975811739566369e-06,True,True,0,0.015,0.008,12,378.63842547900276,3.7512919335415482e-06
20,C02,1.2,0.21,0.2448068539706601,0.0584207255229755,0.24365099,0.059064496,0.0013230502430967815,COMPLETED,,0.24480333375000005,0.058419964750000004,1.2163710562721406e-06,9.431921412609562e-22,1.2163710562721415e-06,True,True,0,0.03,0.03,12,348.2551068710163,3.6014898327928615e-06
38,C10,1.3,0.065,0.1871969256061416,0.1041639159691191,0.18178046,0.10199298,0.005835328837737415,COMPLETED,,0.18720038187499996,0.10416485500000001,2.238978220473179e-07,3.621882938542671e-21,2.2389782204732153e-07,True,True,0,0.015,0.008,12,277.72784539998975,3.5815601930743234e-06
33,C10,1.25,0.07,0.1590167354190658,0.1161052740495865,0.14943443,0.11429521,0.009751764404858395,COMPLETED,,0.15901450812500004,0.11610250166666662,2.3290526753246807e-07,4.216691437914854e-21,2.3290526753247228e-07,True,True,0,0.015,0.008,12,272.61298752197763,3.5562544776498916e-06
37,C10,1.3,0.05,0.1615554191173152,0.1092546527199461,0.15939374,0.11093644,0.002738843745376442,COMPLETED,,0.161551943125,0.10925414833333334,1.4185275347880718e-07,2.2264588329716853e-21,1.418527534788094e-07,True,True,0,0.015,0.008,12,267.01959751400864,3.512396394243806e-06
6,C02,1.1,0.335,0.2330167931103344,0.0065097464852899,0.23291612,0.0069488073,0.00045045474152049966,COMPLETED,,0.23301377624999994,0.006508130005631511,1.9848204132844945e-06,3.501343218786699e-20,1.9848204132845297e-06,True,True,0,0.03,0.015,12,398.5886072649737,3.4226382753151938e-06
46,C10,1.35,0.095,0.2533052843780958,0.0818233107467824,0.263377,0.0839815,0.010300351276593074,COMPLETED,,0.25330864062499997,0.08182329687499999,4.019521698467369e-07,5.658824612009405e-21,4.019521698467426e-07,True,True,0,0.015,0.015,12,302.93396271497477,3.356275570945048e-06
0,C02,1.1,0.28,0.2134540034479028,0.0362992172070976,0.21706662,0.038307637,0.004133370104044481,COMPLETED,,0.21345333874999997,0.036302428666666664,1.5191205526331694e-06,2.342471554457024e-20,1.519120552633193e-06,True,True,0,0.03,0.008,12,361.50997939601075,3.279526774669556e-06
17,C02,1.15,0.315,0.2563867015239384,0.0114016668043197,0.2538773,0.013320312,0.0031588439966626298,COMPLETED,,0.25638706562499997,0.011398436999999997,1.769598282183583e-06,2.2502668337682505e-20,1.7695982821836055e-06,True,True,0,0.015,0.008,12,397.7133739069686,3.250262378119117e-06
19,C02,1.15,0.335,0.2623955037838868,0.0011041412933339,0.25767633,0.0070306556,0.007575894206603106,COMPLETED,,0.262393126875,0.0011060957732421874,1.7024168826391076e-06,1.328686939284969e-20,1.702416882639121e-06,True,True,0,0.015,0.008,12,423.6206486930023,3.0772857469152842e-06
23,C02,1.2,0.245,0.2600948465164141,0.0407339128760973,0.2596621,0.040978327,0.0004969988042557829,COMPLETED,,0.2600917875000001,0.04073418637500001,1.25735501507178e-06,4.554482340173651e-21,1.2573550150717846e-06,True,True,0,0.06,0.015,12,364.92679157602834,3.0712184993836286e-06
18,C02,1.15,0.325,0.2594484009759462,0.0062432011009221,0.25603253,0.009844277,0.004963458688780572,COMPLETED,,0.25945049874999987,0.006245318666666666,1.6840365981498601e-06,2.385857765188197e-20,1.684036598149884e-06,True,True,0,0.03,0.008,12,406.4101541470154,2.980728210167631e-06
48,C10,1.35,0.11,0.2664395072019244,0.0766507552701587,0.27280426,0.077091135,0.006379969630575581,COMPLETED,,0.2664370725,0.076651681875,3.900682159476706e-07,6.074901292882699e-21,3.900682159476767e-07,True,True,0,0.06,0.015,12,311.7779095119913,2.6050662165506257e-06
32,C10,1.25,0.065,0.1506951271590784,0.1183283201500585,0.13845155,0.11627735,0.01241417174872078,COMPLETED,,0.15069764375000003,0.11832813125000002,1.4513915485803616e-07,3.805243501743723e-21,1.4513915485803997e-07,True,True,0,0.03,0.03,12,269.2538110250025,2.5236705606905665e-06
28,C02,1.2,0.305,0.2808134170882979,0.010775474028804,0.2756384,0.00739897,0.0061791246403276765,COMPLETED,,0.28081418124999996,0.010777664345703125,1.2266708200198494e-06,1.36629730793972e-20,1.2266708200198632e-06,True,True,0,0.03,0.015,12,403.9305208789883,2.3197912030021444e-06
