step,ci_anchor_loss
1,0.165553290057739
100,0.005111139446405024
200,0.0017131077427249657
300,0.0012505805965914673
400,0.0008861663028483461
500,0.0006187881390057568
600,0.00041192121740195266
700,0.00023572566145200832
800,0.0001065763286909667
900,4.02386048649746e-05
1000,1.5390366908371253e-05
1100,6.770541441633947e-06
1200,3.540216925927091e-06
1300,2.17019435588187e-06
1400,1.4883464377498662e-06
1500,1.096852819472621e-06
1600,8.495617836243684e-07
1700,6.82930908535935e-07
1800,5.643637497936463e-07
1900,4.7546539020509904e-07
2000,4.0548527895939074e-07
2100,3.4811847101653317e-07
2200,2.996910601278865e-07
2300,2.58060099604285e-07
2400,2.2194203611039228e-07
2500,1.9051417687742019e-07
2600,1.631895046677847e-07
2700,1.394974827317046e-07
2800,1.19026274945197e-07
2900,1.0139833040221917e-07
3000,8.626266905155899e-08
