Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,max_y_limit_used,y,p_real,p_imag,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,setting,source,validation_status
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-1200.000000000055,0.0003082979146191235,-0.00018281556292478281,0.0009988852433659603,-0.0005923224238762963,0.0002097359541700779,-0.00012944149955022662,-0.0005137969895967262,0.0003025771555568196,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-611.9722617811068,-0.00936359934909436,0.0031512799427299504,-0.030338061891065724,0.01021014701444504,-0.006399307273397649,0.0022805281895388273,0.015592923084358385,-0.005195300768552674,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-410.632018668272,-0.004117368679202962,-0.03047800824458045,-0.013340274520617597,-0.09874874671244066,-0.003201708613574211,-0.02090412429424635,0.006696261991565703,0.0507232366767899,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-308.93160539315545,-0.02452022406808293,0.048760615491774774,-0.07944552598058871,0.15798439419335028,-0.016264693915035686,0.0338223164038377,0.041036549928734296,-0.08099372700280406,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-247.57758007122283,-0.03842473548359342,-0.06689444357864695,-0.12449614296684268,-0.21673799719481612,-0.027231914029677378,-0.045523604277441995,0.06358605440771442,0.11147735768233649,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-206.5348518193798,0.07473932007463359,-0.062204391847544935,0.24215539704181288,-0.2015422295860456,0.05062769952249987,-0.04367637637893823,-0.12464752523631555,0.10310589581355795,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-177.1497080746393,-0.0851723127851138,-0.07692262589245871,-0.2759582934237687,-0.24922930789156625,-0.05949384974813895,-0.051849231947524915,0.1413038291953177,0.12839514858843296,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-155.0730386366333,-0.0690939622411041,-0.11010001300521102,-0.2238644376611773,-0.35672404213688363,-0.048843453912199394,-0.0748550269958543,0.11438937083515276,0.18350742971556985,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-137.8798292298897,0.12382007695672395,-0.07197738186201517,0.4011770493397856,-0.23320671723292916,0.08425275011580274,-0.05099284365331193,-0.2063463217749505,0.11911715294397895,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-124.11107602703734,-0.06581133742587447,0.14009835910735652,-0.2132287332598333,0.4539186835078351,-0.0435415171991733,0.09712136486060904,0.11018692931323933,-0.23273344884716338,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-112.83633474130508,0.08091735158995193,-0.14373721058601258,0.26217221915144423,-0.4657085622986808,0.053882914512767055,-0.09980699684840141,-0.13533525655079093,0.2387109791706149,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-103.43424391789652,-0.15468309516813056,0.0795318068742665,-0.5011732283447431,0.25768305427262345,-0.1053797453233666,0.05656228247492236,0.25772734020720234,-0.13152928778165837,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.1125,0.45404784,0.0257398399999999,0.0028957319999999885,-33.21616180423239,1200.0,-95.47402392239594,0.15959651317580123,0.08731105400836965,0.517092702689596,0.2828878149871177,0.11078839720597486,0.05808569434031238,-0.2650619978104811,-0.1460514453958074,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
