Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,max_y_limit_used,y,p_real,p_imag,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,setting,source,validation_status
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-1973.5662293037856,-4.328312379031505e-06,-1.3448214591919794e-05,-1.4023732108062077e-05,-4.357221527782014e-05,-3.166806770273982e-06,-9.236683925592874e-06,7.121124690515352e-06,2.237615159169958e-05,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-1170.4187460914484,-0.0008264947293440038,-2.507023682032068e-05,-0.0026778429230745727,-8.122756729783908e-05,-0.0005714686592502426,-6.522175893948942e-06,0.0013736024246178223,4.6161054805922246e-05,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-831.7565714083827,0.0015865021868868884,0.00431693560215992,0.005140267085513518,0.01398687135099814,0.0011527593562721949,0.002962439819597814,-0.0026135089330698484,-0.0071839133690988575,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-645.0212286938735,-0.009833322158154727,0.006607287310028918,-0.031859963792421314,0.021407610884493694,-0.0067088619333256945,0.00469442282366259,0.016380127579054517,-0.01092871218402707,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-526.7092860090405,0.01704613287674646,0.01322602592901255,0.055229470520658526,0.042852324010000664,0.011952426515666893,0.008916919560176421,-0.028260956443130612,-0.02207595432270611,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-445.0364358433105,0.02141368088015098,0.02462729319614116,0.06938032605168919,0.07979242995549736,0.01511959288392755,0.016738568016945714,-0.035458418767208046,-0.041050034066158245,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-385.264951455198,0.043010071722811155,-0.01009522291453156,0.13935263238190815,-0.03270852224308225,0.02958973816754141,-0.007538349335958642,-0.07154303011535325,0.016545820069962157,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-339.62676095793586,-0.01862503863164595,0.052465169503827326,-0.06034512516653289,0.16998714919240057,-0.012184923671521183,0.0364989662326431,0.031242261769380775,-0.0871025318689752,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-303.6390059667414,0.06678921631949229,-0.001644460670657231,0.21639706087515503,-0.005328052572929435,0.04613253254293401,-0.002009329491170657,-0.11102105132393016,0.0023703702360913883,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
1.8,0.095,0.4465765759999999,0.027360048,0.0025992045600000003,-38.6952685289249,2000.0,-274.5334052858858,0.07163418303888368,-0.029382304058602794,0.2320947530459831,-0.09519866514987307,0.0491180625778878,-0.021240615338431145,-0.11922472492399094,0.04844784277795616,ms3_y2000,convergence_audit_recomputed,convergence_audit_only_not_validated
