Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,max_y_limit_used,y,p_real,p_imag,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,setting,source,validation_status
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-1200.000000000055,0.00010456434809620473,0.0017612501552211988,0.00037747729662729904,0.0063581130603485286,8.894926039577572e-05,0.0011918064244089718,-0.00017870787862045006,-0.0031270118117067143,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-611.9722617811068,-0.019779579916534337,-0.007341973215794742,-0.07140428349868894,-0.026504523309019017,-0.01347214533188222,-0.0047690771870726005,0.03508421378777181,0.013111271033740811,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-410.632018668272,0.012146951821006797,-0.047825843946342206,0.04385049607383453,-0.1726512966462954,0.007734776297071066,-0.032517146095131094,-0.021751289886213675,0.0848535485015858,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-308.93160539315545,0.05060209794203004,-0.056424960090200794,0.18267357357072847,-0.20369410592562484,0.033691673534164,-0.038737087424699605,-0.09005128745973112,0.09996782998922643,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-247.57758007122283,-0.0981884174700912,0.00028867711906101543,-0.35446018706702925,0.0010421243998102664,-0.06649937339976517,0.0012061720612616352,0.17430687958903307,-0.00012687312967954694,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-206.5348518193798,0.10096113511814704,-0.058641793500209816,0.36446969777651084,-0.2116968745357574,0.06777668771946042,-0.04075687894169168,-0.17945821098261,0.10370542755185815,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-177.1497080746393,0.026947300135566475,-0.1293939024704236,0.09727975348939497,-0.4671119879182293,0.016919371432233207,-0.0879149751426791,-0.048345441841902384,0.2295964292302412,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-155.0730386366333,0.13166848887039295,-0.06091108870162428,0.47532324482211846,-0.21988903021286363,0.08855121090837112,-0.04260992776667935,-0.23397933842510046,0.10761332943466902,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-137.8798292298897,-0.017397765568647007,0.1550186742516889,-0.06280593370281569,0.5596174140485968,-0.010187781189730776,0.10517216478795985,0.031493575835581156,-0.27512346076150235,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
1.9,0.0925,0.476124576,0.0224330399999999,0.002075056199999991,-24.32005738406723,1200.0,-124.11107602703734,-0.013863011657273107,-0.16474163929131372,-0.05004547208275592,-0.5947173178416425,-0.011085008229804018,-0.11143569555900015,0.02396290407946299,0.2925065962127122,ms1p5_y1200,convergence_audit_recomputed,convergence_audit_only_not_validated
