Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step
1.6,0.05,0.3386982234532665,0.0421909590288649,0.0021095479514432,1.6591571866397814e-12,2.433415448310772e-12,2.945218720919713e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004247817966001,0.2,0.3389162335832166,0.0424781796600121,2026-07-23T11:45:53.764869+00:00,continuation,,,,,,,,low,True,converged,0.05,0.055,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:53.786030+00:00,0.05,-0.0049999999999999
1.6,0.055,0.3433196538075309,0.0431270003395126,0.0023719850186731,9.128357791876596e-13,1.4563662775746169e-12,1.718799550332059e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004337050262117,0.2,0.3435255002400235,0.0433705026211794,2026-07-23T11:45:53.231609+00:00,continuation,,,,,,,,low,True,converged,0.055,0.06,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:53.245238+00:00,0.055,-0.0049999999999999
1.6,0.06,0.3477230740318452,0.0437857312429802,0.0026271438745788,5.289371371453022e-13,9.124489358525167e-13,1.0546741466395478e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004399517028891,0.2,0.3479165782614955,0.0439951702889166,2026-07-23T11:45:52.684707+00:00,continuation,,,,,,,,low,True,converged,0.06,0.065,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:52.697408+00:00,0.06,-0.005
1.6,0.065,0.351920647823667,0.0442049352581461,0.0028733207917795,3.169573978278884e-13,5.91866833321575e-13,6.713928361428466e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004438758532286,0.2,0.3521021044393885,0.0443875853228648,2026-07-23T11:45:52.162005+00:00,continuation,,,,,,,,low,True,converged,0.065,0.07,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:52.172727+00:00,0.065,-0.005
1.6,0.07,0.3559247173858385,0.0444157003676643,0.0031090990257365,1.978694985638185e-13,4.0196145023596586e-13,4.48023822957773e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004457712186208,0.2,0.356094669985554,0.0445771218620892,2026-07-23T11:45:51.629864+00:00,continuation,,,,,,,,low,True,converged,0.07,0.075,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:51.641024+00:00,0.07,-0.0049999999999999
1.6,0.075,0.3597473303322884,0.0444438332205004,0.0033332874915375,1.2605021193490273e-13,2.768722751067543e-13,3.0421524066296253e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004458833973241,0.2,0.3599064413242107,0.0445883397324134,2026-07-23T11:45:51.070825+00:00,continuation,,,,,,,,low,True,converged,0.075,0.08,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:51.083430+00:00,0.075,-0.005
1.6,0.08,0.3633999906790227,0.0443109431210614,0.0035448754496849,8.171761878283945e-14,1.9624926683725619e-13,2.1258302837643945e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004444192627209,0.2,0.363548965205651,0.0444419262720922,2026-07-23T11:45:50.518216+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:50.530911+00:00,0.08,-0.005
1.6,0.085,0.3668935400338347,0.044035272272105,0.0037429981431289,5.4468582422195766e-14,1.4183966501324368e-13,1.5193853047253256e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004415543439347,0.2,0.3670330825949,0.0441554343934704,2026-07-23T11:45:49.985901+00:00,continuation,,,,,,,,low,True,converged,0.085,0.09,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:49.996995+00:00,0.085,-0.0049999999999999
1.6,0.09,0.3702381148620184,0.0436323392511477,0.0039269105326032,3.628521094700688e-14,1.0447025189375125e-13,1.1059226945954506e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004374386197202,0.2,0.3703689051415709,0.0437438619720218,2026-07-23T11:45:49.457594+00:00,continuation,,,,,,,,low,True,converged,0.09,0.095,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:49.468450+00:00,0.09,-0.005
1.6,0.095,0.3734431471291369,0.0431154410476996,0.0040959668995314,2.624116202110116e-14,7.830888715254505e-14,8.258862143956462e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004322010942565,0.2,0.3735658276987292,0.0432201094256538,2026-07-23T11:45:48.916992+00:00,continuation,,,,,,,,low,True,converged,0.095,0.1,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.5,0.125,,,2026-07-23T11:45:48.931612+00:00,0.095,-0.005
