point_id,Mach,eta,alpha,chart_id,ci_ref,ci_seed,ci_joint_reloaded,ci_anchor_prefit,ci_anchor_matched,e_joint,e_anchor,delta_e,physics_better,e_prefit,delta_e_prefit,e_joint_rel_reg,e_anchor_rel_reg,delta_e_rel_reg,joint_vs_release_abs
OFFGRID_0051,0.7934336355871495,0.0585371377595178,0.0356290253020514,ETAEDGE_HM1,0.5722340413914632,0.5782013847912604,0.5722540260345108,0.5722674879399825,0.5722559318877529,1.998464304764358e-05,2.1890496289755923e-05,-1.905853242112343e-06,True,3.34465485193336e-05,-1.3461905471690017e-05,3.4923897570036664e-05,3.8254446094339775e-05,-3.3305485243031107e-06,0.0059473587567495
OFFGRID_0053,0.7455083092338953,0.0446083248204101,0.0297312848792986,ETAEDGE_HM1,0.6125938575022077,0.6166838876620808,0.6123714855233249,0.6124200537936385,0.6123616051742614,0.0002223719788828,0.0002322523279463,-9.880349063462468e-06,True,0.0001738037085692,4.856827031363142e-05,0.0003630006670154,0.0003791293776488,-1.612871063341807e-05,0.0043124021387559
OFFGRID_0193,0.7380339203164299,0.0462256364905224,0.0311913774584654,ETAEDGE_HM1,0.6154304124967671,0.6226669531480951,0.6152667425155112,0.6152925858478632,0.6152603359885301,0.0001636699812559,0.0001700765082369,-6.406526981028726e-06,True,0.0001378266489039,2.5843332352004644e-05,0.000265943927912,0.0002763537595533,-1.040983164130255e-05,0.0074002106325838
OFFGRID_0258,0.9133350233603764,0.0400539074932127,0.016310309915837,ETAEDGE_HM2A,0.5189748196197792,0.5219540790115934,0.5189313596004724,0.5189262442631178,0.5189349973052056,4.346001930677357e-05,3.982231457355656e-05,3.6377047332170073e-06,False,4.857535666136226e-05,-5.115337354588689e-06,8.374205773338684e-05,7.673265266074356e-05,7.009405072643275e-06,0.0030227194111209
OFFGRID_0259,0.9029056718213178,0.0310525021587133,0.013347568596373,ETAEDGE_HM2A,0.5309712978752126,0.5288658386023914,0.531030029136396,0.5310293331036013,0.5310439721617884,5.873126118338679e-05,7.267428657586894e-05,-1.3943025392482156e-05,True,5.803522838876418e-05,6.96032794622603e-07,0.0001106109904968,0.0001368704614857,-2.6259470988880103e-05,0.0021641905340045
OFFGRID_0261,0.9125630297533188,0.048079367381345,0.0196613879788769,ETAEDGE_HM2A,0.5141486232803172,0.516015098159812,0.5140465770637894,0.5140374159701759,0.5140604861670734,0.0001020462165277,8.813711324373585e-05,1.3909103284026614e-05,False,0.0001112073101412,-9.161093613485605e-06,0.0001984761057545,0.0001714234158236,2.7052689930948785e-05,0.0019685210960225
OFFGRID_0267,0.9150675440208712,0.0586231688946752,0.0236427603461229,ETAEDGE_HM2A,0.5060606294454467,0.5098052054624527,0.5058019958595649,0.505813313869958,0.5058198186542597,0.0002586335858818,0.0002408107911869,1.782279469486614e-05,False,0.0002473155754887,1.1318010393113198e-05,0.0005110723317189,0.0004758536372427,3.521869447618712e-05,0.0040032096028878
OFFGRID_0271,0.905323173128275,0.0236122282187261,0.0100286654528386,ETAEDGE_HM2A,0.5346311852941934,0.5348220284496934,0.5347812435457431,0.534787023707017,0.5347994774576288,0.0001500582515496,0.0001682921634353,-1.8233911885712217e-05,True,0.0001558384128236,-5.780161273949425e-06,0.0002806762038527,0.0003147817936261,-3.4105589773403494e-05,4.078490395031942e-05
OFFGRID_0275,0.901905652757788,0.0487240222987061,0.0210455174684716,ETAEDGE_HM2A,0.5194433475848375,0.5163817060581452,0.5194445381285238,0.51944312464207,0.5194595903577739,1.1905436863024477e-06,1.6242772936436722e-05,-1.5052229250134276e-05,True,2.229427674693696e-07,9.67600918833078e-07,2.291960599433808e-06,3.126957542522747e-05,-2.897761482579366e-05,0.0030628320703786
OFFGRID_0280,0.9188583811903538,0.0227874106129571,0.0089916268123604,ETAEDGE_HM2A,0.5269985075029294,0.5256350402234995,0.526847031832959,0.5269219538130873,0.5268652610119283,0.0001514756699704,0.0001332464910011,1.822917896932008e-05,False,7.65536898421626e-05,7.49219801282619e-05,0.0002874309278182,0.000252840357428,3.4590570390218326e-05,0.0012119916094595
OFFGRID_0281,0.900305249908394,0.0376268859762546,0.0163774433525055,ETAEDGE_HM2A,0.5279530347650828,0.5244932299645145,0.527994791044005,0.5279731222260742,0.5279988964467939,4.175627892222256e-05,4.586168171105687e-05,-4.105402788834311e-06,True,2.0087460991358164e-05,2.1668817930864392e-05,7.90908966756908e-05,8.686697242201366e-05,-7.776075746322857e-06,0.0035015610794905
OFFGRID_0284,0.90702203473215,0.0576406336862322,0.0242715002368728,ETAEDGE_HM2A,0.5107774174550331,0.5090239822254109,0.5105944387887237,0.5106100839009168,0.5106157546061213,0.0001829786663094,0.0001616628489118,2.131581739761579e-05,False,0.0001673335541163,1.5645112193096722e-05,0.0003582356229082,0.0003165035167712,4.17321061369992e-05,0.0015704565633127
OFFGRID_0286,0.9144599373183376,0.0331407694852192,0.0134112886939317,ETAEDGE_HM2A,0.522870555010822,0.5262641649565676,0.5227305709253611,0.5227759936048558,0.5227414112447073,0.0001399840854608,0.0001291437661147,1.0840319346172578e-05,False,9.456140596619812e-05,4.542267949469992e-05,0.000267722257678,0.0002469899382879,2.07323193901179e-05,0.0035335940312064
OFFGRID_0288,0.9122147943663952,0.0377941808130792,0.0154847407552813,ETAEDGE_HM2A,0.5210805318253715,0.5226551223621426,0.5210289243500554,0.5210336311278383,0.5210334525522646,5.160747531607335e-05,4.7079273106875874e-05,4.528202209197474e-06,False,4.690069753321424e-05,4.706777782859106e-06,9.903934644284204e-05,9.0349322669866e-05,8.690023772976046e-06,0.0016261980120871
OFFGRID_0290,0.915961449442516,0.0244601412984501,0.0098150297751345,ETAEDGE_HM2A,0.5276545631354675,0.5297337928932304,0.5275553964173356,0.5276279685654331,0.5275751533677439,9.916671813192668e-05,7.940976772369268e-05,1.9756950408234e-05,False,2.6594570034399467e-05,7.257214809752721e-05,0.0001879387103991,0.0001504957471642,3.744296323494826e-05,0.0021783964758947
OFFGRID_0302,0.9036850456970822,0.0497732459431727,0.0213127933806062,ETAEDGE_HM2A,0.5177725534697428,0.5156854704616353,0.5177342541036978,0.5177361402813555,0.5177517999426822,3.829936604504702e-05,2.075352706065736e-05,1.754583898438966e-05,False,3.641318838731866e-05,1.8861776577283609e-06,7.39694790471066e-05,4.008232364110845e-05,3.388715540599815e-05,0.0020487836420625
OFFGRID_0169,0.9630271489658884,0.0272256214774841,0.007334701188743,ETAEDGE_HM2B,0.4990107903268588,0.4968944747489463,0.4990637689545456,0.4990852943493776,0.4990693241076763,5.297862768677275e-05,5.85337808174935e-05,-5.555153130720747e-06,True,7.45040225187954e-05,-2.152539483202265e-05,0.0001061672988114,0.0001172996294912,-1.1132330679827678e-05,0.0021692942055992
OFFGRID_0257,0.946856459669671,0.0339197108251344,0.0109104923430592,ETAEDGE_HM2B,0.5042978710817385,0.5037067057659538,0.5042958365796613,0.504283745700554,0.504295673312919,2.0345020772527533e-06,2.197768819489632e-06,-1.6326674223687834e-07,True,1.4125381184504349e-05,-1.2090879107251595e-05,4.034326127311756e-06,4.358076735036244e-06,-3.237506077244887e-07,0.0005891308137074
OFFGRID_0263,0.9276322098223864,0.0559199549855223,0.0208858212123747,ETAEDGE_HM2B,0.5015576300239567,0.5016508930403583,0.5016683892003347,0.5016683563419992,0.5016756684303697,0.000110759176378,0.000118038406413,-7.279230034962225e-06,True,0.0001107263180425,3.285833549693251e-08,0.0002208304086067,0.0002353436561365,-1.4513247529729611e-05,1.749615997648224e-05
OFFGRID_0264,0.9721783651489946,0.0427145886322517,0.0100055426261201,ETAEDGE_HM2B,0.4879185802923121,0.4888751531366853,0.487916434494156,0.4879150911782063,0.4879130505102039,2.145798156050205e-06,5.529782108160131e-06,-3.3839839521099258e-06,True,3.489114105748037e-06,-1.343315949697832e-06,4.3978611242159645e-06,1.1333411621355426e-05,-6.935550497139461e-06,0.0009587186425292
OFFGRID_0265,0.9458497898930072,0.0318172045381021,0.0103280123547627,ETAEDGE_HM2B,0.5060001453554125,0.50470421677506,0.5059943008117611,0.5059918053578621,0.5059955348634527,5.844543651378764e-06,4.610491959766705e-06,1.2340516916120592e-06,False,8.33999755034398e-06,-2.4954538989652164e-06,1.1550478206431305e-05,9.111641571818747e-06,2.438836634612557e-06,0.001290084036701
OFFGRID_0266,0.9379660329196562,0.0519883012339309,0.0180257558606843,ETAEDGE_HM2B,0.4988510110128619,0.5012220795319144,0.4988300937282822,0.4988540616478794,0.4988363471496387,2.091728457964681e-05,1.466386322318547e-05,6.253421356461342e-06,False,3.050635017542991e-06,1.786664956210382e-05,4.1930925502539474e-05,2.9395276143496465e-05,1.2535649359043012e-05,0.0023919858036322
OFFGRID_0268,0.9637999229887698,0.0237800203846878,0.0063403844053236,ETAEDGE_HM2B,0.5001590802662238,0.5005724730356386,0.5002406301772829,0.5002621427857539,0.5002456734693578,8.154991105913112e-05,8.659320313397778e-05,-5.043292074846661e-06,True,0.00010306251953,-2.1512608470941608e-05,0.0001630479466967,0.0001731313227141,-1.0083376017410762e-05,0.0003318428583556
OFFGRID_0270,0.9546712372830524,0.0447133926883692,0.0133094900964237,ETAEDGE_HM2B,0.4947846110833615,0.4964388864720997,0.4948064076054284,0.4947966963204586,0.4948052806601294,2.1796522066852564e-05,2.066957676788439e-05,1.126945298968174e-06,False,1.2085237097114732e-05,9.711284969737832e-06,4.4052546458807056e-05,4.177489821808943e-05,2.277648240717627e-06,0.0016324788666713
OFFGRID_0272,0.9750710773763538,0.0553139192617735,0.0122737578529067,ETAEDGE_HM2B,0.4819779537360319,0.4815028552651921,0.4817266693711208,0.4817760682935663,0.4817359059080821,0.0002512843649111,0.0002420478279497,9.236536961332307e-06,False,0.0002018854424656,4.939892244548716e-05,0.0005213607032506,0.0005021968869604,1.91638162902176e-05,0.0002238141059286
