alpha,Mach,n_points,blumen_cr,blumen_ci,shooting_cr,shooting_ci,shooting_err_cr_vs_blumen,shooting_err_ci_vs_blumen,shooting_centroid_abs_y,shooting_spread_abs_y,shooting_peak_y,best_rank1_gep_cr,best_rank1_gep_ci,best_rank1_err_cr_vs_blumen,best_rank1_err_ci_vs_blumen,best_rank1_err_cr_vs_shooting,best_rank1_err_ci_vs_shooting,best_to_shooting_gep_cr,best_to_shooting_gep_ci,best_to_shooting_score
0.2,1.2,1001,0.23697519236816028,0.06222266952409093,0.2398397757014936,0.06349220077409093,0.0028645833333333093,0.0012695312499999972,25.191858674487055,32.882620488503576,0.25274530047446975,0.2375310967797008,0.0031168603217157907,0.0005559044115405198,0.05910580920237514,0.0023086789217927894,0.06037534045237514,0.24302504608537348,0.0031536454058526276,0.12071914099728452
0.2,1.25,1001,0.2338874746306954,0.05451369857891339,0.2681062246306954,0.055353542328913395,0.03421874999999999,0.0008398437500000064,26.44388116572904,34.163704800259474,0.2820837031157888,0.23207908495479315,0.0032642654848933778,0.0018083896759022444,0.05124943309402001,0.03602713967590224,0.05208927684402002,0.2485652053839353,0.003382579251029193,0.10576282639081398
0.2,1.275,1001,0.23117469441517483,0.050919975576394085,0.28143511108184144,0.05156450682639407,0.05026041666666661,0.0006445312499999828,27.015456754519477,34.73886374380226,0.2957943371891278,0.23209501490046516,0.003378427290626888,0.0009203204852903379,0.0475415482857672,0.049340096181376275,0.04818607953576718,0.24308309578975368,0.0034612047403356837,0.10356924139576812
0.2,1.3,1001,0.2727688216788323,0.04671105940369977,0.29417507167883233,0.04798059065369976,0.021406250000000016,0.0012695312499999903,27.552890524926095,35.27411047179584,0.3095181598398804,0.27064463896604984,0.003808794863146147,0.002124182712782474,0.04290226454055362,0.02353043271278249,0.04417179579055361,0.28722208494253965,0.003933034012515701,0.08836907269394838
