mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.01,1.4,False,0.4077749265804066,0.0055607159612668,5.560715961266817e-05,0.3107163129294601,composite_branch_score,561
1,0.02,1.4,False,0.5951051406984404,0.0055728316316634,0.0001114566326332,0.1663215173939405,composite_branch_score,561
2,0.03,1.4,False,0.4870706958827043,0.0064380540390231,0.0001931416211706,0.2751621266419394,composite_branch_score,561
3,0.04,1.4,False,0.2988199654383501,0.0046605310340438,0.0001864212413617,0.1753800764509423,composite_branch_score,561
4,0.05,1.4,False,0.3284561310538991,0.0049968064113814,0.000249840320569,0.1812736298068875,composite_branch_score,561
5,0.06,1.4,False,0.3581897811565429,0.0053606821420244,0.0003216409285214,0.1878899862368069,composite_branch_score,561
6,0.07,1.4,False,0.4079182753934763,0.0059518811291209,0.0004166316790384,0.2096448640675021,composite_branch_score,561
7,0.08,1.4,False,0.4677683399699447,0.006710026478016,0.0005368021182412,0.2442966121152322,composite_branch_score,561
8,0.09,1.4,False,0.576969030337432,0.0079184621282409,0.0007126615915416,0.328289844806994,composite_branch_score,561
9,0.1,1.4,True,0.7587777591280566,0.0088586158038417,0.0008858615803841,0.0179100236740549,composite_branch_score,561
10,0.11,1.4,True,0.761606790723426,0.0075163668596789,0.0008268003545646,0.0149847469226927,composite_branch_score,561
11,0.12,1.4,True,0.7617770631411813,0.0069625096144718,0.0008355011537366,0.0139117991924723,composite_branch_score,561
12,0.13,1.4,True,0.7618139884472513,0.0071482457360173,0.0009292719456822,0.0142978542940233,composite_branch_score,561
13,0.14,1.4,True,0.7617029348176682,0.0082981802771259,0.0011617452387976,0.0165816530609954,composite_branch_score,561
14,0.15,1.4,True,0.7578134767011243,0.0086027687671425,0.0012904153150713,0.0175496067610971,composite_branch_score,561
15,0.16,1.4,True,0.7575331561346332,0.0067481105274881,0.0010796976843981,0.0140529661743967,composite_branch_score,561
16,0.17,1.4,True,0.7574992438822863,0.005926135047694,0.0010074429581079,0.0124647537627024,composite_branch_score,561
17,0.18,1.4,True,0.7574947615235336,0.0054274274066703,0.0009769369332006,0.0115579530229974,composite_branch_score,561
18,0.19,1.4,True,0.7575000377433084,0.0051027301665363,0.0009695187316418,0.0109177862439963,composite_branch_score,561
19,0.2,1.4,True,0.7575100623299039,0.0048947704210135,0.0009789540842027,0.0105581629779824,nearest_to_target,561
20,0.21,1.4,True,0.7575229819284087,0.0047761568805471,0.0010029929449149,0.0103467990890701,composite_branch_score,561
21,0.22,1.4,True,0.7575379546468946,0.0047327690327022,0.0010412091871945,0.0102182381804374,composite_branch_score,561
22,0.23,1.4,True,0.7575545442289939,0.0047577736251857,0.0010942879337927,0.0102878919246423,composite_branch_score,561
23,0.24,1.4,True,0.7575725023504057,0.0048492026080746,0.0011638086259379,0.0104502059859929,composite_branch_score,561
24,0.25,1.4,True,0.7575916754420324,0.0050091498049583,0.0012522874512395,0.0107532231340387,composite_branch_score,561
25,0.26,1.4,True,0.7576119563540584,0.0052440905703621,0.0013634635482941,0.0111851360701871,composite_branch_score,561
26,0.27,1.4,True,0.7576332465590907,0.0055665758364272,0.0015029754758353,0.0117411692882262,composite_branch_score,561
27,0.28,1.4,True,0.7576553897903832,0.0059996403467317,0.0016798992970848,0.0125994374071896,composite_branch_score,561
28,0.29,1.4,True,0.7576779278431633,0.0065886230750441,0.0019107006917628,0.0137061698005983,composite_branch_score,561
29,0.3,1.4,True,0.7576985721724614,0.0074410272419064,0.0022323081725719,0.0153140345048145,composite_branch_score,561
