mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.2,1.0,False,0.064710155275093,0.0038463602432228,0.0007692720486445,0.182123724241564,nearest_to_target,561
1,0.2,1.025,False,0.1033341618783322,0.0044445716480873,0.0008889143296174,0.1774911918912149,nearest_to_target,561
2,0.2,1.05,False,0.132402350771861,0.0047958985565459,0.0009591797113091,0.1699547523930356,nearest_to_target,561
3,0.2,1.075,False,0.1518494099492841,0.0050202863675668,0.0010040572735133,0.1612401970911865,nearest_to_target,561
4,0.2,1.1,False,0.1810509468958581,0.005396560006735,0.001079312001347,0.1518854550037185,nearest_to_target,561
5,0.2,1.125,False,0.1908473143071656,0.0055510794790364,0.0011102158958072,0.1423604239271963,nearest_to_target,561
6,0.2,1.15,False,0.2104100527338083,0.0058554723358275,0.0011710944671655,0.1327753212411552,nearest_to_target,561
7,0.2,1.175,False,0.2300220911326719,0.0061871107804319,0.0012374221560863,0.123382085300943,nearest_to_target,561
8,0.2,1.2,False,0.2398685696372749,0.0064309139917956,0.0012861827983591,0.1141036678011339,nearest_to_target,561
9,0.2,1.225,False,0.2595619836121656,0.0068247416507851,0.001364948330157,0.105234630655869,nearest_to_target,561
10,0.2,1.25,False,0.269449401338611,0.0071355533229256,0.0014271106645851,0.0964351751246061,nearest_to_target,561
11,0.2,1.275,False,0.2793520034480304,0.0074849756786178,0.0014969951357235,0.0881561004253713,nearest_to_target,561
12,0.2,1.3,True,0.766497361544398,0.0050018373456925,0.0010003674691385,0.0111327732357016,nearest_to_target,561
13,0.2,1.325,True,0.7664960552448612,0.0049001039938147,0.0009800207987629,0.0108790427955058,nearest_to_target,561
14,0.2,1.35,True,0.757506310175314,0.0049896384168882,0.0009979276833776,0.0105765027120576,nearest_to_target,561
15,0.2,1.375,True,0.7575077090129534,0.0049319829195785,0.0009863965839157,0.010647054128078,nearest_to_target,561
16,0.2,1.4,True,0.7575100623299039,0.0048947704210135,0.0009789540842027,0.0105581629779824,nearest_to_target,561
17,0.2,1.425,True,0.7575132122444417,0.004875539370168,0.0009751078740336,0.0105342382226372,nearest_to_target,561
18,0.2,1.45,True,0.7575170552007607,0.0048724764125413,0.0009744952825082,0.0105142480112962,nearest_to_target,561
19,0.2,1.475,True,0.7575215238288754,0.0048842397605848,0.0009768479521169,0.010547203040878,nearest_to_target,561
20,0.2,1.5,True,0.7575265762173443,0.0049098437965033,0.0009819687593006,0.0105798566218769,nearest_to_target,561
21,0.2,1.525,True,0.7575321894399052,0.0049485819532282,0.0009897163906456,0.0106495948881034,nearest_to_target,561
22,0.2,1.55,True,0.7575383556814701,0.0049999747011553,0.000999994940231,0.0107518001311508,nearest_to_target,561
23,0.2,1.575,True,0.7575450800692256,0.0050637348014963,0.0010127469602992,0.0108718645783836,nearest_to_target,561
24,0.2,1.6,True,0.7575523797328101,0.0051397451235422,0.0010279490247084,0.0109677252511449,nearest_to_target,561
25,0.2,1.625,True,0.7575602838600433,0.0052280462429041,0.0010456092485808,0.0111601852552503,nearest_to_target,561
26,0.2,1.65,True,0.7575688347119528,0.005328832368816,0.0010657664737632,0.0113460082042329,nearest_to_target,561
27,0.2,1.675,True,0.7575780896596833,0.0054424550994767,0.0010884910198953,0.0115257663331857,nearest_to_target,561
28,0.2,1.7,True,0.7575881245308762,0.0055694354323937,0.0011138870864787,0.0117921068022486,nearest_to_target,561
29,0.2,1.725,True,0.7575990387223351,0.0057104853815964,0.0011420970763192,0.0120550231811667,nearest_to_target,561
30,0.2,1.75,True,0.7576109629001856,0.0058665418223874,0.0011733083644774,0.012346957261533,nearest_to_target,561
31,0.2,1.775,True,0.7576240706654064,0.0060388169877429,0.0012077633975485,0.0126395030638287,nearest_to_target,561
32,0.2,1.8,True,0.4772440700600927,0.0084178005644518,0.0016835601128903,0.0049803648158798,nearest_to_target,561
