alpha,Mach,N,family_cluster_id,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,peak_y,centroid_y,spread_y,phase_span,selection_source,success,accepted,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.3,561,0,0.8098978235422346,0.0041293480351578685,0.0008258696070315738,0.04899054036726985,-7.105263157894739,0.15949772849644905,1.8240621613037107,3.1386425551122503,family_clustering_matching,True,False,0.7616080729166668,1e-06,2e-07,True
0.2,1.275,561,0,0.8182300238670818,0.004043953582309865,0.000808790716461973,0.5452277175741488,-7.105263157894739,0.1625577642852013,1.8336388388888203,3.1382765998805437,family_clustering_matching,True,False,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.25,561,0,0.8264327746017085,0.003973851725120785,0.000794770345024157,0.5677685322419865,-7.105263157894739,0.16462124043512483,1.845023012642666,3.137899354738711,family_clustering_matching,True,False,0.26803873697916675,0.05534798177083333,0.011069596354166667,True
0.2,1.2,561,0,0.8345073695606436,0.004092872113156794,0.0008185744226313588,0.6064007215900072,-7.105263157894739,0.16223129518464302,1.8781990244220832,3.136653409158763,family_clustering_matching,True,False,0.23985351562499993,0.06348274739583332,0.012696549479166664,True
