alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.4,561.0,0.7575100623299039,0.004894770421013535,0.000978954084202707,0.010558162977982465,0.010558162977982465,,nearest_to_target,126,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.19,1.4,561.0,0.7575000377433084,0.005102730166536314,0.0009695187316418997,0.004602287295969595,0.010917786243996367,0.9983354876443693,composite_branch_score,151,True,True,0.7591075998979423,0.002946530252704572,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.592300045814044e-06,True
0.18,1.4,561.0,0.7574947615235336,0.0054274274066703895,0.00097693693320067,0.0049914748367226565,0.011557953022997444,0.9978480102513004,composite_branch_score,148,True,True,0.759101585145985,0.00306454045994783,blended_continuation,0.7615039062499999,7.255900065104167e-06,1.30606201171875e-06,True
0.17,1.4,561.0,0.7574992438822863,0.005926135047694017,0.001007442958107983,0.00555517668725078,0.012464753762702403,0.9969538740389299,composite_branch_score,152,True,True,0.7590984194141202,0.003266124444098684,blended_continuation,0.7615039062499999,2.4170000241126547e-05,4.108900040991513e-06,True
0.16,1.4,561.0,0.7575331561346332,0.006748110527488126,0.0010796976843981002,0.006568387542678626,0.014052966174396756,0.9953762161351933,composite_branch_score,152,True,True,0.7591011088293718,0.0035588614286453453,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.2721600115740744e-06,True
0.15,1.4,561.0,0.7578134767011243,0.008602768767142594,0.0012904153150713892,0.00918210636431429,0.017549606761097163,0.9925656436730022,composite_branch_score,149,True,True,0.75912145618078,0.004058534316589326,blended_continuation,0.7615039062499999,2.4170000241126547e-05,3.6255000361689818e-06,True
0.14,1.4,561.0,0.7617029348176682,0.008298180277125996,0.0011617452387976395,0.006715295548348247,0.016581653060995412,0.9901233655449861,composite_branch_score,148,True,True,0.7592896485206746,0.005164841660314492,blended_continuation,0.7615039062499999,7.951000072337964e-06,1.113140010127315e-06,True
0.13,1.4,561.0,0.7618139884472513,0.007148245736017319,0.0009292719456822515,0.004342063321691201,0.014297854294023398,0.9823343429407307,composite_branch_score,148,True,True,0.7616233233906009,0.0049793081662755975,blended_continuation,0.7615039062499999,1e-06,1.3e-07,True
0.12,1.4,561.0,0.7617770631411813,0.006962509614471859,0.000835501153736623,0.005341473858398009,0.01391179919247235,0.9759202309214348,composite_branch_score,148,True,True,0.7616899555683507,0.0042921278416393266,blended_continuation,0.7615039062499999,7.951000072337964e-06,9.541200086805557e-07,True
0.11,1.4,561.0,0.761606790723426,0.007516366859678912,0.0008268003545646804,0.0066586656865123975,0.01498474692269275,0.9725181498422216,composite_branch_score,142,True,True,0.7616678003847088,0.004187173768779566,blended_continuation,0.7615039062499999,2.4170000241126547e-05,2.6587000265239203e-06,True
0.1,1.4,561.0,0.7587777591280566,0.008858615803841705,0.0008858615803841706,0.009127417574898582,0.017910023674054903,0.9741466254955484,composite_branch_score,150,True,True,0.7615656369340555,0.004513000515836283,blended_continuation,0.7615039062499999,7.951000072337964e-06,7.951000072337965e-07,True
0.09,1.4,561.0,0.576969030337432,0.007918462128240922,0.000712661591541683,0.05458905554837763,0.328289844806994,0.9319237034632619,composite_branch_score,143,True,False,0.5655856658935006,0.034612955940638346,blended_continuation,0.2757975260416666,0.07324446614583331,0.0065920019531249974,True
0.08,1.4,561.0,0.46776833996994477,0.006710026478016038,0.000536802118241283,0.05864021429961195,0.2442966121152322,0.9872663974346902,composite_branch_score,145,True,False,0.4526618869524592,0.03504053040194455,blended_continuation,0.266201171875,0.07572363281249998,0.006057890624999999,True
0.07,1.4,561.0,0.4079182753934763,0.005951881129120984,0.0004166316790384689,0.06358136504964956,0.2096448640675021,0.9968331566089217,composite_branch_score,146,True,False,0.38277949356530017,0.03515218776180962,blended_continuation,0.25529622395833323,0.07781542968749998,0.005447080078124999,True
0.06,1.4,561.0,0.35818978115654293,0.005360682142024404,0.00032164092852146424,0.06217144225394266,0.18788998623680692,0.9987026050031276,composite_branch_score,140,True,False,0.3418095589860858,0.035348081802472585,blended_continuation,0.24264648437499994,0.07944238281249998,0.004766542968749998,True
0.05,1.4,561.0,0.3284561310538991,0.00499680641138143,0.00024984032056907154,0.06479755345171245,0.1812736298068875,0.9995045912786602,composite_branch_score,143,True,False,0.3062146499439258,0.035427216576881304,blended_continuation,0.22825195312499996,0.08052701822916666,0.004026350911458333,True
0.04,1.4,561.0,0.2988199654383501,0.004660531034043858,0.00018642124136175432,0.06361716860012981,0.17538007645094236,0.9997594608629898,composite_branch_score,142,True,False,0.2817442515490061,0.03530185988849552,blended_continuation,0.2116764322916666,0.08075944010416665,0.003230377604166666,True
0.03,1.4,561.0,0.4870706958827043,0.006438054039023134,0.000193141621170694,0.007808899796063198,0.27516212664193945,0.9999916437522018,composite_branch_score,139,True,False,0.4840680209296767,0.002833790620812117,blended_continuation,0.7619401041666666,9.368000096450614e-05,2.810400028935184e-06,True
0.02,1.4,561.0,0.5951051406984404,0.005572831631663469,0.00011145663263326939,0.0036793512165792254,0.16632151739394058,0.9999270547315916,composite_branch_score,141,True,False,0.5966695008629559,0.003907718823876844,blended_continuation,0.7610677083333333,0.00011221600115740739,2.244320023148148e-06,True
0.01,1.4,561.0,0.4077749265804066,0.005560715961266817,5.560715961266817e-05,0.05094798730148894,0.31071631292946017,0.9999325965027113,composite_branch_score,138,True,False,0.40679811046073094,0.031030027103998083,blended_continuation,0.12433756510416667,0.0692158203125,0.000692158203125,True
-0.0,1.4,,,,,,,,no_mode,0,False,False,0.25666495594824396,0.00373642957676009,blended_continuation,0.03,0.001,-0.0,True
