alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_previous,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span,overlap_to_previous,overlap_to_reference,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,score,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.3,11,0.7206965493826037,0.005919505283466619,0.0011839010566933239,0.045837570315801324,0.04258952426407087,-7.105263157894739,1.0,0.15007632784296251,1.8618189654010424,3.1352989599600285,0.9990252998138521,0.9990252998138521,0.020247231045348518,0.014327725761881897,0.0,0.6870204807147802,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,12,0.8182279261179554,0.003959340456913797,0.0007918680913827595,0.05177256522668589,0.05717063593512698,-7.105263157894739,1.0,0.1598758779881629,1.8218684755221073,3.1389282694453327,0.9990252448244311,0.9990252448244311,0.020247231045348518,0.01628789058843472,0.0,0.725546940199021,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,13,0.8264275411192559,0.003790800647680812,0.0007581601295361625,0.05997910355624233,0.06526112023144491,-7.105263157894739,1.0,0.1602251110826791,1.8198948068787584,3.1391947781292324,0.9987153495890772,0.9987153495890772,0.020247231045348518,0.016456430397667705,0.0,0.8144987550616828,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,14,0.7113063049758599,0.0061104225395573,0.00122208450791146,0.055235573407721526,0.051764544169133654,-7.105263157894739,1.0,0.14832316378009444,1.8674460720373542,3.1349160681969632,0.998547632572752,0.998547632572752,0.020247231045348518,0.014136808505791219,0.0,0.815105775552752,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,15,0.8344906126632574,0.0036237557642355934,0.0007247511528471187,0.06804908987703573,0.073241805256442,-7.105263157894739,1.0,0.16049968817750476,1.8181723916284285,3.1394428815405595,0.9983751275061994,0.9983751275061994,0.020247231045348518,0.016623475281112923,0.0,0.90024506420204,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,16,0.7018507136103521,0.006304520780589799,0.00126090415611796,0.0646991269310081,0.061072739321151294,-7.105263157894739,1.0,0.1463738316060602,1.8734649746250642,3.1345055978147576,0.9979540446901655,0.9979540446901655,0.020247231045348518,0.013942710264758719,0.0,0.9489185036075773,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,17,0.8424110481330629,0.003458250925938394,0.0006916501851876788,0.07597643350159998,0.08109828074429896,-7.105263157894739,0.9999999999999999,0.1607130219499859,1.8166887108363479,3.1396733507255394,0.9980082851686555,0.9980082851686555,0.020247231045348518,0.016788980119410123,0.0,0.9829597464178688,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,18,0.8501827370450022,0.003294348413523057,0.0006588696827046115,0.08375502460444427,0.08881923046581106,-7.105263157894739,1.0,0.16092102961579544,1.8153996707990026,3.139886918728712,0.9976182552641428,0.9976182552641428,0.020247231045348518,0.016952882631825462,0.0,1.0634223231465414,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,19,0.6923343564835973,0.0065022364477762004,0.0013004472895552402,0.07422368967863614,0.07048341712664684,-7.105263157894739,1.0,0.14420604115094013,1.879895931224921,3.1340650650685826,0.9972337549475269,0.9972337549475269,0.020247231045348518,0.013744994597572318,0.0,1.088928993454258,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,20,0.8577995716878672,0.003132126945886982,0.0006264253891773964,0.09137875488864351,0.09639512570485555,-7.105263157894739,0.9999999999999999,0.1611218020471099,1.814304880474941,3.1400842995281857,0.9972082144316669,0.9972082144316669,0.020247231045348518,0.017115104099461535,0.0,1.14158342536525,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,21,0.8652554695909273,0.0029716809704952592,0.0005943361940990519,0.09884154007582525,0.10381754485184744,-7.105263157894739,1.0,0.16125594478469651,1.8134486583495035,3.1402661475605,0.9967811004466274,0.9967811004466274,0.020247231045348518,0.01727555007485326,0.0,1.2165641585920373,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,22,0.6827616774621211,0.006704094557453892,0.0013408189114907784,0.08380486565341444,0.07997799686638361,-7.105263157894739,1.0,0.1417980354074147,1.8867598219258255,3.133591619375194,0.9963751306250295,0.9963751306250295,0.020247231045348518,0.013543136487894625,0.0,1.235638290279705,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,23,0.8725443978427225,0.0028131199417758064,0.0005626239883551613,0.10613734424393236,0.11107880203876505,-7.105263157894739,1.0,0.16138487427029516,1.8127822979583252,3.140433117481851,0.9963396262696749,0.9963396262696749,0.020247231045348518,0.01743411110357271,0.0,1.2892193811471984,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,24,0.8796603992945075,0.0026565675425659586,0.0005313135085131918,0.11326020605062723,0.1181717390881286,-7.105263157894739,1.0,0.16153597875178569,1.8122836107196478,3.140585848904743,0.9958862934904863,0.9958862934904863,0.020247231045348518,0.017590663502782558,0.0,1.359913342232762,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,25,0.6731369893020464,0.006910729700199272,0.0013821459400398545,0.09343839995052801,0.08954390037330527,-7.105263157894739,0.9999999999999999,0.13912024600961906,1.8940813277570785,3.1330819656289277,0.9953656225338243,0.9953656225338243,0.020247231045348518,0.013336501345149247,0.0,1.3896906311362953,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,26,0.8865976206347641,0.00250216081340138,0.000500432162680276,0.12020426683207808,0.12508960892269394,-7.105263157894739,1.0,0.1617102554626514,1.8119512339013155,3.140724970775485,0.9954234026104689,0.9954234026104689,0.020247231045348518,0.017745070231947137,0.0,1.4286291043798716,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,27,0.8933503423509905,0.0023500491403012787,0.00047000982806025575,0.1269638005978978,0.13182601292294385,-7.105263157894739,1.0,0.16185351811088236,1.8118281194756767,3.1408511051652135,0.9949530630423778,0.9949530630423778,0.020247231045348518,0.01789718190504724,0.0,1.4945517387167482,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,28,0.6634644837619991,0.007122914167477666,0.0014245828334955332,0.10312017150712272,0.09917182431414621,-7.105263157894739,1.0,0.13617542964997753,1.901868354554237,3.1325322635702344,0.9941916935358203,0.9941916935358203,0.020247231045348518,0.013124316877870853,0.0,1.5513329747266302,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,29,0.8999130105288954,0.0022003930541683674,0.0004400786108336735,0.13353324587693016,0.13837487158855594,-7.105263157894739,1.0,0.16201089973993996,1.8118782697772364,3.140964870476807,0.9944771999019334,0.9944771999019334,0.020247231045348518,0.01804683799118015,0.0,1.5582992517228658,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,30,0.9062802704473933,0.0020533627835784656,0.00041067255671569313,0.13990723937794228,0.14473041667303815,-7.105263157894739,0.9999999999999999,0.1622156914740341,1.8120753941332792,3.141066886498912,0.9939975602662505,0.9939975602662505,0.020247231045348518,0.018193868261770052,0.0,1.6203183958594676,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,31,0.9124470018897775,0.001909136488589124,0.00038182729771782484,0.14608065139268697,0.15088719771137468,-7.105263157894739,1.0,0.1624743025367449,1.8124149288543667,3.1411577835561064,0.9935157171818769,0.9935157171818769,0.020247231045348518,0.018338094556759395,0.0,1.6806682438498188,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,32,0.6537482473140295,0.007341596201346053,0.0014683192402692108,0.1128461813520649,0.10885439536094164,-7.105263157894739,1.0,0.13291443897615088,1.9101568190920808,3.131937994891211,0.9928387388644409,0.9928387388644409,0.020247231045348518,0.012905634844002464,0.0,1.7215752373902953,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,33,0.9184083560649068,0.0017678980861618805,0.00035357961723237613,0.15204862284396856,0.1568400985422917,-7.105263157894739,1.0,0.16279068052470394,1.8128945704196373,3.1412381700189953,0.9930330720540166,0.9930330720540166,0.020247231045348518,0.018479332959186637,0.0,1.7393718783313212,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,34,0.9241597940005066,0.0016298345435242089,0.0003259669087048418,0.15780660385284373,0.162584360979767,-7.105263157894739,0.9999999999999999,0.16312987961982112,1.8135441942992319,3.141308669121347,0.9925508562626755,0.9925508562626755,0.020247231045348518,0.01861739650182431,0.0,1.795889983228978,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,35,0.9296971262357532,0.0014951324645764439,0.0002990264929152888,0.1633503936689676,0.16811561370971312,-7.105263157894739,1.0,0.16350162522815792,1.8143571680293173,3.1413699072734667,0.9920701304807076,0.9920701304807076,0.020247231045348518,0.018752098580772075,0.0,1.8503332950695013,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,36,0.6439922853168665,0.007567952902958339,0.001513590580591668,0.12261253401559837,0.1185854485072418,-7.105263157894739,1.0,0.12931729202836503,1.9189674632862586,3.131293783882322,0.9912910006049358,0.9912910006049358,0.020247231045348518,0.012679278142390178,0.0,1.901095167789145,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,37,0.6342005596234971,0.0078034648538298805,0.001560692970765976,0.1324154079602351,0.12835960530762866,-7.105263157894739,1.0,0.12536100248282578,1.9283235666022758,3.1305931493083166,0.9895314697305226,0.9895314697305226,0.020247231045348518,0.012443766191518636,0.0,2.0906982132973924,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,38,0.624377048463439,0.008050023660836177,0.0016100047321672356,0.1422510075517116,0.1381719986106201,-7.105263157894739,1.0,0.12100561826931953,1.938256796865759,3.1298281512418007,0.9875417711555172,0.9875417711555172,0.020247231045348518,0.01219720738451234,0.0,2.2915302938057045,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,39,0.6145258450877332,0.008310090755729095,0.001662018151145819,0.15211548236993627,0.14801805869511356,-7.105263157894739,1.0,0.11620951115112549,1.9488003055705727,3.1289888715292746,0.985302023493115,0.985302023493115,0.020247231045348518,0.011937140289619423,0.0,2.504911458604312,0.7616080729166668,1e-06,2e-07,True
0.2,1.3,40,0.6046513273503111,0.008586938189777646,0.0017173876379555292,0.16200478565956797,0.15789329725221532,-7.105263157894739,0.9999999999999999,0.11094523813289572,1.959982012642307,3.128062619463312,0.9827906604575599,0.9827906604575599,0.020247231045348518,0.011660292855570872,0.0,2.732183451001807,0.7616080729166668,1e-06,2e-07,True
0.2,1.275,1,0.7665006496258118,0.005136914081030167,0.0010273828162060334,0.0002701734798185383,0.4939566243842048,-7.105263157894739,1.0,0.15527778450304544,1.8544785483135324,3.135974590639359,0.9995188310904513,0.9995188310904513,0.02101301085949478,0.01587609677846461,0.0,0.2826103150950643,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,2,0.7753944621994386,0.004949402839713684,0.000989880567942737,0.008897718672535915,0.5027641363191697,-7.105263157894739,0.9999999999999999,0.15678438006330234,1.8502393257516796,3.13642283450214,0.9997465454492427,0.9997465454492427,0.02101301085949478,0.016063608019781093,0.0,0.29277613478423453,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,3,0.7841870182204568,0.004764192447549407,0.0009528384895098814,0.017696040622333747,0.5114745197116438,-7.105263157894739,1.0,0.15815634856737557,1.846323888519384,3.1368432703818265,0.9998962823902922,0.9998962823902922,0.02101301085949478,0.016248818411945372,0.0,0.3484738297870157,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,4,0.75751112542834,0.005326911079326957,0.0010653822158653915,0.009009724261193614,0.485057646290493,-7.105263157894739,1.0,0.15360770307854849,1.8590655915641154,3.135536711830109,0.9992053387212531,0.9992053387212531,0.02101301085949478,0.01568609978016782,0.0,0.38166775166268513,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,5,0.7928726599486334,0.00458113750807384,0.000916227501614768,0.02638871575742093,0.5200819971722342,-7.105263157894739,1.0,0.15942844472944484,1.8427049153765314,3.137237516685448,0.9999752682492752,0.9999752682492752,0.02101301085949478,0.01643187335142094,0.0,0.42373444798088544,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,6,0.7484313146446543,0.005519624046567929,0.0011039248093135858,0.018095702883672453,0.47607274022296103,-7.105263157894739,1.0,0.15178755405861002,1.8639973070333062,3.135181974915812,0.9987976501374503,0.9987976501374503,0.02101301085949478,0.01549338681292685,0.0,0.4814135260535967,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,7,0.8014456255371073,0.004400127530455267,0.0008800255060910534,0.034968977321493344,0.5285806865147624,-7.105263157894739,1.0,0.16055345617121447,1.8394089456526124,3.1376069559412803,0.999990196351273,0.999990196351273,0.02101301085949478,0.016612883329039513,0.0,0.5000014897633925,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,8,0.7392665170275008,0.00571533584347395,0.00114306716869479,0.02726820884342743,0.4670073118371408,-7.105263157894739,0.9999999999999999,0.14976978536212737,1.869309211042526,3.134802186451526,0.9982866821042096,0.9982866821042096,0.02101301085949478,0.01529767501602083,0.0,0.5853945238532801,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,9,0.8099000593450593,0.004221083238016521,0.0008442166476033043,0.0434307780759468,0.5369646121193704,-7.105263157894739,1.0,0.1616040141107671,1.8363830588231655,3.137952938005117,0.9999472646467142,0.9999472646467142,0.02101301085949478,0.01679192762147826,0.0,0.5871589492584821,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,10,0.8182300238670818,0.004043953582309865,0.000808790716461973,0.05176812258725863,0.5452277175741488,-7.105263157894739,1.0,0.1625577642852013,1.8336388388888203,3.1382765998805437,0.9998522109438356,0.9998522109438356,0.02101301085949478,0.016969057277184917,0.0,0.6730256483115744,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,11,0.7300219034583415,0.005914391373096002,0.0011828782746192005,0.03652109064635642,0.4578666266154947,-7.105263157894739,0.9999999999999999,0.14758238619009476,1.8749908890406553,3.1343951990889103,0.9976626355524965,0.9976626355524965,0.02101301085949478,0.015098619486398778,0.0,0.6934523535012697,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,12,0.8264295133058474,0.0038687133036589658,0.0007737426607317932,0.059974983911093634,0.5533638797070561,-7.105263157894739,1.0,0.16340971841575946,1.831176012384458,3.1385790534602034,0.9997103451916831,0.9997103451916831,0.02101301085949478,0.017144297555835814,0.0,0.7560679318824128,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,13,0.7207025143845186,0.006117209711912512,0.0012234419423825024,0.04584914664918006,0.4486558027086856,-7.105263157894739,0.9999999999999999,0.14516314326101615,1.8810860683322168,3.1339585672729644,0.9969149421064166,0.9969149421064166,0.02101301085949478,0.014895801147582268,0.0,0.80632541750292,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,14,0.8344924688183499,0.003695360915140126,0.0007390721830280253,0.06804529473703963,0.5613669241019024,-7.105263157894739,1.0,0.16422523439240852,1.8289456775409554,3.1388613206286298,0.9995265796285588,0.9995265796285588,0.02101301085949478,0.017317649944354654,0.0,0.8369277482797656,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,15,0.8424127954935157,0.0035239170014087274,0.0007047834002817455,0.07597295641120626,0.5692306422076058,-7.105263157894739,1.0,0.16498006293041573,1.8269621825662905,3.139124320150226,0.9993054558971248,0.9993054558971248,0.02101301085949478,0.01748909385808605,0.0,0.9153487871764865,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,16,0.7113132606507436,0.006324299938057563,0.0012648599876115127,0.0552474489969794,0.43937980403999316,-7.105263157894739,1.0,0.1425221104033024,1.8875962462968763,3.1334894867521608,0.9960322044474413,0.9960322044474413,0.02101301085949478,0.014688710921437215,0.0,0.9240732959005287,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,17,0.8501843810863192,0.003354422758986345,0.000670884551797269,0.0837518545412093,0.5769488101006742,-7.105263157894739,1.0,0.16564882736608866,1.8252410829492822,3.1393689389631843,0.9990511705726636,0.9990511705726636,0.02101301085949478,0.017658588100508434,0.0,0.9910602675348127,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,18,0.701858927323046,0.00653628203456448,0.001307256406912896,0.06471124524069115,0.43004343341245843,-7.105263157894739,1.0,0.13961989403837508,1.8945517209009517,3.1329847175423033,0.9950021343149926,0.9950021343149926,0.02101301085949478,0.014476728824930299,0.0,1.0472614659531314,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,19,0.8578011165621615,0.003186938702439336,0.0006373877404878673,0.09137587815547882,0.5845152089862011,-7.105263157894739,1.0,0.1663024990058312,1.8237287501148318,3.139596017931002,0.9987675975495272,0.9987675975495272,0.02101301085949478,0.017826072157055443,0.0,1.0647525452293665,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,20,0.8652569184802624,0.0030215434740607874,0.0006043086948121575,0.0988389414220951,0.5919236474906487,-7.105263157894739,1.0,0.16694333683080273,1.8224215062927267,3.139806360721869,0.9984583092327446,0.9984583092327446,0.02101301085949478,0.01799146738543399,0.0,1.1364252680978202,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,21,0.6923441815036063,0.006753914871730502,0.0013507829743461004,0.07423592939265358,0.4206513253563491,-7.105263157894739,1.0,0.1364575533697985,1.9019604208833762,3.1324404840833306,0.993811484867531,0.993811484867531,0.02101301085949478,0.014259095987764278,0.0,1.1760981747176555,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,22,0.8725457532535549,0.0028583327095245605,0.0005716665419049121,0.10613500757337269,0.5991679858012104,-7.105263157894739,1.0,0.1675132888501311,1.8213609132071704,3.140000710993996,0.9981265945436045,0.9981265945436045,0.02101301085949478,0.018154678149970217,0.0,1.2054679635968268,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,23,0.8796616632917048,0.0026974178989839647,0.0005394835797967929,0.11325811487880677,0.6062421616787435,-7.105263157894739,1.0,0.16807402579391273,1.8204995024052792,3.1401798015224087,0.9977754761306187,0.9977754761306187,0.02101301085949478,0.018315592960510815,0.0,1.272473605226546,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,24,0.6827735857646835,0.00697813423455464,0.0013956268469109282,0.08381702469297993,0.41120793846387255,-7.105263157894739,1.0,0.13298994775436496,1.9098559263661454,3.1318523432994136,0.9924459740702307,0.9924459740702307,0.02101301085949478,0.01403487662494014,0.0,1.3112766160435436,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,25,0.8865987950405794,0.0025389251990062204,0.0005077850398012441,0.1202024046049282,0.613140218371192,-7.105263157894739,0.9999999999999999,0.16865235897266875,1.8198160100924774,3.1403443423012893,0.9974077241529318,0.9974077241529318,0.02101301085949478,0.01847408566048856,0.0,1.33768282658713,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,26,0.8933514289016055,0.0023829941421143973,0.0004765988284228795,0.12696215091107524,0.6198563344267174,-7.105263157894739,1.0,0.1692498973903951,1.819308398537086,3.1404950252906128,0.9970258698853114,0.9970258698853114,0.02101301085949478,0.018630016717380384,0.0,1.401081001344263,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,27,0.6731516199749328,0.007210105401986756,0.0014420210803973512,0.09345016458191595,0.4017175471096571,-7.105263157894739,1.0,0.12919046154521824,1.9182616277696052,3.131215006383515,0.9908902040886539,0.9908902040886539,0.02101301085949478,0.013802905457508024,0.0,1.4533619878147719,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,28,0.8999140110023314,0.0022297761884770575,0.0004459552376954115,0.133531792636879,0.6263848553935178,-7.105263157894739,1.0,0.16981410596300966,1.8190167213426172,3.1406325284681826,0.9966322157615484,0.9966322157615484,0.02101301085949478,0.018783234671017723,0.0,1.4621044683552584,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,29,0.9062811867643029,0.002079433056571107,0.00041588661131422143,0.13990596692216253,0.6327203273700873,-7.105263157894739,0.9999999999999999,0.17038739266630964,1.8189080402273003,3.140757519217418,0.9962288449189046,0.9962288449189046,0.02101301085949478,0.018933577802923672,0.0,1.5211502694073489,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,30,0.9124478361903852,0.0019321347589873101,0.00038642695179746207,0.146079544581958,0.638857532348555,-7.105263157894739,1.0,0.17100356259407806,1.818956272968927,3.1408706570731013,0.9958176286136365,0.9958176286136365,0.02101301085949478,0.01908087610050747,0.0,1.5785285235013524,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,31,0.6634827162833625,0.00745129727725377,0.0014902594554507542,0.10313106493235812,0.39218423283476495,-7.105263157894739,1.0,0.12505112192543014,1.9271928504952502,3.130522092002057,0.989127567613532,0.989127567613532,0.02101301085949478,0.013561713582241008,0.0,1.6028096991202787,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,32,0.9184091107651782,0.0017880572490035901,0.000357611449800718,0.15204766713552928,0.6447915252712938,-7.105263157894739,0.9999999999999999,0.17166876733694683,1.819156949047049,3.1409726033879006,0.9954002314506222,0.9954002314506222,0.02101301085949478,0.01922495361049119,0.0,1.6342701632727525,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,33,0.9241604718295002,0.0016473795525065028,0.0003294759105013006,0.1578057853600982,0.6505176726974619,-7.105263157894739,1.0,0.1723843520583461,1.8195096454952873,3.141064009212191,0.9949781164807763,0.9949781164807763,0.02101301085949478,0.019365631306988276,0.0,1.68835822896255,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,34,0.9296977302547518,0.0015102802101368484,0.0003020560420273697,0.16334969921037146,0.6560316929556715,-7.105263157894739,0.9999999999999999,0.1731016533177092,1.8200539655626338,3.1411455130631034,0.9945525475955086,0.9945525475955086,0.02101301085949478,0.01950273064935793,0.0,1.7402683312673843,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,35,0.6537713157991788,0.007703589194738782,0.0015407178389477564,0.11285547944857857,0.3826118767594515,-7.105263157894739,1.0,0.12051809113019674,1.936687505552463,3.1297657746581566,0.9871401355553188,0.9871401355553188,0.02101301085949478,0.013309421664755999,0.0,1.7605956134042562,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,36,0.6440219628444721,0.00796942865461288,0.0015938857309225761,0.12261912444399901,0.37300415708097,-7.105263157894739,1.0,0.11555735614286128,1.946774466629195,3.1289362667778207,0.9849085235400192,0.9849085235400192,0.02101301085949478,0.0130435822048819,0.0,1.9276243328174372,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,37,0.634239467778642,0.008252070605503262,0.0016504141211006525,0.13241754614977086,0.36336456266863804,-7.105263157894739,1.0,0.11014612288228766,1.9574790759825738,3.128021025857925,0.9824117145947191,0.9824117145947191,0.02101301085949478,0.012760940253991517,0.0,2.104859460608387,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,38,0.6244292024468764,0.008555951078974222,0.0017111902157948445,0.1422458742005374,0.35369645197022964,-7.105263157894739,1.0,0.10421980899780396,1.9688456935157386,3.127003483991851,0.9796268094383696,0.9796268094383696,0.02101301085949478,0.012457059780520557,0.0,2.293890679906358,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,39,0.614597669740784,0.008887287246899358,0.0017774574493798715,0.15209833415843863,0.34400323674272554,-7.105263157894739,1.0,0.0977349583024366,1.9809117718602365,3.125860898663073,0.9765286521315222,0.9765286521315222,0.02101301085949478,0.012125723612595422,0.0,2.4964662960646096,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,40,0.6047536852075641,0.0092550600054861,0.0018510120010972202,0.1619672079370685,0.3342889188779273,-7.105263157894739,1.0,0.09063877900603451,1.9937211504365662,3.1245604760690844,0.9730892608971405,0.9730892608971405,0.02101301085949478,0.01175795085400868,0.0,2.714980911543723,0.28134521484375,0.05155175781249999,0.010310351562499999,True
