mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.01,1.425,False,0.15212155845397332,0.0031078277714005425,3.107827771400543e-05,0.08602492574832188,nearest_to_target,561
1,0.02,1.425,False,0.39791284635459473,0.005389362500758988,0.00010778725001517976,0.36330819820024657,composite_branch_score,561
2,0.03,1.425,False,0.3383696674289708,0.0048804062502014545,0.00014641218750604363,0.1867812551971728,composite_branch_score,561
3,0.04,1.425,False,0.3185889154136764,0.004774362594694383,0.00019097450378777534,0.16519874020719508,composite_branch_score,561
4,0.05,1.425,False,0.3087162230434139,0.004774914290884073,0.00023874571454420365,0.1534885933352028,composite_branch_score,561
5,0.06,1.425,False,0.2988539702597165,0.0047960481087292416,0.00028776288652375447,0.14390339327846458,composite_branch_score,561
6,0.07,1.425,False,0.29886158288357406,0.004921845288977986,0.00034452917022845904,0.13830199211351643,composite_branch_score,561
7,0.08,1.425,False,0.2988707346745754,0.005069963022465126,0.0004055970417972101,0.13262518422533023,composite_branch_score,561
8,0.09,1.425,False,0.48796750769336206,0.007023077814593708,0.0006320770033134337,0.27389432301110406,composite_branch_score,561
9,0.1,1.425,False,0.5977148296523452,0.00827926067268001,0.0008279260672680012,0.16461909883349843,composite_branch_score,561
10,0.11,1.425,False,0.6673785396251138,0.008282030052393263,0.0009110233057632589,0.09556334889921411,composite_branch_score,561
11,0.12,1.425,False,0.7061999058174118,0.007628928817133107,0.0009154714580559728,0.05735731767176783,composite_branch_score,561
12,0.13,1.425,False,0.725105331537373,0.007658048894566111,0.0009955463562935944,0.03947101048875695,composite_branch_score,561
13,0.14,1.425,False,0.7342752812585703,0.008842235095073791,0.0012379129133103309,0.03245884041072144,composite_branch_score,561
14,0.15,1.425,False,0.7394705237258083,0.008548348474752636,0.0012822522712128952,0.027878728478168628,composite_branch_score,561
15,0.16,1.425,True,0.7484359114230469,0.006677570256301487,0.001068411241008238,0.0186737187750464,composite_branch_score,561
16,0.17,1.425,True,0.7484143232825115,0.005950998447786518,0.0010116697361237082,0.017690311144166193,composite_branch_score,561
17,0.18,1.425,True,0.7484142000695705,0.005499766954902298,0.0009899580518824137,0.017087439182536118,composite_branch_score,561
18,0.19,1.425,True,0.7484219904440278,0.005207151064131344,0.0009893587021849552,0.016711171304818417,composite_branch_score,561
19,0.2,1.425,True,0.7484338747925653,0.005025184480238452,0.0010050368960476904,0.016486219732376642,composite_branch_score,561
20,0.21,1.425,True,0.7484483801682528,0.004930371602345409,0.0010353780364925358,0.01635138096962786,composite_branch_score,561
21,0.22,1.425,True,0.7484648303850273,0.00491074298718159,0.00108036345717995,0.016314624619891208,composite_branch_score,561
22,0.23,1.425,True,0.7484828832653598,0.00496101436426806,0.0011410333037816538,0.01636930082628778,composite_branch_score,561
23,0.24,1.425,True,0.7485023615994099,0.005080676921159941,0.0012193624610783859,0.01650007981176895,composite_branch_score,561
24,0.25,1.425,True,0.7485231851869382,0.00527357571403274,0.001318393928508185,0.016721584737510453,composite_branch_score,561
25,0.26,1.425,True,0.7485453469550977,0.00554873942561121,0.0014426722506589147,0.017059715998146627,composite_branch_score,561
26,0.27,1.425,True,0.7485689167935913,0.005923096322267047,0.001599236007012103,0.01750723505434717,composite_branch_score,561
27,0.28,1.425,True,0.7485940700492898,0.006428529160506419,0.0017999881649417974,0.018208766196152238,composite_branch_score,561
28,0.29,1.425,True,0.7486210789943802,0.0071326010992394375,0.002068454318779437,0.019209627644501154,composite_branch_score,561
29,0.3,1.425,False,0.7486487770392909,0.008223889748865239,0.0024671669246595714,0.020867288391472092,composite_branch_score,561
30,0.01,1.45,False,0.17156050474374024,0.003278171937774463,3.278171937774463e-05,0.08517434310926775,nearest_to_target,561
31,0.02,1.45,False,0.1715606482925003,0.0033076087596945205,6.615217519389041e-05,0.11483936679283882,composite_branch_score,561
32,0.03,1.45,False,0.1715608878665918,0.0033565426833000586,0.00010069628049900175,0.1333727430709854,composite_branch_score,561
33,0.04,1.45,False,0.18129113429525268,0.003524808920377435,0.0001409923568150974,0.14188257564605614,composite_branch_score,561
34,0.05,1.45,False,0.19103130259309029,0.0037090452721284008,0.00018545226360642004,0.14564530671728004,composite_branch_score,561
35,0.06,1.45,False,0.20078191748651303,0.003910327918480206,0.00023461967510881234,0.14686358421602436,composite_branch_score,561
36,0.07,1.45,False,0.210543529577007,0.004130067917061109,0.00028910475419427766,0.14576398814809766,composite_branch_score,561
37,0.08,1.45,False,0.4280195118289277,0.006205428494291931,0.0004964342795433545,0.333714662895646,composite_branch_score,561
38,0.09,1.45,False,0.5577904959402331,0.007730439603196614,0.0006957395642876953,0.20429561890752607,composite_branch_score,561
39,0.1,1.45,False,0.6373502367092473,0.008529409513624622,0.0008529409513624623,0.1253179742943013,composite_branch_score,561
40,0.11,1.45,False,0.6868707286307847,0.00805568377807986,0.0008861252155887846,0.07634903544253974,composite_branch_score,561
41,0.12,1.45,False,0.7156786142682037,0.007587130498645768,0.0009104556598374922,0.048257132853274556,composite_branch_score,561
42,0.13,1.45,False,0.7343969487565212,0.007868808419077196,0.0010229450944800355,0.03131997050193975,composite_branch_score,561
43,0.14,1.45,False,0.7426103515383045,0.010435884202795655,0.0014610237883913918,0.028141314346804502,composite_branch_score,561
44,0.15,1.45,True,0.7484915288447165,0.007526149002182343,0.0011289223503273514,0.01988504891955896,composite_branch_score,561
45,0.16,1.45,True,0.7484220523695987,0.0064176490939165795,0.0010268238550266528,0.018293200940054957,composite_branch_score,561
46,0.17,1.45,True,0.7484114449911605,0.005802319484372704,0.0009863943123433598,0.017493820990660058,composite_branch_score,561
47,0.18,1.45,True,0.7484151898452894,0.0054128229769662,0.000974308135853916,0.016975425222049263,composite_branch_score,561
48,0.19,1.45,True,0.7484249779387788,0.005163999934435728,0.0009811599875427883,0.016655261277574083,composite_branch_score,561
49,0.2,1.45,True,0.7484381715559809,0.005018232677680414,0.0010036465355360827,0.016465877232944234,composite_branch_score,561
50,0.21,1.45,True,0.7484536933096446,0.0049567675981377285,0.001040921195608923,0.01637898655820211,composite_branch_score,561
51,0.22,1.45,True,0.7484710382150034,0.004970466637491223,0.001093502660248069,0.01638175494335515,composite_branch_score,561
52,0.23,1.45,True,0.7484899574542703,0.005056246434844077,0.0011629366800141377,0.01647727565697039,composite_branch_score,561
53,0.24,1.45,True,0.7485103408766869,0.005215834107712384,0.0012518001858509722,0.01663268607079985,composite_branch_score,561
54,0.25,1.45,True,0.7485321758560955,0.005455962763755622,0.0013639906909389055,0.016949698063032936,composite_branch_score,561
55,0.26,1.45,True,0.7485555501003162,0.005790201191158376,0.0015054523097011777,0.017360806319647423,composite_branch_score,561
56,0.27,1.45,True,0.7485807043035981,0.006243967576553893,0.0016858712456695511,0.01796094203236812,composite_branch_score,561
57,0.28,1.45,True,0.7486081767913711,0.006868443956513036,0.0019231643078236505,0.01880628039310677,composite_branch_score,561
58,0.29,1.45,False,0.748638955139623,0.007790010602314977,0.0022591030746713435,0.02020350741144438,composite_branch_score,561
59,0.3,1.45,False,0.7486616071270952,0.009535726813047901,0.0028607180439143703,0.022990622182967928,composite_branch_score,561
60,0.01,1.475,False,0.20078667114497517,0.0035244694914853725,3.5244694914853725e-05,0.0669461126713722,nearest_to_target,561
61,0.02,1.475,False,0.2007869626255582,0.003556013852929607,7.112027705859214e-05,0.09703429505449128,composite_branch_score,561
62,0.03,1.475,False,0.20078745070354145,0.0036085198374074287,0.00010825559512222286,0.11577980387375503,composite_branch_score,561
63,0.04,1.475,False,0.20078813888074504,0.0036819125063731724,0.0001472765002549269,0.12889384271191132,composite_branch_score,561
64,0.05,1.475,False,0.21054921412686858,0.0038664312673295973,0.00019332156336647986,0.13338128982886813,composite_branch_score,561
65,0.06,1.475,False,0.22032152835596425,0.004070757064504211,0.0002442454238702527,0.13485813911777514,composite_branch_score,561
66,0.07,1.475,False,0.4380006164348361,0.006099067884871782,0.0004269347519410248,0.3237313640326939,composite_branch_score,561
67,0.08,1.475,False,0.5674282430483384,0.0076188888602006484,0.0006095111088160518,0.19467060772452618,composite_branch_score,561
68,0.09,1.475,False,0.6461334510054279,0.008455077402029637,0.0007609569661826673,0.11659615234564957,composite_branch_score,561
69,0.1,1.475,False,0.695870875688935,0.008591889056459617,0.0008591889056459617,0.06783301511752834,composite_branch_score,561
70,0.11,1.475,False,0.7249440548356181,0.007641050557798738,0.0008405155613578611,0.03961918185518633,composite_branch_score,561
71,0.12,1.475,False,0.7343806083824592,0.007514587655842185,0.0009017505187010621,0.03100115582907071,composite_branch_score,561
72,0.13,1.475,False,0.7435814096683876,0.008243030900797433,0.0010715940171036663,0.024333430136971857,composite_branch_score,561
73,0.14,1.475,False,0.748898109777161,0.009391521449407,0.00131481300291698,0.022607779241339557,composite_branch_score,561
74,0.15,1.475,True,0.7484518800461855,0.007114233371893671,0.0010671350057840506,0.01929643450529896,composite_branch_score,561
75,0.16,1.475,True,0.7484144185151156,0.006213747544684846,0.0009941996071495755,0.018016053115941174,composite_branch_score,561
76,0.17,1.475,True,0.7484107716854135,0.005684060875178855,0.0009662903487804055,0.017335631129800126,composite_branch_score,561
77,0.18,1.475,True,0.7484173803237327,0.005347080223321803,0.0009624744401979244,0.016890303853663722,composite_branch_score,561
78,0.19,1.475,True,0.7484288026474912,0.005137920708449418,0.0009762049346053894,0.01662000875606869,composite_branch_score,561
79,0.2,1.475,True,0.7484431542323444,0.005026508531695521,0.0010053017063391043,0.01648047897590566,composite_branch_score,561
80,0.21,1.475,True,0.7484596354311106,0.004997906960270908,0.0010495604616568906,0.016424117727762755,composite_branch_score,561
81,0.22,1.475,True,0.7484778734696412,0.005045513270455381,0.0011100129195001837,0.01646771582542414,composite_branch_score,561
82,0.23,1.475,True,0.7484977022468766,0.005168471104167026,0.001188748353958416,0.016603771064126395,composite_branch_score,561
83,0.24,1.475,True,0.7485190846485271,0.005371067185185467,0.001289056124444512,0.0168483384967141,composite_branch_score,561
84,0.25,1.475,True,0.7485421014057626,0.005663724779380097,0.0014159311948450243,0.01720347328276802,composite_branch_score,561
85,0.26,1.475,True,0.7485670015659955,0.006066430861766712,0.0015772720240593452,0.017725242332369905,composite_branch_score,561
86,0.27,1.475,True,0.7485943746449577,0.006618047871004312,0.0017868729251711644,0.01848776071811384,composite_branch_score,561
87,0.28,1.475,True,0.7486256623613401,0.007405785310959212,0.0020736198870685797,0.019615325019513262,composite_branch_score,561
88,0.29,1.475,False,0.7486636764204415,0.008707510972592944,0.0025251781820519533,0.02163526832140996,composite_branch_score,561
89,0.3,1.475,False,0.753447060918327,0.011649823154515711,0.0034949469463547134,0.024639607257343217,composite_branch_score,561
90,0.01,1.5,False,0.22032527295783608,0.003660193240618343,3.660193240618343e-05,0.052749660381210206,nearest_to_target,561
91,0.02,1.5,False,0.22032567195851024,0.0036939586703874983,7.387917340774997e-05,0.08365887722908091,composite_branch_score,561
92,0.03,1.5,False,0.22032634114714636,0.0037502071434295458,0.00011250621430288637,0.10331901567565072,composite_branch_score,561
93,0.04,1.5,False,0.2203272871048787,0.0038289257120755677,0.0001531570284830227,0.11682913786364475,composite_branch_score,561
94,0.05,1.5,False,0.23011055344836326,0.00401557631982196,0.000200778815991098,0.12173234005364666,composite_branch_score,561
95,0.06,1.5,False,0.43800674072999257,0.005903191352292433,0.000354191481137546,0.323710777805915,composite_branch_score,561
96,0.07,1.5,False,0.5672474157886851,0.0073823940013553625,0.0005167675800948755,0.19481313592298946,composite_branch_score,561
97,0.08,1.5,False,0.6454276473321329,0.007883698315255244,0.0006306958652204195,0.11713576151502893,composite_branch_score,561
98,0.09,1.5,False,0.6942366371607874,0.008711075663886706,0.0007839968097498036,0.06947470626607086,composite_branch_score,561
99,0.1,1.5,False,0.7151593343311122,0.008283586384958014,0.0008283586384958014,0.04920052014368819,composite_branch_score,561
100,0.11,1.5,False,0.7342982818968279,0.0075183613357014695,0.0008270197469271616,0.031061191405608698,composite_branch_score,561
101,0.12,1.5,False,0.7436105896051551,0.007594758385392408,0.0009113710062470889,0.023460804883048362,composite_branch_score,561
102,0.13,1.5,False,0.7434955837390113,0.008855389321263746,0.001151200611764287,0.02524694712334392,composite_branch_score,561
103,0.14,1.5,False,0.7485921090381734,0.008387031951691517,0.0011741844732368126,0.021155389327887082,composite_branch_score,561
104,0.15,1.5,True,0.7484311291292393,0.006808280239273736,0.0010212420358910604,0.0188646604182326,composite_branch_score,561
105,0.16,1.5,True,0.7484105790166866,0.006050885647066816,0.0009681417035306906,0.017818626620197398,composite_branch_score,561
106,0.17,1.5,True,0.7484117070009524,0.005590475324888133,0.0009503808052309827,0.017185479366183934,composite_branch_score,561
107,0.18,1.5,True,0.7484205477274665,0.005299558396615839,0.000953920511390851,0.016807532869507265,composite_branch_score,561
108,0.19,1.5,True,0.7484333641257116,0.0051271465011213215,0.0009741578352130511,0.01660312385470381,composite_branch_score,561
109,0.2,1.5,True,0.7484487782055383,0.005048934790379239,0.001009786958075848,0.01649492159889926,composite_branch_score,561
110,0.21,1.5,True,0.7484661953612364,0.005053210363726241,0.0010611741763825106,0.01648637235431529,composite_branch_score,561
111,0.22,1.5,True,0.7484853523392964,0.005135769073198792,0.001129869196103734,0.016581500525169865,composite_branch_score,561
112,0.23,1.5,True,0.7485061649247953,0.005298140545604182,0.001218572325488962,0.016768424833491856,composite_branch_score,561
113,0.24,1.5,True,0.7485286869992145,0.005547693875197012,0.001331446530047283,0.01706830546989307,composite_branch_score,561
114,0.25,1.5,True,0.7485531433116361,0.0058997791483723664,0.0014749447870930916,0.017515885762655614,composite_branch_score,561
115,0.26,1.5,True,0.7485800796164341,0.006383888683003433,0.0016598110575808927,0.01813310182373569,composite_branch_score,561
116,0.27,1.5,True,0.7486108516302625,0.007061647675279709,0.0019066448723255216,0.019087567302676262,composite_branch_score,561
117,0.28,1.5,False,0.7486493993299638,0.008096915077344499,0.00226713622165646,0.02066310014327118,composite_branch_score,561
118,0.29,1.5,False,0.7486886514336849,0.010377868194908449,0.00300958177652345,0.02438091781469491,composite_branch_score,561
119,0.3,1.5,False,0.7531022391989068,0.00963704557834196,0.0028911136735025877,0.02101108894908752,composite_branch_score,561
120,0.01,1.525,False,0.23990828876574388,0.00378769561023071,3.78769561023071e-05,0.04238764927549077,nearest_to_target,561
121,0.02,1.525,False,0.23990881190224,0.0038237900323296933,7.647580064659387e-05,0.07206382617780692,composite_branch_score,561
122,0.03,1.525,False,0.2399096908362606,0.003883968045337412,0.00011651904136012236,0.09184601864671223,composite_branch_score,561
123,0.04,1.525,False,0.23991093648042983,0.003968297042447246,0.00015873188169788986,0.10552709361463007,composite_branch_score,561
124,0.05,1.525,False,0.44800075040425535,0.005815110521562387,0.00029075552607811934,0.31415257951096454,composite_branch_score,561
125,0.06,1.525,False,0.5769097185913149,0.007197216473008354,0.00043183298838050124,0.18515081555362298,composite_branch_score,561
126,0.07,1.525,False,0.6546679076267043,0.007189812843204579,0.0005032868990243206,0.10779293275186669,composite_branch_score,561
127,0.08,1.525,False,0.693241764325277,0.007676437400427176,0.0006141149920341741,0.06996234407564564,composite_branch_score,561
128,0.09,1.525,False,0.7135925374579767,0.008899891033210441,0.0008009901929889397,0.05109415773790217,composite_branch_score,561
129,0.1,1.525,False,0.7340590996869222,0.007933140257623664,0.0007933140257623665,0.031700044220019756,composite_branch_score,561
130,0.11,1.525,False,0.7435565606442931,0.007441499610830016,0.0008185649571913017,0.023284637177743546,composite_branch_score,561
131,0.12,1.525,True,0.75274473171696,0.007759606827396972,0.0009311528192876366,0.01777838772577339,composite_branch_score,561
132,0.13,1.525,False,0.7519656997429138,0.010265274302587103,0.0013344856593363234,0.022623618382148065,composite_branch_score,561
