mode_index,alpha,Mach,accepted,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,N
0,0.2,1.4,True,0.7575100623299039,0.004894770421013535,0.000978954084202707,0.010558162977982465,nearest_to_target,561
1,0.2,1.375,True,0.7575077090129534,0.004931982919578513,0.0009863965839157025,0.010647054128078095,nearest_to_target,561
2,0.2,1.35,True,0.757506310175314,0.004989638416888245,0.000997927683377649,0.010576502712057642,nearest_to_target,561
3,0.2,1.325,True,0.7664960552448612,0.0049001039938147755,0.0009800207987629552,0.010879042795505866,nearest_to_target,561
4,0.2,1.3,True,0.766497361544398,0.00500183734569255,0.0010003674691385102,0.01113277323570164,nearest_to_target,561
5,0.2,1.275,False,0.2793520034480304,0.00748497567861789,0.001496995135723578,0.0881561004253713,nearest_to_target,561
6,0.2,1.25,False,0.269449401338611,0.007135553322925697,0.0014271106645851394,0.09643517512460617,nearest_to_target,561
7,0.2,1.225,False,0.2595619836121656,0.006824741650785186,0.0013649483301570373,0.10523463065586901,nearest_to_target,561
8,0.2,1.2,False,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.11410366780113398,nearest_to_target,561
9,0.2,1.175,False,0.23002209113267194,0.0061871107804319725,0.0012374221560863946,0.123382085300943,nearest_to_target,561
10,0.2,1.15,False,0.21041005273380833,0.005855472335827502,0.0011710944671655004,0.13277532124115526,nearest_to_target,561
11,0.2,1.125,False,0.19084731430716562,0.005551079479036405,0.001110215895807281,0.14236042392719636,nearest_to_target,561
12,0.2,1.1,False,0.18105094689585816,0.005396560006735097,0.0010793120013470193,0.15188545500371858,nearest_to_target,561
13,0.2,1.075,False,0.1518494099492841,0.005020286367566826,0.0010040572735133652,0.16124019709118653,nearest_to_target,561
14,0.2,1.05,False,0.13240235077186108,0.004795898556545943,0.0009591797113091886,0.16995475239303565,nearest_to_target,561
15,0.2,1.025,False,0.10333416187833223,0.004444571648087329,0.0008889143296174659,0.1774911918912149,nearest_to_target,561
16,0.2,1.0,False,0.06471015527509302,0.003846360243222802,0.0007692720486445605,0.18212372424156403,nearest_to_target,561
