curve_stem,curve_label,curve_family,curve_level,point_index,alpha,Mach,ref_cr,ref_ci,ref_source,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,selection_source,n_finite_modes,success,accepted,ci_abs_err,cr_abs_err
0.03,$c_i = 0.03$,ci_level,0.03,28,0.1636153480979999,1.22625165982098,,0.03,curve_ci_level,0.005347857138427184,2.1447868757906854e-14,curve_continuation,0.23481535497181596,0.07704069010416663,0.01260503932910336,True,0.008720241384118988,4.916711878591541e-15,8.04449525513326e-16,0.0033723842456918045,0.273605687285801,target_then_overlap,147,True,False,0.029999999999995083,
0.03,$c_i = 0.03$,ci_level,0.03,29,0.1595543767673222,1.2561800381156816,,0.03,curve_ci_level,0.008720241384118988,4.916711878591541e-15,curve_continuation,0.24980586963421295,0.07347688802083331,0.011723559074966382,True,0.008718987730897621,2.507552255270063e-14,4.000909373011081e-15,1.2536532213672936e-06,0.2823442879159284,target_then_overlap,146,True,False,0.02999999999997492,
0.03,$c_i = 0.03$,ci_level,0.03,30,0.1499893358652052,1.2936352315493265,,0.03,curve_ci_level,0.008718987730897621,2.507552255270063e-14,curve_continuation,0.2643184106800235,0.07107519531249999,0.010660521341411619,True,0.008757586028626141,2.0427126031334907e-14,3.0638510670747674e-15,3.859829772851972e-05,0.29243472545395616,target_then_overlap,150,True,False,0.02999999999997957,
0.03,$c_i = 0.03$,ci_level,0.03,31,0.1418054724211713,1.331076664809043,,0.03,curve_ci_level,0.008757586028626141,2.0427126031334907e-14,curve_continuation,0.27929156593341425,0.06797623697916667,0.009639402398244226,True,0.005313238871522057,4.373219970290095e-15,6.201465238886876e-16,0.0034443471571040836,0.30585486570434367,target_then_overlap,149,True,False,0.029999999999995627,
0.03,$c_i = 0.03$,ci_level,0.03,32,0.133635369151066,1.373499281030912,,0.03,curve_ci_level,0.005313238871522057,4.373219970290095e-15,curve_continuation,0.7615746321106412,1e-06,1.33635369151066e-07,True,0.008821878424450511,3.192976987006587e-14,4.266946583494837e-15,0.003508639552928454,0.7527527536888476,target_then_overlap,151,True,False,0.02999999999996807,
0.03,$c_i = 0.03$,ci_level,0.03,33,0.1295950380812812,1.4108994337688427,,0.03,curve_ci_level,0.008821878424450511,3.192976987006587e-14,curve_continuation,0.7615039062499999,2.417000024112653e-05,3.1323121016733686e-06,True,0.005292791454753667,7.613004215200303e-15,9.866075711818374e-16,0.0035290869696968444,0.756211116340288,target_then_overlap,147,True,False,0.029999999999992387,
0.03,$c_i = 0.03$,ci_level,0.03,34,0.1255547070114965,1.4482995865067734,,0.03,curve_ci_level,0.005292791454753667,7.613004215200303e-15,curve_continuation,0.7615039062499999,7.951000072337964e-06,9.982854845307808e-07,True,0.005291504090133088,4.8592802494642083e-14,6.101055080082303e-15,1.287364620578514e-06,0.7562124023270642,target_then_overlap,146,True,False,0.029999999999951406,
0.03,$c_i = 0.03$,ci_level,0.03,35,0.1146084886512965,1.485768540114347,,0.03,curve_ci_level,0.005291504090133088,4.8592802494642083e-14,curve_continuation,0.7615039062499999,2.4170000241126547e-05,2.7700871983369856e-06,True,0.008906569754977276,3.2264628705266716e-14,3.697800332805855e-15,0.003615065664844188,0.7525973380474834,target_then_overlap,149,True,False,0.029999999999967733,
0.03,$c_i = 0.03$,ci_level,0.03,36,0.1050021672273937,1.5082801846615337,,0.03,curve_ci_level,0.008906569754977276,3.2264628705266716e-14,curve_continuation,0.7615039062499999,7.951000072337964e-06,8.348722392206503e-07,True,0.008981479303729655,1.2485246739734161e-14,1.3109779660408383e-15,7.490954875237835e-05,0.7525224271142875,target_then_overlap,147,True,False,0.029999999999987512,
0.03,$c_i = 0.03$,ci_level,0.03,37,0.0857344836838737,1.5333787419072975,,0.03,curve_ci_level,0.008981479303729655,1.2485246739734161e-14,curve_continuation,0.7615039062499999,2.417000024112653e-05,2.0722024913120856e-06,True,0.015383480240053291,1.8324883281323285e-14,1.571074406691501e-15,0.006402000936323636,0.7461204275758839,target_then_overlap,146,True,False,0.029999999999981673,
0.03,$c_i = 0.03$,ci_level,0.03,38,0.0650581023344134,1.5485286934026845,,0.03,curve_ci_level,0.015383480240053291,1.8324883281323285e-14,curve_continuation,0.7615039062499999,1.4902000144675927e-05,9.694958503997699e-07,True,0.027459302679436116,1.304143787414845e-12,8.484511998042447e-14,0.012075822439382825,0.7340446041756211,target_then_overlap,145,True,False,0.029999999998695855,
0.03,$c_i = 0.03$,ci_level,0.03,39,0.0484014117938449,1.5188067177169116,,0.03,curve_ci_level,0.027459302679436116,1.304143787414845e-12,curve_continuation,0.7619401041666666,2.8804000289351853e-05,1.3941542793149465e-06,True,0.03660997953316402,1.4162167920789517e-10,6.854689214277136e-12,0.00915067685372791,0.7253301269211844,target_then_overlap,143,True,False,0.02999999985837832,
0.03,$c_i = 0.03$,ci_level,0.03,40,0.0414060833728937,1.4864978293325626,,0.03,curve_ci_level,0.03660997953316402,1.4162167920789517e-10,curve_continuation,0.2675097656249999,0.059066731770833325,0.002445722020267474,True,0.045734303954316075,0.0008677993423032281,3.593217191834978e-05,0.009287927538113435,0.2504652038557999,target_then_overlap,144,True,False,0.02913220065769677,
0.03,$c_i = 0.03$,ci_level,0.03,41,0.0329676567111808,1.4317873777924552,,0.03,curve_ci_level,0.045734303954316075,0.0008677993423032281,curve_continuation,0.21909179687499994,0.07061035156249999,0.0023278578305682886,True,0.05538014721101249,0.001350584863132011,4.452561812705324e-05,0.009694050730692684,0.21445084604334785,target_then_overlap,142,True,False,0.028649415136867987,
0.03,$c_i = 0.03$,ci_level,0.03,42,0.0315039182095261,1.401914040193468,,0.03,curve_ci_level,0.05538014721101249,0.001350584863132011,curve_continuation,0.7619401041666666,2.8804000289351853e-05,9.074388692229068e-07,True,0.06502839579794718,0.0017233970644727904,5.4293760161688163e-05,0.00967701692388525,0.696919949380142,target_then_overlap,139,True,False,0.02827660293552721,
0.03,$c_i = 0.03$,ci_level,0.03,43,0.0244329088319675,1.342208645517279,,0.03,curve_ci_level,0.06502839579794718,0.0017233970644727904,curve_continuation,0.13093868313084017,0.10005045572916667,0.0024445236634275296,True,0.07467331475149976,0.0020691783347557124,5.055604561016865e-05,0.009669680468769976,0.20388014753336067,target_then_overlap,141,True,False,0.027930821665244285,
0.03,$c_i = 0.03$,ci_level,0.03,44,0.0243572278753603,1.3148121392254395,,0.03,curve_ci_level,0.07467331475149976,0.0020691783347557124,curve_continuation,0.10546892290921682,0.11058691406249999,0.0026935906658531986,True,0.07466748320079371,0.002134901702584577,5.200028726134723e-05,0.00013157602858693612,0.2190800872461315,target_then_overlap,140,True,False,0.027865098297415423,
0.03,$c_i = 0.03$,ci_level,0.03,45,0.0159394414745401,1.267573462128561,,0.03,curve_ci_level,0.07466748320079371,0.002134901702584577,curve_continuation,0.0,0.06173958333333333,0.000984094475204158,True,0.08431112848539679,0.0024595683910125067,3.920414642117261e-05,0.009665481271491158,0.14548143205484404,target_then_overlap,139,True,False,0.027540431608987493,
0.03,$c_i = 0.03$,ci_level,0.03,46,0.0158224799961471,1.2252334069502635,,0.03,curve_ci_level,0.08431112848539679,0.0024595683910125067,curve_continuation,0.0,0.0373740234375,0.0005913497382153767,True,0.09395364922856614,0.00278842436638618,4.411978875791448e-05,0.009664925829648514,0.11667023123228891,target_then_overlap,140,True,False,0.02721157563361382,
0.03,$c_i = 0.03$,ci_level,0.03,47,0.0115344657956476,1.1729722663694466,,0.03,curve_ci_level,0.09395364922856614,0.00278842436638618,curve_continuation,0.0,0.016256330729166667,0.00018750809075830795,True,0.10358332905080816,0.0031711101084724354,3.657706108040766e-05,0.009660047980609602,0.10683818630067138,target_then_overlap,141,True,False,0.02682888989152756,
0.03,$c_i = 0.03$,ci_level,0.03,48,0.0100363268591714,1.1306459713650778,,0.03,curve_ci_level,0.10358332905080816,0.0031711101084724354,curve_continuation,0.0,0.00963008138020833,9.665064441219126e-05,True,0.11320366518438317,0.003556306572786243,3.5692255175902364e-05,0.00965113322814727,0.11385355845481084,target_then_overlap,139,True,False,0.026443693427213755,
0.03,$c_i = 0.03$,ci_level,0.03,49,0.0085381879226953,1.088319676360709,,0.03,curve_ci_level,0.11320366518438317,0.003556306572786243,curve_continuation,0.0,0.005406097656249998,4.61582777175051e-05,True,0.12279170453433239,0.004008618875919271,3.422634127306233e-05,0.009630620138622257,0.1228235095175703,target_then_overlap,141,True,False,0.025991381124080726,
0.03,$c_i = 0.03$,ci_level,0.03,50,0.004277694070053,1.0460209017041973,,0.03,curve_ci_level,0.12279170453433239,0.004008618875919271,curve_continuation,7.794830968883496e-06,0.001585828016493055,6.783687102276253e-06,True,0.13229875498800167,0.004580091261337075,1.959222922892317e-05,0.009575506831379414,0.13242643462990059,target_then_overlap,141,True,False,0.025419908738662924,
0.03,$c_i = 0.03$,ci_level,0.03,51,0.00420889320041,1.021114986893434,,0.03,curve_ci_level,0.13229875498800167,0.004580091261337075,curve_continuation,0.0,0.0009324340096932869,3.9245151632291075e-06,True,0.14176220892967292,0.005066474708029576,2.132425094867492e-05,0.009513318870667536,0.1420031163411643,target_then_overlap,137,True,False,0.024933525291970425,
0.03,$c_i = 0.03$,ci_level,0.03,52,0.0013502170667436,0.986274226506223,,0.03,curve_ci_level,0.14176220892967292,0.005066474708029576,curve_continuation,0.017511197492708186,3.57550003616898e-05,4.827701170977716e-08,True,0.1508044790341253,0.005785106276017485,7.81114922680432e-06,0.009155783634616338,0.13378833680273863,target_then_overlap,139,True,False,0.024214893723982514,
0.03,$c_i = 0.03$,ci_level,0.03,53,-0.0001135214349109,0.9564008889072356,,0.03,curve_ci_level,0.1508044790341253,0.005785106276017485,curve_continuation,0.70186297093389,0.000444090518904321,-5.041379293634469e-08,True,0.15937041120932638,0.006052176653170947,-6.870517780022143e-07,0.008582569567184211,0.5426084959497655,target_then_overlap,139,True,False,0.02394782334682905,
0.05 (1),$c_i = 0.05$,ci_level,0.051,0,0.2572498916386302,0.1219564215291681,,0.051,curve_ci_level,0.5096874999999998,0.051,shooting_cr_plus_curve_ci,0.5096874999999998,0.06061621093749999,0.015593513695216225,False,-3.691401770236947e-13,0.6018159105531415,0.15481707777619924,1.2138261889292765,1.1963986823433352,nearest_to_target,1,True,False,0.5508159105531415,
0.05 (1),$c_i = 0.05$,ci_level,0.051,1,0.2655919970828431,0.1417985923342071,,0.051,curve_ci_level,-3.691401770236947e-13,0.6018159105531415,curve_continuation,0.5096874999999998,0.06061621093749999,0.0160991805184855,False,-3.6067023539073907e-13,0.5896970695684487,0.15661882238058455,0.024237681969385694,1.1745158864550387,target_then_overlap,2,True,False,0.5386970695684486,
0.05 (1),$c_i = 0.05$,ci_level,0.051,2,0.2739409826140202,0.1641313546203224,,0.051,curve_ci_level,-3.6067023539073907e-13,0.5896970695684487,curve_continuation,0.5096874999999998,0.06061621093749999,0.016605264386557468,False,-2.8893803983879124e-13,0.5766890358076422,0.1579787611318774,0.026016067521613007,1.1511324814869652,target_then_overlap,4,True,False,0.5256890358076421,
0.05 (1),$c_i = 0.05$,ci_level,0.051,3,0.2726354861125444,0.1915416210860905,,0.051,curve_ci_level,-2.8893803983879124e-13,0.5766890358076422,curve_continuation,0.5096874999999998,0.06061621093749999,0.016526130135245842,False,1.5992672760815983e-13,0.5714488585558626,0.15579723734083623,0.01048035450355922,1.141744859041297,target_then_overlap,141,True,False,0.5204488585558625,
0.05 (1),$c_i = 0.05$,ci_level,0.051,4,0.2699694524138785,0.2264374221690162,,0.051,curve_ci_level,1.5992672760815983e-13,0.5714488585558626,curve_continuation,0.5096874999999998,0.06061621093749999,0.016364525274201024,False,2.3278678261528944e-13,0.5643412892592845,0.15235490883587124,0.014215138593156151,1.1290425881148878,target_then_overlap,4,True,False,0.5133412892592845,
0.05 (1),$c_i = 0.05$,ci_level,0.051,5,0.2659153611701651,0.2588563919447941,,0.051,curve_ci_level,2.3278678261528944e-13,0.5643412892592845,curve_continuation,0.5096874999999998,0.06061621093749999,0.016118781624212222,False,3.9020202457443804e-13,0.5577867988507758,0.1483240780723543,0.013108980817017502,1.1173610524803437,target_then_overlap,4,True,False,0.5067867988507757,
0.05 (1),$c_i = 0.05$,ci_level,0.051,6,0.2604938526422973,0.2962703048566532,,0.051,curve_ci_level,3.9020202457443804e-13,0.5577867988507758,curve_continuation,0.5096874999999998,0.06061621093749999,0.015790150319687533,False,4.3958441086428124e-14,0.5491248481581116,0.143043647278323,0.017323901385328355,1.1019728228104182,target_then_overlap,4,True,False,0.4981248481581116,
0.05 (1),$c_i = 0.05$,ci_level,0.051,7,0.259222756575643,0.336133528727803,,0.051,curve_ci_level,4.3958441086428124e-14,0.5491248481581116,curve_continuation,0.5096874999999998,0.06061621093749999,0.015713101292389387,False,-1.4936106421742962e-13,0.5340179599992558,0.13842960765190854,0.030213776317711494,1.0752758770265987,target_then_overlap,6,True,False,0.48301795999925584,
0.05 (1),$c_i = 0.05$,ci_level,0.051,8,0.255175545418894,0.3710430899846573,,0.051,curve_ci_level,-1.4936106421742962e-13,0.5340179599992558,curve_continuation,0.5096874999999998,0.06061621093749999,0.015467774687203287,False,4.4631740477702866e-14,0.5217416324530563,0.13313570562895274,0.024552655092399123,1.0537210091517595,target_then_overlap,5,True,False,0.4707416324530563,
0.05 (1),$c_i = 0.05$,ci_level,0.051,9,0.2524888714593352,0.398467116624354,,0.051,curve_ci_level,4.4631740477702866e-14,0.5217416324530563,curve_continuation,0.5096874999999998,0.06061621093749999,0.015304918691750383,False,-2.3504616593044795e-13,0.5106646355874312,0.12893713753366318,0.022153993731250043,1.0343866229684282,target_then_overlap,5,True,False,0.45966463558743126,
0.05 (1),$c_i = 0.05$,ci_level,0.051,10,0.2484003797808003,0.4184331289947504,,0.051,curve_ci_level,-2.3504616593044795e-13,0.5106646355874312,curve_continuation,0.5096874999999998,0.06061621093749999,0.015057089817748098,False,-1.3970753006895924e-13,0.5036274516917383,0.12510125026826444,0.014074367791385933,1.0221629935557397,target_then_overlap,5,True,False,0.4526274516917383,
0.05 (1),$c_i = 0.05$,ci_level,0.051,11,0.2402233964237307,0.4583651537355431,,0.051,curve_ci_level,-1.3970753006895924e-13,0.5036274516917383,curve_continuation,0.5096874999999998,0.06061621093749999,0.01456143206974354,False,-1.2785255218939488e-13,0.48780263739747853,0.11718160634007585,0.031649628588519496,0.9948539186548782,target_then_overlap,6,True,False,0.43680263739747854,
0.05 (1),$c_i = 0.05$,ci_level,0.051,12,0.2347881277219343,0.4907978836852497,,0.051,curve_ci_level,-1.2785255218939488e-13,0.48780263739747853,curve_continuation,0.5096874999999998,0.06061621093749999,0.01423196667561346,False,3.3549855797509527e-13,0.47244821548879173,0.11092523196018238,0.0307088438173736,0.9686091820475627,target_then_overlap,8,True,False,0.42144821548879174,
0.05 (1),$c_i = 0.05$,ci_level,0.051,13,0.2252781275155317,0.5481778089675053,,0.051,curve_ci_level,3.3549855797509527e-13,0.47244821548879173,curve_continuation,0.5096874999999998,0.06061621093749999,0.01365550649708649,False,6.792568879817793e-14,0.4415799235952375,0.09947829833598666,0.061736583787108446,0.9166868326228154,target_then_overlap,9,True,False,0.3905799235952375,
0.05 (1),$c_i = 0.05$,ci_level,0.051,14,0.217121784419355,0.5955816081515268,,0.051,curve_ci_level,6.792568879817793e-14,0.4415799235952375,curve_continuation,0.5096874999999998,0.02094954427083333,0.004548602434855608,False,-6.046940762183829e-13,0.4124919493775842,0.08956098810747934,0.0581759484353066,0.9343463852576207,target_then_overlap,146,True,False,0.3614919493775842,
0.05 (1),$c_i = 0.05$,ci_level,0.051,15,0.2075842638650952,0.6429991675094773,,0.051,curve_ci_level,-6.046940762183829e-13,0.4124919493775842,curve_continuation,0.5096874999999998,0.02094954427083333,0.004348795725770159,False,2.7806618662070233e-13,0.3800962559277488,0.07890200148464056,0.06479138689967079,0.8807535351231176,target_then_overlap,54,True,False,0.3290962559277488,
0.05 (1),$c_i = 0.05$,ci_level,0.051,16,0.2008022181400372,0.687898615038494,,0.051,curve_ci_level,2.7806618662070233e-13,0.3800962559277488,curve_continuation,0.5096874999999998,0.02094954427083333,0.004206714958606241,True,2.7073011879189234e-13,0.34445641685277545,0.06916761255660661,0.07127967814994673,0.8236553490914568,target_then_overlap,90,True,False,0.29345641685277546,
0.05 (1),$c_i = 0.05$,ci_level,0.051,17,0.1885161028435398,0.7403248777064542,,0.051,curve_ci_level,2.7073011879189234e-13,0.34445641685277545,curve_continuation,0.5399114683981479,0.0054261165364583325,0.001022910343028011,True,1.1240677446817679e-13,0.29771280134821126,0.056123657076797735,0.09348723100912837,0.795757763506397,target_then_overlap,148,True,False,0.24671280134821127,
0.05 (1),$c_i = 0.05$,ci_level,0.051,18,0.1817340571184819,0.7852243252354707,,0.051,curve_ci_level,1.1240677446817679e-13,0.29771280134821126,curve_continuation,0.5735641304865466,0.005065776692708333,0.0009206241508221305,True,-1.818110317465227e-14,0.24968372066990427,0.04537603555377946,0.09605816135661399,0.7538750333068018,target_then_overlap,147,True,False,0.19868372066990428,
0.05 (1),$c_i = 0.05$,ci_level,0.051,19,0.1721758963033292,0.8251701101501923,,0.051,curve_ci_level,-1.818110317465227e-14,0.24968372066990427,curve_continuation,0.6035039643947976,0.0037957204861111113,0.000653531576813089,True,6.097375882498027e-14,0.19966351069337374,0.03437724391270097,0.10004041995306107,0.719495517708671,target_then_overlap,147,True,False,0.14866351069337375,
0.05 (1),$c_i = 0.05$,ci_level,0.051,20,0.1667406276015328,0.857602840099899,,0.051,curve_ci_level,6.097375882498027e-14,0.19966351069337374,curve_continuation,0.6278126755631566,0.0026595431134259257,0.00044345388786597335,True,9.40713037135091e-14,0.1506118563214606,0.025113115447272225,0.09810330874382628,0.6940520899270348,target_then_overlap,148,True,False,0.0996118563214606,
0.05 (1),$c_i = 0.05$,ci_level,0.051,21,0.1544476322180711,0.9075385112867824,,0.051,curve_ci_level,9.40713037135091e-14,0.1506118563214606,curve_continuation,0.05496817554409302,0.1793837890625,0.027705401479009042,True,5.457369923964185e-15,0.04733652264014656,0.007311013839207752,0.20655066736262806,0.2697543745727019,target_then_overlap,148,True,False,0.003663477359853437,
0.05 (1),$c_i = 0.05$,ci_level,0.051,22,0.1531627759774882,0.9424205521957796,,0.051,curve_ci_level,5.457369923964185e-15,0.04733652264014656,curve_continuation,0.03005178724547619,0.1793837890625,0.027474919098172686,True,0.006582203477372064,0.002042561255714023,0.00031284435202922386,0.09082674250569223,0.35545810678942386,target_then_overlap,144,True,False,0.04895743874428597,
0.05 (1),$c_i = 0.05$,ci_level,0.051,23,0.1436321355101928,0.9923287030348062,,0.051,curve_ci_level,0.006582203477372064,0.002042561255714023,curve_continuation,0.0,0.014004526041666666,0.0020114999821726908,True,0.00807646438737332,4.296243155241399e-13,6.17078579058371e-14,0.004349832363840438,0.02915023628650813,target_then_overlap,146,True,False,0.050999999999570375,
0.05 (1),$c_i = 0.05$,ci_level,0.051,24,0.135427631805266,1.0222983618512935,,0.051,curve_ci_level,0.00807646438737332,4.296243155241399e-13,curve_continuation,0.0,0.05511555989583332,0.007464169752314001,True,-4.618441861466669e-11,4.9679905183217414e-15,6.728031907273295e-16,0.008076464433557739,0.1102311197916567,target_then_overlap,147,True,False,0.05099999999999503,
0.05 (1),$c_i = 0.05$,ci_level,0.051,25,0.1203516412447452,1.0647897789428058,,0.051,curve_ci_level,-4.618441861466669e-11,4.9679905183217414e-15,curve_continuation,0.010180775779927731,0.13669563802083337,0.01645154438680489,True,3.2225458144921155e-11,7.486759712659171e-14,9.010438190235683e-15,7.841000138549782e-11,0.2735807705421453,target_then_overlap,149,True,False,0.050999999999925126,
0.05 (1),$c_i = 0.05$,ci_level,0.051,26,0.1108072406035211,1.1097167468196796,,0.051,curve_ci_level,3.2225458144921155e-11,7.486759712659171e-14,curve_continuation,0.08973859200283417,0.13173730468750003,0.014597447216967183,True,-4.831428289576193e-11,4.175777129555094e-14,4.62706341101292e-15,8.053976826352654e-11,0.278337716970926,target_then_overlap,142,True,False,0.05099999999995824,
0.05 (1),$c_i = 0.05$,ci_level,0.051,27,0.1039907944436416,1.1421632369433148,,0.051,curve_ci_level,-4.831428289576193e-11,4.175777129555094e-14,curve_continuation,0.11652854700599037,0.12747623697916663,0.01325635515614946,True,0.005203217785299398,1.0590141931473517e-14,1.101277272724852e-15,0.005203217833613681,0.27819793835245976,target_then_overlap,148,True,False,0.05099999999998941,
0.05 (1),$c_i = 0.05$,ci_level,0.051,28,0.0930101756486201,1.167179233145507,,0.051,curve_ci_level,0.005203217785299398,1.0590141931473517e-14,curve_continuation,0.12465354720755545,0.12716634114583333,0.011827763726566303,True,0.005169057633890795,2.791298159876593e-15,2.5961913213779203e-16,3.416015140860276e-05,0.2810011682010418,target_then_overlap,145,True,False,0.05099999999999721,
0.05 (1),$c_i = 0.05$,ci_level,0.051,29,0.077879144392385,1.1897459183884085,,0.051,curve_ci_level,0.005169057633890795,2.791298159876593e-15,curve_continuation,0.12094517589936714,0.12925813802083333,0.010066513194815307,True,0.005135381348674434,7.386200407359116e-12,5.752309680358135e-13,3.367628521636489e-05,0.2832712012977794,target_then_overlap,142,True,False,0.050999999992613794,
0.05 (1),$c_i = 0.05$,ci_level,0.051,30,0.0626999525273999,1.1948784632637754,,0.051,curve_ci_level,0.005135381348674434,7.386200407359116e-12,curve_continuation,0.09365016876235188,0.13576595052083332,0.008512518652493573,True,0.0051163089543498925,1.7414837893576093e-14,1.091909509199586e-15,1.9072394324546783e-05,0.2856008011469602,target_then_overlap,144,True,False,0.05099999999998258,
0.05 (1),$c_i = 0.05$,ci_level,0.051,31,0.0515886120800566,1.1725732213255171,,0.051,curve_ci_level,0.0051163089543498925,1.7414837893576093e-14,curve_continuation,0.0,0.10911490885416666,0.005629086705028337,True,0.009076063135712333,7.124002601909237e-11,3.675174066872095e-12,0.003959754181362443,0.21841847036564707,target_then_overlap,142,True,False,0.05099999992875997,
0.05 (1),$c_i = 0.05$,ci_level,0.051,32,0.0432396265488795,1.1502404590394022,,0.051,curve_ci_level,0.009076063135712333,7.124002601909237e-11,curve_continuation,0.0,0.059066731770833325,0.002554023423233669,True,0.015494293042139819,1.0038778258775465e-15,4.340730229164619e-17,0.006418229906427488,0.11914524046400472,target_then_overlap,138,True,False,0.05099999999999899,
0.05 (1),$c_i = 0.05$,ci_level,0.051,33,0.0335094635596192,1.1279214569272151,,0.051,curve_ci_level,0.015494293042139819,1.0038778258775465e-15,curve_continuation,0.0,0.03412011718749999,0.0011433468235444678,True,0.026378172758464,0.0008305603553257599,2.7831631960852926e-05,0.011009911884059819,0.0716141492612012,target_then_overlap,140,True,False,0.050169439644674234,
0.05 (1),$c_i = 0.05$,ci_level,0.051,34,0.0293108904896557,1.1080380056003905,,0.051,curve_ci_level,0.026378172758464,0.0008305603553257599,curve_continuation,0.0,0.02404850260416666,0.0007048830262709289,True,0.03600726952999517,0.0017144009633163764,5.025061889112655e-05,0.00979000518472002,0.05737396485707645,target_then_overlap,143,True,False,0.04928559903668362,
0.05 (1),$c_i = 0.05$,ci_level,0.051,35,0.0223018018947758,1.0707479342538888,,0.051,curve_ci_level,0.03600726952999517,0.0017144009633163764,curve_continuation,0.0,0.01191223372395833,0.0002656642766359861,True,0.04561233116010589,0.0024470700253917408,5.457407092893059e-05,0.009716193942913804,0.04938463373582736,target_then_overlap,142,True,False,0.04855292997460826,
0.05 (1),$c_i = 0.05$,ci_level,0.051,36,0.0138771354069915,1.021018665675934,,0.051,curve_ci_level,0.04561233116010589,0.0024470700253917408,curve_continuation,0.0,0.003163267071759259,4.3897085483280736e-05,True,0.05515121382698318,0.0033378379637974843,4.631962939021448e-05,0.00970382154683496,0.055152318959178936,target_then_overlap,138,True,False,0.047662162036202514,
0.05 (1),$c_i = 0.05$,ci_level,0.051,37,0.0110115791863609,0.9836873138076464,,0.051,curve_ci_level,0.05515121382698318,0.0033378379637974843,curve_continuation,0.016620045863707848,4.154750042197144e-05,4.575035908919014e-07,True,0.06456757980421321,0.0043054333076838845,4.740961979915682e-05,0.009613163434331998,0.048699988703134134,target_then_overlap,142,True,False,0.046694566692316114,
0.05 (1),$c_i = 0.05$,ci_level,0.051,38,0.0012607759362077,0.9538965372522308,,0.051,curve_ci_level,0.06456757980421321,0.0043054333076838845,curve_continuation,0.6999859300205931,2.0433794688786e-05,2.5762436629030095e-08,True,0.07356134976514879,0.0054621077065617136,6.886493957407637e-06,0.00928652145694526,0.6265191154370808,target_then_overlap,138,True,False,0.045537892293438284,
0.05 (1),$c_i = 0.05$,ci_level,0.051,39,0.001219495414422,0.9389529883657728,,0.051,curve_ci_level,0.07356134976514879,0.0054621077065617136,curve_continuation,0.688785565010479,2.0433794688786e-05,2.4918918922215148e-08,True,0.08224488333889668,0.0060107697680959445,7.3301061693393936e-06,0.008752592504936738,0.6066589940179944,target_then_overlap,139,True,False,0.04498923023190405,
0.05 (1),$c_i = 0.05$,ci_level,0.051,40,0.0194775261959311,1.0483601312720592,,0.051,curve_ci_level,0.08224488333889668,0.0060107697680959445,curve_continuation,0.0,0.0076682311197916655,0.00014935817251219622,True,0.0744731270052252,0.0034985781217486646,6.814364701487104e-05,0.00925443806948164,0.0749385793195518,target_then_overlap,138,True,False,0.047501421878251335,
0.05 (1),$c_i = 0.05$,ci_level,0.051,41,0.1613122389867007,0.8925261615306816,,0.051,curve_ci_level,0.0744731270052252,0.0034985781217486646,curve_continuation,0.1233610881013411,2.0308333534272113e-05,3.275982752502131e-06,True,0.060944782511155864,0.00429917546918818,0.0006935096207314448,0.013622772449142824,0.0630002382486424,target_then_overlap,148,True,False,0.04670082453081181,
0.07,$c_i = 0.07$,ci_level,0.07,0,0.2213943184241848,0.1422389178999222,,0.07,curve_ci_level,0.5096874999999998,0.07,shooting_cr_plus_curve_ci,0.5096874999999998,0.06061621093749999,0.013420084705964426,False,0.5063374059695032,1.0843998367433456e-12,2.400799627550903e-13,0.14004007686875178,0.12127870069870178,nearest_to_target,141,True,False,0.06999999999891561,
0.07,$c_i = 0.07$,ci_level,0.07,1,0.2324781385236708,0.1545817939138751,,0.07,curve_ci_level,0.5063374059695032,1.0843998367433456e-12,curve_continuation,0.5096874999999998,0.06061621093749999,0.014091943883108173,False,0.5123284300089318,1.040260452924894e-12,2.4183781367577005e-13,0.0059910240394286385,0.12126118350274172,target_then_overlap,141,True,False,0.06999999999895974,
0.07,$c_i = 0.07$,ci_level,0.07,2,0.2394528266837292,0.1794189078549952,,0.07,curve_ci_level,0.5123284300089318,1.040260452924894e-12,curve_continuation,0.5096874999999998,0.06061621093749999,0.014514723051841556,False,0.5123322102158605,7.870058450250001e-13,1.8845077420785318e-13,3.7802069287052104e-06,0.12126126589072955,target_then_overlap,139,True,False,0.069999999999213,
0.07,$c_i = 0.07$,ci_level,0.07,3,0.2381679704431463,0.2143009487639923,,0.07,curve_ci_level,0.5123322102158605,7.870058450250001e-13,curve_continuation,0.5096874999999998,0.06061621093749999,0.01443683993493802,False,-1.557532421575076e-13,0.5981273696036455,0.1424547816849979,1.3013491824629415,1.1897286793294082,target_then_overlap,3,True,False,0.5281273696036455,
0.07,$c_i = 0.07$,ci_level,0.07,4,0.2327533420022429,0.2542054531569279,,0.07,curve_ci_level,-1.557532421575076e-13,0.5981273696036455,curve_continuation,0.5096874999999998,0.06061621093749999,0.014108625675216032,False,1.440010026143869e-14,0.5896128121522975,0.13723435251578792,0.017029114902695985,1.174364067929305,target_then_overlap,145,True,False,0.5196128121522976,
