curve_stem,curve_label,curve_family,curve_level,point_index,alpha,Mach,ref_cr,ref_ci,ref_source,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,selection_source,n_finite_modes,success,accepted,ci_abs_err,cr_abs_err
0.01,$c_i = 0.01$,ci_level,0.01,26,0.2381714104866285,1.2155462445045304,,0.01,curve_ci_level,0.0080762060126921,1.620980531151844e-12,curve_continuation,0.2660368712326149,0.04194498697916666,0.00999009671167139,True,0.007583422752214111,1.0898650800697002e-11,2.595747033603228e-12,0.0004927832604779894,0.2717272764344497,target_then_overlap,125,True,False,0.00999999998910135,
0.01,$c_i = 0.01$,ci_level,0.01,27,0.2314306452833562,1.2753892409200052,,0.01,curve_ci_level,0.007583422752214111,1.0898650800697002e-11,curve_continuation,0.7615282247594692,7.255900065104166e-06,1.6792376341786033e-06,True,0.00686210082645516,0.0007867390225634105,0.000182075519661447,0.0017309357037399086,0.7546677341637394,target_then_overlap,156,True,False,0.00921326097743659,
0.01,$c_i = 0.01$,ci_level,0.01,28,0.2274315947353574,1.3277329425443936,,0.01,curve_ci_level,0.00686210082645516,0.0007867390225634105,curve_continuation,0.761670086956774,7.95100007233796e-06,1.8083086261927642e-06,True,0.006799666830958825,0.0014230664856380328,0.0003236502802430984,0.0012741854515122889,0.754875725790858,target_then_overlap,129,True,False,0.008576933514361968,
0.01,$c_i = 0.01$,ci_level,0.01,29,0.2261673787556674,1.3700867578966196,,0.01,curve_ci_level,0.006799666830958825,0.0014230664856380328,curve_continuation,0.76159304465223,1e-06,2.2616737875566738e-07,True,0.006723693894072857,0.0019682889537751395,0.0004451627533090583,0.001093088306672957,0.7548796047167735,target_then_overlap,155,True,False,0.008031711046224861,
0.01,$c_i = 0.01$,ci_level,0.01,30,0.2221476879467755,1.414958685077779,,0.01,curve_ci_level,0.006723693894072857,0.0019682889537751395,curve_continuation,0.7615039062499999,7.951000072337961e-06,1.7662962829345228e-06,True,0.006644295789971607,0.0024499684719701087,0.0005442548315906541,0.0009666254144853752,0.7548754104494316,target_then_overlap,150,True,False,0.007550031528029891,
0.01,$c_i = 0.01$,ci_level,0.01,31,0.2181486373987766,1.4673023867021675,,0.01,curve_ci_level,0.006644295789971607,0.0024499684719701087,curve_continuation,0.7615039062499999,1e-06,2.1814863739877658e-07,True,0.0065173380564092906,0.003146306067932096,0.0006863623815588893,0.0013984500192397863,0.7550127746957525,target_then_overlap,152,True,False,0.006853693932067905,
0.01,$c_i = 0.01$,ci_level,0.01,32,0.2113941120215758,1.5221642001554896,,0.01,curve_ci_level,0.0065173380564092906,0.003146306067932096,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.6807945999753689e-06,True,0.006385303415722716,0.003842053460153393,0.0008121874795485492,0.001397744927185277,0.7551575370166733,target_then_overlap,153,True,False,0.006157946539846608,
0.01,$c_i = 0.01$,ci_level,0.01,33,0.2087487185838029,1.5645317756816444,,0.01,curve_ci_level,0.006385303415722716,0.003842053460153393,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.6597610765602742e-06,True,-8.765925413584612e-12,4.450124820084463e-12,9.28957853730608e-13,0.009990875779865951,0.7615039064248013,target_then_overlap,156,True,False,0.009999999995549876,
0.01,$c_i = 0.01$,ci_level,0.01,34,0.1952534280033298,1.679236585550441,,0.01,curve_ci_level,-8.765925413584612e-12,4.450124820084463e-12,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.5524600201787106e-06,True,1.0151691622819567e-11,5.058211095110095e-12,9.876330558847229e-13,1.8956669275153477e-11,0.7615039064058836,target_then_overlap,154,True,False,0.00999999999494179,
0.01,$c_i = 0.01$,ci_level,0.01,35,0.1899144805190336,1.7465375962352163,,0.01,curve_ci_level,1.0151691622819567e-11,5.058211095110095e-12,curve_continuation,0.7615039062499999,2.417000024112653e-05,4.5902330399384615e-06,True,-3.432747732874279e-11,3.646906058452342e-12,6.926002695926929e-13,4.456863917877245e-11,0.76150390781863,target_then_overlap,153,True,False,0.009999999996353095,
0.01,$c_i = 0.01$,ci_level,0.01,36,0.1831599551418329,1.8013994096885382,,0.01,curve_ci_level,-3.432747732874279e-11,3.646906058452342e-12,curve_continuation,0.4777571614583332,0.012072384765624998,0.002211177452126821,True,0.006347846816322482,0.004111803059829158,0.0007531176639903597,0.01038859264436841,0.47167809507717107,target_then_overlap,153,True,False,0.005888196940170842,
0.01,$c_i = 0.01$,ci_level,0.01,37,0.17224125712949,1.848830729220417,,0.01,curve_ci_level,0.006347846816322482,0.004111803059829158,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.3694902478961571e-06,True,-7.66917739172074e-11,2.743625999379753e-15,4.725655912263221e-16,0.01038859267602413,0.7615039064927273,target_then_overlap,157,True,False,0.009999999999997256,
0.01,$c_i = 0.01$,ci_level,0.01,38,0.1696302641265384,1.9036512621519532,,0.01,curve_ci_level,-7.66917739172074e-11,2.743625999379753e-15,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.3487302423408148e-06,True,-2.8928527242618753e-11,1.7903535985829176e-12,3.036981538075188e-13,4.789686764866701e-11,0.7615039064449639,target_then_overlap,154,True,False,0.009999999998209646,
0.01,$c_i = 0.01$,ci_level,0.01,39,0.1670261512105512,1.960962386564566,,0.01,curve_ci_level,-2.8928527242618753e-11,1.7903535985829176e-12,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.3280249403574245e-06,True,1.5113426580160138e-11,7.44028191441299e-16,1.2427216520858735e-16,4.41871531803706e-11,0.761503906400922,target_then_overlap,162,True,False,0.009999999999999256,
0.01,$c_i = 0.01$,ci_level,0.01,40,0.1588491678534815,2.0008944113053584,,0.01,curve_ci_level,1.5113426580160138e-11,7.44028191441299e-16,curve_continuation,0.7615039062499999,2.4170000241126547e-05,3.839384425321399e-06,True,0.005836765430634736,0.007088770466083615,0.0011260452896417184,0.015332008915959469,0.7557992207147889,target_then_overlap,154,True,False,0.0029112295339163855,
0.01,$c_i = 0.01$,ci_level,0.01,41,0.1912062168465808,1.7141461468072954,,0.01,curve_ci_level,0.005836765430634736,0.007088770466083615,curve_continuation,0.7615039062499999,1e-06,1.9120621684658078e-07,True,0.011528852410184589,0.0038367551661695506,0.0007336114402898542,0.008643047392341523,0.7500142888324282,target_then_overlap,153,True,False,0.006163244833830449,
0.01,$c_i = 0.01$,ci_level,0.01,42,0.2033547304037922,1.611908054517809,,0.01,curve_ci_level,0.011528852410184589,0.0038367551661695506,curve_continuation,0.7615039062499999,2.4170000241126547e-05,4.915083882893882e-06,True,0.03196569735643653,0.01111562717906566,0.0022604153682679626,0.025091682735074436,0.7298753865729596,target_then_overlap,152,True,False,0.0011156271790656591,
0.01,$c_i = 0.01$,ci_level,0.01,43,0.1992868789861503,1.639345841331434,,0.01,curve_ci_level,0.03196569735643653,0.01111562717906566,curve_continuation,0.7615039062499999,7.951000072337964e-06,1.5845299892348882e-06,True,0.04076793680952203,0.008974720780983984,0.0017885440942144435,0.00978842889389524,0.720959048411573,target_then_overlap,156,True,False,0.0010252792190160159,
0.01,$c_i = 0.01$,ci_level,0.01,44,0.2476057297364237,1.130769812930435,,0.01,curve_ci_level,0.04076793680952203,0.008974720780983984,curve_continuation,0.21978976664733782,0.04961490885416666,0.012284935712642085,True,0.02632432632944365,0.0024808198700657603,0.0006142652142722524,0.019424234344332037,0.21521005082207764,target_then_overlap,156,True,False,0.00751918012993424,
0.03,$c_i = 0.03$,ci_level,0.03,0,0.287594515194672,0.106710148816281,,0.03,curve_ci_level,0.5096874999999998,0.03,shooting_cr_plus_curve_ci,0.5096874999999998,0.06061621093749999,0.017432889797508285,False,-3.294011243922007e-13,0.5733018947133115,0.1648784804702617,1.2002037922173394,1.145062351599803,nearest_to_target,1,True,False,0.5433018947133115,
0.03,$c_i = 0.03$,ci_level,0.03,1,0.2987127357289795,0.1315059822356154,,0.03,curve_ci_level,-3.294011243922007e-13,0.5733018947133115,curve_continuation,0.5096874999999998,0.06061621093749999,0.01810683419866551,False,-2.58766361943586e-13,0.5582046931463963,0.16674285098651556,0.030194403133830372,1.1181048869244452,target_then_overlap,3,True,False,0.5282046931463963,
0.03,$c_i = 0.03$,ci_level,0.03,2,0.3084635389791326,0.1612967587910311,,0.03,curve_ci_level,-2.58766361943586e-13,0.5582046931463963,curve_continuation,0.5096874999999998,0.06061621093749999,0.01869789094528685,False,-2.0932291824672434e-13,0.5429991285598962,0.16749543285817056,0.030411129173000262,1.0911253202597972,target_then_overlap,2,True,False,0.5129991285598962,
0.03,$c_i = 0.03$,ci_level,0.03,3,0.3072130831733712,0.2086317571054098,,0.03,curve_ci_level,-2.0932291824672434e-13,0.5429991285598962,curve_continuation,0.5096874999999998,0.06061621093749999,0.018622093052396798,False,1.011729061790384e-15,0.5335120712874172,0.16390188833041883,0.01897411454495801,1.074385092320534,target_then_overlap,3,True,False,0.5035120712874172,
0.03,$c_i = 0.03$,ci_level,0.03,4,0.3017709343846105,0.23857389557404,,0.03,curve_ci_level,1.011729061790384e-15,0.5335120712874172,curve_continuation,0.5096874999999998,0.06061621093749999,0.01829221061346402,False,-3.614789958792416e-14,0.5305898469113863,0.16011659387743649,0.005844448752061693,1.0692437615896326,target_then_overlap,3,True,False,0.5005898469113863,
0.03,$c_i = 0.03$,ci_level,0.03,5,0.2949957687465169,0.2859639345841331,,0.03,curve_ci_level,-3.614789958792416e-14,0.5305898469113863,curve_continuation,0.5096874999999998,0.06061621093749999,0.017881525744008836,False,1.3285532164654043e-13,0.5218547642506598,0.15394494735415573,0.01747016532145307,1.0539190480799656,target_then_overlap,5,True,False,0.49185476425065977,
0.03,$c_i = 0.03$,ci_level,0.03,6,0.2937384328537912,0.3308083414174355,,0.03,curve_ci_level,1.3285532164654043e-13,0.5218547642506598,curve_continuation,0.5096874999999998,0.06061621093749999,0.017805310806316085,False,4.220344663830647e-14,0.5064753073146504,0.1487712630497477,0.03075891387201879,1.0271040273240113,target_then_overlap,4,True,False,0.4764753073146504,
0.03,$c_i = 0.03$,ci_level,0.03,7,0.2883444446737805,0.3781846202535999,,0.03,curve_ci_level,4.220344663830647e-14,0.5064753073146504,curve_continuation,0.5096874999999998,0.06061621093749999,0.017478347681002177,False,7.053067583831903e-14,0.49136719028387377,0.14168299961331943,0.03021623406155327,1.0009830030962656,target_then_overlap,6,True,False,0.46136719028387374,
0.03,$c_i = 0.03$,ci_level,0.03,8,0.28295045649377,0.4255608990897644,,0.03,curve_ci_level,7.053067583831903e-14,0.49136719028387377,curve_continuation,0.5096874999999998,0.06061621093749999,0.017151384555688275,False,7.323956327093688e-15,0.4736587460520374,0.13402195841769066,0.03541688846367275,0.9706687853802748,target_then_overlap,8,True,False,0.44365874605203737,
0.03,$c_i = 0.03$,ci_level,0.03,9,0.2775151877919736,0.457993629039471,,0.03,curve_ci_level,7.323956327093688e-15,0.4736587460520374,curve_continuation,0.5096874999999998,0.06061621093749999,0.016821919161558195,False,1.4769773612147e-13,0.4613451732465811,0.12803029239044555,0.024627145610912615,0.949797953561362,target_then_overlap,7,True,False,0.43134517324658106,
0.03,$c_i = 0.03$,ci_level,0.03,10,0.2721074394380344,0.5003887249134829,,0.03,curve_ci_level,1.4769773612147e-13,0.4613451732465811,curve_continuation,0.5096874999999998,0.06061621093749999,0.016494121946638896,False,-2.1194022073909783e-14,0.44201704942849435,0.12027612750794268,0.03865624763617348,0.9174136177661665,target_then_overlap,5,True,False,0.4120170494284944,
0.03,$c_i = 0.03$,ci_level,0.03,11,0.265339153886905,0.5502693554046523,,0.03,curve_ci_level,-2.1194022073909783e-14,0.44201704942849435,curve_continuation,0.5096874999999998,0.06061621093749999,0.016083854121986402,False,-6.943087693127689e-14,0.4166673804022022,0.11055817016819351,0.05069933805258431,0.8757117612348534,target_then_overlap,7,True,False,0.38666738040220217,
0.03,$c_i = 0.03$,ci_level,0.03,12,0.2585433479879185,0.5901876199715164,,0.03,curve_ci_level,-6.943087693127689e-14,0.4166673804022022,curve_continuation,0.5096874999999998,0.06061621093749999,0.015671918118123133,False,-1.5765673846825127e-13,0.39474647464024626,0.10205907515991723,0.04384181152391187,0.840448380416476,target_then_overlap,6,True,False,0.36474647464024623,
0.03,$c_i = 0.03$,ci_level,0.03,13,0.2517475420889319,0.6301058845383805,,0.03,curve_ci_level,-1.5765673846825127e-13,0.39474647464024626,curve_continuation,0.5096874999999998,0.02094954427083333,0.005273996278065555,False,2.5704212636977258e-14,0.37026065382986584,0.0932122095339096,0.04897164162076084,0.8647857264673563,target_then_overlap,9,True,False,0.3402606538298658,
0.03,$c_i = 0.03$,ci_level,0.03,14,0.2435774388188265,0.6725285007602497,,0.03,curve_ci_level,2.5704212636977258e-14,0.37026065382986584,curve_continuation,0.5096874999999998,0.02094954427083333,0.005102836337911203,False,-1.047876127122819e-12,0.3414313407421754,0.08316497151045714,0.05765862617538087,0.8189112742753716,target_then_overlap,102,True,False,0.3114313407421754,
0.03,$c_i = 0.03$,ci_level,0.03,15,0.2409251652940893,0.7124054848053278,,0.03,curve_ci_level,-1.047876127122819e-12,0.3414313407421754,curve_continuation,0.5189855562383685,0.0027155124421296296,0.0006542352839782372,False,3.366285555338164e-13,0.3085856214988415,0.07434604186698766,0.06569143848666781,0.8022294572260225,target_then_overlap,132,True,False,0.2785856214988415,
0.03,$c_i = 0.03$,ci_level,0.03,16,0.2355242970271143,0.7572911721604161,,0.03,curve_ci_level,3.366285555338164e-13,0.3085856214988415,curve_continuation,0.5526279049151557,0.004705436848958331,0.0011082447060563909,True,7.286500355387248e-14,0.26753578856634197,0.06301117853168238,0.08209966586499906,0.7627035967047541,target_then_overlap,144,True,False,0.23753578856634197,
0.03,$c_i = 0.03$,ci_level,0.03,17,0.228735371215092,0.7997000282083564,,0.03,curve_ci_level,7.286500355387248e-14,0.26753578856634197,curve_continuation,0.5844138395018688,0.0038628836805555556,0.0008835781326325959,True,8.765254951605821e-14,0.22212765160079126,0.050808450846043615,0.09081627393110142,0.7294501843596387,target_then_overlap,153,True,False,0.19212765160079126,
0.03,$c_i = 0.03$,ci_level,0.03,18,0.2247088003192359,0.8420813639084397,,0.03,curve_ci_level,8.765254951605821e-14,0.22212765160079126,curve_continuation,0.6161791472653587,0.0025476044560185183,0.0005724691409998608,True,-2.5746399806358114e-14,0.16512571658149874,0.037105201674882744,0.11400387003858503,0.6967089146076985,target_then_overlap,147,True,False,0.13512571658149874,
0.03,$c_i = 0.03$,ci_level,0.03,19,0.2165455771360949,0.8869945716113852,,0.03,curve_ci_level,-2.5746399806358114e-14,0.16512571658149874,curve_continuation,0.01988458308097389,0.1793837890625,0.03884476613139857,True,1.6477478331019504e-13,0.08403915811951874,0.01819830799702272,0.16217311692396,0.19172321519031227,target_then_overlap,149,True,False,0.054039158119518746,
0.03,$c_i = 0.03$,ci_level,0.03,20,0.2069942964079065,0.9294309480071824,,0.03,curve_ci_level,1.6477478331019504e-13,0.08403915811951874,curve_continuation,0.006545714821819723,0.1793837890625,0.0371314212039765,True,0.00636043915506076,0.002687616432704961,0.000556321272502091,0.16282735803767356,0.3533923938275214,target_then_overlap,147,True,False,0.027312383567295036,
0.03,$c_i = 0.03$,ci_level,0.03,21,0.1988654736595869,0.9867971131155095,,0.03,curve_ci_level,0.00636043915506076,0.002687616432704961,curve_continuation,0.0,0.1380901692708333,0.027461366919776797,True,0.008063960495630946,2.1882406274771363e-13,4.3516550886439235e-14,0.005638715572757335,0.27629803990550306,target_then_overlap,147,True,False,0.029999999999781174,
0.03,$c_i = 0.03$,ci_level,0.03,22,0.2043213826222762,0.9618361576090322,,0.03,curve_ci_level,0.008063960495630946,2.1882406274771363e-13,curve_continuation,0.00011034590146164761,0.1793837890625,0.03665194380127274,True,0.006998515307203113,4.9881931838218184e-12,1.0191945281054879e-12,0.0010654451884278332,0.35883369683501265,target_then_overlap,147,True,False,0.029999999995011805,
0.03,$c_i = 0.03$,ci_level,0.03,23,0.1948389027637308,1.0291784488155928,,0.03,curve_ci_level,0.006998515307203113,4.9881931838218184e-12,curve_continuation,0.09850159727086658,0.0959443359375,0.018693689140457288,True,0.008466409062712444,3.991076613601568e-14,7.77616988240116e-15,0.001467893755509331,0.21196131135091262,target_then_overlap,151,True,False,0.02999999999996009,
0.03,$c_i = 0.03$,ci_level,0.03,24,0.1907779314330532,1.0591068271102946,,0.03,curve_ci_level,0.008466409062712444,3.991076613601568e-14,curve_continuation,0.12968302165016446,0.0938525390625,0.01790499326208357,True,0.008577009684815149,2.475954249161647e-14,4.723574299779373e-15,0.00011060062210270505,0.22338277124264777,target_then_overlap,148,True,False,0.02999999999997524,
0.03,$c_i = 0.03$,ci_level,0.03,25,0.1839890056210309,1.1015156831582351,,0.03,curve_ci_level,0.008577009684815149,2.475954249161647e-14,curve_continuation,0.16307125834622635,0.09021126302083331,0.016597880579020396,True,0.0053903223081052,1.326911689996727e-14,2.4413716238941943e-15,0.0031866873767099494,0.23961545336873483,target_then_overlap,148,True,False,0.029999999999986728,
0.03,$c_i = 0.03$,ci_level,0.03,26,0.174423964718914,1.13897087659188,,0.03,curve_ci_level,0.0053903223081052,1.326911689996727e-14,curve_continuation,0.1850669407601937,0.08835188802083334,0.015410686598995275,True,0.0053600329337686395,2.5096501945316396e-14,4.3774313698780235e-15,3.0289374336560197e-05,0.2520293577897246,target_then_overlap,147,True,False,0.0299999999999749,
0.03,$c_i = 0.03$,ci_level,0.03,27,0.1676350389068917,1.1813797326398203,,0.03,curve_ci_level,0.0053600329337686395,2.5096501945316396e-14,curve_continuation,0.20941345657307017,0.08362597656250002,0.014018643834681504,True,0.005347857138427184,2.1447868757906854e-14,3.595414313701622e-15,1.2175795341455575e-05,0.2638484123445374,target_then_overlap,151,True,False,0.02999999999997855,
