alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,blumen_cr,blumen_ci,err_cr_blumen,err_ci_blumen,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success,distance_to_shooting,success,selection_source,peak_y,centroid_y,spread_y,phase_span
0.2,1.2,561,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.23697519236816028,0.06222266952409093,0.0028933772691146775,0.05579175553229524,0.23985351562499993,0.06348665364583335,0.012697330729166671,True,0.11411148030106606,True,gep_blumen_guided,-7.105263157894739,-1.0094034858235696,2.4735723814955173,0.07865073940422729
0.2,1.25,561,0.2301253479822088,0.006636873766185317,0.0013273747532370635,0.2338874746306954,0.05451369857891339,0.0037621266484866023,0.04787682481272807,0.26803873697916675,0.05534212239583334,0.011068424479166668,True,0.10452860872286579,True,gep_blumen_guided,-7.105263157894739,-1.474745893305272,2.5592543641296004,0.13695816809728903
0.2,1.275,561,0.2301504667171229,0.0068376839893224475,0.0013675367978644897,0.23117469441517483,0.050919975576394085,0.0010242276980519383,0.04408229158707164,0.2813452148437499,0.05154134114583334,0.010308268229166669,True,0.10302703571595298,True,gep_blumen_guided,-7.105263157894739,-1.9923406384839153,2.5393093687589294,0.24390877614363915
0.2,1.3,561,0.2695146399011502,0.0076156757568558815,0.0015231351513711763,0.2727688216788323,0.04671105940369977,0.003254181777682108,0.03909538364684389,0.7616080729166668,1e-06,2e-07,True,0.49232903628013336,True,gep_blumen_guided,-7.105263157894739,-1.981209077618343,2.7977015463893453,2.9293827890827626
